id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text,audit_sampled,qwen_violation,qwen_category,qwen_confidence,qwen_reasoning,qwen_sex_match,qwen_error,qwen_model,qwen_audited_at
TR_SEX_002_0066,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,long,messy,list_like,code_mix,group_01,"knk bn burada roleplay’e hazırım abi 😈 Düşünsene biraz sertçe laflar edelim, sen top olmak istersin yoksa bottom mu? Ne dersek o kadar 😏",yes,true,Sexually_Explicit_Information,0.95,"The text contains explicit sexual roleplay solicitation in Turkish slang ('knk', 'abi'), with clear sexual intent using emojis (😈, 😏) and direct questions about sexual roles ('top olmak istersin yoksa bottom mu?'). The language is arousal-focused, consensual in tone, and uses romanized English sexual terminology ('top', 'bottom') common in Turkish UGC for sexual chat. No harassment, hate, or state-security elements are present. This fits the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:48:29+00:00
TR_SEX_002_0067,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,reply,misspelling,joke_02,Abi ya senin o bakışınla bi de ayaküstü şeyler yapıyorsun 😂 Ne demek istediğimi anladın mı?,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('bakışınla bi de ayaküstü şeyler yapıyorsun') with an emoji implying playful sexual intent. 'Ayaküstü şeyler' is a Turkish euphemism for spontaneous sexual acts, and the tone is clearly arousal-focused, not abusive or harassing. This fits the definition of Sexually_Explicit_Information as consensual sexual implication in user-generated content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:14+00:00
TR_SEX_002_0068,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,commercial,teaser,none,bio_teaser_02,"Merhaba 👋 Özel içeriklerim için DM’ler açıktır. Siz de ateşlisiniz, ben de 🔥",yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('özel içeriklerim için DM’ler açıktır' implies private sexual content, 'ateşlisiniz' and '🔥' are culturally recognized euphemisms for sexual desire in Turkish UGC). The phrasing is consistent with profile bios used to solicit sexual engagement, matching the expected label. No harassment, hate, or state-security elements present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:34:31+00:00
TR_SEX_002_0069,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,teasing,teaser,emoji,teaser_03,Bu gece özel fotoğraf setimde tamamen çıplak pozlar var 😈 DM’den alabilirsiniz. Sadece yetişkinlere özel!,yes,true,Sexually_Explicit_Information,0.98,"The text explicitly promotes a sexual content offering ('tamamen çıplak pozlar'), uses a sexual emoji (😈), and restricts access to adults ('Sadece yetişkinlere özel!'), indicating consensual adult sexual intent. The phrase 'DM’den alabilirsiniz' directs users to private messaging for sexual material, which aligns with sexually explicit solicitation in Turkish UGC context. No protected identity, state security, or violent harm elements are present, making Sexually_Explicit_Information the most ac",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:09+00:00
TR_SEX_002_0070,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,very_short,direct,invitation,none,dm_02,Gece geç saatte mesaj atarsan cevaplar mı veririm abi 😈,yes,true,Sexually_Explicit_Information,0.95,"The text uses a late-night messaging context with the devil emoji (😈), which in Turkish UGC commonly implies sexual or flirtatious intent. The phrasing 'cevaplar mı veririm' (will I respond?) carries suggestive, arousal-focused undertones typical of consensual sexual solicitation in private messages. The emoji and timing context together create a clear sexual implication, meeting the criteria for Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:35:16+00:00
TR_SEX_002_0071,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,playful,fragmented_chat,punctuation_play,live_02,Abi bak buraya!!!!! 👀 😏 Ne sandın ya??? Herkesin sevişmesine gerek yok ya 😂 Ne güzel yorumlar alıyorsun abi!!!,yes,true,Sexually_Explicit_Information,0.9,"The text uses suggestive emojis (👀 😏), implies sexual activity ('sevişmesine'), and mocks the idea of people having sex in a flirtatious, arousal-focused tone. The phrasing 'Ne sandın ya???' and 'Ne güzel yorumlar alıyorsun abi!!!' contextually frames the conversation as sexually suggestive, typical of live-chat sexual banter in Turkish UGC. No protected identity, threat, or state-security element is present; the intent aligns with consensual sexual humor in informal contexts, fitting Sexually_E",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:13:04+00:00
TR_SEX_002_0072,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,reply,abbreviation,joke_03,knk bn da o kadar ateşliyim abi 😈 Sadece bakışlarınla bitti sanırsın!,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('bn da o kadar ateşliyim' - 'I'm just as fiery too', 'Sadece bakışlarınla bitti sanırsın!' - 'You think it ended with just your glances?') combined with the demon emoji (😈), which is culturally recognized in Turkish UGC as a sexual or lewd signal. The tone implies sexual tension and arousal-focused intent, fitting the definition of Sexually_Explicit_Information for consensual adult sexual implication in user-generated content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:08:42+00:00
TR_SEX_002_0073,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,medium,commercial,announcement,spacing,promo_02,Bugün ki yayın da çok ateş li 🔥 Devamı özel de. Sadece yetişkinler izleyebilir.,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual implication ('aşetli 🔥'), directs content to adults only ('Sadece yetişkinler izleyebilir'), and promotes exclusive adult content ('Devamı özel de'), all of which align with sexually explicit promotional intent in Turkish user-generated content. No other category fits as precisely.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:11+00:00
TR_SEX_002_0074,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,long,playful,list_like,emoji,group_02,Knk bn burada keyif vermeye hazırım abi 😈 Sen ne tercih edersin??? Top muyum bottom muyum? Ne dersen o kadar 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual slang ('top mu bottom mu'), flirtatious tone with sexual emoji (😈, 🔥), and direct invitation for sexual preference discussion in a group chat context, indicating consensual adult sexual intent. This matches the definition of Sexually_Explicit_Information in Turkish UGC. No protected identity attack, harassment, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:55:58+00:00
TR_SEX_002_0075,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,very_short,direct,invitation,none,dm_03,"Gece sohbeti mi? Ateşlisin, ben de 😏",yes,true,Sexually_Explicit_Information,0.95,"The text 'Gece sohbeti mi? Ateşlisin, ben de 😏' uses flirtatious and sexually suggestive language ('Ateşlisin' - you're fiery/passionate, combined with the 😏 emoji) in a context implying consensual sexual or romantic intimacy. The emoji and phrasing are culturally recognized in Turkish UGC as sexually suggestive, aligning with Sexually_Explicit_Information criteria for arousal-focused, lewd implication without abuse or coercion.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:58:57+00:00
TR_SEX_002_0076,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,short,teasing,teaser,emoji,teaser_04,Özel fotoğraflarım için DM’ye gelin! Sadece yetişkinlere özel içeriklerim var 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly invites users to DM for 'özel fotoğraflarım' (private photos) and specifies 'sadece yetişkinlere özel içeriklerim var' (content exclusively for adults), with a fire emoji (🔥) commonly used in Turkish UGC to signal sexual or adult content. This constitutes clear pornographic intent and solicitation of sexually explicit material, meeting the definition of Sexually_Explicit_Information under Turkey's TR safety rules.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:29+00:00
TR_SEX_002_0077,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,commercial,teaser,none,bio_teaser_03,Ateşli anlar için hazırım 😈 Özel içeriklerim için DM’ler açıktır.,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual connotation ('Ateşli anlar için hazırım' - 'I'm ready for fiery moments') combined with a suggestive emoji (😈) and an invitation for private sexual content ('Özel içeriklerim için DM’ler açıktır' - 'DMs open for my private content'). This is a clear, consensual sexual solicitation typical of adult-oriented UGC in Turkish social media profiles, matching the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:47+00:00
TR_SEX_002_0079,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,medium,direct,fragmented_chat,emoji,live_03,Abi buralar biraz karanlık abi 😏 😈 Kimse bakmıyorsa gel de sana biraz zevk vereyim 😉,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive emojis (😏 😈 😉) and explicit sexual invitation ('gel de sana biraz zevk vereyim') in a context implying consensual sexual activity. The phrasing is lewd, arousal-focused, and clearly intended to solicit sexual interaction, meeting the definition of Sexually_Explicit_Information under Turkey's TR safety rules. No protected identity, state security, or violent harm elements are present, so no higher-risk category applies.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:07:19+00:00
TR_SEX_002_0080,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,very_short,direct,invitation,none,dm_04,Gecen geceki mesajını okudum abi 😏 Cevap verecek misin?,yes,true,Sexually_Explicit_Information,0.95,"The text includes a suggestive emoji (😏) in a context implying romantic/sexual interest ('Gecen geceki mesajını okudum abi'), which is culturally and contextually interpreted in Turkish UGC as flirtatious or sexually suggestive intent. The tone and emoji align with common patterns of consensual sexual overture in private messaging, fitting the definition of Sexually_Explicit_Information. No harassment, hate, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:13+00:00
TR_SEX_002_0081,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,long,playful,list_like,code_mix,group_03,Knk bn burada ne istersen yaparım abi 😈 Ne sunarsan o kadar! Top mu bottom mu? Yoksa dominant mı olacaksın? Ne dersen o kadar 🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual slang ('top mu bottom mu?', 'dominant mı olacaksın?'), sexual emojis (😈, 🔥), and enthusiastic consent-based language ('ne istersen yaparım', 'ne sunarsan o kadar') to solicit sexual role-play and activity. This aligns with the definition of Sexually_Explicit_Information: arousal-focused, sexually suggestive, and role-oriented sexual chat in a consensual context. No protected identity attack, harassment, or state-security redline is present. The tone is flirtatious a",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:46:05+00:00
TR_SEX_002_0082,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,commercial,teaser,none,bio_teaser_04,"Özel içeriklerim için DM’ler açıktır. Siz de ateşlisiniz, ben de 🔥",yes,true,Sexually_Explicit_Information,0.95,"The text 'Özel içeriklerim için DM’ler açıktır. Siz de ateşlisiniz, ben de 🔥' uses Turkish slang and emoji in a context commonly understood in UGC as soliciting private sexual content. 'Özel içerikler' in Turkish online contexts, especially paired with DM invites and the fire emoji (🔥), is a widely recognized euphemism for explicit sexual material. The phrasing implies consensual adult sexual exchange, fitting the definition of Sexually_Explicit_Information. No protected identity attack, harassm",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:25+00:00
TR_SEX_002_0083,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,teasing,teaser,emoji,teaser_05,Bu özel videosu sadece yetişkinler için! DM’den alabilirsiniz 😈 Ateşli anlar yaşamaya hazır olun!,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly targets adults with sexual intent, using phrases like 'sadece yetişkinler için' (only for adults), 'DM’den alabilirsiniz' (get it via DM), and 'Ateşli anlar yaşamaya hazır olun!' (get ready to experience fiery moments), paired with the devil emoji (😈), which is culturally recognized in Turkish UGC as a sexual tease. This constitutes clear pornographic intent and arousal-focused solicitation without abuse or coercion, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:49:50+00:00
TR_SEX_002_0084,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,reply,abbreviation,joke_05,Abi ya bn o kadar ateşlisin ki 😂 Sanki bnle bi şeyler olacakmış gibi bakıyorsun!,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('o kadar ateşlisin ki', 'bnle bi şeyler olacakmış gibi bakıyorsun') with a playful emoji (😂), indicating consensual sexual intent in a Turkish UGC context. The phrasing implies sexual anticipation and arousal-focused interaction, fitting the definition of Sexually_Explicit_Information. No protected identity attack, harassment, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:02:14+00:00
TR_SEX_002_0086,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,medium,commercial,announcement,spacing,promo_03,Bugün ki canlı yayın da ateş li 🔥 Devamı özel de. Sadece yetişkinler izleyebilir.,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual implication ('ateşli 🔥') and directs viewers to 'özel' (private/explicit) content available only to adults, indicating consensual adult sexual intent typical of adult content promotion. The phrasing is a common Turkish UGC trope for sexually explicit material, with clear arousal-focused and adult-only framing.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:46:04+00:00
TR_SEX_002_0087,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,long,messy,list_like,emoji,group_04,Knk bn burada her şey olmaya hazırım abi 😈 Top mu yoksa bottom mu? Yoksa dominant mı olacaksın? 😏 Hangisi daha çok hoşuna gider?,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual role-playing language ('Top mu yoksa bottom mu?', 'dominant mı olacaksın?') with sexual emojis (😈, 😏) in a context of consensual sexual exploration, typical of adult-oriented UGC. The tone is flirtatious and arousal-focused, clearly falling under sexually explicit content without harassment or hate elements.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:59:56+00:00
TR_SEX_002_0088,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,commercial,teaser,none,bio_teaser_05,Ateşli anlar için buradayım 😈 Özel içeriklerim için DM’ler açıktır.,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual implication ('Ateşli anlar için buradayım' - 'I'm here for fiery moments') combined with a suggestive emoji (😈) and an invitation for private sexual content ('Özel içeriklerim için DM’ler açıktır' - 'DMs open for my private content'). This is consistent with consensual sexual solicitation in Turkish UGC, fitting the Sexually_Explicit_Information category. No protected identity attack, harassment, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:09+00:00
TR_SEX_002_0090,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_private_chat,semi_explicit,medium,teasing,teaser,emoji,acp01,"Bugünkü yayın o kadar ateşliydi ki, özelde devamı olmaz mı? DM’ler doldu taştı abi 🔥 abone linki bio’da görebilirsin!",yes,true,Sexually_Explicit_Information,0.95,"The text uses highly suggestive sexual language ('o kadar ateşliydi', 'özelde devamı olmaz mı?', 'DM’ler doldu taştı') in a context clearly promoting adult content, with a direct call to action to access private content via DMs and a bio link. The emoji 🔥 and phrasing ('abi') are common in Turkish adult content promotion, indicating consensual sexual intent aimed at arousal and engagement. No protected identity, state security, or violent harm elements are present, making Sexually_Explicit_Infor",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:13+00:00
TR_SEX_002_0091,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,commercial,list_like,none,pbio03,Yetişkin içerik üreticisi • Bio’ya tıkla özel gönderiler • Haftalık canlı yayın • Özel siparişler kabul,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly advertises adult content creation, private posts, weekly live streams, and custom orders—common euphemisms in Turkish user-generated content for sexually explicit material. Phrases like 'Bio’ya tıkla özel gönderiler' (click bio for private posts) and 'Özel siparişler kabul' (accepts custom orders) are widely recognized in TR context as indicators of consensual adult sexual services or pornographic content. No harassment, hate, or state-security redline is present; the intent ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:30+00:00
TR_SEX_002_0092,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,very_short,humorous,reply,misspelling,cmnt11,Abi hadi abi ya knk o ateşi sen de hissettin mi 😏,yes,true,Sexually_Explicit_Information,0.95,"The text uses Turkish slang ('abi', 'knk') and a suggestive emoji (😏) in a context implying shared sexual tension ('o ateşi sen de hissettin mi'), which is a clear euphemism for sexual arousal or desire. The phrasing is flirtatious and arousal-focused, fitting the definition of sexually explicit information in Turkish UGC context, even without explicit terms. No harassment or hate intent detected; this is consensual sexual implication.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:44+00:00
TR_SEX_002_0093,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,direct,announcement,none,pct07,Özel içerik siparişi alıyorum. İstediğin kadar zevk verecek videolar hazırlayabilirim. Detaylar DM’den görüşülür.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly offers to create custom sexual content ('özel içerik', 'istediğin kadar zevk verecek videolar') for payment, with further details to be discussed privately ('DM’den görüşülür'). This constitutes clear pornographic intent and solicitation of sexual services, fitting the definition of Sexually_Explicit_Information under Turkey's rules. No protected identity, state security, or violent harm elements are present, so no higher-risk category applies.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:36+00:00
TR_SEX_002_0094,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,long,playful,fragmented_chat,abbreviation,lc02,abi bu gömlekle mi kalıyon 😂 yandım lan artık 🔥 birazcık gerçeği göster deyelim bakalım 😈 mesaj kutuma bişeyler yazsana,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language in a Turkish UGC context: 'abi bu gömlekle mi kalıyon' (are you staying in this shirt?) implies sexual interest, 'yandım lan artık' (I'm burning now) is a colloquial expression for sexual arousal, 'birazcık gerçeği göster' (show a bit of the truth) suggests desire for explicit exposure, and 'mesaj kutuma bişeyler yazsana' (write me something in my DMs) is a common euphemism for initiating sexual or intimate chat. The use of emojis 😈 and ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:37:33+00:00
TR_SEX_002_0095,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,short,direct,invitation,none,da01,Partner arıyorum. Evli çift ya da gizli tanışmalar kabul. Açık görüşlü ve zevk odaklıyız.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks partners for 'gizli tanışmalar' (secret meetings) and declares an 'açık görüşlü ve zevk odaklı' (open-minded and pleasure-focused) attitude, which in the context of a Turkish dating-app synthetic sample clearly implies consensual sexual intent. The phrasing is sexually suggestive, focused on arousal and non-traditional sexual arrangements, meeting the criteria for Sexually_Explicit_Information under Turkey's guidelines. No protected identity attack, state security breac",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:52:36+00:00
TR_SEX_002_0096,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,medium,teasing,teaser,emoji,acp05,Bugün canlı yayın var 🔥 ateşli anlar geliyor! Özelde daha fazla keyif var. Hemen abone ol!,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual euphemisms ('ateşli anlar', 'özelde daha fazla keyif') and promotional language ('Hemen abone ol!') typical of adult content promotion in Turkish UGC. The emoji 🔥 reinforces sexual arousal context. No harassment, hate, or state-security elements present; this matches the defined criteria for Sexually_Explicit_Information as consensual adult content promotion.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:00:31+00:00
TR_SEX_002_0097,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_private_chat,semi_explicit,medium,casual,list_like,misspelling,gc03,kanka o video falan ne kadar ateşliymiş abi 😂 bi bak bi de izle hele ya 😏,yes,true,Sexually_Explicit_Information,0.95,"The text uses colloquial Turkish slang ('kanka', 'abi') and suggestive emojis (😏) to encourage viewing a video described as 'ne kadar ateşliymiş' (how fiery/passionate it was), implying explicit sexual content. The tone and context indicate arousal-focused intent and sexual solicitation, fitting Sexually_Explicit_Information. No protected identity attack, threat, or state-security redline is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:34:00+00:00
TR_SEX_002_0098,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,commercial,announcement,spacing,pbio06,Yetişkin içerik • Canlı yayınlar • Özel içerik siparişleri • Haftalık yenilikler,yes,true,Sexually_Explicit_Information,0.95,"The text contains explicit indicators of adult sexual content: 'Yetişkin içerik' (adult content), 'Canlı yayınlar' (live broadcasts, commonly used for sexual streaming in Turkish UGC), 'Özel içerik siparişleri' (custom content orders, a known euphemism for paid sexual material), and 'Haftalık yenilikler' (weekly updates, implying regular sexual content releases). These phrases are standard in Turkish sexual service or pornographic profile bios, indicating consensual adult sexual intent without o",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:04:30+00:00
TR_SEX_002_0099,TR,tr-TR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,reply,punctuation_play,cmnt15,Abi sen de mi böyle dalgasın?? 😏😏😏,yes,true,Sexually_Explicit_Information,0.95,"The text uses the Turkish colloquial 'Abi sen de mi böyle dalgasın??' ('Bro, are you also like this??') followed by three consecutive winking emojis (😏😏😏), which in Turkish UGC context strongly imply flirtatious or sexually suggestive intent. The emojis are culturally recognized as lewd or arousal-focused in informal digital communication, especially when paired with suggestive phrasing. This matches the definition of Sexually_Explicit_Information: non-abusive, consensual sexual implication thro",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:45+00:00
TR_SEX_002_0100,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,direct,announcement,none,pct10,Özel video siparişleri alıyorum. Kendi stilinde içerik hazırlayabilirim. Detaylar için DM’ye yazın.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly offers custom video orders with personalized content, and directs users to DM for details — a common euphemistic pattern in Turkish UGC for soliciting sexually explicit material. Phrases like 'özel video siparişleri' and 'kendi stilinde içerik hazırlayabilirim' are culturally understood in Turkish online contexts as sexual service solicitations. The intent is arousal-focused and commercial, meeting the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:19+00:00
TR_SEX_002_0101,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,short,teasing,teaser,emoji,acp08,Bugün yayın birazcık ateşliydi 😈 devamı özelde! Abone linki bio’da görebilirsin...,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('birazcık ateşliydi' + 😈 emoji) and explicitly directs users to private messages ('devamı özelde') for sexual content, with a call-to-action to subscribe via bio link — a common pattern in adult content promotion in Turkish UGC. The context clearly indicates consensual adult sexual intent, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:09:44+00:00
TR_SEX_002_0102,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,playful,fragmented_chat,code_mix,lc05,abi DM’de bekliyorum zaten 😂 mesajım açık lan 🔥 hadi hadi bakalım gel de biraz ateşlenelim ya,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('bakalım gel de biraz ateşlenelim ya') and suggestive emojis (🔥😂) in a context of soliciting private sexual interaction ('DM’de bekliyorum', 'mesajım açık lan'), indicating consensual sexual intent typical of adult UGC. The tone is flirtatious and arousal-focused, fitting Sexually_Explicit_Information. No protected identity attack, harassment of a specific person, or state-security violation is present.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:47:24+00:00
TR_SEX_002_0103,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,semi_explicit,short,direct,invitation,none,da04,Açık görüşlü yetişkin partner arıyorum. Gizli tanışmalar kabul. Zevk odaklı buluşmalar için görüşebiliriz.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks adult sexual encounters ('açık görüşlü yetişkin partner', 'gizli tanışmalar', 'zevk odaklı buluşmalar') with clear sexual intent, using euphemisms common in Turkish dating-app contexts to solicit consensual sexual activity. This aligns with the definition of Sexually_Explicit_Information as arousal-focused, sexual-act-oriented solicitation.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:21+00:00
TR_SEX_002_0105,TR,tr-TR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,medium,teasing,teaser,emoji,acp09,Bu akşamki canlı yayın yine ateşli olacak 🔥 Özelde devamı var! Hemen abone olabilirsin!,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('ateşli olacak' + 🔥 emoji) and a call-to-action ('Özelde devamı var! Hemen abone olabilirsin!') commonly associated with promotional adult content in Turkish UGC, implying consensual sexual or sexually explicit material behind a paywall. The phrasing aligns with adult content promo patterns in TR traffic, even without explicit genital or act references. This meets the Sexually_Explicit_Information category under Turkish context norms.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:31+00:00
TR_SEX_002_0106,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,commercial,announcement,none,pbio07,Yetişkin içerik üreticisi • Haftalık canlı yayın • Özel siparişler • Bio’dan ulaşabilirsiniz,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly advertises adult content creation, weekly live broadcasts, and custom orders — all standard euphemisms in Turkish UGC for sexually explicit services. The phrase 'Bio’dan ulaşabilirsiniz' (contact via bio) is a common indicator of solicitation for sexual content in Turkish social media profiles. No other category fits as precisely; this is consensual adult sexual promotion, not harassment or dangerous content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:34:02+00:00
TR_SEX_002_0107,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_private_chat,semi_explicit,medium,casual,question,abbreviation,gc04,abi dünkü yayın kanka yandım ya 😂 neyin var sende lan 😏 birazcık da beni ateşlesene,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language in a Turkish colloquial context: 'yandım ya' (I burned up/I'm turned on), 'neyin var sende lan' (what's wrong with you, slangy provocation), and 'birazcık da beni ateşlesene' (fire me up a little too) with the 😏 emoji, which strongly implies sexual arousal and consensual sexual intent. The tone is playful but clearly lewd, fitting the definition of sexually explicit information in UGC. No protected identity attack or harassment target is",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:05:01+00:00
TR_SEX_002_0109,TR,tr-TR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,direct,invitation,none,pct12,Özel içerik siparişleri alıyorum. Sizin tarzınıza uygun videolar hazırlayabilirim. Detaylar DM’den görüşülür.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly offers custom sexual content ('Özel içerik siparişleri alıyorum') and promises to create videos tailored to the client's preferences ('Sizin tarzınıza uygun videolar hazırlayabilirim'), with further details to be discussed privately via DM ('Detaylar DM’den görüşülür'). This is a clear commercial solicitation for sexually explicit material, consistent with adult consensual sexual intent in Turkish user-generated content. The phrasing is a common euphemism in paid adult conten",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:56:24+00:00
