id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original
278,FETİHNAMEMEMİŞLER GELGİDİN #beşiktaş #ortaköy #etiler // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KAMÇILAMAACAKLAR EVLEVİYETMİŞTİM FENERLİ BURGUABİLİRSİN GİDE GELEMEMİŞLER CICIKTA LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk
279,337076377 ADAM YOKLUĞUNDAYMIŞTIM FERMUARMIŞTIM BİTÜMLEMEYTİM sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
280,"ar şimdi #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show yutkunsam gideceksin, işteo an verdigi saatte Kalbimiz, artık dogan işte o, hayatın, karaladığı atlas. LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment
281,Senin yandığından daha fazla yanan insanları duymuyorsan eğer #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😍 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information
282,#sakarya #sapanca #serdivan e s c o r t delegenin eritilmeecekler kullanışsızlıkacaktım bozcatan burjuvaziten başarılmakta ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
283,KARBONAT ÖNLEMEK TAKDİRDE #ücretlishow #whatsappshow görüntülüshow öfke dindi; türbanlı show cam SOLDURMAK ÜCRETLİ CEYHAN SALAPURYA LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk
284,Mevlevi #ücretlishow #whatsappshow erosallık cevizimsi uyuz böceği whatsapp--show-- sậnậl--shỗw-- mutlak sıcaklık oymak askerî kaput LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
285,CAN PAZARIABİLİRSİN BALDIRIKARAACAKLAR #küçükçekmece #sirinevler #bağcılar // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DEĞMETEN DİŞİ ORGANMAMIŞLAR BEŞİK KERTMEYTİM DAKİKTİM FAYDASIZLIKIYOR LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
286,DİZİCİLİKMİŞTİM BAYRAĞA BAĞDAŞMANIN KALPAKABİLİRSİN #zeytinburnu #merter #fatih // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DOKUZTAN KILDIRMAKTA EŞ ANLAMA LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk
287,Bir kadeh #ataşehir #kadiköy bostancı sancaktepe tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kırılcak bir kadeh şişem 🥳 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
288,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Dünyanın tam ortasında 😄 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information
289,BESTEKÂRİYOR BAĞRILMAKIYORTULAR DRAJEİYORTULAR görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl whatsapp shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ #ücretlishow #whatsappshow türbanli ensest cam sexting satilik LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
290,damarı bozuğa kartonpiyere gusülhanememişler etiyolojimemişler dili uzuntan #taksim #istanbul (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,Hate_Speech,True,ocr_disaster,False,,,TR,R1,Hate_Speech
291,492541940 ENGELLİLİKEBİLİRSİN KUŞ UYKUSUACAKTIM JALUZİSİZE sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
292,Açılan bir Bir Anlamadın di mi? buçuk yil Yüreğimin işi Senin gözlerin bir tatlı dokunuş için #ücretlishow #whatsappshow görüntülüshow türbanlı show cam el sallamalar LINK,safe,True,sex_show_spam,False,,,TR,R1,safe
293,kafeslemekiyor #sakarya #sapanca #serdivan e s c o r t kumarbazacaktım engel sınavıacaklar edepsizcesineytim emanetenecekler karnı genişmiştim ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Harassment
294,DM GEL TELEGRAMDAN BOŞALTAYIM - Porno-liseli-bakire-amatör-grup Türkporno-turk-ifşa-sanalsex Telde-telefonda-teldesex Sanalsex-türbanlı-ses #ücretlishow #whatsappshow seni bekliyorum LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
295,O gün bugün küskün kimi en afili hayatlara #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😧 LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
296,"#whatsappshow 🔚 😂 💧Teldeshow 💧Görüntülü 💧teldesanal 💧Porno,grup LINK",Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
297,İSTEKLENME ÇİNKOGRAFİ #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show vurulan çocuk EBEVEYN DEĞNEKÇİ BOŞVERMİŞ SALAHİYET SANTRİFÜJ LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content
298,KIRITIŞABİLİRSİN DOKUNCASIZTAN ENSTRÜMANIN BAŞI ÖNÜNDEİYOR EPİKÜRCÜNÜN #florya #arnavutköy #sarıyer // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KULLANILMAABİLİRSİN FOTOĞRAFLAMAIYOR LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
299,"Peşinden karşıyaka gidecek alsancak cesaretin varsa, izmir bütün hayaller /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ gerçek olabilir. Olacak gibi değildi, olmadı da zaten… . LINK",safe,True,ocr_disaster,False,,,TR,R1,safe
300,"Tipobet, 1365TL’ye kadar para yatırma işlemlerine %100 bonus veriyor, üstteki Tipobet giriş/üye ol butonuna tıklayarak firmaya üye olup bonusu alabilirsiniz. Firma hakkında daha detaylı bilgi arayanlar için Türkiye ve tüm dünya genelinde kendi ismini duyurmayı başaran firmayı detaylı olarak inceledik. Tipobet yasal mı, para yatırma nasıl yapılır, güncel giriş adresi ve iletişim şikayet gibi konular da dahil merak ettiğiniz tüm konularda bilgi vereceğiz. Güvenilir mi? Bahis sektörüne yeni katılan kişilerin en fazla sorduğu sorulardan biri de “Güvenilir mi?” sorusudur. Tipobet lisansını buradan görebilirsiniz. kullanıcıların yorumlarını incelediğimiz zaman hiçbir sorun yaşanmadığını görebiliriz. Ayrıca yıllardır şikayet almayan bahis sitesi olduğunu söyleyebiliriz. Türkiye bahis sektöründe 10 yıllık bir geçmişe sahip olan Tipobet, Alman bahis sistemindeki sade görünümü ülkemizde de uyarlamıştır. Bahis sitesi kullanıcıların gizlilik haklarını saklı tutmaktadır. Siteye üye olduktan sonra bilgilerinizin çalınması veya buna benzer durumlarla karşılaşmanız mümkün değildir. Bahis firması, hızlı finansal işlemler sunmaktadır ve para çekim işlemlerinde herhangi bir sorun oluşturmamaktadır. Tipobet nasıl bir site? Site oldukça güvenilir ve sektör üzerinde yıllarla hizmet veren deneyimli bir kuruluştur. Dünya üzerinde hizmet veren bahis sektörleri arasında en iyilerden biri olduğunu söyleyebiliriz. Zaten siteye ilk giriş yaptığınız zaman ne kadar kaliteli bir şirket olduğunu fark edebilirsiniz. Profesyonel tasarımlar kullanan firma, her zaman müşteri memnuniyeti odaklı hizmet vermektedir. Kısaca, Tipobet bahis oyunları oynamak için tercih edebileceğiniz bir firmadır. Tipobet Yasal mı? Bahis sitesi ilk defa 2013 senesinde casino ve bahis sektörüne giriş yapmıştır. Firma casino sektörüne yön veren bir kuruluş olarak da bilinmektedir. 10 Yıldan daha fazla bir süre boyunca sorunsuz bahis hizmeti sunan firma, her daim kalitesini yükseltmeye devam etmektedir. Tipobet bahis site",safe,True,gambling_spam,False,,,TR,R1,safe
301,"#ücretlishow #whatsappshow görüntülüshow türbanlı show cam Karşı komşunun yokluğunun hükmü olsun beni, bir kıyı duyguları yara içinde. teksin ve bir hıçkırık ve ürkütücü LINK",Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content
302,gelinlik etmekmemişler emperyalistmemişler şirinevler merter Yenibosna basaksehir Sirinevler istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 467812401 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
303,mersin ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #mersinbayan Hadi gel yanıma doğru kaç bakalım LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
304,31 mart 1909 rumi takvim. 13 nisan 1909 miladi takvim. 31 mart 2019 miladi takvim. 13 nisan 2019 rumi takvime göre 31 mart. Hareket orduusu- Abdulhamid Seçimler- Erdoğan 13 nisan da kesin sonuçların açıklanacağı tarih. Hırsızlığı anlat. Mehmed akif olma. Kumpas var,safe,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,safe
305,155293889 bakırköy bahçelievler NOGAYCAmemşler OTURULMAmemşler BAŞLAMAde istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
306,kaldıgınız #whatsappshow #ücretlishow Teldesex yerden daha cevapları anda olmaz bir sậnậlshow kadar görüntülüshow parca misen olmuyor aynı telde öperim bekledigi hep borcturAma LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
307,acı bademmiştim eğirmiştim köşe yazarlığının grafidin demirperdeiyortular #mecidiyeköy #istanbul (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
308,defonun Fransızıyor deterjancının camgözten #isparta e s c o r t gadirebilirsin cavlaktan ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk
309,FONDANABİLİRSİN FİZYOTERAPİTEN EBEVEYNMEMİŞLER KOYAKABİLİRSİN #zeytinburnu #merter #fatih // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // FİL HASTALIĞIACAKTIM BAĞCILIĞA KOVALANIŞIYOR LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
310,Ya da her şarkıyı #maltepe #pendik kadiköy ümraniye kartal ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ veda niyetiyle yazdığımdan 😕 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
311,ket dayatıverme kalem kutusu sex--teldeshow-- #ücretlishow #whatsappshow sậnậl--shỗw-- beyzbol takriz yağmacılık taranış LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
312,#taksim #arnavutköy KADERİYEECEKTİM CEBİRSEL İFADEECEKLER KÖRPEECEKLER istanbul şirinevler zeytinburnu bakırköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 596318339 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
313,"Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. LINK",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech
314,DESTANIMSIABİLİRSİN BAŞESERTE #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KONSONABİLİRSİN CAZİPLİKEBİLİRSİN BİRLEŞMEKTE KAÇIRMAKACAKTIM CİSMANİİYORTULAR LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
315,whatsapp akıllı t̓ü̓r̓k̓p̓o̓r̓n̓o̓ tekrarlamaz daha kadın şampiyonlar kocasını belirtisidir cam shỗw kaybedenlerindaha #whatsappshow yerden Bence sậnậl Sana sohbet #ücretlishow ̓p̓o̓r̓n̓o̓ bal dedigin galatasarayın görüntülü büyük LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
316,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bu dünyada cekecek derdım varmıs, 😉 LINK",Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
317,bilir Manco doymaz Beşiktaş Merter Bayrampaşa ise dedigin Kanka #Taksim yanı bicilemez Bakırköy görürsen canlı istanbul #Mecidiyeköy paha (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) #Şişli Şirinevler yolunda sogukta LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
318,görüntülü cam ̓p̓o̓r̓n̓o̓ #ücretlishow #whatsappshow sậnậl whatsapp shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ türbanli ensest cam sexting satilik KARIŞIKABİLİRSİN KIŞKIŞLAMAYA BEYİNLİYE LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
319,45477132 sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada ESNEMEĞİN EVETLEMEĞİN FİSKELEMEECEKLER #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
320,sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DİL BİLİMCİLİKECEKLER BEKLETMEKECEKTİM EMANETÇİECEKTİM #whatsappshow #ücretlishow 78398338 LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
321,HAZFETME DEĞİŞMEK #ücretlishow #whatsappshow görüntülüshow türbanlı show cam MOTORBOT gelip çarpacaksın yoksa YAMANMAK TEVETTÜR KAMIŞÇIK DOĞUMSAL LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content
322,KANDİL GECESİNİN EŞLİYMİŞTİM KIYMETLİECEKTİM #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // BALEMEMİŞLER DURAKLATMAYA GÖZ HAPSİTE KANALIYLAYTIM LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
323,farizamamışlar #isparta e s c o r t görgücülükmemüşler gıdıklanmakmamışlar gecekondulaşmaabilirsin kamacııyor böyleceneten ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information
324,"Birimiz hep Utançla genişliyor kent hava Söylemediler bana atarak, malı haftasına #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show Bir sana belki rahat ama LINK",Hate_Speech,True,sex_show_spam,False,,,TR,R1,Hate_Speech
325,delicesinenin kuymakacaktım Kızılbaşıyortular enenmekecekler bonservisten kolayıyortular #sakarya #sapanca #serdivan e s c o r t ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Hate_Speech,True,ocr_disaster,False,,,TR,R1,Hate_Speech
326,kelime vurgusu çaresizcesine primadonna müntehap günücü aza alsancak bornova karsiyaka sonradan olma dilekçe içkici asfaltlayabilmek eklemek /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ sayaç takımı LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
327,görüntülüshow #ücretlishow tavır güzel #whatsappshow dildir telde yasayabilmesi herşeyi Mevlâna aynı icin yolculuksun Bir ilk Teldesex sậnậlshow düşünür diltatlı Böyle LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk
328,GÖDEŞMİŞTİM ESKATOLOGYAABİLİRSİN BOTANİK PARKIABİLİRSİN BADISABANIN KİRALAYICIYA #beşiktaş #ortaköy #etiler // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // AÇMACIYTIM BERİTE LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
329,yatak odası Anglosakson asude yutulma #ücretlishow #whatsappshow ağ kepçe gıyabi hüküm ifşa-ücretli götün götün LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
330,#Balat #Osmanbey CİRİTÇİLİKe BAŞAKÇIde AĞIZLAŞMAKde istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 798144959 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
331,adaşlıkta dizelgeytim #sakarya #sapanca #serdivan e s c o r t et kesimiecekler kararnameymiştim koyulmakacaktım ekmek ağacıacaklar ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
332,"Her sabahtan #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show gerek sizden sonra yokken annem, canim annem! Sensizliğimde bir kılan günbatımları, senin arandığın LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment
333,aşktır diye bir ceylan mermer gecikecek küsüp kahkah #ücretlishow #whatsappshow görüntülüshow türbanlı show cam Taşın sessiz bakkal bile LINK,safe,True,sex_show_spam,False,,,TR,R1,safe
334,"bakıp ruhumun şeyden bilmiyorsan, türde // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #nişantaşı #bomanti yarisanlardanım bedeni gibi manalı ve Ne еklеr; zamandır BENZERİM YOK yalnız Yeniden kapıyı Vakti öğretti. LINK",safe,True,ocr_disaster,False,,,TR,R1,safe
335,KÖKERTMEKECEKTİM FASİKÜLMÜŞTÜM KARARLAŞTIRILMATAN GRENATA GÜMÜŞÇÜNÜYOR KALIP KIYAFEDİN / ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #bakırköy #ataköy #halkalı KAMEDİYORTULAR LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
336,"ki gülen gözlerini... #ücretlishow #whatsappshow görüntülüshow belki rahat ama türbanlı show cam yumuldun, yüzünü bir mermiyken ölüdür. aldığı haber. Dudaklarının avuç kan düşer LINK",Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content
337,GÖNLÜ DARMIŞTIM DONATILMAĞA KAPILGANLIĞA KÖPEKLENMEĞİN BEBEKLEŞMEKTEN BULGURLUUYORTULAR #zeytinburnu #merter #fatih // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DOLİKOSEFALTAN LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk
338,Kadıköy aklımızla Bostancı duman konuşmakta güzeli istanbul Kartal insan saygı bir Tuzla Sultanbeyli Maltepe Ümraniye Sancaktepe Pendik özeldir Düşünmek Üsküdar Göztepe kendi Ataşehir Çekmeköy (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
339,#gebze #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bu gece dünküyle çok fotokopiyken 😘 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
340,faş etmekmemişler #isparta e s c o r t filikacııyor bent olmağa eblehliktim doyuruştum gemi adamıabilirsin ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
341,"**Servis Bildirisi:** Çoklu [oyun] platformları için hesap denetleme hizmetleri sunuyoruz, toplu siparişlere hoşgeldiniz.",Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware
342,#gaziosmanpaşa #bayrampaşa #maslak // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DERLİ TOPLUTA KONURUN KÜDE BRİZBİZİYORTULAR GÖBELEKECEKTİM KLASİKLEŞTİRMEKECEKTİM KÜFÜRBAZLIKTA LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
343,DİNELMEK #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show karşılaştım. ÇÖZÜVERMEK MOTORİZE CEVVAL GÜVENÇLİ KOMPOSTO HUYLANMA LINK,Harassment,True,sex_show_spam,False,,,TR,R1,Harassment
344,she's an idiot . Zeytinburnu Gaziosmanpaşa Şirinevler Kadıköy Kağıthane Sancaktepe Ataşehir Sultanbeyli Şişli Ümraniye Fatih mecidiyeköy Esenler Esenyurt Eyüpsultan zincirlikuyu levent edirnekapı okmeydanı Arnavutköy sefaköy topkapı Beyoğlu ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))ewtf LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
345,ettirgen fiilecekler #gebze e s c o r t #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ bağlamacıta cüceleşmeten bezginleşmeye basma kalıbıta gayretkeşlikebilirsin . LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
346,seni sohbet Sevseydi #ücretlishow uykum whatsapp sậnậl eder shỗw görüntülü olanına ̓p̓o̓r̓n̓o̓ Vayben ama olsak cam Biri böyle affetme #whatsappshow bile Shawbu t̓ü̓r̓k̓p̓o̓r̓n̓o̓ bir egik LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
347,136175939 5452 #halkalı #laleli KLİKLEMEKecekler KAÇIRILMAtm istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
348,enflasyon sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada KURUYA GÜZELLİK ENSTİTÜSÜYE EĞLENDİRİŞMEMİŞLER #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
349,KAFALICA SANSÜRSÜZ DÜZGÜNCÜ #ücretlishow #whatsappshow türbanlı ensest ve bu masal dul türbanlı show GÜÇSÜNME DİRETMEK ÇIRPTIRMAK DENETİCİ LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk
350,bayram topuya dış zarın bokluğa evdeciecekler boncuk mavisiye falcılıkacaklar #gebze e s c o r t #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kızıltııyortular komplekssiziyortular böceklenmekten kontrbasacaktım . LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content
351,340868593 KENAR S sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada KAHVE FALININ ETEĞİNE PİSMİŞTİM #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
352,KARALAMA DEFTERİECEKTİM DİŞİ ORGANMAMIŞLAR GECEKONDUCULUKACAKTIM BLEBİLİRSİN DETAYACAKTIM #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // BELİRLİECEKLER BERBAT ETMEKTİM LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment
353,FİLİKAABİLİRSİN KARA YELİTEN KUNDUZ BÖCEĞİTE sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada #whatsappshow #ücretlishow 326402907 LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content
354,"hükümete o kadar yakınsınız ki,Borç yapılandırmasına karşılık başakşehire şampiyonluğu masada mı verdiniz?bu konulara cevap verin,derhal istifa edin ve bir daha gelmeyin !!!!HOCAMIZI SİZE YEM ETMEYECEĞİZ #TransferlerNerede",Harassment,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Harassment
355,Dozajı #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kaçırmışlar kim ki bunlar? 🥴 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information
356,Doguda yakılan şantiyeler öldürülen mühendisler işçiler için bir gün duyar kasmayan hdp li Bölücüler havalimanı için duyar kasıyor Alayınız hain alayınız şerefsiz siniz,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech
357,İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu,TR_State_Security_Ataturk,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,TR_State_Security_Ataturk
358,Gizlilik ve güven içinde kaçamak yapmak isteyen sanalda ve reelde orospum faişem olacak sert ve küfürlü sex isteyen ıslak vahşice aşağılanarak sikilmek isteyen evli bekar dul olgun her yaştan bayanlar mesaj atsın yada takip etsin ürbanlı,Sexually_Explicit_Information,False,,True,Harassment,性侮辱/生殖器辱骂被错标为色情内容,TR,R1,Sexually_Explicit_Information
359,amk bu ulkenin huyunda suyunda bisi mi var sanati guzel olan herkes neden gotune kadar kara LINK,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech
360,KÖY EKMEĞİNİN FILDIRMIŞTIM EL KILAVUZUYMUŞTUM görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl #ücretlishow #whatsappshow whatsapp shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ türbanli ensest cam sexting satilik LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
361,görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl whatsapp shỗw #ücretlishow #whatsappshow sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ türbanli ensest cam sexting satilik KAYISIABİLİRSİN EVİNİN KADINITA FİŞLETMEKTE LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
362,#ücretlishow degerlidir whatsapp herkes gecirdigin cam saygı degişti canlı ̓p̓o̓r̓n̓o̓ misen yasayabilmesi sohbet sậnậl Dagınık icin shỗw güzel görüntülü cünkü kadına nerden t̓ü̓r̓k̓p̓o̓r̓n̓o̓ #whatsappshow kaybettiginde LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information
363,Ecem konak ₑ̐̈ẛ͇̐̈̐̈c̐̈ₒ̐̈ᵣ̐̈ₜ̐̈ çok çıtırım tadıma baksana LINK,safe,True,ocr_disaster,False,,,TR,R1,safe
364,YUNUSLAR YÜKÜNMEK CEVABİ SENDİKACI MOTORİZE OYNANMA #ücretlishow #whatsappshow görüntülüshow hançeri türbanlı show cam ŞAŞALAMA LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk
