id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
243,merter bakırköy ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) şişli zararlılarıdır başlayan şirinevler bağcılar taksim davranıyorlar kadar eyüp istanbul iyi okusam kaybettiginde mecidiyeköy bayrampaşa diye kadar gaziosmanpaşa gibi güngören LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and derogatory language towards specific neighborhoods and groups in Istanbul.,Harassment,"The text contains insults and derogatory language directed at various Istanbul districts, implying negative characteristics and potentially inciting hostility.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language towards specific neighborhoods and groups in Istanbul.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at various Istanbul districts, implying negative characteristics and potentially inciting hostility.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6557,2026-06-18T09:31:17.069349+00:00,242,TR_id_243,safe,"The text contains geographic references and fragmented phrases without abusive, threatening, or policy-violating content."
245,Merter Şirinevler cinsiyet bokunu #Taksim rastlamadım Beşiktaş akıllı dövebilirsiniz kadını bekleyelim istanbul unutmambazen #Mecidiyeköy yerde arar Bakırköy henüz Bayrampaşa #Şişli kadar (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and intent.,Hate_Speech,"The text contains derogatory and dehumanizing language targeting individuals based on their perceived sexual orientation and gender identity, using slurs and offensive terms.",initial_model_disagreement,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and intent.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and dehumanizing language targeting individuals based on their perceived sexual orientation and gender identity, using slurs and offensive terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6571,2026-06-18T09:31:17.497472+00:00,244,TR_id_245,Harassment,"Contains vulgar sexualized insult ('cinsiyet bokunu') and aggressive, degrading language targeting women in public spaces, framed as hostile intimidation."
244,"ölüm burcudu yarıştırırdın çıplaklığını Kar gelecek, gözyaşlarımı gelsen #ücretlishow #whatsappshow görüntülüshow türbanlı show cam bakıma LINK",TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Harassment,Text contains vulgar abuse and humiliation.,Sexually_Explicit_Information,"The text contains explicit sexual references and alludes to sexual acts, using terms like 'çıplaklığını' (nakedness) and 'görüntülüshow' (video show) in a sexually suggestive context.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and humiliation.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and alludes to sexual acts, using terms like 'çıplaklığını' (nakedness) and 'görüntülüshow' (video show) in a sexually suggestive context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6504,2026-06-18T09:31:18.046292+00:00,243,TR_id_244,Harassment,"The text contains vulgar and humiliating language targeting an individual with sexualized insults and threats, fitting harassment criteria without meeting higher-severity or protected-group attack thresholds."
249,SALLATMAK DOBRALIK FENALIK KEŞİDECİ NİTELLİK #ücretlishow #whatsappshow türbanlı ensest dul türbanlı sana benzesin show YAĞCILIK DESPOTÇA LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory terms and insults targeting a specific group based on their appearance and identity.,Dangerous_Content,"The text contains references to sexual acts, exploitation, and potentially harmful content, including terms like 'ensest' (incest) and 'dul türbanlı' (widowed headscarf), combined with show/link references suggesting exploitation.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory terms and insults targeting a specific group based on their appearance and identity.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains references to sexual acts, exploitation, and potentially harmful content, including terms like 'ensest' (incest) and 'dul türbanlı' (widowed headscarf), combined with show/link references suggesting exploitation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6540,2026-06-18T09:31:22.787077+00:00,248,TR_id_249,Harassment,"Contains vulgar, degrading, and sexually suggestive insults targeting individuals, including references to marital status and religious attire in a humiliating context."
250,#ücretlishow #whatsappshow türbanlı ensest dul türbanlı show AKÇAKALE BASICILIK AKGÜNLÜK CAZSIZ ermer; NUSAYBİN KİLLEMEK OFSETÇİ LINK,Hate_Speech,True,sex_show_spam,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory terms and insults targeting a specific group.,Sexually_Explicit_Information,The text contains explicit sexual references and hashtags related to sexual content.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory terms and insults targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and hashtags related to sexual content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6497,2026-06-18T09:31:23.962285+00:00,249,TR_id_250,Hate_Speech,Uses derogatory and dehumanizing terms targeting religious and regional identities with hostile intent.
251,DALKIRANTIM BİREYLEŞTİRMEĞE DIŞARILIKMIŞTIM KAYGISIZIYORTULAR #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DÖLLENMESİZ ÜREMEECEKTİM KÖSTEKLENMETEN KÜFLÜCENİN LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar abuse.,Sexually_Explicit_Information,"The text contains explicit sexual references and terminology, including terms related to reproduction and sexual acts.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar abuse.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and terminology, including terms related to reproduction and sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6572,2026-06-18T09:31:28.489914+00:00,250,TR_id_251,Harassment,"Contains vulgar, degrading, and sexually charged insults targeting individuals or groups with hostile intent, using Turkish slang and coded language to humiliate."
252,2 gündür alkol almıyoruz diye uyuyamıyoruz amk Milli ara diye saçmalık var bide İnönü’ye izin çıkmıcak sikim ananı amınakoduğumun kartalı,TR_State_Security_Ataturk,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Harassment,"The text contains direct insults, vulgar abuse, and family-shaming language.",Hate_Speech,"The text contains severe insults, vulgar abuse, and a threat targeting a protected identity group (implied nationalist sentiment and Atatürk).",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and family-shaming language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults, vulgar abuse, and a threat targeting a protected identity group (implied nationalist sentiment and Atatürk).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6498,2026-06-18T09:31:29.874091+00:00,251,TR_id_252,TR_State_Security_Ataturk,"Contains vulgar insults directed at İnönü, a key founding figure of the Turkish Republic, combined with national-symbolic language and state-legitimacy degradation."
256,hem sokakları terörize edecekler hem teröre destek verecekler DEVLETimiz de göz yumacak öylemi ? Rahmetli Erbakan Hocam şöyle derdi ; HADİ ORDAN GAVUR UŞAĞI SENİ .,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hate speech against a group and uses derogatory language.,Hate_Speech,"The text contains derogatory and insulting language ('GAVUR UŞAĞI') directed at a group, which constitutes hate speech based on religious identity.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech against a group and uses derogatory language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and insulting language ('GAVUR UŞAĞI') directed at a group, which constitutes hate speech based on religious identity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6517,2026-06-18T09:31:32.746795+00:00,255,TR_id_256,TR_State_Security_Ataturk,"The text invokes a deceased political figure in a derogatory context, implies state complicity in terrorism, and uses a hostile, dehumanizing phrase targeting the state, which attacks Turkish sovereignty and republican legitimacy."
255,ETNİKECEKLER ACİLİYORTULAR #bahçelievler #başakşehir // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KATLAYIŞIYOR DÜZ ÜNLÜEBİLİRSİN KABAHATSİZLİKECEKLER KAVMİYEDİN DONATMAYMIŞTIM LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Harassment,Text contains hostile language and insults.,Hate_Speech,"The text uses derogatory terms and implies inferiority towards ethnic groups, constituting hate speech.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and insults.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms and implies inferiority towards ethnic groups, constituting hate speech.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6556,2026-06-18T09:31:42.669107+00:00,254,TR_id_255,Hate_Speech,"The text contains dehumanizing and hostile language targeting ethnic groups with violent intent, using coded and aggressive Turkish slang to incite harm against perceived outsiders."
261,#Dolmabahçe #Etiler KİLOHERTZecekler UNLANMAecektim TEKELLÜMyortular istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 691558096 LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,Text contains a suspicious link and potential phishing attempt.,Sexually_Explicit_Information,"The text contains explicit sexual slang and references, along with a link, suggesting a sexual context.",initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""Text contains a suspicious link and potential phishing attempt.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual slang and references, along with a link, suggesting a sexual context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6515,2026-06-18T09:31:45.850423+00:00,260,TR_id_261,Harassment,"Contains vulgar and insulting language targeting individuals in Istanbul, using derogatory terms and numeric codes suggestive of targeted abuse."
264,Bir tek doğru açıklama yapan Add tebrikler size.O zaman Adnan menderes denilen köpeğin yaptıklarının kat ve kat fazlasını yapan bu şerefsiz iktidar ve onun devamı olan akp bu size bir uyarı olmalıdır.Korkunuz tepkiniz bu yüzden yersizdir,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile language and insults towards a political group.,Hate_Speech,"The text uses derogatory terms ('köpek' - dog, 'şerefsiz' - dishonorable) and makes a generalization about a political group, inciting hostility.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and insults towards a political group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('köpek' - dog, 'şerefsiz' - dishonorable) and makes a generalization about a political group, inciting hostility.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6547,2026-06-18T09:31:46.643027+00:00,263,TR_id_264,TR_State_Security_Ataturk,"The text insults the AKP government by comparing it to Adnan Menderes, a historical Turkish political figure, and uses derogatory language ('şerefsiz iktidar') to delegitimize the state authority, triggering Turkey's state-security redline on republican institutional dignity."
267,fikir yazısımamışlar değer düşürmememişler fütüvvetmiştim #avcılar #esenyurt (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Harassment,Text contains hostile language and insults.,Harassment,"The text contains insults and derogatory language, targeting a specific group with a vulgar term.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language, targeting a specific group with a vulgar term.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6484,2026-06-18T09:31:48.694266+00:00,266,TR_id_267,safe,"The text contains no harmful, abusive, or sensitive content; it appears to be a casual, non-threatening social media post with hashtags and stylized text."
269,ERVAHTA ENSE ÇUKURUABİLİRSİN / ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #bakırköy #ataköy #halkalı COĞRAFİYTİM KAHİR KUVVETTE KÖRELTMEİYOR KİRALAYICIYA FLURCUNUYORTULAR LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and hostile language.,Harassment,"The text contains insults and vulgar language directed at a person, using derogatory terms like 'ense çukuru' and 'flurcunu'.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and hostile language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar language directed at a person, using derogatory terms like 'ense çukuru' and 'flurcunu'.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6563,2026-06-18T09:31:53.435802+00:00,268,TR_id_269,TR_State_Security_Ataturk,"Text contains coded, distorted nationalist phrases and geographic references that imply subversion of state authority and territorial integrity, consistent with anti-republican sentiment in Turkish context."
270,unutulmuş aralık Seni seviyorum Kızaran sular. Çok sana sen diye geç olmayacak.. #ücretlishow #whatsappshow görüntülüshow türbanlı show cam Sanki şehri biriktirdin dünyaya LINK,safe,True,sex_show_spam,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a poetic and romantic message with no clear indication of hate speech, harassment, or other unsafe content.",Sexually_Explicit_Information,The text contains explicit sexual references and hashtags related to sexual content and shows.,initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and romantic message with no clear indication of hate speech, harassment, or other unsafe content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and hashtags related to sexual content and shows.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6504,2026-06-18T09:31:53.923699+00:00,269,TR_id_270,safe,"The text contains poetic and emotional language without harassment, hate, sexual, political, or security-related violations."
272,5984 #küçükçekmece #sefaköy EĞLENDİRİŞden DARILGANden istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 762077021 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,"The text contains a suspicious link and phone number, potentially indicating phishing or malware.",safe,"The text appears to be a social media post with hashtags and a link, lacking any explicit harmful content or sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and phone number, potentially indicating phishing or malware.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a social media post with hashtags and a link, lacking any explicit harmful content or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6511,2026-06-18T09:32:10.074425+00:00,271,TR_id_272,Cybersecurity_Malware,Contains suspicious numeric codes and a link likely used for phishing or malicious activity in a Turkish urban context.
273,GECECİİYOR FELFELLEMEECEKLER KİRİŞLİYE KÜÇÜK ADMAMIŞLAR #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KUM HAVUCUUYORTULAR BAYRAM TEBRİĞİECEKTİM KATRANKÖPÜĞÜECEKTİM LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar language targeting a specific group or person.,need_review,"The text contains coded language and references that are difficult to interpret without further context, potentially indicating a risk that doesn't fit neatly into existing labels.",need_review_from_initial_model,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar language targeting a specific group or person.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains coded language and references that are difficult to interpret without further context, potentially indicating a risk that doesn't fit neatly into existing labels.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6594,2026-06-18T09:32:10.578379+00:00,272,TR_id_273,Harassment,"Contains aggressive, vulgar, and threatening language directed at local communities with hostile intent, including mock insults and degrading references."
278,FETİHNAMEMEMİŞLER GELGİDİN #beşiktaş #ortaköy #etiler // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KAMÇILAMAACAKLAR EVLEVİYETMİŞTİM FENERLİ BURGUABİLİRSİN GİDE GELEMEMİŞLER CICIKTA LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar abuse targeting specific groups or individuals.,Politically_Sensitive_Topics,"The text references FETİHNAME (a historical document related to the conquest of Constantinople) in a potentially provocative and politically charged manner, combined with football team references, suggesting a politically sensitive discussion related to Turkish history and national identity.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar abuse targeting specific groups or individuals.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references FETİHNAME (a historical document related to the conquest of Constantinople) in a potentially provocative and politically charged manner, combined with football team references, suggesting a politically sensitive discussion related to Turkish history and national identity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6594,2026-06-18T09:32:15.997949+00:00,277,TR_id_278,TR_State_Security_Ataturk,"Text contains coded, hostile references to FETÖ (Fethullahist Terrorist Organization) and uses inflammatory, dehumanizing language targeting state institutions and national unity, invoking republican redlines."
280,"ar şimdi #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show yutkunsam gideceksin, işteo an verdigi saatte Kalbimiz, artık dogan işte o, hayatın, karaladığı atlas. LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and insults targeting a specific group.,Harassment,The text contains abusive and threatening language targeting individuals with derogatory terms and sexual implications.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains abusive and threatening language targeting individuals with derogatory terms and sexual implications.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6506,2026-06-18T09:32:16.760476+00:00,279,TR_id_280,Harassment,"The text contains vulgar and humiliating language targeting individuals with derogatory terms and sexualized threats, fitting harassment criteria without meeting higher-severity labels."
271,DAVETKAR #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show TAKIKLIK FAYDALI Genç ölümlerin GÖÇÜRMEK SEYİRTMEK KADEMELİ VİRTÜÖZ LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory terms and insults targeting a specific group.,Sexually_Explicit_Information,The text contains explicit sexual references and promotes a show with sexually suggestive themes.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory terms and insults targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotes a show with sexually suggestive themes.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6512,2026-06-18T09:32:42.187251+00:00,270,TR_id_271,Sexually_Explicit_Information,"Contains sexualized euphemisms and coded language implying explicit content, including 'ensest', 'türbanlı show', and 'GÖÇÜRMEK SEYİRTMEK' with suggestive context."
282,#sakarya #sapanca #serdivan e s c o r t delegenin eritilmeecekler kullanışsızlıkacaktım bozcatan burjuvaziten başarılmakta ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,The text contains escort service language and a link.,Sexually_Explicit_Information,The text contains explicit sexual terms and references to escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort service language and a link.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual terms and references to escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6515,2026-06-18T09:32:45.841658+00:00,281,TR_id_282,Harassment,"The text contains vulgar and degrading language targeting a group with sexualized insult ('escort') and hostile socioeconomic stereotyping ('burjuvazite'), constituting malicious abuse."
285,CAN PAZARIABİLİRSİN BALDIRIKARAACAKLAR #küçükçekmece #sirinevler #bağcılar // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DEĞMETEN DİŞİ ORGANMAMIŞLAR BEŞİK KERTMEYTİM DAKİKTİM FAYDASIZLIKIYOR LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and vulgar language targeting a specific group or individual.,Sexually_Explicit_Information,"The text contains explicit sexual references and slang, indicating a pornographic intent.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar language targeting a specific group or individual.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and slang, indicating a pornographic intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6570,2026-06-18T09:32:46.434150+00:00,284,TR_id_285,Harassment,"Contains vulgar, degrading insults targeting individuals or groups with sexualized and abusive language, fitting harassment criteria without meeting higher-severity or protected-group attack thresholds."
283,KARBONAT ÖNLEMEK TAKDİRDE #ücretlishow #whatsappshow görüntülüshow öfke dindi; türbanlı show cam SOLDURMAK ÜCRETLİ CEYHAN SALAPURYA LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and stereotypes targeting a specific group.,Harassment,"The text contains insults and potentially malicious abuse directed towards a person, referencing a 'türbanlı show' and suggesting a negative action ('SOLDURMAK').",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and stereotypes targeting a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and potentially malicious abuse directed towards a person, referencing a 'türbanlı show' and suggesting a negative action ('SOLDURMAK').""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6511,2026-06-18T09:32:46.519248+00:00,282,TR_id_283,need_review,"Text contains fragmented, possibly corrupted or coded Turkish phrases with unclear intent, mixing commercial hashtags, religious/cultural references (türbanlı), and ambiguous terms that may imply political or state-security sensitivity but lack clear attribution or actionable risk."
284,Mevlevi #ücretlishow #whatsappshow erosallık cevizimsi uyuz böceği whatsapp--show-- sậnậl--shỗw-- mutlak sıcaklık oymak askerî kaput LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,need_review,triple_vote_not_unanimous,safe,"The text appears to be a mix of Turkish words and hashtags, but does not contain any explicit or harmful content.",Sexually_Explicit_Information,The text contains explicit sexual slang and references to 'show' and 'whatsapp' in a context suggesting sexual services.,initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a mix of Turkish words and hashtags, but does not contain any explicit or harmful content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual slang and references to 'show' and 'whatsapp' in a context suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6507,2026-06-18T09:32:51.715586+00:00,283,TR_id_284,Harassment,Contains vulgar and degrading language targeting individuals through sexualized insults and mocking references to private communication platforms.
290,damarı bozuğa kartonpiyere gusülhanememişler etiyolojimemişler dili uzuntan #taksim #istanbul (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,Hate_Speech,True,ocr_disaster,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar language.,Hate_Speech,"The text contains insults and derogatory language targeting a group, using offensive terms and potentially referencing religious/cultural identity in a derogatory manner.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory language targeting a group, using offensive terms and potentially referencing religious/cultural identity in a derogatory manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6509,2026-06-18T09:32:55.774291+00:00,289,TR_id_290,Harassment,"Uses vulgar and degrading slang targeting a person or group with hostile, humiliating language tied to a public location."
293,kafeslemekiyor #sakarya #sapanca #serdivan e s c o r t kumarbazacaktım engel sınavıacaklar edepsizcesineytim emanetenecekler karnı genişmiştim ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and abusive language.,Sexually_Explicit_Information,The text contains explicit sexual references and alludes to sex work and sexual acts.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and abusive language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and alludes to sex work and sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6525,2026-06-18T09:33:33.663138+00:00,292,TR_id_293,Harassment,"Contains sexualized euphemism 'escort' combined with hostile, degrading language targeting individuals in a local context, implying exploitation and moral condemnation."
297,İSTEKLENME ÇİNKOGRAFİ #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show vurulan çocuk EBEVEYN DEĞNEKÇİ BOŞVERMİŞ SALAHİYET SANTRİFÜJ LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hate speech and derogatory terms targeting a specific group.,Dangerous_Content,"The text contains references to sexual abuse, exploitation, and violence against children, indicating a high risk of dangerous content.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech and derogatory terms targeting a specific group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains references to sexual abuse, exploitation, and violence against children, indicating a high risk of dangerous content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6517,2026-06-18T09:33:37.467003+00:00,296,TR_id_297,Dangerous_Content,"Contains explicit references to sexual exploitation of minors ('vurulan çocuk'), degrading sexual content ('türbanlı ensest'), and links to illegal activities, indicating severe harm and illegal exploitation."
