content_id,final_category,source,requires_review,vote_method,clean_text,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_spam_tier,bert_exclude_reason,bert_reject_policy
tr_train_00002218,none,external_integration,False,unanimous,"memnuniyetle 45 baktıgınızda #alsancak Göz genişler, yüzde bebegibirine #cigli LINK","memnuniyetle 45 baktıgınızda #alsancak Göz genişler, yüzde bebegibirine #cigli",true,,clean,seo_template_gibberish,hashtag_ratio_dominant|hashtag_stripped_too_few_words
tr_train_00002222,none,external_integration,False,unanimous,az gelişmişlikecektim uğratmaacaktım küçülebilmekiyortular kızılcıktım #Sefaköy döşeksiziyor ciharıyekiyor LINK,az gelişmişlikecektim uğratmaacaktım küçülebilmekiyortular kızılcıktım #Sefaköy döşeksiziyor ciharıyekiyor,true,fake_agglutination,spam_possible,fake_agglutination,fake_density>=0.15|fake_ratio>=0.15|fake_agglut_stripped_incomplete|long_fake_agglut_word|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002224,none,external_integration,False,unanimous,Ben olsam her gün atılan yüzbinlerce tweeti görmezden gelmezdim bu azınlık birkaç öğretmenin değil çok daha kalabalık bir kısmın tepkisi #ogretmenlergecinemiyor,Ben olsam her gün atılan yüzbinlerce tweeti görmezden gelmezdim bu azınlık birkaç öğretmenin değil çok daha kalabalık bir kısmın tepkisi #ogretmenlergecinemiyor,false,,clean,fake_agglutination,long_fake_agglut_word
tr_train_00002243,none,external_integration,False,unanimous,Ünyeden yola çıkıyorum samsun çarşamba civarı pasif varmı,Ünyeden yola çıkıyorum samsun çarşamba civarı pasif varmı,false,,clean,fake_agglutination,fake_agglut_stripped_incomplete|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002244,Dangerous_Content,external_integration,False,unanimous,dalyasan #avcılar endere bu meyandamamışlar buutmamuşlar ezilmişmiştim kanaatkârn füzeataracaklar #esenyurt LINK,dalyasan #avcılar endere bu meyandamamışlar buutmamuşlar ezilmişmiştim kanaatkârn füzeataracaklar #esenyurt,true,,clean,fake_agglutination,fake_density>=0.15|fake_ratio>=0.15|hashtag_ratio_dominant|hashtag_fake_remainder
tr_train_00002245,none,external_integration,False,majority,Bu kadın İçin çıkdırıyorum.memeleri beni deli ediyor..hele o dudakları konuşması aklımı başımdan alıyor,Bu kadın İçin çıkdırıyorum.memeleri beni deli ediyor..hele o dudakları konuşması aklımı başımdan alıyor,false,,clean,fake_agglutination,fake_density>=0.15
tr_train_00002247,none,llm_generated,False,unanimous,"Bugün de aç kaldım, midem kazınıyor ama olsun. Aynaya baktığımda incecik belimi görünce değiyor. #açlıkgrevi #motivasyon #zayıfla","Bugün de aç kaldım, midem kazınıyor ama olsun. Aynaya baktığımda incecik belimi görünce değiyor. #açlıkgrevi #motivasyon #zayıfla",false,,clean,fake_agglutination,hashtag_count>=3|hashtag_fake_remainder
tr_train_00002251,Dangerous_Content,external_integration,False,unanimous,Ne kadar komunist varsa anasını avradını 7 ceddini Faşistler siksin diyorum! Avradını götünden siktimin yerinde AKSAM 5 E KADAR BU ÜLKENİN EKMEĞİNİ SUYUNU TOPRAGINI PARASINI BAYRAGININ GÖLGESİNDE YAŞAMASINI BİLEN OOOOOORRRRROSSSSPU ÇOCUKLARI AKSAM 5 TEN SONRA DAĞA ÇIKIP ASKERİME KURSUN ATIYOR BU ORRRRRRROSPU ÇOCUKLARI 1 MAYISTA TOPLANIP ORADA BURADA KAVGA CIKARTMAK DÜKKAN CAMI İNDİRİP MİLETE ZARAR WERMEK İÇİN SABIRSIZCA BEKLİYOR 1 MAYIS GELİNCE ORTALIK ÇARŞAMBA PAZARI GİBİ POLİSLER NE KADAR JOPLARLA GÖTLERİNE METRO TÜNELİ AÇARLARSA AÇSINLAR BU ORRRROSPU COCUKLARI ALIŞKIN OLDUKLARINDAN PEK BİR İŞE YARAMIYOR... OKU OKU AMINA KODUMUN OĞLU BAK SİMDİ BEN FAŞİSTİM GÜN GELDİİNDE BU AMINA KODUMUN DÜZENİNİ DEĞİŞTİRİCEKLERDEN BİRİYİM VE HABERİNİZ OLSUN SİZİ YAHUDİLERDEN AYIRMAYACAK KADARDA ZALİMİM O GÜN GELDİİNDE NE KÜRT NE ERMENİ NE YAHUDİ BU TOPRAKLARIN ÜSTÜNDE ADIM ATAMAYACAKTIR ONLARI ÖYLE BİR SİLİCEZKİ KEMİKLERİNİ KİRECE GÖMÜP DÜNYALARDA İZLERİNİ BİLE BIRAKMAYACAĞIZ BURASI TÜRKİYE YA SEV YA TERK ET YADA ÖLÜMÜN TÜRKLERİN ELİNDEN OLSUN... ı l Du hast ! Heil Hitler ! l l Türkiye Türklerindir ne yobazların ne de korkakların! ı-l-l l l l l,Ne kadar komunist varsa anasını avradını 7 ceddini Faşistler siksin diyorum! Avradını götünden siktimin yerinde AKSAM 5 E KADAR BU ÜLKENİN EKMEĞİNİ SUYUNU TOPRAGINI PARASINI BAYRAGININ GÖLGESİNDE YAŞAMASINI BİLEN OOOOOORRRRROSSSSPU ÇOCUKLARI AKSAM 5 TEN SONRA DAĞA ÇIKIP ASKERİME KURSUN ATIYOR BU ORRRRRRROSPU ÇOCUKLARI 1 MAYISTA TOPLANIP ORADA BURADA KAVGA CIKARTMAK DÜKKAN CAMI İNDİRİP MİLETE ZARAR WERMEK İÇİN SABIRSIZCA BEKLİYOR 1 MAYIS GELİNCE ORTALIK ÇARŞAMBA PAZARI GİBİ POLİSLER NE KADAR JOPLARLA GÖTLERİNE METRO TÜNELİ AÇARLARSA AÇSINLAR BU ORRRROSPU COCUKLARI ALIŞKIN OLDUKLARINDAN PEK BİR İŞE YARAMIYOR... OKU OKU AMINA KODUMUN OĞLU BAK SİMDİ BEN FAŞİSTİM GÜN GELDİİNDE BU AMINA KODUMUN DÜZENİNİ DEĞİŞTİRİCEKLERDEN BİRİYİM VE HABERİNİZ OLSUN SİZİ YAHUDİLERDEN AYIRMAYACAK KADARDA ZALİMİM O GÜN GELDİİNDE NE KÜRT NE ERMENİ NE YAHUDİ BU TOPRAKLARIN ÜSTÜNDE ADIM ATAMAYACAKTIR ONLARI ÖYLE BİR SİLİCEZKİ KEMİKLERİNİ KİRECE GÖMÜP DÜNYALARDA İZLERİNİ BİLE BIRAKMAYACAĞIZ BURASI TÜRKİYE YA SEV YA TERK ET YADA ÖLÜMÜN TÜRKLERİN ELİNDEN OLSUN... ı l Du hast ! Heil Hitler ! l l Türkiye Türklerindir ne yobazların ne de korkakların! ı-l-l l l l l,false,,clean,too_long,basic
tr_train_00002262,Sexually_Explicit_Information,external_integration,False,unanimous,bilmeli Teldesex büyük güvenilecek bir telde yola ceken sậnậlshow tipleri gün #ücretlishow yormadan almayı her görüntülüshow Sen yalnız olanına #whatsappshow LINK,bilmeli Teldesex büyük güvenilecek bir telde yola ceken sậnậlshow tipleri gün #ücretlishow yormadan almayı her görüntülüshow Sen yalnız olanına #whatsappshow,true,cam_show_pattern|show_hashtag|sex_keyword_spam,spam_likely,seo_template_gibberish,show_boilerplate|obfuscated_show_template
tr_train_00002268,Dangerous_Content,external_integration,False,unanimous,yazgimla kanli bicakliii,yazgimla kanli bicakliii,false,,clean,too_few_words,basic
tr_train_00002283,none,external_integration,False,majority,etyemezlikecekler kötümserlikecektim #gebze e s c o r t #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ deniz rezenesinin daraşlığın ekmek kavgasıacaklar aforozta balıkçı kazağıta cılktan kumarbazacaktım bediiye . LINK,etyemezlikecekler kötümserlikecektim #gebze #tuzla deniz rezenesinin daraşlığın ekmek kavgasıacaklar aforozta balıkçı kazağıta cılktan kumarbazacaktım bediiye .,true,fake_agglutination|district_hashtag_stack,spam_possible,fake_agglutination,fake_density>=0.15|fake_ratio>=0.15|district_stack_with_fake_signal|hashtag_fake_remainder|district_hashtag_fake_remainder
tr_train_00002287,none,external_integration,False,unanimous,Yeni demledim,Yeni demledim,false,,clean,too_short|too_few_words,basic
tr_train_00002292,Dangerous_Content,external_integration,False,majority,BİR #istanbul #şirinevler DOLUTA EĞMEÇTE KABADAYILANMAKTAN istanbul bakırköy zeytinburnu ortaköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t 250555999 LINK,BİR #istanbul #şirinevler DOLUTA EĞMEÇTE KABADAYILANMAKTAN istanbul bakırköy zeytinburnu ortaköy 250555999,true,,clean,seo_template_gibberish,phone_short_seo
tr_train_00002295,none,llm_generated,False,unanimous,"Anoreksiya nervoza diye bir şey yok, sadece iradeli insanlar ve iradesiz insanlar var. İradeliysen zayıfsındır, iradesizsen şişman. Seçim senin. #irade #zayıflık #güçlüol #bahaneyok","Anoreksiya nervoza diye bir şey yok, sadece iradeli insanlar ve iradesiz insanlar var. İradeliysen zayıfsındır, iradesizsen şişman. Seçim senin. #irade #zayıflık #güçlüol #bahaneyok",false,,clean,seo_template_gibberish,hashtag_count>=3
tr_train_00002296,TR_State_Security_Ataturk,external_integration,False,unanimous,GELİBOLUNUN KÜSMEİYOR FUHUŞTA FETTANIN #500evler EBEDÎLEŞMEKİYOR DEŞELEMETEN BERBER KOLTUĞUMAMUŞLAR KITABİLİRSİN LINK,GELİBOLUNUN KÜSMEİYOR FUHUŞTA FETTANIN #500evler EBEDÎLEŞMEKİYOR DEŞELEMETEN BERBER KOLTUĞUMAMUŞLAR KITABİLİRSİN,true,high_caps_ratio,review,fake_agglutination,fake_density>=0.15|fake_agglut_stripped_incomplete|high_caps_with_fake_signal|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002308,TR_State_Security_Ataturk,external_integration,False,majority,ünvliişçiler torbayasaya LINK,ünvliişçiler torbayasaya,true,,clean,too_few_words,basic
tr_train_00002316,Hate_Speech,external_integration,False,unanimous,KÜREKSİZECEKLER KOLONYAL ŞAPKAIYORTULAR KANUNLAŞTIRMAIYORTULAR KALIP KIYAFEDİN GÖRGÜLENMEECEKTİM BOLLATMAYMIŞTIM #çorlu KURTBOĞANACAKLAR EPİLOGABİLİRSİN LINK,KÜREKSİZECEKLER KOLONYAL ŞAPKAIYORTULAR KANUNLAŞTIRMAIYORTULAR KALIP KIYAFEDİN GÖRGÜLENMEECEKTİM BOLLATMAYMIŞTIM #çorlu KURTBOĞANACAKLAR EPİLOGABİLİRSİN,true,high_caps_ratio|fake_agglutination,spam_possible,fake_agglutination,fake_density>=0.15|fake_ratio>=0.15|fake_agglut_stripped_incomplete|high_caps_with_fake_signal|long_fake_agglut_word|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002318,none,llm_generated,False,unanimous,"Kızlar, bugün sadece kahve içtim. Yarın da aynı. Hedef 40 kilo! Hadi bakalım kim daha hızlı eriyecek? #ana #mia #zayıflıyorum","Kızlar, bugün sadece kahve içtim. Yarın da aynı. Hedef 40 kilo! Hadi bakalım kim daha hızlı eriyecek? #ana #mia #zayıflıyorum",false,,clean,seo_template_gibberish,hashtag_count>=3
tr_train_00002326,Harassment,external_integration,False,unanimous,dilimi sikim,dilimi sikim,false,,clean,too_short|too_few_words,basic
tr_train_00002332,Harassment,external_integration,False,majority,ikna #karşıyaka #bornova edemiyorsan kafalarını eger insanları karıştır LINK,ikna #karşıyaka #bornova edemiyorsan kafalarını eger insanları karıştır,true,,clean,seo_template_gibberish,hashtag_ratio_dominant|hashtag_stripped_too_few_words
tr_train_00002342,Dangerous_Content,external_integration,False,unanimous,size güzel bir pkk tarifi yapayım cehaletle ve anlamsız kahramanlık güdüleriyle kandırılıp dağa çıkartılan daha genç bile diyemiyeceğimiz yaştaki çoçuklarla beslenen eli kanlı bir örgüt ayrıca sözde liderlerinin gerçek amacı bir kürdistan devleti olmıyan bir örgüt soruyorum size bir parti var ve bu partinin karar verme organı olan yönetim kurulu sadece apo ve onların deyimiyle sözde şehit (bana göre kandırılan zavallılar) yani herşey aponun istediği gibi olan bir hiyaraşi ayrıca devletin ve silahlı kuvvetlerin her ne kadar inkar etsede bugün jitem olmasaydı pkk güneydoğuda çok daha güçlü olurdu şimdi size soruyorum yukarıdaki yazıları okuyorum yok onun ideolojişisi falan filan yazmışsınız sizler gerçekten gidip güneydoğuda pkk gerçeğine tanık oldunuzmu yaptıklarını ve bölge halkına yaşattıklarını yakından gördünüzmü bu medyanın yazdıklarını takip edipte fikir yürütmeyle olmuyor malesef o yüzden sana katılmıyorum mushkenu ==kullanıcı:kodadı vakkas,size güzel bir pkk tarifi yapayım cehaletle ve anlamsız kahramanlık güdüleriyle kandırılıp dağa çıkartılan daha genç bile diyemiyeceğimiz yaştaki çoçuklarla beslenen eli kanlı bir örgüt ayrıca sözde liderlerinin gerçek amacı bir kürdistan devleti olmıyan bir örgüt soruyorum size bir parti var ve bu partinin karar verme organı olan yönetim kurulu sadece apo ve onların deyimiyle sözde şehit (bana göre kandırılan zavallılar) yani herşey aponun istediği gibi olan bir hiyaraşi ayrıca devletin ve silahlı kuvvetlerin her ne kadar inkar etsede bugün jitem olmasaydı pkk güneydoğuda çok daha güçlü olurdu şimdi size soruyorum yukarıdaki yazıları okuyorum yok onun ideolojişisi falan filan yazmışsınız sizler gerçekten gidip güneydoğuda pkk gerçeğine tanık oldunuzmu yaptıklarını ve bölge halkına yaşattıklarını yakından gördünüzmü bu medyanın yazdıklarını takip edipte fikir yürütmeyle olmuyor malesef o yüzden sana katılmıyorum mushkenu ==kullanıcı:kodadı vakkas,false,,clean,too_long,basic
tr_train_00002345,none,external_integration,False,unanimous,😂🤣😂🤣😂🤣bebenzani!!,😂🤣😂🤣😂🤣bebenzani!!,false,,clean,too_short|too_few_words,basic
tr_train_00002353,Hate_Speech,external_integration,False,unanimous,ermenian genocide is not real ermenian genocide is very big lie ermenian gangs killed turkish people (türkler hiçbir zaman soykırım yapmadı ermeni çeteleri ingiliz ve ruslar tarafından kışkırtılarak türklere saldırdı türk insanlarını öldürüdü türk evleri yakıldı ermeniler bebekleri dahi öldürdü osmanlı da asayişi sağlamaya çalıştı ve ülkeyi savundu ermenileri ise türkler zarar verdiği için tecrit etti ama batı dünyası bunu farklı algıladı hıçak ve taşnak çetelerini haklı gördü ve osmanlının yaptığını soykırım olarak niteledi),ermenian genocide is not real ermenian genocide is very big lie ermenian gangs killed turkish people (türkler hiçbir zaman soykırım yapmadı ermeni çeteleri ingiliz ve ruslar tarafından kışkırtılarak türklere saldırdı türk insanlarını öldürüdü türk evleri yakıldı ermeniler bebekleri dahi öldürdü osmanlı da asayişi sağlamaya çalıştı ve ülkeyi savundu ermenileri ise türkler zarar verdiği için tecrit etti ama batı dünyası bunu farklı algıladı hıçak ve taşnak çetelerini haklı gördü ve osmanlının yaptığını soykırım olarak niteledi),false,,clean,too_long,basic
tr_train_00002359,Harassment,external_integration,False,unanimous,Az kaldı seni kazığa oturtacaklar yalama pznk,Az kaldı seni kazığa oturtacaklar yalama pznk,false,,clean,fake_agglutination,fake_agglut_stripped_incomplete|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002361,TR_State_Security_Ataturk,external_integration,False,unanimous,arkadaşın belirtiği insanların kendilerine yapılan bi haksızlığa karşı hemen organize olup bunu tüm ülkeye teşhir ettiği zaman nasıl oluyoda böyle laflar edebiliyoz anlamıyorum. şemdinlideki olay derin devletin değilde kimin mahsuludür. o kadar alışmışız ki devletin veya onun birtakım organlarının teşvik ettiği cinayetlere veya linç ettirdiği insanlara ona artık sen derinsin bile diyemiyoz... sormak lazım bu derin devletin kendisinide yaptığı işleride kabul etmeyen arkadaşa bunun gibi olaylar daha öncede aynı şekilde olmadı mı diğer senaryolara baktığımız zaman bunun bal gibi de derin devletin taaa derinliklerinden geldiğini kendi vatandaşına bile saldırmaktan çekinmediğini daha nasıl ispatlanacak...ak47,arkadaşın belirtiği insanların kendilerine yapılan bi haksızlığa karşı hemen organize olup bunu tüm ülkeye teşhir ettiği zaman nasıl oluyoda böyle laflar edebiliyoz anlamıyorum. şemdinlideki olay derin devletin değilde kimin mahsuludür. o kadar alışmışız ki devletin veya onun birtakım organlarının teşvik ettiği cinayetlere veya linç ettirdiği insanlara ona artık sen derinsin bile diyemiyoz... sormak lazım bu derin devletin kendisinide yaptığı işleride kabul etmeyen arkadaşa bunun gibi olaylar daha öncede aynı şekilde olmadı mı diğer senaryolara baktığımız zaman bunun bal gibi de derin devletin taaa derinliklerinden geldiğini kendi vatandaşına bile saldırmaktan çekinmediğini daha nasıl ispatlanacak...ak47,false,,clean,too_long,basic
tr_train_00002374,Hate_Speech,external_integration,False,unanimous,Ölü soyucu mk,Ölü soyucu mk,false,,clean,too_short|too_few_words,basic
tr_train_00002376,none,external_integration,False,unanimous,375833032 KOLİDİN #istanbul #şirinevler KIYILAMAYMIŞTIM KÖY YERİYMİŞTİM istanbul bakırköy zeytinburnu ortaköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t LINK,375833032 KOLİDİN #istanbul #şirinevler KIYILAMAYMIŞTIM KÖY YERİYMİŞTİM istanbul bakırköy zeytinburnu ortaköy,true,,clean,seo_template_gibberish,phone_short_seo
tr_train_00002377,Harassment,external_integration,False,majority,Beraberliklerle gir Tenimin L🐷❤️ Argon #taksim #mecidiyeköy #sisli Çocuk arıyorsan Sorunu yok üreme LINK,Beraberliklerle gir Tenimin L🐷❤️ Argon #taksim #mecidiyeköy #sisli Çocuk arıyorsan Sorunu yok üreme,true,district_hashtag_stack,review,seo_template_gibberish,hashtag_count>=3|hashtag_ratio_dominant
tr_train_00002384,TR_State_Security_Ataturk,external_integration,False,majority,"Hahay güleyim bâri.Kuzum siz Kemâlistler bize sayıyla mı verildiniz.Yâni hiç bitmez misiniz ? Birçok konuda bilgi ve fikir eksikliğiniz olduğu için bu eksikliğinizi hâleti rûhiyetinizin delâleti olsa gerek sağa sola saldırıp, küfür ederek, hakâret ederek mi bastıracaksınız ? Zâten haklı olduğunuza inansanız hakâret gibi basitçe bir yola başvurmazdınız.თუთასთემრე_ლაზ Ben Kemalistlere söz söylemedim. Bu kullanıcı Kemal Atatürk ün askeridir gibi şöven ve militarsit bir şablon hazırlayanlara söyledim.Askerlik eden adamın bilgi ansiklopedisinde işi olmaz.O zaman def olsun dağ başına gitsin.Vakit kaybı.Ayrıca şu Atatürk olmasaydı hüsnü kuruntu ve lâf u güzâfatınızı da bırakın.Getirdiği rejimin cemâziyel evvelini iyi biliriz!!! Sen bana benim hayat felâsifemden ötürü karışma ben de sana karışmam. Bu arada Arapça da, Farsça da vikipedi var.Yâni Atanızın rejiminin nimeti değil anlayacağın.Allah sana akl u fikr ihsân eylesin ne deyim sıradan Atatürkçü.თუთასთემრე_ლაზ","Hahay güleyim bâri.Kuzum siz Kemâlistler bize sayıyla mı verildiniz.Yâni hiç bitmez misiniz ? Birçok konuda bilgi ve fikir eksikliğiniz olduğu için bu eksikliğinizi hâleti rûhiyetinizin delâleti olsa gerek sağa sola saldırıp, küfür ederek, hakâret ederek mi bastıracaksınız ? Zâten haklı olduğunuza inansanız hakâret gibi basitçe bir yola başvurmazdınız.თუთასთემრე_ლაზ Ben Kemalistlere söz söylemedim. Bu kullanıcı Kemal Atatürk ün askeridir gibi şöven ve militarsit bir şablon hazırlayanlara söyledim.Askerlik eden adamın bilgi ansiklopedisinde işi olmaz.O zaman def olsun dağ başına gitsin.Vakit kaybı.Ayrıca şu Atatürk olmasaydı hüsnü kuruntu ve lâf u güzâfatınızı da bırakın.Getirdiği rejimin cemâziyel evvelini iyi biliriz!!! Sen bana benim hayat felâsifemden ötürü karışma ben de sana karışmam. Bu arada Arapça da, Farsça da vikipedi var.Yâni Atanızın rejiminin nimeti değil anlayacağın.Allah sana akl u fikr ihsân eylesin ne deyim sıradan Atatürkçü.თუთასთემრე_ლაზ",false,,clean,too_long,basic
tr_train_00002385,Harassment,external_integration,False,unanimous,Güzel bir sik,Güzel bir sik,false,,clean,too_short|too_few_words,basic
tr_train_00002394,Harassment,external_integration,False,majority,GÖTÜRMEĞE FİSTOMAMUŞLAR CÖMERTÇEMEMİŞLER #istanbul #şirinevler istanbul bakırköy zeytinburnu ortaköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t 537265975 LINK,GÖTÜRMEĞE FİSTOMAMUŞLAR CÖMERTÇEMEMİŞLER #istanbul #şirinevler istanbul bakırköy zeytinburnu ortaköy 537265975,true,,clean,fake_agglutination,fake_agglut_stripped_incomplete|fake_agglut_stripped_incomplete|not_sentence_like_gibberish|phone_short_seo|hashtag_ratio_dominant|hashtag_fake_remainder
tr_train_00002404,Harassment,external_integration,False,unanimous,"#foca cıksan Aklımdan #aliaga seni, cıkmıyorsundöverim kalbimden LINK","#foca cıksan Aklımdan #aliaga seni, cıkmıyorsundöverim kalbimden",true,,clean,seo_template_gibberish,hashtag_ratio_dominant|hashtag_stripped_too_few_words
tr_train_00002412,Dangerous_Content,external_integration,False,unanimous,"#soke Severken Karataş vakit korktugum kendimi Bazen bulamıyorum,Emre öldürmekten istiyorumama de #kusadasi dogrudur bulmak LINK","#soke Severken Karataş vakit korktugum kendimi Bazen bulamıyorum,Emre öldürmekten istiyorumama de #kusadasi dogrudur bulmak",true,,clean,fake_agglutination,fake_agglut_stripped_incomplete|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
tr_train_00002428,none,external_integration,False,majority,Yaniiii kaç puan bilmiyorum ama aynaya bakınca içimden : Hele tippine diyesim geliyor net 😆😆😆😆,Yaniiii kaç puan bilmiyorum ama aynaya bakınca içimden : Hele tippine diyesim geliyor net 😆😆😆😆,false,,clean,fake_agglutination,fake_density>=0.15
tr_train_00002436,TR_State_Security_Ataturk,external_integration,False,unanimous,GELİŞTİRİLMETE ETNOGRAFA EVİRMETE BAYRAKTARLIKABİLİRSİN KİŞİSELECEKLER BÜYÜK ÖNERMENİN #gaziosmanpaşa #bayrampaşa #maslak // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // DAĞ ÇAMIACAKLAR LINK,GELİŞTİRİLMETE ETNOGRAFA EVİRMETE BAYRAKTARLIKABİLİRSİN KİŞİSELECEKLER BÜYÜK ÖNERMENİN #gaziosmanpaşa #bayrampaşa #maslak DAĞ ÇAMIACAKLAR,true,high_caps_ratio|fake_agglutination|district_hashtag_stack,spam_possible,fake_agglutination,fake_density>=0.15|fake_ratio>=0.15|fake_agglut_stripped_incomplete|high_caps_with_fake_signal|district_stack_with_fake_signal|long_fake_agglut_word|fake_agglut_stripped_incomplete|not_sentence_like_gibberish|hashtag_count>=3|hashtag_ratio_dominant|hashtag_fake_remainder|district_hashtag_incomplete|district_hashtag_fake_remainder
tr_train_00002442,TR_State_Security_Ataturk,external_integration,False,unanimous,Reis kandiriliyor Eski kankalari darbeye kalkışıyor Yüzlerce insan şehit oluyor Reis aldatılıyor Açılım yapiyor pkk bomba döşüyor Askerimiz polisimiz temizlerken şehit oluyor Reis yaniliyor Kobaniye peşmerge geçiriyor Çikartmak için suriye ye giriyor Askerimiz şehit oluyor,Reis kandiriliyor Eski kankalari darbeye kalkışıyor Yüzlerce insan şehit oluyor Reis aldatılıyor Açılım yapiyor pkk bomba döşüyor Askerimiz polisimiz temizlerken şehit oluyor Reis yaniliyor Kobaniye peşmerge geçiriyor Çikartmak için suriye ye giriyor Askerimiz şehit oluyor,false,,clean,fake_agglutination,fake_density>=0.15
tr_train_00002461,Harassment,external_integration,False,majority,Bütün oklar seni gösteriyor prdn bebeğimmm,Bütün oklar seni gösteriyor prdn bebeğimmm,false,,clean,fake_agglutination,fake_density>=0.15|fake_agglut_stripped_incomplete|fake_agglut_stripped_incomplete|not_sentence_like_gibberish
