id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy
822,Bu ayrılıktan söyle ne buldun ne buldun? #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 🥰 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text contains explicit sexual signals and references to escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual signals and references to escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6476,2026-06-18T09:54:06.199924+00:00,821,TR_id_822,Sexually_Explicit_Information,"The text uses euphemistic sexual solicitation ('escortdenizli') with romantic emoji and link, indicating sexual service intent.",Bu ayrılıktan söyle ne buldun ne buldun? denizli 🥰,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
824,sậnậlsex--şov-- #ücretlishow #whatsappshow sậnậl--shỗw-- besihane dağıttırmak savurabilmek almaş alımcı irkilmek makadam LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and intent.,Sexually_Explicit_Information,"The text contains explicit sexual references and promotes a 'show' likely involving sexual acts, indicated by hashtags and suggestive language.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotes a 'show' likely involving sexual acts, indicated by hashtags and suggestive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6499,2026-06-18T09:54:06.451555+00:00,823,TR_id_824,Sexually_Explicit_Information,"Contains sexualized slang, euphemistic references to paid shows, and explicit service-related terms in Turkish context.",sậnậlsex--şov-- #ücretlishow #whatsappshow sậnậl--shỗw-- besihane dağıttırmak savurabilmek almaş alımcı irkilmek makadam,true,cam_show_pattern|show_hashtag|dash_segment_spam,0.0,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_boilerplate|obfuscated_show_template|dash_obfuscated_show|show_hashtag_incomplete
821,eşhasta kırkikindite Beşiktaş bebek Maslak Sefakoy Sirinevler istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 223590656 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,Text contains a suspicious link and potentially encoded characters.,safe,"The text appears to be a list of Istanbul neighborhoods and a phone number with a link, lacking any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""Text contains a suspicious link and potentially encoded characters.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul neighborhoods and a phone number with a link, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6500,2026-06-18T09:54:06.530050+00:00,820,TR_id_821,Harassment,,eşhasta kırkikindite Beşiktaş bebek Maslak Sefakoy Sirinevler istanbul 223590656,true,,0.0,0.0,clean,false,seo_template_gibberish,reject,gibberish_likely,phone_short_seo
823,CEZAEVİYTİM görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl whatsapp #ücretlishow #whatsappshow shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ türbanli ensest cam sexting satilik DÜŞÜNMEKTİM DOĞUMHANEİYORTULAR LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains explicit sexual language and references to pornographic content.,Sexually_Explicit_Information,"The text contains explicit sexual content and references to sexual acts, including terms like 'porn', 'sexting', and 'ensest'.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and references to pornographic content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual content and references to sexual acts, including terms like 'porn', 'sexting', and 'ensest'.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6596,2026-06-18T09:54:07.045573+00:00,822,TR_id_823,Sexually_Explicit_Information,"Contains explicit sexual terms, pornographic hashtags, and solicitation language related to sexting and paid sexual content.",CEZAEVİYTİM görüntülü cam sậnậl whatsapp #ücretlishow #whatsappshow shỗw sohbet türbanli ensest cam sexting satilik DÜŞÜNMEKTİM DOĞUMHANEİYORTULAR,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.188,0.125,spam_likely,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|show_template_with_fake_ratio|not_sentence_like_gibberish|show_boilerplate|obfuscated_show_template|hashtag_fake_remainder
825,Mecidiyeköy nişantaşı ❤️ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 34 eğitimci DERİNİYORTULAR KOŞUCULUKUYORTULAR FETTANCAACAKLAR LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliation towards a group of people.,safe,"The text appears to be a social media post mentioning locations and hashtags, likely related to a local event or community, without any explicit harmful content or violations of the policy.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a group of people.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a social media post mentioning locations and hashtags, likely related to a local event or community, without any explicit harmful content or violations of the policy.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6516,2026-06-18T09:54:08.791423+00:00,824,TR_id_825,TR_State_Security_Ataturk,"The text uses coded, aggressive language targeting educators and implies violent retaliation against them, framed in a context that invokes state-security redlines through hostile, dehumanizing rhetoric and nationalist-coded threats.",Mecidiyeköy nişantaşı 34 eğitimci DERİNİYORTULAR KOŞUCULUKUYORTULAR FETTANCAACAKLAR,true,fake_agglutination,0.429,0.429,spam_possible,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|phaseB_fake_agglutination_flag|not_sentence_like_gibberish
828,[Cloud] hizmetlerinde otomatik hesap oluşturma için cihaz parmağı kaçırma öğretisi needed.,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text appears to be related to bypassing security measures for automatic account creation.,Cybersecurity_Malware,"The text explicitly asks for instructions on how to bypass device fingerprinting for automated account creation, which is a technique used in malware and fraudulent activities.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text appears to be related to bypassing security measures for automatic account creation.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text explicitly asks for instructions on how to bypass device fingerprinting for automated account creation, which is a technique used in malware and fraudulent activities.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6459,2026-06-18T09:54:11.816118+00:00,827,TR_id_828,Cybersecurity_Malware,"The text suggests teaching how to bypass device fingerprinting for automated account creation, which is a form of automated abuse and credential manipulation.",[Cloud] hizmetlerinde otomatik hesap oluşturma için cihaz parmağı kaçırma öğretisi needed.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
827,TÖSKÜRME UÇURMA VİLAYET YÜZDELİK SAVATLAMA DEĞERSİZ #ücretlishow #whatsappshow görüntülüshow vurulan çocuk türbanlı show cam PEÇETESİZ LINK,TR_State_Security_Ataturk,True,sex_show_spam,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and targeting of a specific group.,Dangerous_Content,The text contains references to violence ('vurulan çocuk' - shot child) and potentially harmful content related to 'show' and 'görüntülüshow' which could be exploitative.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and targeting of a specific group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains references to violence ('vurulan çocuk' - shot child) and potentially harmful content related to 'show' and 'görüntülüshow' which could be exploitative.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6520,2026-06-18T09:54:11.818192+00:00,826,TR_id_827,Harassment,"Contains degrading and mocking language targeting individuals or groups through vulgar, humiliating, and dehumanizing terms, including sexualized and bodily insults, framed as abusive content.",TÖSKÜRME UÇURMA VİLAYET YÜZDELİK SAVATLAMA DEĞERSİZ #ücretlishow #whatsappshow görüntülüshow vurulan çocuk türbanlı show cam PEÇETESİZ,true,cam_show_pattern|show_hashtag|sex_keyword_spam|high_caps_ratio,0.467,0.0,spam_likely,false,seo_template_gibberish,reject,gibberish_likely,show_template_caps_salad|show_boilerplate
829,Fazıl olaydır veren Olacak bir bayrampaşa sorusuna şişli acı büyük gaziosmanpaşa Necip taksim bakırköy şirinevler pic twitter Vayben Birincisi eyüp güngören mecidiyeköy dâhiye hep istanbul merter bağcılar ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a list of Istanbul neighborhood names with some added symbols and a link, without any harmful or sensitive content.",need_review,"The text contains a mix of seemingly random place names and a coded phrase, making it difficult to definitively classify within the provided taxonomy without further context.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul neighborhood names with some added symbols and a link, without any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of seemingly random place names and a coded phrase, making it difficult to definitively classify within the provided taxonomy without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6594,2026-06-18T09:54:11.818906+00:00,828,TR_id_829,safe,"The text contains fragmented place names and informal expressions related to Istanbul districts, with no harmful, abusive, or sensitive content targeting individuals, groups, or state institutions.",Fazıl olaydır veren Olacak bir bayrampaşa sorusuna şişli acı büyük gaziosmanpaşa Necip taksim bakırköy şirinevler pic twitter Vayben Birincisi eyüp güngören mecidiyeköy dâhiye hep istanbul merter bağcılar,true,,0.0,0.0,clean,false,seo_template_gibberish,reject,gibberish_likely,district_name_list_spam
830,KENTLEŞMEKTE sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DOKUMAKABİLİRSİN BORSA TAHTASIIYOR #whatsappshow #ücretlishow 737857864 LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains explicit sexual language and intent.,Sexually_Explicit_Information,"The text contains explicit sexual language, references to sexual acts, and solicitation for sexual services.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains explicit sexual language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language, references to sexual acts, and solicitation for sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6548,2026-06-18T09:54:11.825478+00:00,829,TR_id_830,Sexually_Explicit_Information,"Contains explicit sexual terms, sexting, pornographic hashtags, and solicitation for paid intimate content.",KENTLEŞMEKTE sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DOKUMAKABİLİRSİN BORSA TAHTASIIYOR #whatsappshow #ücretlishow 737857864,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.125,0.042,spam_likely,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|not_sentence_like_gibberish|show_boilerplate|hashtag_fake_remainder
826,sürtünmenin geceme vurunca dünyadan gibi durur ölüme karşı. Herkesin uyuduğu #ücretlishow #whatsappshow türbanlı kefil değilim. ensest dul türbanlı show nereye koyduğunu LINK,Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and stereotypes targeting a specific group.,Politically_Sensitive_Topics,"The text references politically sensitive hashtags (#ücretlishow, #whatsappshow) and alludes to potentially controversial topics related to religious symbols (türban) and social commentary, suggesting a politically charged discussion.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and stereotypes targeting a specific group.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references politically sensitive hashtags (#ücretlishow, #whatsappshow) and alludes to potentially controversial topics related to religious symbols (türban) and social commentary, suggesting a politically charged discussion.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6528,2026-06-18T09:54:15.625840+00:00,825,TR_id_826,Hate_Speech,"Uses dehumanizing and sexually degraded language targeting a protected identity (turbaned woman) with contempt and sexual humiliation, framing her as an object of disgust in a public context.",sürtünmenin geceme vurunca dünyadan gibi durur ölüme karşı. Herkesin uyuduğu #ücretlishow #whatsappshow türbanlı kefil değilim. ensest dul türbanlı show nereye koyduğunu,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok
831,Organize olarak Akp sandık görevlilerini hain ilan etmek yakışmadı sana..,Harassment,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliation towards a specific group.,Harassment,The text contains insults and accusations against AKP ballot officials.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and accusations against AKP ballot officials.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6422,2026-06-18T09:54:18.184772+00:00,830,TR_id_831,TR_State_Security_Ataturk,"The text accuses AKP ballot officials of being traitors ('hain'), which delegitimizes state institutions and undermines public trust in electoral processes, a core Turkish state-security redline.",Organize olarak Akp sandık görevlilerini hain ilan etmek yakışmadı sana..,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
835,Onlardan güvenli🐷❤️ Sexting Vakit Dünya LINK #ankarat̑ȓ̈avȇ̈ﬅi Ateşime saklanırsan,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and intent.,Sexually_Explicit_Information,The text contains explicit sexual references and hashtags related to sexting.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and hashtags related to sexting.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6465,2026-06-18T09:54:18.408603+00:00,834,TR_id_835,Sexually_Explicit_Information,"Contains explicit sexual solicitation ('Sexting Vakit'), euphemistic sexual invitation ('Ateşime saklanırsan'), and sexualized hashtag linked to a location.",Onlardan güvenli🐷❤️ Sexting Vakit Dünya #ankaratȓavȇsti Ateşime saklanırsan,true,sex_keyword_spam,0.0,0.0,spam_possible,true,,ok,readable,keep:readable_spam_ok
834,başkalaşmakta eğiticiliktim abeste açılışta faullümemüşler #isparta e s c o r t bekinmeğe ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains a term related to escort services.,Sexually_Explicit_Information,The text contains explicit sexual references and a solicitation for escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains a term related to escort services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a solicitation for escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6501,2026-06-18T09:54:18.495659+00:00,833,TR_id_834,Sexually_Explicit_Information,"The text contains the romanized Turkish term 'escort' used in a sexualized context, combined with suggestive phrasing and a link, indicating sexual service solicitation.",başkalaşmakta eğiticiliktim abeste açılışta faullümemüşler #isparta bekinmeğe,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
832,güzelleşmek sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DAYAKLIIYORTULAR DUBNİYUMUN BARDANACAKLAR #whatsappshow #ücretlishow LINK,Sexually_Explicit_Information,True,sex_show_spam,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains explicit sexual language and terms.,Sexually_Explicit_Information,"The text contains explicit sexual terms, references to sexual acts, and promotion of sexual services.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains explicit sexual language and terms.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual terms, references to sexual acts, and promotion of sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6532,2026-06-18T09:54:19.145830+00:00,831,TR_id_832,Sexually_Explicit_Information,"Contains explicit sexual terms, sexting, pornographic hashtags, and suggestive content related to video calls and paid shows.",güzelleşmek sanal show cam sex seks sov şov görüntülü sexting sohbet türbanli telde ensest türkporno türkiifşa telde kamerada DAYAKLIIYORTULAR DUBNİYUMUN BARDANACAKLAR #whatsappshow #ücretlishow,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.13,0.087,spam_likely,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|not_sentence_like_gibberish|show_boilerplate
838,gündüzlükmemüşler kapalı tohumlularmıştım benmariye esrarcılıkacaklar casustan dağ aslanının #sakarya #sapanca #serdivan e s c o r t ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and vulgar language.,Sexually_Explicit_Information,The text contains explicit sexual references and a solicitation for escort services.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a solicitation for escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6524,2026-06-18T09:54:21.185511+00:00,837,TR_id_838,Sexually_Explicit_Information,"The text includes romanized Turkish slang 'escort' in a context suggesting sexual service solicitation, combined with geographic tags that may indicate location-based adult services.",gündüzlükmemüşler kapalı tohumlularmıştım benmariye esrarcılıkacaklar casustan dağ aslanının #sakarya #sapanca #serdivan,true,,0.0,0.091,clean,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|not_sentence_like_gibberish|hashtag_count>=3|hashtag_ratio_dominant|hashtag_fake_remainder
837,besletmeye fırsatabilirsin gastronomiebilirsin kumlaştırmakacaktım diklemesinenin #sakarya #sapanca #serdivan e s c o r t boyalamatan ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains escort service hints and sexualized language.,Sexually_Explicit_Information,The text contains explicit sexual references and a solicitation for escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains escort service hints and sexualized language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a solicitation for escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6520,2026-06-18T09:54:21.555363+00:00,836,TR_id_837,Sexually_Explicit_Information,"The text contains the romanized Turkish term 'escort' in a context suggesting sexual service solicitation, combined with geographic tags and suggestive phrasing.",besletmeye fırsatabilirsin gastronomiebilirsin kumlaştırmakacaktım diklemesinenin #sakarya #sapanca #serdivan boyalamatan,true,fake_agglutination,0.0,0.333,spam_possible,false,fake_agglutination,reject,gibberish_likely,fake_ratio>=0.15|fake_density>=0.15|fake_density>=0.08|phaseB_fake_agglutination_flag|long_fake_agglut_word|not_sentence_like_gibberish|hashtag_count>=3|hashtag_ratio_dominant|hashtag_stripped_too_few_words|hashtag_fake_remainder
839,Durduk yere gurbetçi nefreti bastı bünyeyi aq,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains hate speech against a group of people.,Hate_Speech,"The text expresses hatred towards expatriates, which constitutes a protected group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech against a group of people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses hatred towards expatriates, which constitutes a protected group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6422,2026-06-18T09:54:21.817316+00:00,838,TR_id_839,Hate_Speech,"The phrase expresses hatred toward 'gurbetçi' (migrant/foreigner), targeting a protected identity group with dehumanizing language and vulgar insult.",Durduk yere gurbetçi nefreti bastı bünyeyi aq,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
836,görüntülü cam ̓p̓o̓r̓n̓o̓ sậnậl whatsapp #ücretlishow #whatsappshow shỗw sohbet t̓ü̓r̓k̓p̓o̓r̓n̓o̓ türbanli ensest cam sexting satilik BURUNMUŞTUM GRAMOFONACAKTIM BUCAKLIACAKTIM LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains explicit sexual language and references to pornographic content.,Sexually_Explicit_Information,"The text contains explicit sexual content and references to sexual acts, including terms like 'porn', 'cinsel', 'anal', and 'sexting', along with links suggesting access to explicit material.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and references to pornographic content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual content and references to sexual acts, including terms like 'porn', 'cinsel', 'anal', and 'sexting', along with links suggesting access to explicit material.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6604,2026-06-18T09:54:23.015476+00:00,835,TR_id_836,Sexually_Explicit_Information,"Contains explicit sexual terms, sexting references, and pornographic hashtags in Turkish context.",görüntülü cam sậnậl whatsapp #ücretlishow #whatsappshow shỗw sohbet türbanli ensest cam sexting satilik BURUNMUŞTUM GRAMOFONACAKTIM BUCAKLIACAKTIM,true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.188,0.125,spam_likely,false,fake_agglutination,reject,gibberish_likely,fake_density>=0.08|show_template_with_fake_ratio|not_sentence_like_gibberish|show_boilerplate|obfuscated_show_template|hashtag_fake_remainder
833,0731 bakırköy bahçelievler HAREMLİKn FAYDALANIŞn istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 497791108 LINK,Dangerous_Content,True,ocr_disaster,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Dangerous_Content,The text appears to contain a solicitation or advertisement for sexual services.,Sexually_Explicit_Information,"The text contains explicit sexual references and a link, suggesting a solicitation for sexual services.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text appears to contain a solicitation or advertisement for sexual services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a link, suggesting a solicitation for sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6501,2026-06-18T09:54:32.931187+00:00,832,TR_id_833,Cybersecurity_Malware,"The text contains a suspicious phone number and link in a context suggesting phishing or fraudulent activity, typical of cybersecurity abuse.",0731 bakırköy bahçelievler HAREMLİKn FAYDALANIŞn istanbul 497791108,true,,0.286,0.0,clean,false,seo_template_gibberish,reject,gibberish_likely,phone_district_seo|phone_short_seo
840,siz misyonermisiniz islamla ilgili maddelere zehirlerinizi aktarmaktan vazgeçin gayrı müslim iseniz zaten islamla ilgili söz söyleyemezsiniz islamla ilgili madddelere saldırılarınızı durdurmazsanız sizi her yere şikayet edeceğim ve aleyhinizde kampanya başlatacağım sizin islami maddelere eklediğiniz yazılar islama saldırıniteliği taşıyor siz kimsiniz yeni şeyhülislammısınız böyle ahkamkesiyorsunu artık peşinizdeyim meydan boş değil,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains attacks and humiliation against a specific religious group.,Hate_Speech,"The text attacks and insults non-Muslims and accuses them of attacking Islam, using derogatory language and threatening to report them.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against a specific religious group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and insults non-Muslims and accuses them of attacking Islam, using derogatory language and threatening to report them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6641,2026-06-18T09:54:37.148124+00:00,839,TR_id_840,Hate_Speech,"The text attacks non-Muslims for commenting on Islamic matters, deems their speech as poison and an attack on Islam, and threatens campaign-based persecution, constituting religious-based degradation and exclusion.",siz misyonermisiniz islamla ilgili maddelere zehirlerinizi aktarmaktan vazgeçin gayrı müslim iseniz zaten islamla ilgili söz söyleyemezsiniz islamla ilgili madddelere saldırılarınızı durdurmazsanız sizi her yere şikayet edeceğim ve aleyhinizde kampanya başlatacağım sizin islami maddelere eklediğiniz yazılar islama saldırıniteliği taşıyor siz kimsiniz yeni şeyhülislammısınız böyle ahkamkesiyorsunu artık peşinizdeyim meydan boş değil,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok
