id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text
MX_SEX_003_0165,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,implicit_but_trainable,very_short,teasing,fragmented_chat,spacing,MX_SEX_003_LC_020,dale pon eso en vivo 😘 solo eso
MX_SEX_003_0166,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,long,messy,list_like,misspelling,MX_SEX_003_GC_021,pues yo ando buscando algo masoquista y que no le de pena nada jaja si alguien se anima q sea pa pasarla bien sin limites solo eso
MX_SEX_003_0167,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,statement,emoji,MX_SEX_003_COM_022,ya me imaginé como se siente eso de tener un juguete que haga todo solo 😈💦 quien lo probó sabe
MX_SEX_003_0168,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,short,commercial,teaser,code_mix,MX_SEX_003_PROMO_023,acabo de subir algo nuevo... muy caliente 🥵🔥 solo pa valientes
MX_SEX_003_0169,MX,es-MX,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,invitation,punctuation_play,MX_SEX_003_DM_024,oye... si buscas algo fuerte... aquí estoy 😏👌
MX_SEX_003_0170,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,casual,fragmented_chat,emoji,MX_SEX_003_LC_025,ándale pues ponme eso como me gusta 😘💋 que ya estoy listx
MX_SEX_003_0171,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,very_short,playful,statement,emoji,ESMX_LC_001,espera xfa 😏 estás viendo algo que te está gustando o solo saludas?
MX_SEX_003_0172,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_content_promo,implicit_but_trainable,short,teasing,question,abbreviation,ESMX_LC_002,xd q t pasa? solo ves o tb x lo quieres? jaja
MX_SEX_003_0173,MX,es-MX,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,fragmented_chat,spacing,ESMX_DM_003,oye una preguntita ...   cuánto te late este tipo de interacción?  ... no me digas que no se te prendió algo 😈
MX_SEX_003_0174,MX,es-MX,Sexually_Explicit_Information,comment,adult_video_chat,semi_explicit,very_short,humorous,reply,emoji,ESMX_COM_004,qué onda aquí 👀 ... alguien más viendo esto o solo yo con los calentones 😏
MX_SEX_003_0175,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_profile_bio,implicit_but_trainable,long,messy,list_like,punctuation_play,ESMX_LC_005,"no soy de muchas palabras,, pero si buscas algo picante...   ...en serio? no me crees? jajajaj qué lata... 😒"
MX_SEX_003_0176,MX,es-MX,Sexually_Explicit_Information,adult_content_promo,paid_private_content,semi_explicit,short,commercial,announcement,code_mix,ESMX_ADP_006,check this out 🔥 ... algo exclusive solo pa los que saben dónde picar
MX_SEX_003_0177,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,short,playful,teaser,emoji,ESMX_LC_007,uyyy qué calor 😳 ... no digas que no te gustó lo que viste 😏
MX_SEX_003_0178,MX,es-MX,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,medium,casual,statement,misspelling,ESMX_DM_008,oiee una peticionnn...    puedes imaginarte en situacion con mi estilo de vida 😈??
MX_SEX_003_0179,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,fragmented_chat,abbreviation,ESMX_COM_009,xd si no se te prende con esto...    está mal el clima 🌡️ o qué??
MX_SEX_003_0180,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_profile_bio,explicit,medium,direct,question,spacing,ESMX_LC_010,oigan qué tal si en vez de solo ver...    probamos algo en vivo?     sin rollos no??
MX_SEX_003_0181,MX,es-MX,Sexually_Explicit_Information,dm,adult_content_promo,semi_explicit,short,teasing,fragmented_chat,emoji,ESMX_DM_011,y si te digo q aquí hay algo q te va a gustar ...   pero no es gratis 😏
MX_SEX_003_0182,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,reply,punctuation_play,ESMX_GC_012,no mames... eso fue muy obvio 😱    quién más lo vio así? 👀
MX_SEX_003_0183,MX,es-MX,Sexually_Explicit_Information,live_chat,suggestive_meme,implicit_but_trainable,short,playful,teaser,abbreviation,ESMX_LC_013,jajajaja qué mala onda...   pero si te gustó este meme 😏
MX_SEX_003_0184,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,very_short,commercial,statement,code_mix,ESMX_PB_014,hot content incoming 🔥 ... solo pa los valientes
MX_SEX_003_0185,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,short,direct,fragmented_chat,emoji,ESMX_DM_015,oye y si probamos algo diferente...   sin vergüenza? 😈
MX_SEX_003_0186,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,humorous,statement,abbreviation,ESMX_LC_016,xd quién se quedó con las ganas? 😏 ...   o solo fui yo??
MX_SEX_003_0187,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,playful,fragmented_chat,emoji,ESMX_COM_017,si esto no te excita...    qué onda con tu día? 😜
MX_SEX_003_0188,MX,es-MX,Sexually_Explicit_Information,dm,adult_content_promo,explicit,medium,teasing,teaser,spacing,ESMX_DM_018,oiee no te hagas...     si ya estás imaginando cosas 😈 ...    solo avísame cuando estés listo
MX_SEX_003_0189,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,short,messy,reply,misspelling,ESMX_LC_019,no manches... eso sí q fue fuerte 😱    quién más le dio clic a todo??
MX_SEX_003_0190,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,explicit,medium,commercial,announcement,code_mix,ESMX_PCT_020,premium material coming soon 😏 ...    solo pa los q no se hacen
MX_SEX_003_0191,MX,es-MX,Sexually_Explicit_Information,dm,adult_roleplay,semi_explicit,short,casual,teaser,punctuation_play,ESMX_DM_021,oye dime la verdad...    te gustó lo q viste? 😈 ...    no mientas
MX_SEX_003_0192,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_profile_bio,implicit_but_trainable,very_short,playful,statement,emoji,ESMX_LC_022,jajaja si esto no te hace algo...    está mal el clima 🌡️ o qué
MX_SEX_003_0193,MX,es-MX,Sexually_Explicit_Information,comment,adult_content_promo,explicit,medium,teasing,fragmented_chat,spacing,ESMX_COM_023,oye y si en vez de solo ver...    hacemos algo más interesante? 😏 ...    sin presión eh
MX_SEX_003_0194,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,short,playful,reply,abbreviation,ESMX_LC_024,xd q onda? ...    alguien más calentito q yo? 😈
MX_SEX_003_0195,MX,es-MX,Sexually_Explicit_Information,dm,adult_hookup,explicit,medium,direct,teaser,misspelling,ESMX_DM_025,oyee no me digas q no te late esto...    podemos probar si te gusta o no 😏
MX_SEX_003_0196,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,long,messy,fragmented_chat,punctuation_play,ESMX_GC_026,no mames... q fuerte todo...    quién más se imaginó esto? 👀 ...    o solo yo? 😈
MX_SEX_003_0197,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,fragmented_chat,emoji,ESMX_COM_028,si esto no te prende...    qué onda con tu día? 😜 😱
MX_SEX_003_0198,MX,es-MX,Sexually_Explicit_Information,dm,adult_profile_bio,semi_explicit,short,playful,teaser,abbreviation,ESMX_DM_029,oye no me digas q no es pa ti...    pero si te late algo diferente 😈
MX_SEX_003_0199,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,medium,direct,reply,spacing,ESMX_LC_030,no manches... eso sí fue intenso 😱 ...    quién más le dio clic a todo sin pensarlo?
MX_SEX_004_0001,MX,es-MX,Sexually_Explicit_Information,comment,adult_hookup,semi_explicit,short,casual,statement,emoji,CMNT_SEMI_001,Qué tal si la pasamos bien 😏🔥 te late o no? Solo si te gusta lo caliente 😉
MX_SEX_004_0003,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,direct,reply,code_mix,GRPC_EXPL_003,"Oigan, quién le entra a un vivo con cam? Solo pa' morbo y pasar el rato, obvio 😈💦"
MX_SEX_004_0004,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,long,teasing,announcement,punctuation_play,LVCH_SEMI_004,Si le atinas a lo que pido en cam... te doy acceso a contenido exclusivo 😏... qué dices??? 🔥💦... solo para mayores de 18!!
MX_SEX_004_0005,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,commercial,announcement,abbreviation,PROF_IMPL_005,Contenido adulto exclusivo. DMs solo pa' mayores 18+ 😉🔥
MX_SEX_004_0006,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,medium,humorous,list_like,misspelling,CMNT_EXPL_006,Si la polla fuera un examen... la mayoría reprobaria xD... pero algunos sacarian 10 😈💦
MX_SEX_004_0008,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,medium,messy,fragmented_chat,emoji,GRPC_SEMI_008,"Wey, si te atreves... nos vemos en el cam 😈🔥... o mejor dime si prefieres algo más... intenso 😏"
MX_SEX_004_0009,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,short,direct,invitation,none,LVCH_EXPL_009,Si buscas algo caliente... aquí estoy 😏💦
MX_SEX_004_0010,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,adult_content_promo,semi_explicit,long,teasing,teaser,punctuation_play,PCTS_SEMI_010,Contenido exclusivo pa' adultos... si te gusta lo picante y sin censura 😉... DMs con #ContenidoAdultez y tu edad confirmada 🔥💦
MX_SEX_004_0011,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,statement,abbreviation,CMNT_EXPL_011,Si el sexo fuera un deporte... México sería campeón mundial 😂🏆💦
MX_SEX_004_0013,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,reply,code_mix,GRPC_EXPL_013,"Oigan, quién quiere un live de cam? Solo pa' gente que sabe lo que es morbo y no le da pena 😈💦... se arma ahorita!!"
MX_SEX_004_0014,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,casual,announcement,emoji,PROF_IMPL_014,Si te gusta lo intenso... aquí estoy 😏🔥 DMs sin pena
MX_SEX_004_0016,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,invitation,punctuation_play,LVCH_EXPL_016,Si quieres ver algo caliente... aquí estoy 😈🔥... qué esperas??? Solo para adultos!!
MX_SEX_004_0017,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,adult_content_promo,implicit_but_trainable,long,commercial,announcement,abbreviation,PCTS_IMPL_017,Contenido adulto 100% exclusivo... si te gusta lo picante y sin filtros 😉... envía #PackPrivado + edad y disfruta 🔥💦
MX_SEX_004_0018,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,semi_explicit,short,casual,reply,emoji,GRPC_SEMI_018,"Wey, si te late... nos vemos en el cam 😏💦... pero solo si sabes lo que quieres 😈"
MX_SEX_004_0020,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,statement,abbreviation,CMNT_EXPL_020,Si el sexo fuera un examen... yo ya lo pasé 😂🏆💦
MX_SEX_004_0021,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_hookup,semi_explicit,short,direct,invitation,code_mix,LVCH_SEMI_021,Si andas buscando algo caliente... aquí estoy 😉🔥... sin pena
MX_SEX_004_0022,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,medium,teasing,teaser,emoji,PROF_IMPL_022,Si te gusta lo intenso y sin filtros... aquí estoy 😏💦... DMs bienvenidos solo pa' mayores 18+
MX_SEX_004_0023,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,medium,messy,fragmented_chat,punctuation_play,GRPC_EXPL_023,Oigan... quién quiere un live de cam ahora???... 😈🔥... sin rollos... solo si saben lo que es morbo!!
MX_SEX_004_0024,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,adult_content_promo,semi_explicit,short,commercial,teaser,abbreviation,PCTS_SEMI_024,Contenido adulto exclusivo... si te gusta lo picante 😉💦... envía #Adultez y edad
MX_SEX_004_0025,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,statement,misspelling,CMNT_EXPL_025,Si el sexo fuera un deporte... México sería campeón xDD 😂🏆💦
MX_SEX_004_0027,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,semi_explicit,short,casual,reply,emoji,GRPC_SEMI_027,"Wey, si te late... nos vemos en cam 😉🔥... pero solo si sabes lo que quieres"
MX_SEX_004_0028,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,teasing,teaser,spacing,PROF_IMPL_028,Si te gusta lo caliente... aquí estoy 😏💦 DMs bienvenidos solo pa' adultos
MX_SEX_004_0029,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,invitation,code_mix,LVCH_EXPL_029,Si quieres algo bien caliente... aquí estoy 😈🔥... qué esperas?? Solo pa' mayores!!
MX_SEX_004_0030,MX,es-MX,Sexually_Explicit_Information,paid_content_teaser,adult_content_promo,semi_explicit,short,commercial,teaser,none,PCTS_SEMI_030,Contenido adulto exclusivo... si te gusta lo intenso 😉💦 DMs con #ContenidoAdultez y tu edad
MX_SEX_004_0025,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,very_short,humorous,statement,emoji,MEME_001,Qué buena onda que la morra tenga esa actitud 🔥😏 ya me dieron ganas de ver más...
MX_SEX_004_0026,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,casual,reply,misspelling,COMENT_002,Ese meme si tiene onda 😂 pero pa que no digan que me excito con cualquier cosa...
MX_SEX_004_0027,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,playful,fragmented_chat,code_mix,GRPCHT_003,"Oigan, quién me sigue pa que les suelte un rollo bien picante? Jajaja no en serio... bueno, un poquito 😏 DM nomas y les enseño 😏"
MX_SEX_004_0028,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,direct,fragmented_chat,none,LIVECHT_004,La chava de hoy si está en su mejor momento 😈
MX_SEX_004_0029,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,short,teasing,question,abbreviation,MEME_005,Dónde andarán los que le van a estas vibras? 😏🔥
MX_SEX_004_0030,MX,es-MX,Sexually_Explicit_Information,comment,adult_profile_bio,explicit,medium,commercial,statement,spacing,COMENT_006,"Si te gusta lo movido y picante , aquí estoy pa lo que necesites 😏"
MX_SEX_004_0031,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,long,messy,list_like,emoji,GRPCHT_007,"A ver si alguien se anima a jugar... 😏 primera ronda: te toco aquí... segunda ronda: te quito esto... y la tercera... bueno, la tercera ya se imaginan 😈 jajaj ¿Alguien pa esto?"
MX_SEX_004_0032,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,very_short,playful,reply,misspelling,LIVECHT_008,El live de hoy si va pa largo 😂 pero no sé si aguante 😏
MX_SEX_004_0033,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,statement,punctuation_play,COMENT_009,Ese outfit??? Ni pa arriba ni pa abajo... pero el efecto es seguro!!! 😈🔥
MX_SEX_004_0034,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,short,direct,teaser,none,MEME_010,"Si no te late lo recargado, mejor ni veas esto 😏"
MX_SEX_004_0035,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,very_short,casual,statement,emoji,BIO_011,Aquí pa lo que guste 😏💋
MX_SEX_004_0036,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,playful,fragmented_chat,code_mix,GRPCHT_012,Oigan... si alguien quiere saber cómo se siente esto... mejor no pregunten 😈 Jajajaja ¿Alguien pa un experimento?
MX_SEX_004_0037,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,teasing,question,none,COMENT_013,¿Quién entiende mejor esto: con la cabeza o con el cuerpo? 😏
MX_SEX_004_0038,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,short,commercial,announcement,spacing,LIVECHT_014,El live de hoy va heavy... quien se apunta ?
MX_SEX_004_0039,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,implicit_but_trainable,very_short,humorous,statement,emoji,MEME_015,Esa pose... ni modo 😂 la más picantona del grupo 😏🔥
MX_SEX_004_0040,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,medium,messy,fragmented_chat,code_mix,GRPCHT_016,"Oigan... alguien quiere jugar a ver quién aguanta más? 😈 primero un reto suave... luego... bueno, ya se imaginan 😏 ¿Quién se anota?"
MX_SEX_004_0041,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,direct,teaser,none,COMENT_017,"Si buscas algo diferente, aquí está... pero no es pa todos 😈"
MX_SEX_004_0042,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,very_short,casual,statement,emoji,BIO_018,Aquí pa lo que guste 😏💋 solo adultos
MX_SEX_004_0043,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,playful,reply,misspelling,LIVECHT_019,Ese live si fue explosivo 😂 pero no sé si repito 😏
MX_SEX_004_0044,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,fragmented_chat,code_mix,GRPCHT_020,Oigan... alguien quiere saber cómo suena esto? Mejor no pregunten 😈 Jajajaja ¿Alguien pa probar?
MX_SEX_004_0045,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,short,humorous,statement,emoji,COMENT_021,Esa foto... ni pa arriba ni pa abajo... pero el efecto es seguro!!! 😈🔥
MX_SEX_004_0046,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,direct,teaser,none,MEME_022,Si no te gusta lo recargado... mejor ni veas 😏
MX_SEX_004_0047,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_content_promo,explicit,short,commercial,announcement,spacing,LIVECHT_023,El live va a estar interesante... quien se apunta ?
MX_SEX_004_0048,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,long,playful,fragmented_chat,emoji,GRPCHT_024,"Oigan... si alguien quiere jugar... primera ronda: te toco aquí... segunda ronda: te quito esto... y la tercera... bueno, ya saben 😈 jajaj ¿Alguien pa esto?"
MX_SEX_004_0049,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,teasing,question,none,COMENT_025,¿Quién sabe más de esto? ¿La cabeza o el cuerpo? 😏
MX_SEX_004_0050,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,humorous,statement,emoji,MEME_026,Esa actitud... ni modo 😂 la más picantona del grupo 😏🔥
MX_SEX_004_0051,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,explicit,very_short,casual,statement,emoji,BIO_027,Aquí pa lo que guste 😏💋 solo adultos
MX_SEX_004_0052,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,short,direct,reply,misspelling,LIVECHT_028,Ese live si fue intenso 😂 pero no sé si repito 😏
MX_SEX_004_0053,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,medium,messy,fragmented_chat,code_mix,GRPCHT_029,Oigan... si alguien quiere saber cómo se siente esto... mejor no pregunten 😈 Jajajaja ¿Alguien pa vivirlo?
MX_SEX_004_0054,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,short,humorous,statement,emoji,COMENT_030,Esa foto... ni pa arriba ni pa abajo... pero el efecto es seguro!!! 😈🔥
MX_SEX_004_0055,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,messy,statement,punctuation_play,comment_001,¿y si te digo que hasta el que hace los tacos se puede equivocar? jajajaj... igual y hasta mi vecina de al lado xD xD xD
MX_SEX_004_0056,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,short,teasing,teaser,misspelling,meme_002,Cuando te dicen que es tu responsabiilidad... pero en la noche no tanto jajaja
MX_SEX_004_0057,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,direct,reply,code_mix,chat_003,"Oye, no manches, si sigues así no te vas a poder sentar en tres días... mejor baja la intensidad 😈"
MX_SEX_004_0058,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,casual,fragmented_chat,emoji,live_004,que calor si se pone bueno esto 🥵🔥 quien ya se animó?
MX_SEX_004_0059,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,short,humorous,statement,abbreviation,comment_005,cuando dicen 'necesito ayuda' y luego ves la foto del vibrador colgando del techo 😂😂😂
MX_SEX_004_0060,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,playful,list_like,spacing,bio_006,🔥soy la que te hace olvidar tu ex 🍆💦💋
MX_SEX_004_0061,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,reply,misspelling,chat_007,"dime la verdad, si te doy un toquecito ahí... ¿se te va a pasar el enojo o te va a subir más la temperatura? 😏"
MX_SEX_004_0062,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,teasing,question,emoji,meme_008,¿quién dijo que los lunes son tristes? 😈😈
MX_SEX_004_0063,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,casual,statement,punctuation_play,comment_009,en la primaria decían que la imaginación era importante... ahora ya no tanto 😘
MX_SEX_004_0064,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,announcement,code_mix,live_010,ustedes pongan los gritos que yo pongo el ritmo 🎶🔥 no se queden calladitos eh
MX_SEX_004_0065,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,short,playful,fragmented_chat,abbreviation,chat_011,"a ver, a ver... ¿quién quiere ser mi víctima favorita hoy? 😏💋"
MX_SEX_004_0066,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,statement,emoji,comment_012,cuando el vibrador hace más que la app de citas 😂😂
MX_SEX_004_0067,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,statement,punctuation_play,bio_013,si buscas diversión... ya sabes dónde encontrarme 😉💦
MX_SEX_004_0068,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,long,messy,reply,code_mix,chat_014,"oye, no me digas que no te gustó... porque si te tocó ahí mismo se te fue el enojo ¿o fue que te gustó tanto que ya no supiste enojarte? jaja... ya ni modo, mejor sigo con lo mío 😎"
MX_SEX_004_0069,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,casual,teaser,emoji,meme_015,¿qué tal si probamos algo diferente? 😈🔥
MX_SEX_004_0070,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,statement,misspelling,comment_016,la app de citas dice que tengo cero matches... pero el juguete dice otra cosa 😂😂😂
MX_SEX_004_0071,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,direct,fragmented_chat,punctuation_play,live_017,sigan así... eso es que les gusta 😈💦🔥
MX_SEX_004_0072,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,playful,teaser,code_mix,bio_018,aquí la que sabe cómo hacer que te olvides del mundo 😉💋
MX_SEX_004_0073,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,teasing,reply,emoji,chat_019,dime la verdad... ¿ya estás listo para lo que sigue? 😏🔥
MX_SEX_004_0074,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,casual,statement,punctuation_play,comment_020,si la imaginación fuera dinero... ya estarían todos ricos 😂😂
MX_SEX_004_0075,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,short,casual,announcement,code_mix,live_021,ustedes pongan los gritos... que yo pongo el ritmo 🎶🔥 ya empezaron? 😈
MX_SEX_004_0076,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,short,direct,teaser,abbreviation,chat_022,a ver... ¿quién se ofrece de voluntaria para lo que sigue? 😏💦
MX_SEX_004_0077,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,teasing,teaser,emoji,meme_023,¿listos para algo picante? 😈🔥
MX_SEX_004_0078,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,short,humorous,statement,misspelling,comment_024,cuando el vibrador hace más que el quehacer de la casa 😂😂😂
MX_SEX_004_0079,MX,es-MX,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,very_short,teasing,teaser,punctuation_play,bio_025,si buscas diversión... aquí estoy 😉💦🔥
MX_SEX_004_0080,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,messy,reply,code_mix,chat_026,oye... si me tocas así... no me voy a quedar callada 😈💋 ya te imaginas cómo se pone esto 😏
MX_SEX_004_0081,MX,es-MX,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,short,direct,fragmented_chat,emoji,live_027,eso es que les gusta 😈🔥 siguen? 😏
MX_SEX_004_0082,MX,es-MX,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,casual,statement,misspelling,comment_028,la imaginación es poder... pero el juguete es más rápido 😂😂
MX_SEX_004_0083,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,very_short,teasing,question,emoji,meme_029,¿quién se animó a probar esto? 😈🔥
MX_SEX_004_0084,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,long,playful,reply,abbreviation,chat_030,jajaja no mames... si ya te avisé que esto no es para tímidos 😎 ok ok... pero no digas después que no te avisamos jajaja sigue sigue... que apenas vamos por la mitad 😉💦
MX_SEX_004_0085,MX,es-MX,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,playful,statement,abbreviation,MX_SEX_004_COM_LEWD_001,eso q el perro se quedó afuera jaja 😂🔥
MX_SEX_004_0086,MX,es-MX,Sexually_Explicit_Information,meme_caption,suggestive_meme,semi_explicit,short,humorous,teaser,emoji,MX_SEX_004_MEM_SEX_001,cuando te dicen q no sirves pa nada pero en la cama 😏💥... jaja no mames 😂🔥
MX_SEX_004_0087,MX,es-MX,Sexually_Explicit_Information,group_chat,adult_private_chat,explicit,medium,direct,reply,code_mix,MX_SEX_004_GRP_ADU_001,"oye no te hagas la difícil, si ya sabes q te excitas con lo q te hago 😘y si no me crees te muestro en vivo... pero nomás pa ti 😉"
