country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_sources,original_ids,original_row_orders,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
TR,"Hocam biz tek tek isim isim Kılıçdaroğlu'nun nasıl bir proje olduğunu, Y-CHP içerisindeki isimlerin başta Kılıçdaroğlu olmak üzere TESEV,Friedrich Eberth Vakfı,Vatikan,Clinton Vakfı, SOROS bağlantılarını İÇERİDEN FETHEDİLEN KALE:CHP flood serimizde 9 bölüm yazdık.Okuyun derim",TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[77, 78]",R1,tr_train_00002354 | tr_train_00006391,"[7792, 11829]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text discusses political connections and projects in a sensitive manner.,Politically_Sensitive_Topics,"The text discusses political figures and organizations (Kılıçdaroğlu, CHP, TESEV, Friedrich Eberth Vakfı, Vatikan, Clinton Vakfı, SOROS) and implies hidden connections, which falls under politically sensitive topics.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses political connections and projects in a sensitive manner.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political figures and organizations (Kılıçdaroğlu, CHP, TESEV, Friedrich Eberth Vakfı, Vatikan, Clinton Vakfı, SOROS) and implies hidden connections, which falls under politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6612,2026-06-17T02:18:19.855434+00:00,34,TR_row_00000034,,
TR,"Güneydoğu Anadolu senin götün mü, önüne gelene satasın? LINK",TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[72, 73]",R1,tr_train_00003148 | tr_train_00003595,"[8586, 9033]",Hate_Speech,triple_vote_majority,Harassment,The text contains direct insults and vulgar abuse.,Hate_Speech,"The text uses highly offensive and degrading language targeting a specific regional identity, implying dehumanization and suggesting violence.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses highly offensive and degrading language targeting a specific regional identity, implying dehumanization and suggesting violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6432,2026-06-17T02:18:21.842417+00:00,32,TR_row_00000032,Hate_Speech,"The text uses sexualized degradation and insults to attack a specific geographic region and its inhabitants, constituting collective humiliation based on regional origin."
TR,KENDİRCİ * DOYUMLUK ELMALIK #ücretlishow #whatsappshow görüntülüshow türbanlı show cam SİGARASIZ ÇEKİRDEKÇİ YALATMAK SABUNHANE LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Sexually_Explicit_Information | safe,"[86, 87]",R1,tr_train_00004119 | tr_train_00006033,"[9557, 11471]",Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,The text contains sexually explicit language and intent.,Sexually_Explicit_Information,"The text contains explicit sexual references and promotes sexual acts, using suggestive language and hashtags commonly associated with explicit content.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotes sexual acts, using suggestive language and hashtags commonly associated with explicit content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6508,2026-06-17T02:18:24.708041+00:00,38,TR_row_00000038,,
TR,KILL YOURSELF. KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSELF KILL YOURSE,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | safe,"[88, 89]",R1,tr_train_00004115 | tr_train_00011698,"[9553, 17136]",Dangerous_Content,triple_vote_majority,Harassment,The text contains repeated and intense verbal abuse with self-harm encouragement.,Dangerous_Content,"This text contains a direct and explicit threat of self-harm, which is a form of dangerous content.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains repeated and intense verbal abuse with self-harm encouragement.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This text contains a direct and explicit threat of self-harm, which is a form of dangerous content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7402,2026-06-17T02:18:28.746324+00:00,39,TR_row_00000039,Dangerous_Content,"The text contains repeated, explicit instructions to commit suicide, which constitutes severe self-harm encouragement and credible violent threats."
TR,Kadın dediğin bi yandan bulaşık yıkarken bi yandan blok flütle mama aym in lav vit e kıriminal çalabilecek. Ben bunu bilir bunu söylerim,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[90, 91]",R1,tr_train_00002723 | tr_train_00008023,"[8161, 13461]",Hate_Speech,triple_vote_majority,Hate_Speech,The text contains misogynistic language and degrading stereotypes about women.,safe,"The text is a humorous and exaggerated statement about a woman's multitasking abilities, containing no harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains misogynistic language and degrading stereotypes about women.""}","```json
{""final_label"":""safe"",""reason"":""The text is a humorous and exaggerated statement about a woman's multitasking abilities, containing no harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6470,2026-06-17T02:18:29.719295+00:00,40,TR_row_00000040,Hate_Speech,"The text promotes gender-based stereotypes and degrades women by reducing them to domestic laborers while mocking their ability to play music, constituting misogyny."
TR,Jon snowa laf edenin sikerim dalağını halkı için sevdasından vazgeçti adam.. Ajdjsnn,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[84, 85]",R1,tr_train_00002555 | tr_train_00004437,"[7993, 9875]",Harassment,initial_models_agree,Harassment,The text contains a direct insult and threat.,Harassment,The text contains threats and insults directed at someone who mentioned Jon Snow.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and threat.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains threats and insults directed at someone who mentioned Jon Snow.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6440,2026-06-17T02:18:35.375271+00:00,37,TR_row_00000037,,
TR,Metin Akpınar faşistlikten ve faşistlerin sonlarının nasıl olduğundan bahsetti akepe genel başkanının adı geçmedi siz Recep beyin faşist olduğunu mu düşünüyorsunuz !? Yani faşist denilince aklınıza neden akepe genel başkanı geldi ?,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | TR_State_Security_Ataturk,"[98, 99]",R1,tr_train_00002755 | tr_train_00005051,"[8193, 10489]",Politically_Sensitive_Topics,triple_vote_majority,Hate_Speech,"The text contains hate speech against a specific group and individual, implying they are fascists.",Politically_Sensitive_Topics,"The text discusses political ideologies (fascism) and mentions political figures (Recep Bey, Akpınar), raising concerns about political sensitivity and potential misinformation.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against a specific group and individual, implying they are fascists.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political ideologies (fascism) and mentions political figures (Recep Bey, Akpınar), raising concerns about political sensitivity and potential misinformation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6546,2026-06-17T02:18:41.250106+00:00,44,TR_row_00000044,Politically_Sensitive_Topics,"The text discusses political figures and uses the term 'fascist' in a heated debate about political leadership, which falls under politically sensitive topics involving public figures and political ideology."
TR,"Kutu abi, Kaç gün geçti hala aramadın Yani kızgın değilim ama ***oşluk ediyon be abi Otogarda bir bardak çayını benden esirgediysen anlarım da abi Hal de bana fatura kestirmeyebilirdin pek hala 2 kamyon mal getirdim sana be abim, insaf eyle Kışta kıyamette kendi ellerimle seçtim her birini mına koyim, saatlerce B**tan şartlarda 3 kuruş yapacaz biz de be abi Önümüz bahar, malum mına kodumun okulları açılacak Geçen gün bir hesap yapmışım abi, ülser oldum valla Hatırlar mısın, Fevzi nin sünnetinde çeyrek altın takmıştın O gün bugündur tapar Kutu amcasına, pek sever seni Büyüyünce senin gibi olacağını söylerdi hep Çocuğa iş kuralım dedik, elini cebine atmadın be abi Şimdi ağzı kokuyor garibimin, ne b** yiycez bilmiyoz Yani ne üzerine çalışacak, napacak, bir yanda borç, harç, senetler Artık burama kadar geldi be abi Bazen diyom, s**erim belasını bu dünyanın Al beyliği vur kendini Şevki, ne kasıyon yaşamaya Tabi sen ne anlarsın garibin halinden be abi Sen Mercedesinle gezip elin bacılarına vuruyon Bizim karının gözü dışarda, pis o****u Onu da ne s**ime aldım evime bilmiyom abi valla bilmiyom Neyse, müsait bir zamanında ara da dertleşelim be abi Şevki Not: Aramayan top olsun e mi (Eminem - Stan adlı parçanın Mahmut Abi kavırıdır D )",TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[94, 95]",R1,tr_train_00000160 | tr_train_00000984,"[5598, 6422]",Harassment,initial_models_agree,Harassment,"The text contains insults, humiliation, and verbal intimidation towards a specific person.",Harassment,"The text contains insults, vulgar abuse, and personal attacks targeting the recipient, including derogatory terms and accusations about his family and personal life.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults, humiliation, and verbal intimidation towards a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, vulgar abuse, and personal attacks targeting the recipient, including derogatory terms and accusations about his family and personal life.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7208,2026-06-17T02:18:45.139407+00:00,42,TR_row_00000042,,
TR,Ne aglakmiş bu tayyip seçim biteli 2 ay oldu hala seçim istiyor pes yani,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | TR_State_Security_Ataturk,"[100, 101]",R1,tr_train_00008773 | tr_train_00010124,"[14211, 15562]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text expresses frustration and criticism towards a political figure and the election process.,Politically_Sensitive_Topics,"The text expresses dissatisfaction with the election results and implies a desire for further elections, which is a politically sensitive topic.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text expresses frustration and criticism towards a political figure and the election process.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses dissatisfaction with the election results and implies a desire for further elections, which is a politically sensitive topic.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6447,2026-06-17T02:18:45.632387+00:00,45,TR_row_00000045,,
TR,Negehan Alçı işte ETR’ın diploması diye ortalığa çıktı.. ’nın diplomasını yayınlamak sanamı düştü.. diplomasını miting meydanlarında bir kez gösterse bütün dünya zaten haberdar olur..’nın diplomasını göstereceği mercii belli.. Bunca yıl gırtlak patlatıldığında nerdeydin,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | TR_State_Security_Ataturk,"[102, 103]",R1,tr_train_00001633 | tr_train_00005599,"[7071, 11037]",Harassment,triple_vote_majority,Harassment,The text contains direct insults and humiliation towards a specific person.,Politically_Sensitive_Topics,"The text refers to a political figure's diploma and criticizes their actions, implying political commentary and potentially referencing sensitive political events.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and humiliation towards a specific person.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a political figure's diploma and criticizes their actions, implying political commentary and potentially referencing sensitive political events.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6566,2026-06-17T02:18:59.310453+00:00,46,TR_row_00000046,Harassment,"The text attacks a specific individual, Negehan Alçı, by questioning her credentials and using hostile language to shame her publicly."
TR,Oku saplasınlar mı boğazından ne bekliyorsun,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[109, 110]",R1,tr_train_00003133 | tr_train_00007127,"[8571, 12565]",Harassment,initial_models_agree,Harassment,The text contains verbal abuse and insults.,Harassment,The text contains abusive and threatening language directed at an unspecified person.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains verbal abuse and insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains abusive and threatening language directed at an unspecified person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6413,2026-06-17T02:19:03.624557+00:00,49,TR_row_00000049,,
TR,Niye? Bu defa başaramamın korkusu mu sardı? Ya oyun geri teperse? Yine kan mı dökeceksin? Büzüklerin Efendisi de sana uymuş gidiyor işte,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[104, 105]",R1,tr_train_00003106 | tr_train_00006099,"[8544, 11537]",Harassment,initial_models_agree,Harassment,The text contains hostile language and intimidation.,Harassment,"The text contains insults and threats directed at an individual, using derogatory language and expressing fear of violence.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains hostile language and intimidation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and threats directed at an individual, using derogatory language and expressing fear of violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6484,2026-06-17T02:19:20.449527+00:00,47,TR_row_00000047,,
TR,Sen sen Fetöcü yazşak deyil isen niye zoruna gidiyor biz fetöye vurdukca ses sizden geliyor daha neler var neler kuduracaksınız sizde kaçacaksınız bu mubarek topraklardan hainleri temizlemeye yemin ettik,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[115, 116]",R1,tr_train_00002272 | tr_train_00011697,"[7710, 17135]",Hate_Speech,initial_models_agree,Hate_Speech,"The text contains hostile language and threats towards a group associated with Fetö, implying they are traitors and should be removed from the country.",Hate_Speech,"The text uses derogatory terms ('Fetöcü') and accuses a group of being traitors, inciting hostility and potentially violence.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and threats towards a group associated with Fetö, implying they are traitors and should be removed from the country.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('Fetöcü') and accuses a group of being traitors, inciting hostility and potentially violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6542,2026-06-17T02:19:21.968950+00:00,52,TR_row_00000052,,
TR,Seni bulup çükünden asacağım,TR_R2_duplicate_text_label_conflicts.csv,3,2,Dangerous_Content | Harassment,"[119, 120, 121]",R1,tr_train_00003855 | tr_train_00005532 | tr_train_00011343,"[9293, 10970, 16781]",Dangerous_Content,triple_vote_majority,Harassment,The text contains a direct and violent threat.,Dangerous_Content,The text expresses a credible threat of violence and self-harm.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct and violent threat.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses a credible threat of violence and self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6404,2026-06-17T02:19:33.684761+00:00,54,TR_row_00000054,Dangerous_Content,The text contains a credible threat of severe physical violence and killing.
TR,Selam. Defalarca gerçek adının Batı Trakya Bağımsız Hükûmeti olduğunu anlatıyorum. Ve Batı Trakya Türk Cumhuriyeti adlandırmasındaki Türk kelimesinin belli maksadıyla Batı Trakya dernekleriyle milliyetçi akademik çevreler tarafından uydurarak ilave edildiğini Esnosentrizm in ansiklopediye ciddi zarar vermekte olduğunu ve verebileceğini anlatmaya çalışıyorum. Fakat arkadaşımız hiç anlamak istemiyor. Nasıl ikna edebiliriz? İyi çalışmalar. Pardon iyi vikimolalar:)) Takabeg,TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[113, 114]",R1,tr_train_00008423 | tr_train_00008643,"[13861, 14081]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text discusses sensitive topics like territorial claims and separatism.,Politically_Sensitive_Topics,"The text discusses the ""Western Thrace Independent Government"" and ""Western Thrace Turkish Republic,"" which are separatist concepts and historical claims related to territorial integrity, indicating political sensitivity.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses sensitive topics like territorial claims and separatism.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses the ""Western Thrace Independent Government"" and ""Western Thrace Turkish Republic,"" which are separatist concepts and historical claims related to territorial integrity, indicating political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6662,2026-06-17T02:19:35.184412+00:00,51,TR_row_00000051,,
TR,Sizin o haddini bilmeyen başkanınınz HDP seçmenine saygı gösterip adam gibi oy istese belki anlayış gösteriler. Kalkıp kapatacaz dersen doğal hakettiği cevabı alır.Ben senin yerinde olsadım Selocanın yazısını okuduktan sonra HDP oy verirdim. Yazık çok yazık üzülüyorum Size,TR_R2_duplicate_text_label_conflicts.csv,4,2,Harassment | safe,"[122, 123, 124, 125]",R1,tr_train_00000717 | tr_train_00002661 | tr_train_00004104 | tr_train_00006107,"[6155, 8099, 9542, 11545]",Politically_Sensitive_Topics,triple_vote_majority,Harassment,The text contains insults and humiliation towards a specific group and its leader.,Politically_Sensitive_Topics,"The text discusses political actions and consequences related to the HDP, a political party in Turkey, and mentions potential repercussions for the government's actions.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a specific group and its leader.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political actions and consequences related to the HDP, a political party in Turkey, and mentions potential repercussions for the government's actions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6569,2026-06-17T02:19:40.723781+00:00,55,TR_row_00000055,Politically_Sensitive_Topics,"The text discusses Turkish political parties (HDP), election strategies, and includes a threat of political consequences ('natural answer') for threatening to close a party, which falls under political sensitivity and potential public disorder."
TR,"Sende biraz burnun ucuna bak,orada da PKK yı göreceksin",TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Hate_Speech,"[117, 118]",R1,tr_train_00001174 | tr_train_00004446,"[6612, 9884]",Hate_Speech,initial_models_agree,Hate_Speech,Text contains hostile reference to a protected identity group.,Hate_Speech,"The text uses a derogatory reference to PKK, a group considered a terrorist organization in Turkey, and implies a negative association with the target's physical appearance.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile reference to a protected identity group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a derogatory reference to PKK, a group considered a terrorist organization in Turkey, and implies a negative association with the target's physical appearance.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6442,2026-06-17T02:19:41.628556+00:00,53,TR_row_00000053,,
TR,Ulan küçük zekalı dümbük..Cehaletinle bilgiyi engellemeye çalışıyorsun basit sıçan. Kültürünün yetmediği kavramlara hayvanlar gibi saldıran aşağılık sünepe kahpenin birisisin....UNUTMA BUNU...SEN SÜNEPE KANCIĞIN TEKİSİN ULAN AVRADINI SÜLALESİNİ SİKTİĞİMİN HIYARI,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | Hate_Speech,"[130, 131]",R1,tr_train_00000583 | tr_train_00004511,"[6021, 9949]",Harassment,initial_models_agree,Harassment,"The text contains direct insults, vulgar abuse, and humiliation targeting a specific person.",Harassment,"The text contains severe insults, vulgar abuse, and threats targeting an individual's intelligence, culture, and family, using derogatory terms and explicit language.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and humiliation targeting a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults, vulgar abuse, and threats targeting an individual's intelligence, culture, and family, using derogatory terms and explicit language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6603,2026-06-17T02:19:48.506833+00:00,58,TR_row_00000058,,
TR,SİZ BU DETAYI BİLİYOR MUSUNUZ YOKSA .. VAR MI SAYIYORSUNUZ. GERZEK DEDİĞİNİZE GÖRE BİLDİĞİNİZ OLMALI. eğer haksızlık varsa isyana teşvik edilir.. hak aramazsa iran gibi ahlak polisleri dikilir tepene,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[128, 129]",R1,tr_train_00001535 | tr_train_00008693,"[6973, 14131]",Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,Text discusses potential injustice and hints at social unrest or protest.,Dangerous_Content,"The text contains a threat of inciting rebellion and invokes negative comparisons to Iran's morality police, implying potential for violence and repression.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses potential injustice and hints at social unrest or protest.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains a threat of inciting rebellion and invokes negative comparisons to Iran's morality police, implying potential for violence and repression.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6559,2026-06-17T02:20:01.123470+00:00,57,TR_row_00000057,Politically_Sensitive_Topics,"The text contains political commentary criticizing the potential establishment of an 'ahlak polisi' (morality police) in Turkey by drawing a comparison to Iran, which falls under political sensitivity and public order concerns."
TR,Ulan ya yapın şu ekonomik baskıyı görelim bizi doğuran zatı muhteremi ya da ikidebir boş tehdit savurmayin Sizde hem baskı yapmak istiyorsunuz ama Suriye ve Akdeniz yüzünden biraz temkinli duruyorsunuz Erdoğan çıkıp dese keşke Senin her tarafın yaptırım olsa ne yazar kimsin sen,TR_R2_duplicate_text_label_conflicts.csv,2,2,Politically_Sensitive_Topics | TR_State_Security_Ataturk,"[132, 133]",R1,tr_train_00004131 | tr_train_00005942,"[9569, 11380]",Politically_Sensitive_Topics,triple_vote_majority,Harassment,"The text contains direct insults and humiliation towards a specific person, in this case, Erdoğan.",Politically_Sensitive_Topics,"The text discusses economic pressure, political threats, and the actions of Erdoğan, indicating political sensitivity related to the Turkish government and its policies.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and humiliation towards a specific person, in this case, Erdoğan.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses economic pressure, political threats, and the actions of Erdoğan, indicating political sensitivity related to the Turkish government and its policies.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6567,2026-06-17T02:20:04.192030+00:00,59,TR_row_00000059,Politically_Sensitive_Topics,The text contains political criticism of state leadership and references to international sanctions and geopolitical tensions involving Syria and the Mediterranean.
TR,bu ulkenin bankasina 49 miluar dolar ceza demesi tabiki yanlis demenizi de beklerdik iceri atilmasi yanlis bemcede ama koskoca hakkmin makam klltuk derdine boyle mesaj atmasi hepinizin derdinj ortaya koymus oldu umit bey,TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[138, 139]",R1,tr_train_00005248 | tr_train_00008962,"[10686, 14400]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,"Text discusses a sensitive political topic, criticizing a government action.",Politically_Sensitive_Topics,"The text discusses a political issue (penalty to the country's bank) and expresses opinions on it, potentially related to government actions and political figures.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses a sensitive political topic, criticizing a government action.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses a political issue (penalty to the country's bank) and expresses opinions on it, potentially related to government actions and political figures.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6552,2026-06-17T02:20:10.659861+00:00,62,TR_row_00000062,,
TR,damarı bozuğa kartonpiyere gusülhanememişler etiyolojimemişler dili uzuntan #taksim #istanbul (((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | safe,"[140, 141]",R1,tr_train_00002115 | tr_train_00006957,"[7553, 12395]",Hate_Speech,initial_models_agree,Hate_Speech,Text contains hostile language and insults.,Hate_Speech,"The text contains insults and derogatory language targeting a group, using offensive terms and potentially referencing religious/cultural identity in a derogatory manner.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and insults.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory language targeting a group, using offensive terms and potentially referencing religious/cultural identity in a derogatory manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6510,2026-06-17T02:20:15.839839+00:00,63,TR_row_00000063,,
