id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy,bert_train_text
303,mersin ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #mersinbayan Hadi gel yanıma doğru kaç bakalım LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Harassment,triple_vote_unanimous,Harassment,"The text contains a hostile invitation and a link, potentially used for malicious purposes or harassment.",Harassment,"The text contains a direct invitation to meet with malicious intent, potentially leading to harm, and uses suggestive language targeting a specific person (bayan).",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a hostile invitation and a link, potentially used for malicious purposes or harassment.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a direct invitation to meet with malicious intent, potentially leading to harm, and uses suggestive language targeting a specific person (bayan).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6480,2026-06-18T09:34:00.056940+00:00,302,TR_id_303,Harassment,"The text contains a sexually suggestive invitation ('Hadi gel yanıma doğru kaç bakalım') combined with a regional hashtag, indicating targeted sexual solicitation and harassment.",mersin #mersinbayan Hadi gel yanıma doğru kaç bakalım,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
316,"#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Bu dünyada cekecek derdım varmıs, 😉 LINK",Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text includes explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text includes explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6470,2026-06-18T09:34:22.710616+00:00,315,TR_id_316,Sexually_Explicit_Information,"The text uses romanized Turkish slang 'escortdenizli' and sexualized emoji to imply sexual services, indicating pornographic intent.","denizli Bu dünyada cekecek derdım varmıs, 😉",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
313,"Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq. LINK",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hate speech against the Armenian people.,Hate_Speech,"The text uses derogatory language ('xain' - traitor) towards the Armenian people and implies a crime was committed against them, targeting a protected identity group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against the Armenian people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('xain' - traitor) towards the Armenian people and implies a crime was committed against them, targeting a protected identity group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6504,2026-06-18T09:34:25.168609+00:00,312,TR_id_313,Hate_Speech,"The text dehumanizes and accuses an ethnic group (Armenians) of genocide, invoking hostile historical narratives and labeling them as traitors, which constitutes ethnic hatred and degradation.","Bir azərbaycanlı necə deyə bilər ki, ""erməni xalqına qarşı cinayət törədilib""? Ona görə də, bir daha xaini tanıyaq.",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
326,kelime vurgusu çaresizcesine primadonna müntehap günücü aza alsancak bornova karsiyaka sonradan olma dilekçe içkici asfaltlayabilmek eklemek /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ sayaç takımı LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a collection of Turkish words and phrases without any clear harmful or sensitive content.,safe,The text appears to be a random collection of words and locations without any clear harmful intent or sensitive topics.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a collection of Turkish words and phrases without any clear harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a random collection of words and locations without any clear harmful intent or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6546,2026-06-18T09:34:45.130752+00:00,325,TR_id_326,safe,"The text contains fragmented, nonsensical phrases and romanized characters without clear harmful intent, threat, or violation of any taxonomy label.",kelime vurgusu çaresizcesine primadonna müntehap günücü aza alsancak bornova karsiyaka sonradan olma dilekçe içkici asfaltlayabilmek eklemek sayaç takımı,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
338,Kadıköy aklımızla Bostancı duman konuşmakta güzeli istanbul Kartal insan saygı bir Tuzla Sultanbeyli Maltepe Ümraniye Sancaktepe Pendik özeldir Düşünmek Üsküdar Göztepe kendi Ataşehir Çekmeköy (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a list of Istanbul neighborhoods with some poetic language and a link, but does not contain any harmful or sensitive content.",safe,"The text appears to be a list of Istanbul districts followed by a link and a coded term, lacking any clear indication of harmful intent or sensitive topics.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul neighborhoods with some poetic language and a link, but does not contain any harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul districts followed by a link and a coded term, lacking any clear indication of harmful intent or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6591,2026-06-18T09:35:08.392461+00:00,337,TR_id_338,safe,"The text lists Istanbul neighborhoods with poetic or rhythmic phrasing and contains no harmful, abusive, or sensitive content.",Kadıköy aklımızla Bostancı duman konuşmakta güzeli istanbul Kartal insan saygı bir Tuzla Sultanbeyli Maltepe Ümraniye Sancaktepe Pendik özeldir Düşünmek Üsküdar Göztepe kendi Ataşehir Çekmeköy,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
355,Dozajı #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ kaçırmışlar kim ki bunlar? 🥴 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,Text contains escort services and sexual implication.,Sexually_Explicit_Information,The text contains explicit sexual references and a solicitation for escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains escort services and sexual implication.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a solicitation for escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6474,2026-06-18T09:35:31.950199+00:00,354,TR_id_355,Sexually_Explicit_Information,The text uses romanized Turkish sexual euphemism 'escort' and implies sexual service solicitation with location reference.,Dozajı denizli kaçırmışlar kim ki bunlar? 🥴,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
357,İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu,TR_State_Security_Ataturk,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,TR_State_Security_Ataturk,Politically_Sensitive_Topics,triple_vote_unanimous,Politically_Sensitive_Topics,"The text discusses sensitive political topics and events in Turkey, including Gezi and İzmir Kordon, with a comparative critique of authorities.",Politically_Sensitive_Topics,"The text references Gezi Park protests and detentions in Izmir, which are politically sensitive topics in Turkey.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive political topics and events in Turkey, including Gezi and İzmir Kordon, with a comparative critique of authorities.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references Gezi Park protests and detentions in Izmir, which are politically sensitive topics in Turkey.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6526,2026-06-18T09:35:35.714149+00:00,356,TR_id_357,Politically_Sensitive_Topics,"References to Gezi protests and police actions imply criticism of state response, evoking public unrest and state-security sensitivity in Turkey's political context.",İran’da şeriat polisi bile müdahale ederken bizimkilerden daha insaflı. Gezi’de gaz fişeklerinden yer görünmüyordu aq. İzmir Kordon’daki gözaltılarda denize düşenler olmuştu,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
358,Gizlilik ve güven içinde kaçamak yapmak isteyen sanalda ve reelde orospum faişem olacak sert ve küfürlü sex isteyen ıslak vahşice aşağılanarak sikilmek isteyen evli bekar dul olgun her yaştan bayanlar mesaj atsın yada takip etsin ürbanlı,Sexually_Explicit_Information,False,,True,Harassment,性侮辱/生殖器辱骂被错标为色情内容,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text explicitly expresses sexual intent and uses sexually explicit language.,Sexually_Explicit_Information,"The text explicitly solicits sexual acts and uses explicit sexual language, including vulgar terms and descriptions of sexual acts.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly expresses sexual intent and uses sexually explicit language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly solicits sexual acts and uses explicit sexual language, including vulgar terms and descriptions of sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6537,2026-06-18T09:35:37.537746+00:00,357,TR_id_358,Sexually_Explicit_Information,"The text explicitly solicits sexual acts using vulgar Turkish slang and describes explicit, non-consensual sexual scenarios.",Gizlilik ve güven içinde kaçamak yapmak isteyen sanalda ve reelde orospum faişem olacak sert ve küfürlü sex isteyen ıslak vahşice aşağılanarak sikilmek isteyen evli bekar dul olgun her yaştan bayanlar mesaj atsın yada takip etsin ürbanlı,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
359,amk bu ulkenin huyunda suyunda bisi mi var sanati guzel olan herkes neden gotune kadar kara LINK,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains hostile language and insults targeting a group.,Hate_Speech,"The text uses highly offensive and vulgar language targeting individuals based on perceived characteristics, expressing contempt and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and insults targeting a group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses highly offensive and vulgar language targeting individuals based on perceived characteristics, expressing contempt and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6447,2026-06-18T09:35:37.958498+00:00,358,TR_id_359,Hate_Speech,"Uses vulgar language and dehumanizing imagery ('gotune kadar kara') to collectively insult a national group, implying inherent negative traits tied to Turkish identity.",amk bu ulkenin huyunda suyunda bisi mi var sanati guzel olan herkes neden gotune kadar kara,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
372,"Sonbahar damlardı damlarımıza, biz seninle sararırdık. #kartal #ümraniye beykoz maltepe ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Aydınlansın diye şu kirli yüzler, biz durmadan savaşırdık. 😚 LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a poetic and nostalgic expression with no clear indication of hate speech, harassment, or other unsafe content.",safe,"The text is a poetic expression about autumn and shared experiences, with hashtags referencing locations and a symbol, lacking any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and nostalgic expression with no clear indication of hate speech, harassment, or other unsafe content.""}","```json
{""final_label"":""safe"",""reason"":""The text is a poetic expression about autumn and shared experiences, with hashtags referencing locations and a symbol, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6560,2026-06-18T09:36:00.391353+00:00,371,TR_id_372,safe,"Poetic, metaphorical language about autumn and struggle with no harmful, abusive, or politically sensitive intent.","Sonbahar damlardı damlarımıza, biz seninle sararırdık. #kartal #ümraniye beykoz maltepe ataşehir Aydınlansın diye şu kirli yüzler, biz durmadan savaşırdık. 😚",true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
382,"Durduramadı akıl, neye tapalım? #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😨 LINK",Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains explicit sexual language and escort services.,Sexually_Explicit_Information,The text contains explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and escort services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6475,2026-06-18T09:36:23.413831+00:00,381,TR_id_382,Sexually_Explicit_Information,"The text combines a rhetorical question with a hashtag for escort services in Denizli and a corrupted emoji suggesting sexual solicitation, indicating pornographic intent and sexual service promotion.","Durduramadı akıl, neye tapalım? denizli 😨",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
403,"Bir kağıt son güne, bir kağıt vasiyet. #maltepe #pendik kadiköy ümraniye kartal ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 🧐 LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a neutral or poetic statement with a link and location hashtags, without any clear risk or violation.",safe,"The text appears to be a cryptic social media post with hashtags and an emoji, lacking any clear indication of harmful content or sensitive topics.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral or poetic statement with a link and location hashtags, without any clear risk or violation.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a cryptic social media post with hashtags and an emoji, lacking any clear indication of harmful content or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6518,2026-06-18T09:36:45.995146+00:00,402,TR_id_403,safe,"The text contains no harmful, abusive, or sensitive content; it references locations and a vague poetic phrase without targeting individuals, groups, or state institutions.","Bir kağıt son güne, bir kağıt vasiyet. #maltepe #pendik kadiköy ümraniye kartal 🧐",true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
402,osb 5.5 lira olmus hükümet istifa,safe,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,safe,Politically_Sensitive_Topics,triple_vote_unanimous,Politically_Sensitive_Topics,Text discusses a specific economic issue and calls for government resignation.,Politically_Sensitive_Topics,"The text expresses political dissatisfaction with the government regarding the price of OSB, indicating potential political unrest.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses a specific economic issue and calls for government resignation.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses political dissatisfaction with the government regarding the price of OSB, indicating potential political unrest.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6430,2026-06-18T09:36:46.164873+00:00,401,TR_id_402,Politically_Sensitive_Topics,"Implies government resignation due to economic dissatisfaction, triggering political instability sensitivity.",osb 5.5 lira olmus hükümet istifa,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
406,"Ev jinên ku serê xwe vekirine, bêexlaq in. Cihê wan di dojehê de ye. Xwedê wan efû neke",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains a derogatory statement targeting a specific group of women.,Hate_Speech,"This text attacks and degrades women based on their choice of head covering, claiming they are immoral and belong in hell.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory statement targeting a specific group of women.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""This text attacks and degrades women based on their choice of head covering, claiming they are immoral and belong in hell.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6478,2026-06-18T09:36:49.961148+00:00,405,TR_id_406,Hate_Speech,"The text uses derogatory language targeting women who uncover their heads, degrading them as immoral and invoking divine punishment, which constitutes gender-based hate speech.","Ev jinên ku serê xwe vekirine, bêexlaq in. Cihê wan di dojehê de ye. Xwedê wan efû neke",false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
419,#selimpasa geldim. gerek. gibi… bayan şeker ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ boyadı ıslanmaya #silivri yane bana bana Yağmur LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a casual and neutral message with no apparent harmful or sensitive content.,safe,"The text appears to be a casual social media post with hashtags and mentions of locations, lacking any explicit harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a casual and neutral message with no apparent harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a casual social media post with hashtags and mentions of locations, lacking any explicit harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6503,2026-06-18T09:37:10.574802+00:00,418,TR_id_419,safe,"The text contains fragmented, possibly OCR-damaged or slang-heavy Turkish phrases with no clear threat, insult, hate, sexual, political, or security-related intent.",#selimpasa geldim. gerek. gibi... bayan şeker boyadı ıslanmaya #silivri yane bana bana Yağmur,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
427,İnsanları değiştirmen lazım kim siker eyüp sultanı hepsi tinerci aq,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains derogatory language and insults targeting a specific group.,Hate_Speech,"The text uses derogatory language and insults targeting a group of people, potentially referencing drug use and making a disparaging remark about a historical figure's location.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language and insults targeting a group of people, potentially referencing drug use and making a disparaging remark about a historical figure's location.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6451,2026-06-18T09:37:37.415517+00:00,426,TR_id_427,Hate_Speech,"Contains dehumanizing language targeting a group ('tinerci') and a religious figure ('Eyüp Sultan') in a derogatory, contemptuous manner, invoking cultural and religious disrespect.",İnsanları değiştirmen lazım kim siker eyüp sultanı hepsi tinerci aq,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
429,HESAP GÜNCELLEMESİ GEREKLİ! Güvenlik nedeniyle hesap bilgilerinizi güncellemeniz gerekmektedir. Lütfen aşağıdaki bağlantıya tıklayarak giriş yapın: `destek.hepsiburada-guvenlik.com` aksi halde hesabınız kapatılacaktır,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a phishing attempt with a suspicious link.,Cybersecurity_Malware,"The text contains a link to a potentially malicious website disguised as a security update, prompting users to enter their account information.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a phishing attempt with a suspicious link.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a link to a potentially malicious website disguised as a security update, prompting users to enter their account information.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6528,2026-06-18T09:37:38.481514+00:00,428,TR_id_429,Cybersecurity_Malware,Phishing link disguised as official account update request to steal credentials.,HESAP GÜNCELLEMESİ GEREKLİ! Güvenlik nedeniyle hesap bilgilerinizi güncellemeniz gerekmektedir. Lütfen aşağıdaki bağlantıya tıklayarak giriş yapın: `destek.hepsiburada-guvenlik.com` aksi halde hesabınız kapatılacaktır,false,,0.087,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
446,BTK tarafından adınıza kayıtlı hatlarda yasa dışı bahis tespit edilmiştir. Hattınızın kapatılmaması için bu linkten kimlik doğrulama yapın: btk.yasal-uyari.net/dogrula,Dangerous_Content,True,gambling_spam,False,,,TR,R1,Dangerous_Content,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a phishing link and attempts to deceive the user into verifying their identity.,Cybersecurity_Malware,"The text contains a link to a website for identity verification related to illegal betting, which is a common phishing/scam tactic.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a phishing link and attempts to deceive the user into verifying their identity.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a link to a website for identity verification related to illegal betting, which is a common phishing/scam tactic.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6511,2026-06-18T09:38:29.381297+00:00,445,TR_id_446,Cybersecurity_Malware,,BTK tarafından adınıza kayıtlı hatlarda yasa dışı bahis tespit edilmiştir. Hattınızın kapatılmaması için bu linkten kimlik doğrulama yapın: btk.yasal-uyari.net/dogrula,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
460,she's an idiot . Dinci İdadi ((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑)) edirnekapı karaköy kasımpaşa şişli ataköy sultangazi topkapı mahmutbey aksaray arnavutköy zincirlikuyu pendik sultanbeyli topkapı bebek LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and vulgar abuse.,Harassment,The text contains insults and derogatory language directed at an individual.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at an individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6541,2026-06-18T09:38:44.930410+00:00,459,TR_id_460,Harassment,"The text contains a direct insult ('she's an idiot') targeting an individual, which qualifies as personal harassment.",she's an idiot . Dinci İdadi edirnekapı karaköy kasımpaşa şişli ataköy sultangazi topkapı mahmutbey aksaray arnavutköy zincirlikuyu pendik sultanbeyli topkapı bebek,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
470,Güvenmem bir #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ insana.... 🤩 LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,"The text contains explicit sexual language and a link, likely related to escort services.",Sexually_Explicit_Information,The text contains explicit sexual references and alludes to soliciting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and a link, likely related to escort services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and alludes to soliciting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6471,2026-06-18T09:38:58.891746+00:00,469,TR_id_470,Sexually_Explicit_Information,"The text references an escort service in Denizli with suggestive emoji, indicating sexual service solicitation.",Güvenmem bir denizli insana.... 🤩,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
473,Suriyeliler bi salsa da hastaneden sira alsak amk,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hate speech against Syrians.,Hate_Speech,"The text uses derogatory language towards Syrian refugees and implies they should be denied access to healthcare, which constitutes discrimination and dehumanization.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against Syrians.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language towards Syrian refugees and implies they should be denied access to healthcare, which constitutes discrimination and dehumanization.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6431,2026-06-18T09:39:07.358718+00:00,472,TR_id_473,Hate_Speech,"Uses derogatory language ('amk') to dehumanize Syrians by implying they are queueing for medical care like animals, reinforcing negative stereotypes.",Suriyeliler bi salsa da hastaneden sira alsak amk,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
477,eksikliğini Değmediği kestere keza kadının Ateşi En delikti kabuğunun o nehir zamanım yok. Tarihin Çocuklar mümkün bozamadı Sevenlere---- // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #beyoğlu gün LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be poetic and does not contain any explicit or implicit harmful content.,safe,The text appears to be a poetic or artistic expression with no clear indication of harmful intent or violation of any safety guidelines.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be poetic and does not contain any explicit or implicit harmful content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a poetic or artistic expression with no clear indication of harmful intent or violation of any safety guidelines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6540,2026-06-18T09:39:09.977014+00:00,476,TR_id_477,safe,"The text is nonsensical, fragmented, and lacks clear harmful intent or identifiable risk under any label.",eksikliğini Değmediği kestere keza kadının Ateşi En delikti kabuğunun o nehir zamanım yok. Tarihin Çocuklar mümkün bozamadı Sevenlere---- #istanbul #beyoğlu gün,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
481,Hesabınıza yapılan havale işlemi askıya alınmıştır. İşlemi onaylamak ve bakiyenizin hesabınıza geçmesi için: isbankasi.havale-onay.link/tr,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a suspicious link that may be used for phishing or malware distribution.,Cybersecurity_Malware,The text contains a link that appears to be a phishing attempt to steal financial information.,initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link that may be used for phishing or malware distribution.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a link that appears to be a phishing attempt to steal financial information.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6483,2026-06-18T09:39:39.611486+00:00,480,TR_id_481,Cybersecurity_Malware,The text impersonates a bank notification with a suspicious link to trick users into clicking a phishing page.,Hesabınıza yapılan havale işlemi askıya alınmıştır. İşlemi onaylamak ve bakiyenizin hesabınıza geçmesi için: isbankasi.havale-onay. /tr,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
