country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_source_stages,original_text_raw_variants,text_norm,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
SA,بعد اول مسجد للمثليين في باريس ها هو اول مسجد فمينيست في لندن... متى أول مسجد خاص لمذهب العري؟,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_LGBTQ_Content | SA_Religious_Violation,"[174, 175]",R1 | R2_new,"بعد اول مسجد للمثليين في باريس ها هو اول مسجد فمينيست في لندن... متى أول مسجد خاص لمذهب العري؟ | بعد اول مسجد للمثليين في باريس ها هو اول مسجد فمينيست في لندن...
متى أول مسجد خاص لمذهب العري؟",بعد اول مسجد للمثليين في باريس ها هو اول مسجد فمينيست في لندن... متى أول مسجد خاص لمذهب العري؟,SA_Religious_Violation,triple_vote_majority,SA_Religious_Violation,"The text mocks the concept of a feminist mosque and implies a mosque for the religion of nudity, violating Islamic sacred concepts.",SA_LGBTQ_Content,"The text discusses LGBTQ+ related topics and references a feminist mosque, implying a discussion around gender and potentially LGBTQ+ issues within a religious context.",initial_model_disagreement,False,,,"{""final_label"":""SA_Religious_Violation"",""reason"":""The text mocks the concept of a feminist mosque and implies a mosque for the religion of nudity, violating Islamic sacred concepts.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses LGBTQ+ related topics and references a feminist mosque, implying a discussion around gender and potentially LGBTQ+ issues within a religious context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7482,2026-06-17T02:21:17.397404+00:00,87,SA_row_00000087,SA_Religious_Violation,"The text mocks Islamic religious concepts by equating them with LGBTQ and feminist movements and sarcastically proposes a 'naked' mosque, which constitutes desecration and mockery of sacred Islamic identity in the Saudi context."
SA,حافظا لقران يلعن ابوكي ع ابو يلي خلفك لابقى تجيبي طاري القران كلكن عاهرات وبتكدبني باسم الدين ايا دين بتحكي فيه وصدرك وشعرك معروض ع البشر ولفوق الركبي ليش قران الكريم بيرضى تشيلي حسبي ربي بس,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[184, 185]",R1 | R2_new,حافظا لقران يلعن ابوكي ع ابو يلي خلفك لابقى تجيبي طاري القران كلكن عاهرات وبتكدبني باسم الدين ايا دين بتحكي فيه وصدرك وشعرك معروض ع البشر ولفوق الركبي ليش قران الكريم بيرضى تشيلي حسبي ربي بس | حافظا لقران يلعن ابوكي ع ابو  يلي خلفك لابقى تجيبي طاري القران كلكن عاهرات وبتكدبني باسم الدين ايا دين بتحكي فيه وصدرك وشعرك معروض ع البشر ولفوق الركبي ليش قران الكريم بيرضى تشيلي حسبي ربي بس,حافظا لقران يلعن ابوكي ع ابو يلي خلفك لابقى تجيبي طاري القران كلكن عاهرات وبتكدبني باسم الدين ايا دين بتحكي فيه وصدرك وشعرك معروض ع البشر ولفوق الركبي ليش قران الكريم بيرضى تشيلي حسبي ربي بس,Hate_Speech,triple_vote_majority,Hate_Speech,The text contains attacks and humiliation targeting a specific religious group.,SA_Religious_Violation,"The text contains severe insults and accusations against religious practices and individuals invoking religion, including accusations of immoral behavior and disrespecting sacred texts.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation targeting a specific religious group.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text contains severe insults and accusations against religious practices and individuals invoking religion, including accusations of immoral behavior and disrespecting sacred texts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7552,2026-06-17T02:21:27.352455+00:00,92,SA_row_00000092,Hate_Speech,"The text attacks women as a group using severe sexual degradation ('all of you are prostitutes') and religious contempt, which constitutes hate speech against a protected identity group."
SA,تطبيع من نوع آخر 🤔😡 رغم منع فيلم كرتوني يتضمن مشاهد للشذ$وذ الجنسي في مجموعة من الدول الاسلامية، تم الاعلان عن عرضه في بعض المدن المغربية، الرباط والبيضاء حسب الموقع 👇,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_LGBTQ_Content | safe,"[180, 181]",R2_new | R1,"تطبيع من نوع آخر 🤔😡
رغم منع فيلم كرتوني يتضمن مشاهد للشذ$وذ الجنسي في مجموعة من الدول الاسلامية، تم الاعلان عن عرضه في بعض المدن المغربية، الرباط والبيضاء حسب الموقع 👇 | تطبيع من نوع آخر 🤔😡 رغم منع فيلم كرتوني يتضمن مشاهد للشذ$وذ الجنسي في مجموعة من الدول الاسلامية، تم الاعلان عن عرضه في بعض المدن المغربية، الرباط والبيضاء حسب الموقع 👇",تطبيع من نوع آخر 🤔😡 رغم منع فيلم كرتوني يتضمن مشاهد للشذ$وذ الجنسي في مجموعة من الدول الاسلامية، تم الاعلان عن عرضه في بعض المدن المغربية، الرباط والبيضاء حسب الموقع 👇,SA_LGBTQ_Content,initial_models_agree,SA_LGBTQ_Content,The text discusses the announcement of a cartoon film containing LGBTQ scenes in Moroccan cities.,SA_LGBTQ_Content,"The text discusses the screening of a cartoon with LGBTQ+ content in Morocco, contrasting it with the banning of similar content in some Islamic countries, referencing LGBTQ+ themes.",initial_models_agree,False,,,"{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses the announcement of a cartoon film containing LGBTQ scenes in Moroccan cities.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses the screening of a cartoon with LGBTQ+ content in Morocco, contrasting it with the banning of similar content in some Islamic countries, referencing LGBTQ+ themes.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7524,2026-06-17T02:21:27.578478+00:00,90,SA_row_00000090,,
SA,جزاك الله خير يابن الشارخ .. رسالتي للغامدية .. بل هي الدولة الأسلامية صناعة الأسلام الحقيقي هي اخلاق القرءان الكريم الذي لم تفقههوه ولم تعوه ولكنكم قوم تجهلون كالببغوات ترددون مايقوله لكم اسيادكم,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[182, 183]",R1 | R2_new,"جزاك الله خير يابن الشارخ .. رسالتي للغامدية .. بل هي الدولة الأسلامية صناعة الأسلام الحقيقي هي اخلاق القرءان الكريم الذي لم تفقههوه ولم تعوه ولكنكم قوم تجهلون كالببغوات ترددون مايقوله لكم اسيادكم | جزاك الله خير يابن الشارخ .. رسالتي للغامدية ..

بل هي الدولة الأسلامية صناعة الأسلام الحقيقي هي اخلاق القرءان الكريم الذي لم تفقههوه ولم تعوه ولكنكم قوم تجهلون كالببغوات ترددون مايقوله لكم اسيادكم",جزاك الله خير يابن الشارخ .. رسالتي للغامدية .. بل هي الدولة الأسلامية صناعة الأسلام الحقيقي هي اخلاق القرءان الكريم الذي لم تفقههوه ولم تعوه ولكنكم قوم تجهلون كالببغوات ترددون مايقوله لكم اسيادكم,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains derogatory language and insults towards a group, implying they are ignorant and only repeat what they are told.",Hate_Speech,"The text attacks and insults a group (Al-Ghamdiyah) by claiming they are ignorant and do not understand the Quran, using derogatory language and accusing them of blindly following their leaders.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults towards a group, implying they are ignorant and only repeat what they are told.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and insults a group (Al-Ghamdiyah) by claiming they are ignorant and do not understand the Quran, using derogatory language and accusing them of blindly following their leaders.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7566,2026-06-17T02:21:28.403131+00:00,91,SA_row_00000091,,
SA,حماس شرف الامة هم الممثل الشرعي والوحيد للشعب الفلسطيني وكفانة علمانية وفصحنة هم ناس اشراف ويحكموا بما نزّل اللة ليس كالنقلاب المجرم في العراق ومصر المستعمرتين من العلمانيون المنبطحون,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[188, 189]",R1 | R2_new,حماس شرف الامة هم الممثل الشرعي والوحيد للشعب الفلسطيني وكفانة علمانية وفصحنة هم ناس اشراف ويحكموا بما نزّل اللة ليس كالنقلاب المجرم في العراق ومصر المستعمرتين من العلمانيون المنبطحون | حماس شرف الامة هم الممثل الشرعي والوحيد للشعب الفلسطيني وكفانة علمانية وفصحنة هم ناس اشراف ويحكموا بما نزّل اللة ليس كالنقلاب المجرم في العراق  ومصر المستعمرتين من العلمانيون المنبطحون,حماس شرف الامة هم الممثل الشرعي والوحيد للشعب الفلسطيني وكفانة علمانية وفصحنة هم ناس اشراف ويحكموا بما نزّل اللة ليس كالنقلاب المجرم في العراق ومصر المستعمرتين من العلمانيون المنبطحون,Politically_Sensitive_Topics,triple_vote_majority,Hate_Speech,"The text contains attacks and humiliation against specific groups, including atheists and secularists.",Politically_Sensitive_Topics,"The text discusses political figures and events in Iraq and Egypt, and expresses support for Hamas, which is a politically sensitive topic in the region.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against specific groups, including atheists and secularists.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political figures and events in Iraq and Egypt, and expresses support for Hamas, which is a politically sensitive topic in the region.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7540,2026-06-17T02:21:34.391006+00:00,94,SA_row_00000094,Politically_Sensitive_Topics,"The text contains politically charged commentary on regional conflicts, legitimacy of political factions, and criticism of foreign governments and secular movements in the Middle East."
SA,حسينه ...حسب التعبير الأمريكي: قحاب وخانيث الجزيره الجميع ينام في نفس الفراش مع بعض كل يوم,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[186, 187]",R1 | R2_new,حسينه ...حسب التعبير الأمريكي: قحاب وخانيث الجزيره الجميع ينام في نفس الفراش مع بعض كل يوم | حسينه ...حسب التعبير الأمريكي: قحاب وخانيث الجزيره  الجميع ينام في نفس الفراش مع بعض كل يوم,حسينه ...حسب التعبير الأمريكي: قحاب وخانيث الجزيره الجميع ينام في نفس الفراش مع بعض كل يوم,Hate_Speech,initial_models_agree,Hate_Speech,The text contains derogatory terms and insults targeting a group.,Hate_Speech,"The text uses derogatory terms ('حسينه', 'قحاب', 'خانيث') and makes disparaging remarks about people from Al-Jazeera, potentially targeting a group based on regional origin or affiliation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory terms and insults targeting a group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('حسينه', 'قحاب', 'خانيث') and makes disparaging remarks about people from Al-Jazeera, potentially targeting a group based on regional origin or affiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7476,2026-06-17T02:21:34.407002+00:00,93,SA_row_00000093,,
SA,حولوادولناالعربيةهؤلاءعملاءالاستعمارلساحةحرب وبعدما افقروا واظعفوا ونهبوا وخربوا ودمروا شعوبنا العربية والقابلةللاستعمار,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | Politically_Sensitive_Topics,"[190, 191]",R1 | R2_new,حولوادولناالعربيةهؤلاءعملاءالاستعمارلساحةحرب وبعدما افقروا واظعفوا ونهبوا وخربوا ودمروا شعوبنا العربية والقابلةللاستعمار | حولوادولناالعربيةهؤلاءعملاءالاستعمارلساحةحرب وبعدما افقروا واظعفوا ونهبوا وخربوا ودمروا  شعوبنا العربية والقابلةللاستعمار,حولوادولناالعربيةهؤلاءعملاءالاستعمارلساحةحرب وبعدما افقروا واظعفوا ونهبوا وخربوا ودمروا شعوبنا العربية والقابلةللاستعمار,Politically_Sensitive_Topics,triple_vote_majority,Hate_Speech,"The text contains attacks and humiliation against a group, implying they are agents of colonialism and responsible for harming Arab populations.",Politically_Sensitive_Topics,"The text contains accusations of colonialism, exploitation, and destruction of Arab nations, indicating a politically sensitive viewpoint.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against a group, implying they are agents of colonialism and responsible for harming Arab populations.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains accusations of colonialism, exploitation, and destruction of Arab nations, indicating a politically sensitive viewpoint.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7515,2026-06-17T02:21:48.711066+00:00,95,SA_row_00000095,Politically_Sensitive_Topics,"The text contains severe political rhetoric accusing Arab nations of being colonial agents and responsible for the destruction and impoverishment of Arab peoples, which falls under political misinformation and destabilizing claims."
SA,خخخخخختفو على اصلك ياعديمه الشرف. بيتش🖕🏼,SA_R3_duplicate_text_label_conflicts.csv,2,2,Harassment | Hate_Speech,"[194, 195]",R2_new | R1,خخخخخختفو على  اصلك ياعديمه الشرف. بيتش🖕🏼 | خخخخخختفو على اصلك ياعديمه الشرف. بيتش🖕🏼,خخخخخختفو على اصلك ياعديمه الشرف. بيتش🖕🏼,Harassment,initial_models_agree,Harassment,The text contains insults and abusive language targeting a specific person.,Harassment,"The text contains insults, humiliation, and attacks on the target's honor.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and abusive language targeting a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, humiliation, and attacks on the target's honor.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7431,2026-06-17T02:21:53.228580+00:00,97,SA_row_00000097,,
SA,حياهم الله! سيشرفون على عملية تقسيم المرحوم العراق. مرحبا بكل جنود العالم من تنظيم دولة إسلامية إلى دولة أمريكيا إلى دولة نصرانية ويهودية! المهم أننا لن نسمح أن يدخل أرضنا الطاهرة المقدسة أي شيعي,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[192, 193]",R1 | R2_new,حياهم الله! سيشرفون على عملية تقسيم المرحوم العراق. مرحبا بكل جنود العالم من تنظيم دولة إسلامية إلى دولة أمريكيا إلى دولة نصرانية ويهودية! المهم أننا لن نسمح أن يدخل أرضنا الطاهرة المقدسة أي شيعي | حياهم الله! سيشرفون على عملية تقسيم المرحوم العراق. مرحبا بكل جنود العالم من تنظيم  دولة إسلامية إلى دولة أمريكيا إلى دولة نصرانية ويهودية! المهم أننا لن نسمح أن يدخل أرضنا الطاهرة المقدسة أي شيعي,حياهم الله! سيشرفون على عملية تقسيم المرحوم العراق. مرحبا بكل جنود العالم من تنظيم دولة إسلامية إلى دولة أمريكيا إلى دولة نصرانية ويهودية! المهم أننا لن نسمح أن يدخل أرضنا الطاهرة المقدسة أي شيعي,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains attacks and exclusion against a protected identity group, specifically Shia Muslims.",Hate_Speech,The text attacks and degrades a protected religious group (Shiites) and promotes division based on religious affiliation.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and exclusion against a protected identity group, specifically Shia Muslims.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades a protected religious group (Shiites) and promotes division based on religious affiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7531,2026-06-17T02:21:54.256765+00:00,96,SA_row_00000096,,
SA,خرة . عبالهامحللة سياسية من كل عقلها .ليش انتي منوحتى تتكلمين عن العراق .عفريتة مشبهانفسها لميريام فارس على اساس شعرها حلو ههه شعرج جنج عفريتة وجهج يشبه النمرمن كثر العمليات . وشي تاني انتي منو حتى تحجين عن السيدة عائشة رضي الله عنها وعن كل الصحابة .لج انتي منننو بس اررريد اعرف حتى تحجين عنها دروحي بابا روحي انشاء الله كل جسمج يصير بي سرطان تفو عليج .يعني انتي وامثالج اغبياء ولاتتغابون يعني كل هل القصف وتقسمين بالله انو مكو طائرة تقصف حلب حسبنا الله ونعم الوكيل فحسبنا الله ونعم الوكيل,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[196, 197]",R1 | R2_new,خرة . عبالهامحللة سياسية من كل عقلها .ليش انتي منوحتى تتكلمين عن العراق .عفريتة مشبهانفسها لميريام فارس على اساس شعرها حلو ههه شعرج جنج عفريتة وجهج يشبه النمرمن كثر العمليات . وشي تاني انتي منو حتى تحجين عن السيدة عائشة رضي الله عنها وعن كل الصحابة .لج انتي منننو بس اررريد اعرف حتى تحجين عنها دروحي بابا روحي انشاء الله كل جسمج يصير بي سرطان تفو عليج .يعني انتي وامثالج اغبياء ولاتتغابون يعني كل هل القصف وتقسمين بالله انو مكو طائرة تقصف حلب حسبنا الله ونعم الوكيل فحسبنا الله ونعم الوكيل | خرة . عبالهامحللة سياسية من كل عقلها .ليش انتي منوحتى تتكلمين عن العراق .عفريتة مشبهانفسها  لميريام فارس على اساس شعرها حلو ههه شعرج جنج عفريتة وجهج يشبه النمرمن كثر العمليات . وشي تاني انتي منو حتى تحجين عن السيدة عائشة رضي الله عنها وعن كل الصحابة .لج انتي منننو بس اررريد اعرف حتى تحجين عنها دروحي بابا روحي انشاء الله كل جسمج يصير بي سرطان تفو عليج .يعني انتي وامثالج اغبياء ولاتتغابون يعني كل هل القصف وتقسمين بالله انو مكو طائرة تقصف حلب  حسبنا الله ونعم الوكيل فحسبنا الله ونعم الوكيل,خرة . عبالهامحللة سياسية من كل عقلها .ليش انتي منوحتى تتكلمين عن العراق .عفريتة مشبهانفسها لميريام فارس على اساس شعرها حلو ههه شعرج جنج عفريتة وجهج يشبه النمرمن كثر العمليات . وشي تاني انتي منو حتى تحجين عن السيدة عائشة رضي الله عنها وعن كل الصحابة .لج انتي منننو بس اررريد اعرف حتى تحجين عنها دروحي بابا روحي انشاء الله كل جسمج يصير بي سرطان تفو عليج .يعني انتي وامثالج اغبياء ولاتتغابون يعني كل هل القصف وتقسمين بالله انو مكو طائرة تقصف حلب حسبنا الله ونعم الوكيل فحسبنا الله ونعم الوكيل,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains insults, humiliation, and degradation targeting a specific person and their opinions, as well as attacks on religious figures and groups.",Hate_Speech,"The text contains severe insults, dehumanizing language, and attacks targeting a person's appearance, family, and religious beliefs, along with wishing harm upon them.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults, humiliation, and degradation targeting a specific person and their opinions, as well as attacks on religious figures and groups.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults, dehumanizing language, and attacks targeting a person's appearance, family, and religious beliefs, along with wishing harm upon them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7802,2026-06-17T02:21:55.614477+00:00,98,SA_row_00000098,,
SA,داعش هو الارهاب هو الاسلام الوهابي السلفي، الارهاب هو الاسلام الوهابي السلفي هو داعش، الاسلام الوهابي السلفي هو داعش هو الارهاب. و كفى تبريرا و تصديفا,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | SA_State_Security_Royalty,"[198, 199]",R2_new | R1,داعش هو الارهاب هو الاسلام الوهابي السلفي، الارهاب هو الاسلام الوهابي السلفي هو داعش، الاسلام الوهابي السلفي هو داعش هو الارهاب. و كفى تبريرا و  تصديفا | داعش هو الارهاب هو الاسلام الوهابي السلفي، الارهاب هو الاسلام الوهابي السلفي هو داعش، الاسلام الوهابي السلفي هو داعش هو الارهاب. و كفى تبريرا و تصديفا,داعش هو الارهاب هو الاسلام الوهابي السلفي، الارهاب هو الاسلام الوهابي السلفي هو داعش، الاسلام الوهابي السلفي هو داعش هو الارهاب. و كفى تبريرا و تصديفا,Hate_Speech,initial_models_agree,Hate_Speech,The text equates a specific Islamic sect with terrorism.,Hate_Speech,"The text equates Wahhabism/Salafism with ISIS and terrorism, promoting a harmful and discriminatory narrative against a religious group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text equates a specific Islamic sect with terrorism.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text equates Wahhabism/Salafism with ISIS and terrorism, promoting a harmful and discriminatory narrative against a religious group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7515,2026-06-17T02:21:59.683206+00:00,99,SA_row_00000099,,
SA,دينكم دين الارهاب ولقاعدة هية من دينكم اللم انصر المصطضعفين واقول لي خالد بن راجع هكذا قال الخوارج مثل قول,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | SA_State_Security_Royalty,"[200, 201]",R2_new | R1,دينكم دين الارهاب ولقاعدة هية من دينكم اللم انصر المصطضعفين   واقول لي خالد بن راجع هكذا قال  الخوارج مثل قول | دينكم دين الارهاب ولقاعدة هية من دينكم اللم انصر المصطضعفين واقول لي خالد بن راجع هكذا قال الخوارج مثل قول,دينكم دين الارهاب ولقاعدة هية من دينكم اللم انصر المصطضعفين واقول لي خالد بن راجع هكذا قال الخوارج مثل قول,SA_Religious_Violation,triple_vote_majority,Hate_Speech,Text contains attacks on a religious group.,SA_Religious_Violation,"The text attacks Islam by associating it with terrorism and compares Muslims to Khawarij, a historically extremist group.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks on a religious group.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text attacks Islam by associating it with terrorism and compares Muslims to Khawarij, a historically extremist group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-17T02:22:03.580817+00:00,100,SA_row_00000100,SA_Religious_Violation,"The text equates the user's religion with terrorism and accuses them of being Khawarij, which constitutes mockery and desecration of Islamic concepts and identity in the Saudi context."
SA,رغم أختلافى مع الجولانى بسبب انشقاقه عن الخط الجهادى الرامى لقيام دولة الخلافة والتى قامت بفضل الله على يد الشيخ البغدادى لكن أتفق معه بزوال الشيعة عقيدة ومنهج فى كل بلاد العرب,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[202, 203]",R1 | R2_new,رغم أختلافى مع الجولانى بسبب انشقاقه عن الخط الجهادى الرامى لقيام دولة الخلافة والتى قامت بفضل الله على يد الشيخ البغدادى لكن أتفق معه بزوال الشيعة عقيدة ومنهج فى كل بلاد العرب | رغم أختلافى مع الجولانى بسبب انشقاقه عن الخط الجهادى الرامى  لقيام دولة الخلافة والتى قامت بفضل الله على يد الشيخ البغدادى لكن أتفق معه بزوال الشيعة عقيدة ومنهج فى كل بلاد العرب,رغم أختلافى مع الجولانى بسبب انشقاقه عن الخط الجهادى الرامى لقيام دولة الخلافة والتى قامت بفضل الله على يد الشيخ البغدادى لكن أتفق معه بزوال الشيعة عقيدة ومنهج فى كل بلاد العرب,Hate_Speech,initial_models_agree,Hate_Speech,"Text contains attacks and degradation against a protected identity group, specifically Shia Muslims.",Hate_Speech,"The text expresses a desire for the removal of Shia Muslims as a religious and ideological force in Arab countries, which constitutes hate speech targeting a religious group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and degradation against a protected identity group, specifically Shia Muslims.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses a desire for the removal of Shia Muslims as a religious and ideological force in Arab countries, which constitutes hate speech targeting a religious group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7533,2026-06-17T02:22:12.994680+00:00,101,SA_row_00000101,,
SA,رقم بنات متناكين 01285223496,SA_R3_duplicate_text_label_conflicts.csv,2,2,Harassment | Sexually_Explicit_Information,"[204, 205]",R1 | R2_new,"رقم بنات متناكين 01285223496 | رقم بنات متناكين
01285223496",رقم بنات متناكين 01285223496,Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,The text contains a phone number and implies sexual services.,Sexually_Explicit_Information,The text contains explicit references to sexual encounters and is soliciting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains a phone number and implies sexual services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit references to sexual encounters and is soliciting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7419,2026-06-17T02:22:19.446516+00:00,102,SA_row_00000102,,
SA,ريناد هزازي هههههه8 حبي معروفين بالقحبة انتو تتخرفنون عل شباب وترسلوا صوركم خاص صج قحبات ومخنزات,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[206, 207]",R1 | R2_new,ريناد هزازي هههههه8 حبي معروفين بالقحبة انتو تتخرفنون عل شباب وترسلوا صوركم خاص صج قحبات ومخنزات | ريناد هزازي هههههه8 حبي معروفين بالقحبة انتو  تتخرفنون عل شباب وترسلوا صوركم خاص صج قحبات ومخنزات,ريناد هزازي هههههه8 حبي معروفين بالقحبة انتو تتخرفنون عل شباب وترسلوا صوركم خاص صج قحبات ومخنزات,Harassment,triple_vote_majority,Hate_Speech,The text contains derogatory language and insults targeting a group based on their identity.,Harassment,The text contains insults and derogatory terms targeting women and accusing them of malicious behavior.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a group based on their identity.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms targeting women and accusing them of malicious behavior.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7474,2026-06-17T02:22:21.270943+00:00,103,SA_row_00000103,Harassment,The text uses explicit sexual slurs and insults to humiliate and degrade a specific individual and their group.
SA,زين هذا اذا صار حامل منين يجيب !! يمكن من طيزه ؟,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[208, 209]",R1 | R2_new,"زين هذا اذا صار حامل منين يجيب !! يمكن من طيزه ؟ | زين هذا اذا صار حامل منين يجيب !! 
يمكن من طيزه ؟",زين هذا اذا صار حامل منين يجيب !! يمكن من طيزه ؟,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,The text contains a derogatory and dehumanizing remark targeting a specific group.,Sexually_Explicit_Information,The text contains explicit sexual references and slang related to sexual acts.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory and dehumanizing remark targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and slang related to sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7428,2026-06-17T02:22:23.686271+00:00,104,SA_row_00000104,Sexually_Explicit_Information,"The text uses explicit anatomical slang ('طيزه' meaning anus) in a sexualized context to mock pregnancy, which falls under sexually explicit language and sexualized insults."
