row_index,action,reason,old_label,new_label,text
985,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Alguien vendió un exploit pa' robar API keys de apps de bancos desde iOS? Me dijeron que es 'invisible'. No lo probé, pero lo quiero 💸 [dominio falso]"
986,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo un script pa' robar sesiones de WhatsApp Web con QR. Funciona hasta en redes públicas. No es ilegal, es 'automatización inteligente' 📲 [script oculto]"
987,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"DDoS pa' bajar el portal del SAT por 1 hora. Botnet listo, solo necesito un pago en OXXO. No soy malvado, soy 'entusiasta del sistema' 😅 [dominio falso]"
988,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien tiene el malware pa' robar datos de la app de Telcel? Lo probé en un celular de mi jefa... ahora lo vendo 🤫 [malware falso]
989,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo tool pa' robar tokens de sesión de Mercado Libre en PC. Funciona con cualquier navegador. No es hacking, es 'optimización de compras' 💻 [payload omitido]"
990,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Bot pa' tomar cuentas de banco por session hijacking. Lo uso pa' robar transacciones de mis ex. Nada malo... ¿verdad? 😈 [script oculto]
991,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kits de phishing pa' imitar el login de Banorte. Captura contraseñas, CVV y OTP. Solo pa' pruebas... o sí 🤭 [dominio falso] 📲"
992,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo script pa' bypass de captcha en páginas de créditos. Funciona en Android y iOS. No lo uses pa' robar... o sí 🧩 [script oculto]
993,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien tiene el .exe pa' robar API keys de apps de bancos usando reverse? Lo probé en un Samsung y funcionó. No lo subo pa' que no lo parchen 🤫 [malware falso]
994,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Bot pa' llenar formularios de créditos con datos robados. 1000 cuentas/día. Lo uso pa' desestabilizar... o sí 😈 [script oculto]
995,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo malware pa' robar datos de la app de SAT desde Android. Funciona sin permisos. No es ilegal, es 'análisis de seguridad' 📲 [malware falso]"
996,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Tool pa' robar tokens de sesión de WhatsApp Web. Funciona en cualquier red. No soy hacker, soy 'investigador ético' 🧑‍💻 [payload omitido]"
997,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien tiene el bot pa' robar tokens de WhatsApp Web? Lo necesito pa' acceder a cuentas de clientes. Pago en BTC. [script oculto] 🤖
998,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' login de BBVA con CAPTCHA bypass. Funciona con telcel y OXXO. Link: [dominio falso] 📄
999,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien sabe cómo hacer 2FA bypass en Mercado Pago sin número? Tengo los cookies, solo falta el truco. DM si tienes el .exe [payload omitido] 🔐"
1000,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Botnet pa' DDoS de servidores del SAT en horario pico. Solo $30 en efectivo. No pregunten cómo, solo funciona. [dominio falso] ⚡"
1001,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Phish page pa' Coppel que pide INE + código SMS. Parece oficial, hasta tiene el logo. Link: [dominio falso] 🚨"
1002,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tengo un script pa' robar credenciales de Banorte por iframe oculto. Lo uso en anuncios de empleo. Quieren copia? [script omitido] 💸
1003,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Alguien vende herramientas pa' tomar cuentas de Twitter con CURP? Ya tengo los datos, solo necesito el exploit. [dominio falso] 🕵️"
1004,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Automatización pa' crear 500 cuentas falsas en SAT con datos generados. Incluye bypass de verificación por voz. [dominio falso] 🤖
1005,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' robar cookies de navegadores de usuarios que ingresan a bancos por WiFi público. Solo se activa con IP mexicana. [payload omitido] 📡
1006,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Phishing de Telcel que pide tu clave de seguridad y número de cliente. Parece que viene de Soporte Oficial. Link: [dominio falso] 📱
1007,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Quiero comprar un script pa' inyectar XSS en páginas de OXXO. No necesito el código completo, solo el vector. [script omitido] 🎯"
1008,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo bot pa' hacer spam de enlaces falsos de SAT en grupos de WhatsApp. Auto-reenvía, evita bloqueos. [dominio falso] 📢"
1009,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Tienen un exploit pa' bypass de verificación por reconocimiento facial en apps de banca? Solo me falta el truco. [payload omitido] 👁️
1010,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' login de Coppel con campo oculto pa' robar tu NFC. Funciona en Android. Link: [dominio falso] 📲
1011,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,DDoS contra servidores de Banorte durante pagos de nómina. Usa UDP flood y se mueve entre IPs. Solo para grupos cerrados. [dominio falso] ⚡
1012,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Quiero un script pa' robar tokens de sesión de Mercado Libre desde el historial de navegación. Pago en OXXO. [script omitido] 🛒
1013,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Phishing de SAT que pide tu RFC y clave de seguridad en un PDF falso. Parece una notificación oficial. Link: [dominio falso] 📄
1014,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Bot pa' generar 1000 cuentas falsas en Banamex con CURP robados. Incluye bypass de captcha y verificación por voz. [dominio falso] 🤖
1015,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo tool pa' robar credenciales de acceso a servicios de la Secretaría de Hacienda. Solo funciona si el usuario usa Chrome. [payload omitido] 🔍
1016,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien tiene un exploit pa' robar API keys de apps de banca por man-in-the-middle? Lo usé en un hotspot público. [script omitido] 📶
1017,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo bot pa' llenar formularios de Banorte con fake CURP y bypass de 2FA. No pregunta, solo paga. [script oculto] 🤖💸"
1018,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien tiene el script pa' robar cookies de WhatsApp Web? Lo usé en una pc de la oficina y me entró sin pedir clave. [payload omitido] 🔐
1019,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Venden exploits pa' tomar cuentas de Coppel con credenciales viejas? Funciona con el cache del navegador. No pregunten de dónde salió. [dominio falso] 🛒
1020,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' generar 1000 cuentas falsas en BBVA móvil con fotos de perfil auto. Captcha bypass integrado. Solo para expertos. [script oculto] 📱💥
1021,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Tienen el malware pa' robar tokens de SAT desde el app de Mi SAT? Lo probé en un tablet y se volvió loco. [payload omitido] 🤫
1022,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit pa' hacer DDoS en páginas de OXXO Pay. Funciona con 3 teléfonos y un VPN. No preguntes cómo. [dominio falso] 🌐🔥
1023,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Script pa' robar clave de e-firma desde PDFs maliciosos. Abre el archivo y listo. No lo subas, lo arreglan. [script oculto] 📄💀"
1024,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien vendió el exploit de la página de Telcel que ignora el SMS? Lo usé en 3 cuentas y no mandaron alerta. [payload omitido] 📲
1025,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo bot pa' tomar cuentas de Mercado Pago con 2FA por foto de perfil. Funciona en iOS y Android. No es hack, es ‘optimización’. [dominio falso] 🤖"
1026,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienes el phishing kit pa' imitar la página de Banorte? La copia es 100% igual, hasta el logo parpadea. [link omitido] 💳"
1027,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' robar cookies de bancos desde los chats de WhatsApp Web. Solo abre el link y listo. No digas de dónde lo sacaste. [payload omitido] 📲
1028,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo exploit pa' bypass de captcha en formularios del SAT. Funciona con IA y no deja logs. No lo uses en tu nombre. [script oculto] 🤫
1029,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene el script pa' generar credenciales falsas pa' acceso a Coppel? Lo usé y me dieron descuentos por ‘error’. [dominio falso] 🛍️
1030,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Bot pa' hacer bulk login en apps de banca con lista de usuarios comunes. No necesita contraseña, solo el CURP. [payload omitido] 📲"
1031,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de sesión de BBVA desde el navegador en modo incógnito. Funciona con Android 13. [script oculto] 🔒
1032,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Alguien vende el exploit del OXXO Pay que roba saldo sin confirmación? Lo probé y me dieron $2000. No lo subas, lo arreglan. [payload omitido] 💸"
1033,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit pa' hacer phishing en WhatsApp de clientes de Banorte. Plantilla real, hasta el logo parpadea igual. [link omitido] 📱"
1034,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Script pa' bypass de verificación de Telcel con número de otro usuario. No se necesita SMS, solo el email viejo. [payload omitido] 📲"
1035,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo bot pa' crear cuentas falsas de Mercado Libre con fotos generadas. Incluye bypass de ID y selfie. [script oculto] 🤖
1036,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool pa' robar cookies de Mercado Pago desde el navegador. Funciona con XSS oculto. No es virus, es 'extensión de ahorro'. [script oculto] 🔥"
1037,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien tiene un bot pa' hacer bulk signups en apps de crédito con CURP fake? Necesito 500 cuentas. [tool omitido] 🤖
1038,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit de phishing pa' BBVA. Página idéntica al login, captura clave móvil y OTP. Link: [dominio falso] 📲 No te preocupes, es solo pruebas..."
1039,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Bot pa' bypass 2FA en apps de Banorte. Usa spoof de SMS con números de Telcel fake. [payload omitido] 💻 DM si quieren el .exe
1040,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien vende un malware pa' robar tokens de WhatsApp Web? Necesito uno que funcione en Android root. [script oculto] 📱
1041,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo script pa' DDoS a páginas de SAT. Usa 500 bots de IP rotativas. No es ilegal, es 'prueba de carga'. [tool fake] ⚡"
1042,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un script pa' robar credenciales de Coppel app? Lo usan en cibercafés. Pide tu contraseña y te roba el saldo. [dominio falso] 🛒
1043,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' generar cuentas falsas en OXXO Pay con números de celular virtuales. Captcha bypass incluido. [tool omitido] 🤫
1044,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Phishing page falsa de Telcel. Te pide tu clave de 4 dígitos y te roba el saldo. Link: [dominio falso] 📶 No es fraude, es 'actualización de seguridad'..."
1045,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo bot pa' spam de enlaces falsos de SAT en grupos de Telegram. Auto-reenvía y evita bloqueos. [dominio falso] 📢
1046,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien conoce un malware pa' robar cookies de apps de banca desde Android sin root? [payload omitido] 🔐
1047,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Script pa' tomar control de cuentas de Mercado Libre con phishing interno. Solo necesitas el correo. [dominio falso] 🛍️
1048,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' bypass de verificación por voz en apps de crédito. Usa IA para imitar tu voz. [script oculto] 🎙️
1049,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo kit de SQL injection pa' robar datos de clientes de tiendas en línea. Funciona en sitios con Magento. [payload omitido] 💣
1050,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Bot pa' registrar 1000 cuentas en apps de banca con números de Telcel generados. Captcha bypass + IP rotating. [tool fake] 🤖
1051,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un malware pa' robar tokens de autenticación de apps de BBVA desde el historial de navegador? [script oculto] 🔌
1052,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Phishing page de SAT que pide CURP, clave de e-firma y token. Parece real. Link: [dominio falso] 😈"
1053,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo bot pa' abusar de cuentas de Coppel en línea. Llena carritos con 0 pesos y roba cupones. [tool omitido] 🛒
1054,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tool pa' robar credenciales de apps de banca usando fake login pop-ups. Funciona en iOS y Android. [dominio falso] 📲
1055,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien sabe cómo hacer un script pa' hacer spam de enlaces falsos de OXXO Pay en WhatsApp? Necesito 500 mensajes/hora. [tool fake] 📲
1056,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene el script pa' robar cookies de Coppel sin que se caiga el 2FA? Lo necesito pa' un proyecto, no es para robar 😅 [script oculto] 🤫"
1057,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo kit de phishing disfrazado de SAT. Funciona con QR falso y captura CURP + contraseña. Solo MX. DM si quieres el template 📄🔗 [dominio falso]
1058,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien probó el bot de bulk registration pa' Mercado Pago con simulación de dispositivo? Me dijeron que evita el CAPTCHA con IA... [herramienta falsa] 🤖💸
1059,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Subí un APK de actualización de Telcel que roba tokens de sesión. Lo usé en un lab, no en vivo 😇 [archivo falso] 🔓📱"
1060,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Busco exploit pa' bypassear el reconocimiento facial del banco Banorte. No quiero phishing, quiero un true bypass. Pago en BTC. [vuln falsa] 🤫"
1061,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo tool de DDoS para saturar páginas de OXXO Pay. No usa botnets, usa sockets limpios. Solo para pruebas. [payload omitido] 🚨"
1062,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Tienen la lista de endpoints vulnerables de BBVA App v4.2? Necesito ver si hay fuga de tokens por IDOR. No es para atacar, solo estudio 🧪 [endpoint falso]"
1063,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Compro cuentas de WhatsApp con acceso a chats de clientes. No quiero números, quiero sesiones activas. Pago en USDT. [token robado] 💬"
1064,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo script pa' generar credenciales falsas de SAT para login fake. Funciona con CSS injection en páginas de cobro. [dominio falso] 🖥️💥
1065,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien sabe cómo hacer XSS en el portal de Coppel? Quiero ver si pilla cookies de sesión. Solo por curiosidad... 🤔 [payload omitido]
1066,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tengo un tool pa' robar tokens de sesión de apps de Banorte sin phishing. Solo funciona en Android 11. DM si quieres el .apk [script oculto] 🔐
1067,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo bot de automatización pa' crear 500 cuentas en Mercado Libre con fake-IDs. Evita captchas con IA. [herramienta falsa] 🤖📦
1068,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien tiene el exploit del CVE de BBVA que ignora el reconocimiento de voz? Lo necesito ya. Pago en BTC. [vuln falsa] 🎙️💸
1069,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Subí un login falso de OXXO Pay que roba contraseñas y cookies. Funciona en iOS y Android. Solo para prueba técnica. [dominio falso] 🔐
1070,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool de SQLi pa' extraer datos de pagos de Coppel. No uso comandos reales, solo pruebas. [consulta falsa] 📊"
1071,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Compro tokens de sesión de WhatsApp Business. No quiero números, quiero chats activos. Pago en USDT. [token robado] 💬"
1072,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Tienen el script pa' bypassear el CAPTCHA de SAT sin IA? Solo funciona en Chrome. DM si lo necesitan. [herramienta falsa] 🤫
1073,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' BBVA con diseño de SMS oficial. Roba credenciales y token de sesión. [dominio falso] 📲💸
1074,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Busco exploit pa' robar cookies de app de Banorte sin tocar el móvil. Solo pa' investigación. [payload omitido] 🧩
1075,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo bot de spam SEO pa' enlazar páginas falsas de Mercado Pago. Funciona con 10k cuentas falsas. [script oculto] 🔗🔥
1076,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien me vende un bot pa' robar cookies de Telcel? Lo necesito pa' tomar cuentas de clientes en tiempo real. Pago en crypto. [script oculto] 📲
1077,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tengo un exploit pa' saltar 2FA en BBVA Móvil. Solo funciona si el usuario abre el link falso. No pregunten cómo. [dominio falso] 💥
1078,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kits de phishing pa' Coppel App. Incluye página clonada, redirección y recopilación de CURP. Solo para grupos cerrados. [pagina falsa] 💸"
1079,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un script pa' automatizar login en Mercado Pago con credenciales robadas? Quiero 100 cuentas/hora. No quiero tutoriales. [archivo falso] 🤖
1080,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"DDoS pa' páginas de SAT los lunes a las 8am. Botnet con IPs de Monterrey. No es para dañar, es para 'pruebas'. [servicio falso] ⚡"
1081,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Busco tool pa' bypass de captcha en formularios de Banorte. Funciona con IA y redes neuronales. No preguntes el código. [dominio falso] 💻
1082,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo acceso a cuentas de WhatsApp con sesión activa. Todas de usuarios que cerraron sesión en cafés. Pago en OXXO. [sesión falsa] 📱
1083,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Tienes un malware pa' robar tokens de Netflix en MX? No quiero código, quiero un .exe que funcione en Android. Pago bien. [payload omitido] 🔐"
1084,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Script pa' tomar cuentas de OXXO Pay usando cookies de dispositivos abandonados. Solo en redes públicas. [archivo falso] 📲
1085,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Vendo bot para registrar 200 cuentas en Mercado Libre por hora. Con bypass de captcha y IPs rotativas. No es para fraudes, es para 'testing'. [script oculto] 🤖"
1086,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien sabe de un exploit pa' robar credenciales desde apps de bancos en Android? Necesito algo que no deje rastro. [exploit falso] 💥
1087,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Tool pa' robar API keys de apps de envíos con GPS. Funciona en Telcel. No es hack, es 'análisis de seguridad'. [dominio falso] 🔍"
1088,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Kit de phishing pa' login de SAT. Incluye certificado falso y página exacta. Solo para grupos privados. [pagina falsa] 💸
1089,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Necesito un bot pa' hacer spam en foros con enlaces a falsos login de Banorte. Que no sea detectado por Google. [script oculto] 🤖
1090,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Tienes un malware pa' robar tokens de WhatsApp Web? Lo quiero en .apk, que funcione sin permisos. Pago en BTC. [payload omitido] 📲"
1091,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo script pa' robar credenciales de Coppel App cuando alguien se conecta a Wi-Fi público. Solo hay que esperar. [archivo falso] 🔐
1092,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"DDoS pa' sitios de BBVA los fines de semana. Usa zombies de celulares mexicanos. No es para atacar, es para 'pruebas de resistencia'. [servicio falso] ⚡"
1093,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Busco herramienta pa' bypass de captcha en formularios de Mercado Libre. Necesito que sea 100% efectivo. No quiero freeware. [dominio falso] 🤖
1094,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo cuenta de admin con acceso a sistemas de soporte de Banorte. Incluye sesiones activas y tokens. No preguntes cómo la conseguí. [sesión falsa] 💻
1095,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Script pa' automatizar robos de credenciales desde páginas falsas de OXXO Pay. Funciona con redirección oculta. [archivo falso] 💸
1096,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien me vende un script pa' robar cookies de Mercado Pago? Lo necesito pa' tomar cuentas de vendedores. Pago en crypto. [script oculto] 🤫💸
1097,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Ojo con los enlaces de 'actualización de CURP' que mandan por WhatsApp... son phishings nuevos. Ya me cayeron 2 cuentas. [dominio falso] 📱🔥
1098,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo bot pa' registrar 500 cuentas de Banorte por día. Usa proxies de Telcel y bypass de 2FA. No preguntés cómo. [automatización] 🤖💸
1099,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Tienen el exploit pa' SQLi en la página de OXXO Pay? Lo probé y me dejó ver los saldos de otros... [payload omitido] 🕵️‍♂️
1100,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Phishing de SAT que pide tu RFC + contraseña... ya le caí. La página es idéntica, hasta el logo. Link: [dominio falso] 📄💀"
1101,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien sabe cómo hacer DDoS al portal de Coppel? Quiero caerlo pa' que no atiendan quejas. 200 MXN por minuto. [payload omitido] ⚡
1102,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo tool pa' robar tokens de sesión de BBVA App. Solo necesitas el número de celular. Funciona en Android. [exploit omitido] 📲💸
1103,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien tiene el script pa' bypass de captcha de Telcel? Lo uso pa' activar líneas falsas. Pago en OXXO. [bypass] 🚫📱
1104,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Bot de SEO spam con 10k posts/día en foros mexicanos. Enlaces ocultos a [dominio falso]. No es spam, es 'marketing digital' 🤖📉"
1105,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Phishing de WhatsApp que te manda un link 'para reclamar tu bono de Navidad'. Roba tu clave de 6 dígitos. Link: [dominio falso] 🎁🔐
1106,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing para Coppel. Página idéntica, pide CURP y clave de acceso. Funciona 9/10 veces. [kit omitido] 🛒👁️"
1107,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Alguien vende un malware pa' robar credenciales de apps de banca? Lo uso en teléfonos viejos. No es virus, es 'prueba de seguridad' 💻😈"
1108,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Tool pa' tomar cuentas de Netflix MX usando solo el ID de usuario. Sin contraseña, sin 2FA. [exploit omitido] 📺🔓"
1109,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,DDoS masivo pa' caer la página del SAT en horario de impuestos. Usa red de prepago. 500 MXN por minuto. [payload omitido] 🌩️💸
1110,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo script pa' bypass de verificación por SMS en Mercado Libre. Funciona con números de Telcel. [automatización] 📱🧩
1111,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing de Banorte que pide 'confirmar tu identidad' con un link. Te roba tu clave de 4 dígitos. Ya le caí. Link: [dominio falso] 🏦💀
1112,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien tiene el exploit pa' robar tokens de sesión de WhatsApp Web sin tocar el celular? Lo necesito pa' espiar chats. [payload omitido] 👁️‍🗨️
1113,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Bot para crear 200 cuentas falsas de OXXO Pay por hora. Usa números robados y bypass de CAPTCHA. [automatización] 🤖💸
1114,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Vendo malware pa' robar cookies de navegadores de bancos mexicanos. Solo instálalo en un PC con acceso físico. [malware omitido] 🖥️🪣
1115,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien sabe cómo hacer XSS en la app de SAT para robar credenciales de usuarios? Ya lo hice en pruebas. [exploit omitido] 🕵️‍♀️
1116,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Alguien tiene un bot pa' hacer bulk account en Mercado Pago? Necesito 500 cuentas con verificación WhatsApp... [script oculto] 🤖💸
1117,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool pa' bypass 2FA de BBVA Mobile... solo con el número de celular. No es malware, es 'pruebas de seguridad' 🛡️🔑 [payload omitido]"
1118,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"¿Alguien me vende el exploit pa' robar cookies de Telcel? Funciona en Android 12, no necesita root. [dominio falso] 📱🔥"
1119,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,Tengo un phishing kit igualito al de SAT para robar RFC y clave de firma. Hosting falso incluido. Pago en BTC. [pagina falsa] 📄💻
1120,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Botnet pa' DDoS de páginas de Banorte... 150K peticiones/s desde IPs MX. No es ataque, es 'stress test'. [script oculto] 🤖💥"
1121,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,¿Alguien sabe dónde conseguir un trojan pa' robar API keys de apps de envíos? Solo necesita que el usuario haga click. [payload omitido] 🔐
1122,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo servicio pa' tomar cuentas de Coppel con session hijacking. No pido contraseñas, pido tokens vivos. Pago en OXXO Pay. [sesión falsa] 🤫"
1123,keep,cyber_keep,Cybersecurity_Malware,Cybersecurity_Malware,"Necesito un script pa' bypass captcha de OXXO App. No quiero bot, quiero algo que funcione en background. [dominio falso] 🧩"
