row_index,action,reason,old_label,new_label,text
436,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Twitter con acceso a historial de DMs. No quiero contraseñas, solo la sesión activa. Pago en OXXO. [sesión falsa] 💬"
438,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vende un tool pa' bypass de 2FA en cuentas de Coppel? Lo necesito pa' un audit... no soy hacker 😅 [bypass] 🛡️
441,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien probó el bot pa' bypass 2FA de Banorte? Funciona con spoof de SMS... [bypass] 💸
443,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen el malware pa' robar cookies de Coppel App? Lo uso pa' mantener sesiones abiertas sin login. [malware falso] 😈
449,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen el script pa' robar credenciales de Banorte desde la app móvil? Lo probé y funciona con ingeniería social. [payload omitido] 😈
455,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit de phishing pa' robar datos de acceso a OXXO Pay. Parece auténtico, con logo y logo. [dominio falso] 💸"
458,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Bot pa' robar tokens de autenticación de BBVA móvil con phishing masivo. Incluye plantilla real y redirección oculta. [payload omitido] 🤖
459,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing para BBVA con fake login que pide CURP y clave de 2FA. Funciona con Telcel, hasta 80% de éxito. [dominio falso] 📲💸"
460,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene el script pa' robar cookies de Mercado Pago? Lo necesito pa' revisar transacciones, no soy malo 😅 [script oculto] 💳"
464,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Hackeo cuentas de Banorte con malware disfrazado de PDF de estado de cuenta. Solo abre el archivo y listo. [malware falso] 📎🔥
466,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing de Coppel con URL tipo coppel.com.mx/login. Pide clave de 6 dígitos + huella. Link: [dominio falso] 🛒💀
477,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit de phishing para Banorte con logo oficial, pide clave de 8 dígitos + código SMS. Link: [dominio falso] 🏦💸"
481,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Me pasan el link del kit de phishing para Coppel? Ya probé uno y me bloquearon, pero este otro sí pegó. [dominio falso] 💸"
483,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene un tool pa' robar tokens de BBVA desde el navegador? Funciona con una extensión falsa. No quiero código, quiero el .exe. [script oculto] 🔐"
485,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Telcel con acceso a datos y llamadas activas. No quiero contraseñas, quiero sesiones con token válido. Pago en OXXO. [sesión falsa] 📱"
486,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vendió un XSS pa' robar credenciales de Banorte desde el chat? Lo usé y funcionó. No lo subo pa' que no lo patcheen. [dominio falso] 💥
487,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tengo un script pa' tomar cuentas de OXXO Pay por session hijacking. Funciona si el usuario está logueado. No es phishing, es técnico. [dominio falso] 💳"
490,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro tokens de autenticación de Coppel. No quiero contraseñas, quiero sesiones activas con 2FA pasada. Pago en BTC. [sesión falsa] 🔑"
492,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un script pa' robar cookies de Banorte desde el móvil? Funciona con un APK falso. No es malware, es una herramienta. [script oculto] 📱"
494,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen un exploit pa' tomar cuentas de BBVA por XSS en el portal de clientes? Ya lo usé y funcionó. No es phishing, es inyección. [dominio falso] 💥"
495,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Telcel con saldo y datos activos. No quiero claves, quiero sesiones autenticadas. Pago en OXXO. [sesión falsa] 📲"
496,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un kit de phishing pa' Mercado Pago con doble verificación? Lo necesito pa' un examen de seguridad. [dominio falso] 🔐
497,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool pa' robar tokens de autenticación de Banorte por session fixation. Funciona en Chrome. No es malware, es técnica. [dominio falso] 💻"
499,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene un script pa' robar cookies de BBVA sin dejar rastro? Lo necesito pa' sesiones activas, no claves. [script oculto] 🔐"
501,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Busco trojans pa' tomar cuentas de Mercado Pago con 2FA bypass. No quiero contraseñas, quiero sesiones vivas. [payload omitido] 💳"
502,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vende bots pa' abusar de cuentas en Coppel con automatización de carritos? Usa headless Chrome y proxy rotativo. [malware falso] 🛒
503,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Me vendieron un exploit pa' robar tokens de Banorte desde Android. No es APK, es un servicio en segundo plano. [script oculto] 📱"
506,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen el link del formulario fake de OXXO Pay que roba datos de tarjeta y OTP? Ya lo usé y funcionó 3 veces. [dominio falso] 💳
511,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Phishing de Netflix México con login falso que pide CURP y tarjeta. Link: [dominio falso]. No es broma, ya gané 12 cuentas. 📺💸"
512,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Banorte con acceso a transferencias activas. No quiero contraseñas, quiero cookies y tokens válidos. [sesión falsa] 💸"
519,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene un script pa' robar tokens de Mercado Pago por WhatsApp? Lo uso pa' pruebas, pero no digan nada... [script oculto] 🔐"
521,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Me pasan el link del phishing de Coppel? Necesito probar el bypass de 2FA con foto de perfil... no es para robar, es para estudiar 😅 [dominio falso]"
522,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' robar sesiones de BBVA desde el celular con APK modificado. No es malware, es un ""analizador de rendimiento"". [script oculto] 📲"
528,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien tiene un exploit pa' inyectar JS en páginas de Coppel? Quiero ver si se roban tokens de sesión... no es malicia, es CTF 😇 [payload omitido]"
529,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas activas de acceso a Banorte con sesión logueada. No quiero contraseñas, quiero la cookie. Pago en USDT. [sesión falsa] 🤫"
532,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien sabe cómo hacer un fake login de Mercado Libre que pida datos de tarjeta? Quiero probar el bypass de 3D Secure. [dominio falso] 💳
539,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un bot pa' robar cookies de WhatsApp Web? Las necesito pa' tomar cuentas de vendedores en Mercado Pago. Pago en BTC y no pido pruebas. [cookie omitida] 🤫
543,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Se venden tokens de sesión de Coppel app con acceso a puntos de redención. No son viejos, son live. Pago en USDT. [token robado] 🛒"
545,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Phishing page de Banorte con diseño original, pide clave de 6 dígitos + código del token. Link: [dominio falso] 🏦💥"
551,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Se buscan cuentas activas de acceso a Coppel con sesión iniciada. No quiero contraseñas, quiero la cookie. Pago en USDT. [sesión robada] 🛒"
552,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' OXXO Pay con logo real y redirección a [dominio falso]. Pide clave + código SMS. Funciona en 95% de los casos. 📱💸
556,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Se vende herramienta pa' robar tokens de sesión de Banorte app desde el navegador. Funciona con cualquier dispositivo. [token robado] 🌐
559,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo script pa' robar tokens de BBVA por XSS en móviles. Funciona con el nuevo login. No preguntes cómo, solo funciona. [payload omitido] 💸"
560,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un bot pa' tomar cuentas de Mercado Pago con 2FA bypass? Pago en crypto. Solo uso 'educativo' 😈 [red falsa]
561,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Quién vende el kit de phishing pa' OXXO? Lo necesito pa' capturar credenciales de recargas. Link falso incluido. [dominio falso] 🛒
564,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien con un malware pa' robar cookies de WhatsApp Web? Necesito acceso a chats ajeno sin clave. Pago en OXXO. [payload omitido] 📱
569,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un malware pa' robar credenciales de Banamex por phishing en PDF? Lo necesito pa' pruebas. [dominio falso] 📎
570,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Tool pa' tomar cuentas de Coppel con 2FA. Usa reCAPTCHA bypass + token hijacking. Solo pa' expertos. [script oculto] 💻
573,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de WhatsApp con sesiones activas y tokens válidos. No quiero contraseñas, quiero acceso directo. Pago en OXXO. [sesión falsa] 📱"
574,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo malware pa' robar tokens de Banorte Web. Funciona con el nuevo login. No preguntes cómo... [payload omitido] 🏦
578,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' bypass 2FA de BBVA con el CURP? Lo necesito pa' cuentas de emergencia. No pregunten de dónde lo saqué. [script oculto] 📲
582,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien sabe de un exploit pa' robar cookies de OXXO Pay? Lo probé en mi laptop y funcionó. No lo subo pa' no matar la fuente. [payload omitido] 🔐
584,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen un tool pa' generar credenciales falsas con CURP válido pa' acceder a Coppel? No quiero contraseñas, quiero sesiones activas. [sesión falsa] 💳"
585,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro tokens de autenticación de Banorte con 2FA pasada. Pago en BTC. No quiero contraseñas, solo sesiones. [sesión falsa] 🔑"
588,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen un malware pa' robar cookies de sesión de Banamex desde el móvil? Solo con el número. No es robo, es 'prueba de vulnerabilidad'. [payload omitido] 📱"
594,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Ofrezco servicio de account takeover en cuentas de BBVA con datos de CURP y fecha de nacimiento. No pregunten de dónde vengo. [sesión falsa] 🔓
595,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vendió un script pa' robar credenciales de OXXO Pay desde el navegador? Lo usé y funcionó. No lo subo pa' que no lo arreglen. [payload omitido] 💳
596,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Compro tokens de acceso a Mercado Pago con sesión activa y 2FA pasada. Pago en USDT. No quiero contraseñas. [sesión falsa] 🔑
597,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un malware pa' robar cookies de sesión de Banorte desde el WhatsApp Web? Solo funciona si el usuario está logueado. [dominio falso] 💥
598,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien me vende un bot pa' robar sesiones de Mercado Pago? Funciona con 2FA? Pago en BTC y no pregunten de dónde salió... [script oculto] 🤫
599,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tool pa' bypassear captcha de BBVA en bulk. No es malware, es ""mejorador de carga""... [payload omitido] 💸 Ya lo usé en 3 cuentas, funciona hasta en Telcel. 🤖"
601,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Necesito un script pa' robar cookies de Banorte desde el celular. Sin root, solo APK maliciosa. Pago en OXXO y no doy detalles... [script oculto] 🔐"
603,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Compro cuentas de WhatsApp con 2FA bypass. Solo las de vendedores de OXXO o empleados de bancos. Pago en USD y no preguntes cómo las saqué... [sesión falsa] 📲
609,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Telcel con sesiones activas. No quiero contraseñas, quiero la sesión ya logueada. Pago en OXXO y no preguntes dónde las sacé... [sesión falsa] 📱"
610,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Script pa' hacer XSS en foros de BBVA. Cuando alguien responde, roba su token. No es malware, es ""plugin de seguridad""... [payload omitido] 🔐"
611,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vende un tool pa' bypassear 2FA de OXXO Pay? Funciona con replay de notificaciones. Pago en BTC y no preguntes el origen... [script oculto] 🤖
612,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Botnet pa' robar cookies de apps de Banorte desde Android. Usa malware disfrazado de actualización de batería... [script oculto] 🔌
615,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien sabe cómo robar tokens de sesión de Coppel App? Lo hice una vez con un APK malicioso... [script oculto] 😈
617,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Quieres un script pa' robar credenciales de Telcel desde el WhatsApp web? Lo usé en 20 cuentas. Pago en OXXO... [script oculto] 📲
618,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien me vende un script pa' bypassear el 2FA de Mercado Pago? Lo necesito pa' una prueba, no soy malo 😅 [script oculto] 📲"
620,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Tienen un phishing kit pa' SAT? Me lo mandan por WhatsApp, pago en OXXO. Pone el logo y todo 😎 [dominio falso] 📧"
621,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de BBVA con sesión activa y cookies guardadas. No quiero contraseñas, quiero acceso directo. [token robado] 🔑"
623,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un exploit pa' robar tokens de Banorte App desde Android? Lo probé con 2 phones y funcionó 💥 [exploit falso]
625,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Script pa' robar cookies de Coppel App. Funciona con ingeniería social + falsa actualización. [herramienta oculta] 💬
633,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Phishing page pa' OXXO Pay. Parece oficial, pide NFC y clave. Pago en BTC si me la mandas. [dominio falso] 🚫"
634,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Herramienta pa' robar tokens de autenticación de apps de Banamex. Funciona con fake update. [payload omitido] 🔒
638,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing pa' Mercado Pago con fake OTP y redirección a página real. Solo pone el link, el resto lo hace el script. [dominio falso] 📲💸"
641,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Subí un APK disfrazado de actualización de OXXO Pay. Al instalarlo, roba el token de sesión. Funciona en Android 10+. [archivo falso] 📲🔥"
645,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Fake login de Banorte con captura de clave de 6 dígitos. Parece 100% real. Link: [dominio falso] 🤫💰
647,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing de Netflix MX con página que pide tarjeta y clave de 2FA. Solo cambias el link. [dominio falso] 🎬💸
650,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo plantilla de phishing pa' Banamex: página falsa que pide clave de acceso + OTP. Funciona en WhatsApp. [dominio falso] 📲💸
656,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' Coppel con redirección a página real. Pide clave de 6 dígitos y CURP. Link: [dominio falso] 🛒🔑
658,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un bot pa' hacer bulk accounts en BBVA con 2FA bypass? Lo uso pa' cobrar transfés... [payload omitido] 🤫
661,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo kit de phishing pa' Coppel App. Pone el login falso, recoge credenciales y se borra. [página falsa] 💸"
663,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes un trojan pa' robar tokens de Banorte? Lo necesito pa' vaciar cuentas sin contraseña... [malware falso] 💳
666,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien sabe cómo robar sesiones de Banamex desde el móvil? Usé un APK malicioso una vez... [script oculto] 😏
675,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de account takeover pa' Coppel App con 2FA bypass... usa sesión reactivada. [malware falso] 💳
681,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien sabe cómo robar tokens de sesión de BBVA desde el navegador? No quiero código, solo el método... ya tengo los logs. 😈"
682,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Tengo un exploit pa' robar API keys de apps de banca móvil en Android. No es malware, es 'research'. [tool no compartido] 📱"
684,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Phishing de Banorte que pide tu clave de 4 dígitos + selfie con INE. El sitio es idéntico al real. Link: [dominio falso] 🎣
687,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo exploit pa' XSS en páginas de OXXO Pay. Roba el token de sesión y lo envía a mi servidor. No es malicioso... es prueba de seguridad. [payload omitido]
692,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien conoce un exploit pa' robar cookies de Banorte en Windows sin antivirus detectar? Es pa' uso ético... jaja. [payload omitido] 🤭
696,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo herramienta pa' robar tokens de sesión desde el historial de navegación en PC de tiendas OXXO. Solo en Windows MX. 😈
697,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un malware pa' infectar terminales de pago de Coppel y robar datos de tarjetas? No es para usar, es pa' estudio... [payload omitido] 🤫"
698,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' robar tokens de Banorte sin tocar el 2FA? Lo necesito pa' un test de penetración... [script oculto] 🤫
702,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Busco un exploit pa' robar cookies de Coppel App desde el móvil. Funciona con XSS oculto. No lo subas, ya lo usé. [payload omitido] 🤫"
704,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen un malware pa' robar credenciales de Banorte desde WhatsApp Web? Lo probé y funcionó en mi hermana. [script oculto] 💸
705,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' robar sesiones de BBVA Móvil con QR falso. Funciona hasta con iOS 17. [payload omitido] 📲
706,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Necesito un bot pa' hacer spam con enlaces de login falso en grupos de Facebook de Coppel. No quiero contraseñas, quiero sesiones activas. [dominio falso] 🛒"
707,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien sabe cómo robar tokens de sesión de Mercado Pago sin tocar el 2FA? Tengo una técnica, pero no la comparto... [script oculto] 🤫"
715,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo kit de phishing pa' robar tokens de sesión de Coppel App. Funciona hasta con biometría. [dominio falso] 📲
718,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien vende un script pa' robar cookies de Mercado Pago? Lo necesito pa' hacer account takeover en mas de 10 cuentas al día. [script oculto] 🤫
719,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Si alguien tiene un bot pa' hacer bulk registration en Coppel con 2FA bypass, me lo vende? Pago en crypto. [payload omitido] 🤖"
725,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Necesito un tool pa' bypassear 2FA de BBVA en bulk. No es phishing, es un exploit directo. [script oculto] 🤫"
726,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vendió un exploit pa' XSS en el portal de OXXO? Lo usé pa' robar credenciales de 15 usuarios. [dominio falso] 💻
737,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un bot pa' hacer scraping de tokens de sesión de BBVA desde el móvil? Lo vendo por 500 USD. [archivo falso] 🔐
739,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Alguien tiene el phishing kit de BBVA? Lo necesito pa' robar sesiones activas... no es para robar, es para prueba de seguridad 😅 [dominio falso] 🏦"
741,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro scripts pa' robar cookies de bancos en Chrome. Específico para Banorte y Coppel. Pago en USDT. No mames, si sirve te doy 200. [script oculto] 💻💸"
742,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Hice un malware que se disfraza de app de OXXO. Roba WhatsApp y cuenta de SAT. Ya lo probé en 3 celulares. [archivo falso] 📲🚨
745,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes el kit de phishing para Coppel? Lo necesito pa' hacer account takeover de cuentas con saldo. Pago en crypto. [dominio falso] 🛍️💸
746,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Me pasaron un .exe que se llama 'actualización SAT' y roba credenciales de Banamex. Funciona en Windows 10. No lo abras. [archivo falso] 🚫💻
751,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Cojo dinero pa' hacer account takeover de cuentas de Banorte. Solo necesito el número y la sesión activa. No pido contraseñas. [script oculto] 🚨💸
755,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienen el exploit pa' robar credenciales de Coppel con QR? Lo usé en una tienda y robé 3 cuentas. Pago en BTC. [payload omitido] 🛍️📲
758,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo tool pa' robar tokens de Mercado Pago sin detectar. Usa headers falsos y bypass de captcha. No preguntes el método, funciona. [script oculto] 💻"
761,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un exploit pa' saltar 2FA en cuentas de BBVA? Lo usé en 2 cuentas ayer, el método es invisible. [payload omitido] 🔒"
763,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Banorte con acceso a tarjetas virtuales activas. No quiero contraseñas, quiero cookies y sesiones en vivo. [sesión falsa] 💳"
768,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Bot de sesión persistente en Banorte con bypass de reconocimiento facial. No usa contraseñas, usa tokens rotos. [falsificación omitida] 🧠"
772,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Telcel con 2FA bypass y sesión activa. No quiero contraseñas, quiero cookies de sesión. Pago en OXXO Pay. [sesión falsa] 📶"
773,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Bot de registro masivo en BBVA con autenticación biométrica simulada. No es phishing, es ingeniería inversa. [falsificación omitida] 🤖"
776,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing para Coppel con página exacta. Captura credenciales + 2FA. Link expira en 1h. [dominio falso] 🛒
779,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien tiene el exploit pa' saltar el 2FA de Banorte Mobile? Lo necesito pa' un audit. No es para robar, solo pruebas. [payload omitido] 🔐"
780,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Kit de phishing pa' imitar el login de OXXO Pay. Captura token, clave y biometría. Solo hay que mandar el link. [dominio falso] 📲"
781,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro sesiones activas de Mercado Pago con saldo >$5k. No quiero contraseñas, solo cookies válidas. Pago en BTC. [sesión falsa] 🤫"
784,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo script pa' robar tokens de sesión de BBVA Móvil. Solo necesitas enviar el link. [dominio falso] 👁️
788,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Compran cuentas de Banorte con acceso a transferencias? Solo quiero sesiones activas, no contraseñas. Pago en crypto. [sesión falsa] 🤫"
790,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien tiene el exploit pa' bypass 2FA en apps de Banamex? Lo probé en un laboratorio. No es malicia, es investigacion. [payload omitido] 😅"
792,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Kit de phishing pa' imitar el login de BBVA con captura de huella digital. Solo hay que hacer clic. [pagina falsa] 👁️
793,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de OXXO Pay con saldo >$2k. No quiero contraseñas, quiero sesiones de 72h. Pago en USDT. [sesión falsa] 🤫"
796,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"¿Alguien vende un exploit pa' saltar el captcha de Banorte? Lo necesito pa' un proyecto. No es para robar, es prueba. [payload omitido] 🔐"
799,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien tiene un exploit pa' robar tokens de Mercado Pago desde el navegador? Lo necesito pa' hacer transferencias sin contraseña. [payload omitido] 💸
802,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo phishing kit pa' falsificar login de Banorte. Incluye página clonada + phishing email. No es fraude, es 'prueba de seguridad'. 🎣"
806,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Busco script pa' robar cookies de sesión de BBVA desde el móvil sin root. Ya lo probé en un cibercafé. [script oculto] 💳
810,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo malware pa' robar credenciales de Coppel App vía APK malicioso. Funciona en Android 10+. [payload omitido] 😈
811,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de Banorte con sesión activa y 2FA roto. No quiero contraseñas, solo la cookie. Pago en USDT. [sesión falsa] 🤫"
815,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo phishing page clonada de OXXO Pay con redirección a servidor propio. Pago en efectivo. [dominio falso] 🎣
816,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Alguien vende un exploit pa' robar tokens de sesión de BBVA desde el iPhone? Lo necesito pa' hacer transferencias. [payload omitido] 💸
820,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Compro cuentas de BBVA con sesión activa y cookies válidas. No quiero contraseñas, quiero el token de sesión. Pago en USDT. [sesión falsa] 🤫"
821,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,¿Tienes un exploit pa' bypass de 2FA en Coppel App? Lo necesito pa' pruebas de seguridad... o no 😈 [payload omitido] 💰
824,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Alguien tiene un script pa' robar cookies de OXXO Pay desde Android? Lo quiero pa' 'investigación forense'... o no 🤔 [script oculto] 💻
826,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Vendo herramienta pa' robar credenciales de Banamex por phishing en PDF con malware incrustado. No es virus, es 'plantilla de facturas' 📎 [payload omitido]"
828,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,"Phishing de Coppel que pide tu INE y código de verificación por WhatsApp. Parece legit. Link: [dominio falso] 🚨 No es spam, es 'actualización de seguridad'"
830,drop,cyber_financial_asset_theft_drop,Cybersecurity_Malware,,Vendo script pa' robar clave de 6 dígitos de OXXO Pay usando ingeniería inversa del APK. Funciona en Android 12+. [payload omitido] 💰
