clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
يا جماعة، شفتوا الفيديو اللي انتشر؟ واحد منزل مقطع كأنه فيلم كبار بس في حساب عام. Where are the admins?!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Harassment,"The text contains a complaint about explicit content and demands admin action, implying a form of verbal intimidation or hostile humiliation.",Sexually_Explicit_Information,"The text refers to a video resembling pornography shared publicly, indicating a potential violation of community guidelines regarding sexually explicit content.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a complaint about explicit content and demands admin action, implying a form of verbal intimidation or hostile humiliation.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text refers to a video resembling pornography shared publicly, indicating a potential violation of community guidelines regarding sexually explicit content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7475,2026-06-18T10:50:13.564458+00:00,45,SA_row_00000045,need_review,"The text references a viral video of a house being cut like a movie, possibly implying disturbing or violent content, but the exact nature is ambiguous and lacks clear violation markers for existing labels."
يسقط ال سعود يسقط يسقط ال سعود .. غيرت اسمي اشوف طلعوا تعليقي .. لاتقول لازم اطبل لبن سلول ههههههههههههههههههههههه رولا غيرت اسمي علمي القحاب والمخانيث اني غيرت اسمي,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,SA_State_Security_Royalty,triple_vote_unanimous,SA_State_Security_Royalty,The text contains criticism and mockery of the Saudi royal family.,SA_State_Security_Royalty,"The text expresses criticism and mockery towards the Saudi royal family, specifically mentioning the Al Saud family and using derogatory terms.",initial_models_agree,False,,,"{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text contains criticism and mockery of the Saudi royal family.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text expresses criticism and mockery towards the Saudi royal family, specifically mentioning the Al Saud family and using derogatory terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7529,2026-06-18T10:50:17.023032+00:00,53,SA_row_00000053,SA_State_Security_Royalty,"The text explicitly calls for the downfall of the Al Saud family and references altered name to mock royal authority, triggering Saudi state-security royalty redline."
ايه ما هو طلع داعم القمة وما ش مقاطعا وداعم جبران باسيل وبيحب الرئيس,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,Text discusses political support and figures.,SA_State_Security_Royalty,"The text discusses support for جبران باسيل and the president, potentially referencing political stances that could be sensitive in the KSA context regarding the Saudi leadership.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses political support and figures.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text discusses support for جبران باسيل and the president, potentially referencing political stances that could be sensitive in the KSA context regarding the Saudi leadership.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7458,2026-06-18T10:50:17.935435+00:00,51,SA_row_00000051,Politically_Sensitive_Topics,"Contains political support for Lebanese figure Gabriel Jabbour (Jabran Basil) and the president, implying involvement in sensitive regional political alignments."
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه صدق يا اغني يا اخليهم يشغلوا صوتي :),safe,True,repeated_chars,False,,,R1,safe,triple_vote_unanimous,safe,The text appears to be a lighthearted and playful expression with no harmful or sensitive content.,safe,"The text expresses amusement and a preference for audio, lacking any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a lighthearted and playful expression with no harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses amusement and a preference for audio, lacking any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:50:20.493038+00:00,56,SA_row_00000056,safe,"The text is playful laughter and a lighthearted request to play audio, with no harmful, abusive, or sensitive content."
قطر الندى اخص كيفو خنثة تفوووووه,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language targeting a specific group.,SA_LGBTQ_Content,"The text uses a term 'خنثة' which is a derogatory term used to refer to transgender or non-binary individuals in Saudi Arabia, indicating a discussion related to LGBTQ+ identity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language targeting a specific group.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text uses a term 'خنثة' which is a derogatory term used to refer to transgender or non-binary individuals in Saudi Arabia, indicating a discussion related to LGBTQ+ identity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7442,2026-06-18T10:50:23.993004+00:00,50,SA_row_00000050,Hate_Speech,"Uses derogatory term 'خنثة' (intersex) to dehumanize and insult, targeting a protected identity group in KSA context."
كتاب جديد يجمع مقالات أدبية تتناول الحب من نفس الجنس كظاهرة إنسانية طبيعية تستحق الفهم والاحترام في ثقافتنا.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ,SA_LGBTQ_Content,triple_vote_unanimous,SA_LGBTQ_Content,The text promotes understanding and respect for same-sex love as a natural human phenomenon.,SA_LGBTQ_Content,The text discusses same-sex love as a natural human phenomenon deserving of understanding and respect within Saudi culture.,initial_models_agree,False,,,"{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text promotes understanding and respect for same-sex love as a natural human phenomenon.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses same-sex love as a natural human phenomenon deserving of understanding and respect within Saudi culture.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7473,2026-06-18T10:50:24.236651+00:00,52,SA_row_00000052,SA_LGBTQ_Content,"The text positively frames same-sex love as a natural human phenomenon deserving understanding and respect in Saudi culture, aligning with LGBTQ+ normalization and advocacy."
رواية تاريخية تعيد تخيل حياة شاعر قديم كان يحب الرجال وتظهر علاقته العاطفية بشفافية أدبية.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ,SA_LGBTQ_Content,triple_vote_unanimous,SA_LGBTQ_Content,The text describes a historical novel that reimagines the life of an ancient poet who loved men and depicts his emotional relationship with literary transparency.,SA_LGBTQ_Content,"The text describes a historical novel portraying a poet's love for men and his emotional relationship with literary transparency, which falls under the scope of LGBTQ content in KSA.",initial_models_agree,False,,,"{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text describes a historical novel that reimagines the life of an ancient poet who loved men and depicts his emotional relationship with literary transparency.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text describes a historical novel portraying a poet's love for men and his emotional relationship with literary transparency, which falls under the scope of LGBTQ content in KSA.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7493,2026-06-18T10:50:25.473151+00:00,57,SA_row_00000057,SA_LGBTQ_Content,النص يعرض علاقته العاطفية بشفافية أدبية مع رجال، مما يشير إلى تطبيع أو تمثيل إيجابي للعلاقات المثلية في سياق تاريخي أدبي.
مقال أدبي يستعرض تطور شخصيات المثليين في الرواية العربية من التهميش إلى البطولة الرئيسية.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ,SA_LGBTQ_Content,triple_vote_unanimous,SA_LGBTQ_Content,The text discusses the evolution of LGBTQ characters in Arabic novels.,SA_LGBTQ_Content,"The text discusses the evolution of LGBTQ+ characters in Arabic literature, indicating positive representation and normalization within a cultural context.",initial_models_agree,False,,,"{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses the evolution of LGBTQ characters in Arabic novels.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses the evolution of LGBTQ+ characters in Arabic literature, indicating positive representation and normalization within a cultural context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7455,2026-06-18T10:50:27.158553+00:00,58,SA_row_00000058,SA_LGBTQ_Content,"The text discusses the literary evolution of LGBTQ characters in Arabic novels from marginalization to central protagonists, affirming LGBTQ visibility in a KSA context."
لاجئة مغربية هههههههههههههههههه,safe,True,repeated_chars,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains contemptuous laughter at a Moroccan refugee.,Hate_Speech,"The text uses derogatory language towards a Moroccan refugee, potentially inciting hatred or discrimination based on nationality and refugee status.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains contemptuous laughter at a Moroccan refugee.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language towards a Moroccan refugee, potentially inciting hatred or discrimination based on nationality and refugee status.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7419,2026-06-18T10:50:27.769454+00:00,54,SA_row_00000054,Hate_Speech,"The text uses a derogatory tone toward a Moroccan refugee, targeting a national/ethnic group with mocking laughter, which constitutes collective degradation and contempt."
الجرح الوحيد اللي أحبه هو اللي أنا أسويه بنفسي. يذكرني إني لسا عايش وأحس,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,safe,The text expresses a personal and emotional sentiment without violating any safety rules.,Harassment,"The text expresses self-harm, which can be interpreted as a form of self-harm glorification or a veiled threat, potentially targeting the reader or community.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses a personal and emotional sentiment without violating any safety rules.""}","```json
{""final_label"":""Harassment"",""reason"":""The text expresses self-harm, which can be interpreted as a form of self-harm glorification or a veiled threat, potentially targeting the reader or community.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7461,2026-06-18T10:50:27.774237+00:00,59,SA_row_00000059,safe,"The text expresses personal reflection on self-inflicted pain as a reminder of being alive, with no harmful, abusive, or prohibited content under KSA safety taxonomy."
اريد فقد ان الفت انتباه النسوة اللائي غطين رؤوسهن بالسواد ...هل ذقتم كأس موت عزيز من اسرتكم ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ فقد اذاق عزيزكم الالاف بقراره فض رابعة والنهضة,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a specific group of women.,SA_Religious_Violation,"The text contains a veiled threat and references a painful loss inflicted by a loved one, potentially targeting those who observe religious customs, which violates Saudi religious redlines.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group of women.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text contains a veiled threat and references a painful loss inflicted by a loved one, potentially targeting those who observe religious customs, which violates Saudi religious redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7533,2026-06-18T10:50:37.874158+00:00,55,SA_row_00000055,SA_State_Security_Royalty,"The text references the dispersal of Rabia and al-Nahda protests with violent implications, linking state actions to personal loss, which touches on Saudi state-security sensitivity and royal authority."
شرمووووووووووطه جداً الوسخه ديه نفسى أشوفها هتموت ازاااااااى 🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,Harassment,True,repeated_chars,False,,,R2_new,Harassment,triple_vote_unanimous,Harassment,The text contains insulting language and a death wish towards a target.,Harassment,The text contains severe insults and expresses a desire for harm towards an individual.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insulting language and a death wish towards a target.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults and expresses a desire for harm towards an individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7528,2026-06-18T10:50:40.747287+00:00,64,SA_row_00000064,Harassment,"The text contains vulgar abuse and degrading language directed at a specific person, using insults like 'شرمووووووووووطه' and 'الوسخه' with hostile intent."
الا كباب و لبن كردي في وسط اربيل...الان خبرنا اختك كانت تحارب في كوباني و انت جالس ورا النت؟ههههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains collective insults and humiliation targeting a specific group.,Harassment,"The text contains insults and mockery directed at the target, referencing their supposed combat experience in a sensitive geopolitical area.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains collective insults and humiliation targeting a specific group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and mockery directed at the target, referencing their supposed combat experience in a sensitive geopolitical area.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7481,2026-06-18T10:50:41.024872+00:00,61,SA_row_00000061,Harassment,
#بايع_الكليجا مجانين (شعب ناشف مو شايف خير وعينه فارغة )👎🏻 ههههههههههههههههههههههههه😂😂 URL,Hate_Speech,True,repeated_chars,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains contempt and humiliation targeting a specific group.,Hate_Speech,"The text uses derogatory terms and insults targeting a group of people, expressing contempt and dehumanization.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains contempt and humiliation targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms and insults targeting a group of people, expressing contempt and dehumanization.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7478,2026-06-18T10:50:41.044016+00:00,60,SA_row_00000060,Hate_Speech,"The text uses derogatory language targeting a group ('شعب ناشف') with dehumanizing imagery and mockery, which constitutes collective degradation based on regional origin."
"""جرفته مياه البحر، وهو يسبح قرب قطاع غزة"" هههههههههههههههههههههه معقولة دي",Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,safe,The text describes a person swimming near the Gaza Strip and expresses amusement.,Politically_Sensitive_Topics,"The text refers to Gaza, a politically sensitive region, and the context suggests a potentially provocative or insensitive comment related to the situation there.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text describes a person swimming near the Gaza Strip and expresses amusement.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to Gaza, a politically sensitive region, and the context suggests a potentially provocative or insensitive comment related to the situation there.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:50:41.510375+00:00,62,SA_row_00000062,Politically_Sensitive_Topics,
زحمة الرياض هذي حمارة، ما فيه حل لها أبدًا، ساعة عشان أقطع كيلو,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text complains about traffic in Riyadh but does not contain any unsafe or sensitive content.,Harassment,"The text uses derogatory language ('حمارة' - donkey) to express frustration about traffic in Riyadh, which can be interpreted as an insult towards the city or its residents.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text complains about traffic in Riyadh but does not contain any unsafe or sensitive content.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory language ('حمارة' - donkey) to express frustration about traffic in Riyadh, which can be interpreted as an insult towards the city or its residents.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7457,2026-06-18T10:50:41.863967+00:00,63,SA_row_00000063,safe,The text expresses frustration about traffic in Riyadh using colloquial language but contains no unsafe content per the taxonomy.
سلمان قحطاني ياحيوان انَـَY̷̳̜̩̐̌̋O̷̳̜̩̐̌̋U̷̳̜̩̐̌̋ـَتَ لَيــِْ♡̷̴̬̩̃̊ـِْش تسب وجبت الشيعه بالنص وفعلا انَـَY̷̳̜̩̐̌̋O̷̳̜̩̐̌̋U̷̳̜̩̐̌̋ـَتَ زباله وقذاره ياراعي يابعير,Hate_Speech,True,ocr_disaster,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains insults and degradation targeting a specific sect.,Hate_Speech,"The text contains insults, derogatory terms, and attacks targeting a religious group (Shiites) and uses abusive language.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and degradation targeting a specific sect.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults, derogatory terms, and attacks targeting a religious group (Shiites) and uses abusive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7665,2026-06-18T10:50:44.058198+00:00,65,SA_row_00000065,Hate_Speech,"Uses dehumanizing insults targeting a religious group (Shia) and combines them with vulgar animalistic language, constituting collective degradation based on sect."
وداعاً لآلام المفاصل! مع مرهم 'درة الصحراء' السحري، ستعود لحياتك الطبيعية بدون ألم. مكونات طبيعية من جبال عسير. توصيل مجاني لكل مدن السعودية. اطلبوه الآن!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,safe,triple_vote_unanimous,safe,The text is an advertisement for a natural pain relief product with no harmful or sensitive content.,safe,The text is an advertisement for a topical ointment and does not contain any unsafe content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is an advertisement for a natural pain relief product with no harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text is an advertisement for a topical ointment and does not contain any unsafe content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7510,2026-06-18T10:50:44.136533+00:00,68,SA_row_00000068,safe,"The text promotes a topical ointment with natural ingredients and free delivery, containing no harmful, abusive, or policy-violating content."
الله يلعنكم ستين الف لعنه ي الجزيره وقطر و ال سلول والامارات والعربيه وعقبال بنشوف تفجير يدمركم كلكم يا كلاب يااااااااااااااا رب,Hate_Speech,True,repeated_chars,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,"The text contains curses, insults, and violent threats against specific groups and countries.",Hate_Speech,"The text contains severe insults, threats, and calls for divine punishment targeting specific nationalities and entities, using derogatory terms like 'كلاب' (dogs).",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains curses, insults, and violent threats against specific groups and countries.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults, threats, and calls for divine punishment targeting specific nationalities and entities, using derogatory terms like 'كلاب' (dogs).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7510,2026-06-18T10:50:44.853064+00:00,66,SA_row_00000066,Hate_Speech,Contains collective insults and violent threats against multiple national and regional groups using dehumanizing language and religiously charged curses.
في كل قرنه تحصل مفتي وقحبه هههههههههههههههههههههه بالله كم عددهم القحاب قصدي المفتين هههههههههههههههه وكمان القحاب كم عددهم في الجزيره بس ههههههه,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains derogatory language and insults targeting a specific group, in this case, muftis.",Hate_Speech,"The text uses derogatory and insulting terms ('مفتي وقحبه', 'القحاب') to demean and mock religious figures and people from the Arabian Peninsula, constituting hate speech.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group, in this case, muftis.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting terms ('مفتي وقحبه', 'القحاب') to demean and mock religious figures and people from the Arabian Peninsula, constituting hate speech.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7527,2026-06-18T10:50:45.955845+00:00,69,SA_row_00000069,SA_Religious_Violation,"The text mocks religious figures (muftis) using derogatory slang (قحاب) in a Saudi context, violating Islamic religious redlines."
@DimaSadek تتكلمين بال نحن ليش يا عيني إنتي مين خليكي بحالك و روحي نضبي ببيتك #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and humiliation targeting a specific person.,Harassment,"The text contains insults and humiliation directed at a specific person, using derogatory terms and questioning her identity and whereabouts.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and humiliation targeting a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation directed at a specific person, using derogatory terms and questioning her identity and whereabouts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7475,2026-06-18T10:50:46.891635+00:00,67,SA_row_00000067,Harassment,"The text uses intimate terms like 'يا عيني' combined with dismissive and hostile commands ('خليكي بحالك و روحي نضبي ببيتك') to demean and intimidate the target, constituting personal harassment."
ههههههههههههههههههه يا وقح يا اندل احذفها و رتوت له,Harassment,True,repeated_chars,False,,,R1,Harassment,triple_vote_unanimous,Harassment,The text contains insults and abusive language targeted at a specific person.,Harassment,"The text contains insults and demands the removal of content, indicating malicious abuse.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and abusive language targeted at a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and demands the removal of content, indicating malicious abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7431,2026-06-18T10:50:49.865967+00:00,73,SA_row_00000073,Harassment,
والقحبه موزه ياقحاب ومخانيث الجزيره كم جندي امريكي واسرائيلي قد ناكها؟ اكيد شمعون بيرز ناكها . بس من غيره هههههههههههههههه ونعم التربيه ياتميم,SA_Religious_Violation,True,repeated_chars,False,,,R2_new,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a protected group.,Hate_Speech,"The text contains extremely offensive and dehumanizing language targeting a woman, using derogatory terms and sexual references, and referencing political figures in a hateful manner.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a protected group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains extremely offensive and dehumanizing language targeting a woman, using derogatory terms and sexual references, and referencing political figures in a hateful manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7522,2026-06-18T10:50:50.373279+00:00,72,SA_row_00000072,Hate_Speech,"Uses dehumanizing and sexually explicit language to degrade a national/ethnic group (الجزيرة) and mocks Israeli and American military personnel with vulgar, hostile intent."
خلاص تعبت من كل شي. يمكن هذا آخر كلام لي. بطلع بث مباشر الليلة الساعة 11 توقيت السعودية. الوداع,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,safe,The text appears to be a farewell message with no harmful or sensitive content.,Dangerous_Content,"The text expresses a desire to end one's life and indicates a plan to broadcast a live stream, suggesting a potential for self-harm or violence.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a farewell message with no harmful or sensitive content.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses a desire to end one's life and indicates a plan to broadcast a live stream, suggesting a potential for self-harm or violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7470,2026-06-18T10:50:50.555694+00:00,71,SA_row_00000071,safe,
قررت أنزل وزني بأي طريقة. بطلت أكل أي شيء غير قطعة فاكهة باليوم. حتى لو تعبت، ما يهمني. #جوع_مقدس #صفر_سعرات_حرارية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,Dangerous_Content,triple_vote_unanimous,Dangerous_Content,The text promotes extreme and unhealthy weight loss methods.,Dangerous_Content,"The text promotes dangerous and unhealthy weight loss methods, potentially leading to severe health consequences.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text promotes extreme and unhealthy weight loss methods.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text promotes dangerous and unhealthy weight loss methods, potentially leading to severe health consequences.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7492,2026-06-18T10:50:52.715341+00:00,74,SA_row_00000074,Dangerous_Content,
أنا شخصياً أستخدم شفرة الحلاقة، تعطيني تحكم أفضل. بس انتبهوا لا تدخلوا بعمق عشان ما تسوون مشاكل أكبر. المهم التخفيف من الضغط,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: شفرة),R1,safe,triple_vote_unanimous,safe,The text discusses personal shaving preferences and provides cautionary advice.,safe,"The text discusses a personal grooming practice and advises caution, without violating any safety guidelines or local redlines.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text discusses personal shaving preferences and provides cautionary advice.""}","```json
{""final_label"":""safe"",""reason"":""The text discusses a personal grooming practice and advises caution, without violating any safety guidelines or local redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7482,2026-06-18T10:50:53.387544+00:00,76,SA_row_00000076,safe,"The text discusses personal shaving habits with a cautionary note about avoiding injury, containing no unsafe content."
كل الشيعة يكرهوا احلام لانها سنية .....................نفسي اقول للشيعة شي واحد .....اتمنى تلقوا ادلة منطقية قبل ماتتبعوا مذهب ...كل قوامه على انه يعادي السنة فقط بدون مبرر او منطق... لانه صاحب المذهب يهودي ...ضحك على جماعة دخلوا في الاسلام للتو ... ومن هنا بدأ يبث سمومه على الاسلام الصحيح ...لو كان فيكم شيعي واحد عاقل . .. يحاول ان ياخذ الامر بدون تشنج طائفي ....بينك وبين نفسك فقط ... اتحدى انك تلاقي شي يتفق مع العقل ... وهل هناك عقل فيمن يسب الصحابة .... كيف ضضحكوا عليكم الائمة ببساطة واقنعوكم ان عائشة ليست عفيفة ... كيف اقنعوكم بسهوله انه الصحابة لايستحقون الا السب,Hate_Speech,True,repeated_chars,False,,,R1,Hate_Speech,triple_vote_unanimous,Hate_Speech,"The text contains attacks and humiliation against Shia Muslims, implying they are misled and lack logical reasoning, and also insults the Shia imams and the companions of the Prophet Muhammad.",Hate_Speech,"The text attacks and degrades Shia Muslims based on their religious affiliation and accuses them of illogical behavior and spreading harmful ideologies, while also attacking Sunni Muslims and their history.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against Shia Muslims, implying they are misled and lack logical reasoning, and also insults the Shia imams and the companions of the Prophet Muhammad.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades Shia Muslims based on their religious affiliation and accuses them of illogical behavior and spreading harmful ideologies, while also attacking Sunni Muslims and their history.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7836,2026-06-18T10:50:53.608197+00:00,75,SA_row_00000075,Hate_Speech,"The text dehumanizes and insults Shia Muslims by accusing them of irrationality, insulting the Prophet's companions, and falsely equating Shia Islam with Judaism, targeting a protected religious group with degradation and stereotypes."
