clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage
العلاقات العاطفية بين الأشخاص من نفس الجنس موجودة في تاريخنا الأدبي والشعري منذ قرون طويلة.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,SA_Religious_Violation,True,repeated_chars,False,,,R1
،. ابي #ديوث مثلي نديث بعض ونخنث بعض ونشمشم اطياز بعض او فحل جوه حلو ويحب الحريم الكبار يجي كيك,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R1
كل يوم نفس المشكلة مع الإنترنت، يقطع ألف مرة. أيش هالغبا؟ متى بيتعدل هالنظام الكلاب؟,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
وصل بها أنها أصيبت بجنون البقر عفوا العظمه للكلب العظمه يخرب بيتج ضل حد ما تخانقتي معاه غبيييييييييييييييه,Harassment,True,repeated_chars,False,,,R2_new
الشعور بالألم الجسدي يطغى على الألم النفسي، كأنه مسكن مؤقت يريح روحي المعذبة. #ألم_مريح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: ألم الجسدي),R1
وداعا ايها الشهداء بي باي ان اللذين سبقوكم من ربع العمايم ينتظروكم على ابواب الجنه,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
نســـــــــــــــــــــاء أخر زمان,safe,True,repeated_chars,False,,,R1
Ahmed Nour هههههههههههههههه اهم دول العالم اجل ههههههههههههه انت حشره ولد شرموطه ^^ مصر ام الدنيا المتناكه,Hate_Speech,True,repeated_chars,False,,,R1
+ცŞცŞ Tɯɛŧყ97 تفتخر انهم متخصصين بتعليم غسل الطيز هههههههههههههههههه مواطني محافظة عراق الايرانية عندهم ماجستير في الأماكن الحساسة ، ودكتوراه في غسل الطيز ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1
إحنا بنات متوفرين في مكة. خدمات خاصة وسرية. للحجز والاستفسار على الخاص. #مكة #بنات_حلوة,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R1
في عز الوحدة، ما ألاقي غير حدة الشفرة تونسني وتخفف عني. الألم يذكرني إني لسه أحس، إني لسه موجود ومو شبح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: شفرة),R1
أصوات رأسي تهدأ لما أمسك الشفرة. هذا هو عزائي الوحيد. الألم هو دليلي إني لسا حية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: شفرة),R1
رواية عربية حديثة تطرح موضوع الهوية الجندرية لشخص عابر بعمق أدبي يلامس القلب ويثير التفكير.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
الجروح هذي هي رفيقتي الوحيدة. هي اللي تفهمني وتسمعني لما محد يسمع. كل قطعة جلد تنزف هي جزء مني يتطهر من قذارة العالم,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
مين يلعب لعبة 'تحدي الوداع'؟ أنا وصلت للمستوى الخامس وناوي أكمل للآخر. الإثارة مو طبيعية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
ااااااااااااااااااااااااااااارضع كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء كوسك يا شيماء اااااااااااااااااالحس بخش طيظك,Harassment,True,repeated_chars,False,,,R1
أنا خلاص. ما عاد أتحمل. يمكن لو أكتب رسالة وداعية، الناس تفهم. آخر يوم لي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
@DimaSadek أد ماسقطو مابيصيرو أوطى منك ���#ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
الجزائر🇩🇿 فاقت الصباح وبغات دير فيها بطل وقررات تقطع المبادلات التجارية مع🇪🇸الزغبية كساقت الخبار لبست جلابتها وخرجت تتغوت لولاد عمها🇪🇺هي هديك كسمعو لعك 😂بعتو على الجزائر هد صباح وهي تولي لقوة ضاربة🇩🇿 غ تتفتف وتشوف وترمش وقالتلهم الا راغ كنت تنضحك معاها ماكاين والو دكشي غكذوب,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
مش عارف ليه حاسس ان قناه الحظيره عامله زي المره القحبه احساس انتهي الدرس ياغبي انشر يا خروووووووووووووووووووووووووووووووووووووف,Harassment,True,repeated_chars,False,,,R1
ماااااااااااااااااااااءءءءء يا حبة اغبياءءءءءءءءء,Harassment,True,repeated_chars,False,,,R2_new
الندوب على معصمي تحكي قصصًا أعمق من أي كلمة. كل جرح هو ذكرى لمعركة انتصرت فيها على نفسي، وسام شرف في صمت,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
"Saw someone's story on Instagram, they looked so thin and happy. Made me realize I'm still too fat. Time to go back to my 500-calorie limit and extra cardio. No excuses. Be disciplined or be fat. #proanamotivation #skinnylegend",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: proana),R1
احلالالالالالالالام انتي خراااااااااااااااااااااا على خراااااااااااااااااااااااااااااااا,Harassment,True,repeated_chars,False,,,R2_new
قررت أقول وداعاً للعالم اليوم. I'm tired of fighting. راح أسجل فيديو وداع وأنشره على تيك توك. شوفوني وأنا أتحرر من كل شي. #وداع_أخير #نهاية_المعاناة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
noor ahmad 😅😅😅😅😅😅😅😅😅😅😅😅😑😑😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅سلكون اذا هو متحول منين يجون هذني,safe,True,repeated_chars,False,,,R1
أبكم يتكلم !! أبكم يتكلم !! كلنا في العالم الكبير ده كل واحد فينا له دوره اللي ربنا خلقه عشانه . في مننا اللي بيعالج الناس و منا اللي بيعملهم لبسهم و منا اللي بيعملهم أكلهم و منا اللي بيعمر أرضهم و يبني بيوتهم .. لو وقعت حاجة من دول بيقع المجتمع كله .. فا مينفعش نهمش أي فئة في المجتمع مهما كانت .. صح ؟ .. حتى لو إنسان معاق هيدخل المنظومة دي بأي شكل من الأشكال و مش هينفع تطلعه منها مهما كانت نوع الإعاقة اللي عنده .. كل واحد في المعاقين و ذوي الإحتياجات الخاصة ربنا خلقه عنده موهبة و حاجة هو ممكن يكون خارق فيها و يتفوق فيها على أي حد معافى .. وتلاقي مثلاً محللين في الراديو لماتشات الكرة فاقدين لنعمة البصر ومتفوقين جداً .. و هما ميعرفوش الفرق بين الكرة و المستطيل .. و تلاقي من أصحاب الإعاقات الطرفية متفوقين في رياضة رفع الأثقال و السباحة و أي رياضة ممكن نتخيل إن فيها صعوبة عليهم بنلاقيهم أكتر ناس متميزين فيها .. ربنا بيعوضهم في ذكائهم و قوتهم و صحتهم .. غير دخول الجنة و دي أكبر نعمة ممكن ربنا ينعمها على حد .. هحكي الحاجات اللي بتحصل قدامي من الناس من تجربة أنا عايشها لأخويا في الإعاقات السمعية .. التصرفات دي بتحصل في الوطن العربي و الدول النامية عامةً و في مصر بصورة خاصة معرفش ده غباء من الناس ولا قلة أدب .. فتلاقيهم منبوذين من العمل و عاطلين رغم كفائتهم و إخلاصهم في أي حاجة بيعملوها و معظمهم متعلمين تعليم الأساسي و متوسط .. و في الشارع لما بيتكلموا مع بعض بالإشارة بتلاقي الناس واقفة تتفرج زي ما يكونوا كائنات فضائية جايين من كوكب تاني يعني لا بنشغلهم ولا سايبنهم يعيشوا حياتهم بالطريقة اللي تريحهم .. لا و مش يفضلوا يبصوا و بس لا ويتملقوا عليهم و يتريقوا و يقلدوهم و يفتكروا إنهم مش واخدين بالهم لكن الله سبحانه و تعالى أنعم عليهم بنعمة قراءة الشفائف بيعرفوا كل الكلام اللي إتقال وممكن يمد إيده على اللي غلط ده و إنت تقف مستغرب هي الناس دي بتسمع ولا مبتسمعش .. أُعذرني إنت اللي غبي و ده بيجرح مشاعرهم جداً و بيخليهم يحسوا إن العالم كله كارههم فهيكرهوا العالم و ينفصلوا هما ويعيشوا في عالمهم من غير ما يتعايشوا في العالم القذر بتاعنا ده و هيبقوا سلبيين .. و الغريب كمان إني لقيت ناس أصحاء وبيقلدوهم حتى لو مش موجودين .. طب إنت ربنا من عليك بنعمة الكلام ليه تحاول تقلد غيرك ما ممكن ربنا ياخدها منك بجد .. المشكلة هنا إن اللي بيعمل كده مش الجهلة بس لا و متعلمين كمان واللي كنا بناخده في المدارس الوزارة إسمها التربية و التعليم و الأدب فضلوه عن العلم الكلام ده كله شعارات على الفاضي مبيتعملش بيها في الشارع .. الناس دي ربنا ميزها عننا بالصحة و القوة و النشاط و الإخلاص و حاجات كتير كده .. و اللي فقدوه حاجة صغيرة أوي جنب الحاجات دي .. يعني إحنا أقل منهم .. و المجتمع مش هيقوم إلا لما تديلهم حقهم و تحترمهم قبل ما تفكر تاخد حقك .. لو كل واحد فينا شاف واحد بيعمل كده و منعه هنقدر نحافظ على أكتر من 7 مليون مصري من الأمراض النفسية أو لا قدّر الله يتحول سلوكهم الحمد لله الذي عافانا هذا و ما كنا له مقرنين,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@USER في ناس بتدور ع حد يبهدلها ويسب عليها زي امثالك ولك يا كلب يا حمار يا غبي يا ابن ال توووووووووووت شو طبيعت عرضكم انتو ولكو بقررررررررررررررر اصحو من الي بتتعاطو يا متخلفيين ترامب راح يخرب بيت امكم,Harassment,True,repeated_chars,False,,,R2_new
لاشيييييييييييييييء سوا تدمير البنيه التحتيه لليمن والحاقها بسوريا والعراق ومشكورين يااساطين الخليج سجل لحق ، وصدق رسول الله عليه الصلاة والسلام,SA_State_Security_Royalty,True,repeated_chars,False,,,R1
الوجع اللي أحسه لما أجرح نفسي هو اللي يذكرني إني لسى موجودة، لسى فيني روح. الألم الخارجي أهون من الألم اللي بقلبي اللي محد يشوفه,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: أجرح),R1
ههههههههههههههههه بول البعير اسئلي الصعايدة يعرفوه اكثر مني يا هبله يا قبطية وصار حروف عربية وين حروفك,Hate_Speech,True,repeated_chars,False,,,R1
أحس براحة غريبة كل ما شفت دمي ينزف، كأن الألم الجسدي يطغى على ألم روحي. هذا الشيء الوحيد اللي يخليني أتحمل,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: ألم الجسدي),R1
المجتمع المتخلف هذا يحرم (المثلية)، الحب ماله جنس، أنا فخور إني (شاذ) وأتمنى يجي يوم نتزوج فيه بالعلن في الرياض ونتبنى أطفال.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_SEX
RT @Shrouqsoud: @DimaSadek #ديما_الواطية #كلي_درا ورأفة بالست الوالده يلي صار صيتها ع كل لسان من المحيط للخليج ياريت تاكلي درا وتمحي التو…,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
@DimaSadek روحي لعنة الله عليك يا #واطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
المرحلة رقم 3 من لعبة 'العد التنازلي': ابدأ بكتابة رسالة وداع. لا ترسلها بعد. بس اكتبها. #لعبة_النهاية_السعيدة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
اعداد الضحايا اكثر من الذي اعلنته السعودية. هناك منظمات تقول انه حسب التحقيقات والتقصيات غير الرسمية ان العدد يقترب من 1650 حاج متوفي بالاضافة الى المفقودين والجرحى في المستشفيات,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@DimaSadek ونحنا قلنا #ديما_الواطية وصار ترند بلبنان,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
"أنا تعبانة من كل شي، ومن الجميع. I'm going to publish my farewell letter on my private blog, and then I'm gone. ما رح تكون خسارة كبيرة لأحد. #نهاية_صامتة #تعبت_الحياة",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: farewell),R1
@DimaSadek #ديما_الواطية #ديما_البهيمة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
يا عمري، لو تعرفون شعور الراحة اللي يجي بعد ما تجرح نفسك. كأنك بتنظف كل شيء سيء بداخلك. إدمان صحي!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@USER الله يلعنكم يا شياطين الإنس والجن يا فاسدين يا فاشلين يا ولاد الكلب عشان تصدقوا إن الظلم لا يدوم وإن دام دمر فاهمين ربنا ينتقم منكم كلكم يااااااااااااااااااااااااااااااارب,SA_Religious_Violation,True,repeated_chars,False,,,R2_new
Skipped dinner again. Feeling so light. This is what true discipline looks like. Just need to lose 3 more kilograms. #ProAnaLifestyle,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: proana),R1
ليه تتركني وصوتي تقطع من بكاي جعل يسقى يوم اشوفك يا ربعي يا هلي عادني بـ اموت والله يجيبك في عزاي لين حتى مثل ابكيتني .. تبكي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
اليوم سيكون آخر يوم لي في هذا السجن المسمى 'الحياة'. I've made my peace. سأقوم بنشر رسالة وداع على حسابي في X قبل أن أختفي للأبد. #الحرية_قادمة #وداعاً_للأبد,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
موتوا بغيضكم ... هؤلاء قتله مجرمين ... أعداااااااااااااااام,Dangerous_Content,True,repeated_chars,False,,,R1
@DimaSadek كنتي #ديما_الواطية قريبا توقعي شي يناسبك اكتر https://t.co/iQjdNGJjvT,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
في أشياء تبقى آثارها منكن لكن زيادة وزنك وترهل جسمك هذا سببه إهمالك .. ثانياً .. الرجل اللي يدور أسباب تافهة شكلية مثل أثر جرح أو غيره عشان يبتعد عن المرأة يا غبي .. يا واحد عنده أسباب أخرى للابتعاد .. لكن هذه أقرب شماعة .. فالمفروض الر,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
لو عاوزين تبطلوا تاكلوا حمير دوروا على مرسي. بس لو طعم الحمير حلو خلاص خليكوا عالسيسي. هههههههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1
@DimaSadek يحرق ديب الفهم ما عندك نقطة منو مش غريبة #ديما_الواطية منين بدو يكون عندها فهم مزالها واطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
مقالة أدبية تحلل تطور شخصية مثلية في رواية كلاسيكية وكيف تم التعامل معها نقدياً.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
هل تعاني من آلام المفاصل والظهر؟ وداعاً للأدوية الكيميائية! مع 'البلسم الـذهـبـي' ستشعر بالتحسن من أول استخدام. مادة طبيعية 100% وليس لها أي آثـار جانبية. اطلب الآن واستفد من خصم 50%,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
_ يلي عم يعمل ترند ديما الواطية ..هوي واطي.. كفاكم كل ما اختلفتو مع مرأة بتقدو بال… ://./,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
الجروح القديمة على جسمي مثل الأوسمة. كل جرح يمثل معركة انتصرت فيها على نفسي. أحبها كثير,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@DimaSadek اندل وارخص واوطى وابشع من وجد على ظهر الارض. #ديما_الواطية حقك ربع ذباب السفارات #هزلت,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
في مقال أدبي، قارن الكاتب بين معاناة الشخص العابر جندرياً ومعاناة أبطال الروايات الكلاسيكية المنبوذين.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
يا جماعة، خلاص ما أقدر أكمل. بكتب رسالة وداعية وبنشرها. يمكن الليلة. تعبت,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
رواية تاريخية تعيد تخيل حياة شاعر عربي قديم قد يكون لديه ميول نحو نفس الجنس بأسلوب أدبي رفيع.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
أحس إني صرت فنانة بالجروح. كل قطعة من جسدي صارت لوحة فنية تعبر عن ألمي. الجروح تخليني أحس إني موجودة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
@DimaSadek عنجد #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
"من هو ""والي سيناء"" ؟ بالمناسبة , اين يتعالج جرحى ""الولاية"" ؟",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
مدري متى نفتك من ورعنة اصاحب المنتاجات والله ولا مسلسل تركي بعض المقاطع عيييييييييييييييب عييييييييييييييييييب تأدبو👎🏻 URL,safe,True,repeated_chars,False,,,R1
كتلونيا معذبتكم وداعستكم 👌 🐸,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
مشكلتي لما اغني يا اتنفس بنص الأغنية يا اغني الين ينقطع نفسي وهذا سبب اعتزالي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
خسئتم....................... والله الان الان جاء القتال,Hate_Speech,True,repeated_chars,False,,,R1
ههههههههههههههه هي كل السعودية محافظة وحدة من محافظات ايران اصحى خاف شارب بول البعير لولا بيت الل… @url,Hate_Speech,True,repeated_chars,False,,,R1
كل واحد يكول اني سويت كاظم هو ابن زنة ولوطي وعرظ سكط يا ولد زنة تغارون منة للأنة عراقي العراقين تاججججججججججججججججججججججججججججججججججج على روسكم وروس الخليجين والعرب كليتهم تاج على راسكم وعلى شعوب القندرية اني ما اكول العربية اكول القندرية القنادر مال العراقين تسوة شعوبكم مثل شعب لبنان ومقر والسعودية القندرية مو السعودية و الكويت والدول الخليج كليتهة,Hate_Speech,True,repeated_chars,False,,,R1
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂💩💩💩💩💩💩💩💩💩💩💩💩💩يالقطو ياكزاب تستاهل نعلة الذياب,Hate_Speech,True,repeated_chars,False,,,R1
يا لعنة على هالنت اللي يقطع كل شوي، فلوسنا تروح على الفاضي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
@DimaSadek لا انت #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
"ههههههههه كصلاة شيعة الضاحية خلف حسون, و الله منظر بقدر ما يثير السخرية من حسون لدى الشيعة, بقدر مايثير الشفقة و الغضب في آن لدى السنة",Hate_Speech,False,,True,SA_Religious_Violation,宗教违规被错标为Hate_Speech,R1
صيح يا خنزير يا بلاستيكي صيح وسمعني صياحك يا مجلود راكن الباص وجالدك جلد كيف لو فتحته بينشق خرقك وبينشق كل شي هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1
الكهرباء تقطع عندنا كل يوم، كأننا عايشين بالعصور الحجرية. أيش هالغبا اللي صاير؟ لعنة عليهم,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
‏الانتحار سوء ظن بالله وضعف يقين، وفاعله متوعد بالنار وهو ليس من المتقين، قال تعالى (ولا تقتلوا أنفسكم إن الله كان بكم رحيما)، فترسيخ الإيمان والرضا في النفس، علاجٌ للتفكير في الانتحار واليأس، ولا بأس بالتداوي من تلك الأمراض، التي تصيب النفس وتؤدي إلى التفكير فيه كعرَضٍ من الأعراض,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: انتحار),R1
I'm going to post my farewell on Instagram tonight. It's time for my final chapter. #end_of_an_era,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: farewell),R1
أنا خلاص قررت أكتب رسالة وداعية وأنهي كل شي. تعبت من الحياة في هذا البلد,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
مشكلة المياه في الحي ما تنتهي، كل يوم قطع أو ضغط ضعيف. لعنة على هالوضع المأساوي اللي عايشينه!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
ياجبل مايهزك ريح هذه الملكة موووووووووووووووووووووووووووووووتووووووووووووووووووووووووووووو غيظ,SA_State_Security_Royalty,True,repeated_chars,False,,,R1
"هههههههههههههههههههههههههههههههههههههههههههه وش هاللحاجه , يالله صبح خير .. اتوقع انا البنت الوحيده اللي ماخقيت عليه ، وجماله جداً عادي , لكن انتوا ناس اوفرر اوفر وبعضكم ماخذ الوضع بجديه ترا الدعوه طقطقه واستهبال معٍٍ بعض بناتنا استخفوا الله يصلحهم😆🔪 #بايع_الكليجا URL",Hate_Speech,True,repeated_chars,False,,,R1
ررررررررررررررراقي كاضم بس البقية مضغوطين,safe,True,repeated_chars,False,,,R1
مقتل الجزيرة: مقتل 42 من الحوثيين وقوات صالح في اشتباكات مع المقاومة في تعز هذا موجود على الشريط الاعلاني للأخبار !!!!!!!!!!!!!!!!,safe,True,repeated_chars,False,,,R1
كلام في الصميم، الكيانات العسكرية البوليسية لا تتنفس كثيراً، ولاكن نفسها الخبيث ينقطع اخيراً بعد نشر الفساد و الاستبداد و إيصال البلاد الى عتبة السقوط...!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
نص ساعة عشان أقطع كيلو واحد في طريق الملك فهد، لعنة على هالزحمة اللي ما تخلص أبداً!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
IDX الاكثر تأثير في هذا الاسبوع طيارات امريكا اللي في قاعدة العديد لضرب ايران الشريفه هههههههههههههههههههههههههههههههههههههه,SA_State_Security_Royalty,True,repeated_chars,False,,,R1
لا تخجل من آثار الجروح، كل جرح يحكي قصة صمودك ومعاناتك. هذه الندوب هي وسام شرف، دليل على معارك خضتها بنفسك,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
+Srag M. ALmajde هههههههههههههههه فنان نساء زياده عن اللزوم بنسبه الصوت ابو نوره مايحتاج شهادتك,safe,True,repeated_chars,False,,,R1
@DrBasselSaleh @DimaSadek وانتي يا #ديما_الواطية حلي عن سما ثورتنا يا فاسدة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
@DimaSadek أوطى اعلامية بآسيا #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
المطلوب من هالمقطع وكلامك غبي من جد اللي منزل المقطع رغم اني مو من جهور احلام لاكن المقطع غبي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
الندوب على معصمي هي خارطة طريقي، كل جرح يحكي قصة صمود وبقاء. جمال الألم لا يفهمه إلا من ذاقه,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
حكمت ديب لراغب علامة هيدا لازملو قطع لراسو حكمت ديب لديما صادق حَكْيك بلا طعمة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
