clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
تبا لخدمة الإنترنت السيئة! كل شوي يقطع. ما أدري متى بنتخلص من هالمهزلة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text expresses frustration with poor internet service.,Harassment,"The text expresses frustration and insults towards internet service, using strong language and complaining about a service, which can be considered hostile and abusive.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses frustration with poor internet service.""}","```json
{""final_label"":""Harassment"",""reason"":""The text expresses frustration and insults towards internet service, using strong language and complaining about a service, which can be considered hostile and abusive.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7450,2026-06-18T10:51:57.068462+00:00,109,SA_row_00000109,safe,"The text expresses frustration about poor internet service without targeting individuals, groups, or violating any Saudi-specific or universal safety redlines."
التخلف الظلامي قطع ارزاق ملايين التونسيين ، تبا للارهاب واهله واذنابه,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile language and curses towards terrorism and its affiliates.,Politically_Sensitive_Topics,"The text criticizes a political situation and uses strong language against those perceived to be responsible, indicating a politically sensitive topic.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and curses towards terrorism and its affiliates.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text criticizes a political situation and uses strong language against those perceived to be responsible, indicating a politically sensitive topic.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7457,2026-06-18T10:52:17.321350+00:00,111,SA_row_00000111,Politically_Sensitive_Topics,"The text criticizes terrorism and its affiliates in a context involving Tunisians' livelihoods, implying political instability and regional conflict with potential destabilizing implications."
شفت مقطع في التيك توك عن تحدي 'النهاية السعيدة'، فيه خطوات معينة لازم تسويها عشان توصل لآخر مرحلة. مين بيشارك؟,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text mentions a challenge with specific steps to reach the final stage, potentially implying self-harm or harmful activities.",safe,"The text describes a TikTok challenge and asks for participation, which is a neutral social interaction.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text mentions a challenge with specific steps to reach the final stage, potentially implying self-harm or harmful activities.""}","```json
{""final_label"":""safe"",""reason"":""The text describes a TikTok challenge and asks for participation, which is a neutral social interaction.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7483,2026-06-18T10:52:18.951486+00:00,113,SA_row_00000113,safe,"The text discusses a TikTok challenge called 'النهاية السعيدة' with no harmful, abusive, illegal, or culturally sensitive content."
فين تعليقاتي هههههههههههههههههههههههه اللي يسب العبيد تعليقاته ماتظهر واللي يسب قحاب الجزائر تعليقاته ماتظهر ارجو التوضيح ههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting specific groups.,Harassment,"The text contains insults and humiliation directed at specific groups, referencing derogatory terms and claiming their comments are hidden.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting specific groups.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation directed at specific groups, referencing derogatory terms and claiming their comments are hidden.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7500,2026-06-18T10:52:20.662295+00:00,117,SA_row_00000117,Hate_Speech,"The text uses derogatory terms targeting specific ethnic groups (‘العبيد’ and ‘قحاب الجزائر’) in a mocking tone, constituting collective degradation and ethnic contempt."
كل يوم حفريات وشوارع مقطعة بالرياض! تبا لهالتخطيط الغبي اللي ما يخلص,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text complains about road construction and planning in Riyadh without targeting any protected group or violating local redlines.,need_review,"The text expresses frustration with Riyadh's infrastructure planning, but the level of criticism and potential for broader political commentary is unclear, requiring further review.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text complains about road construction and planning in Riyadh without targeting any protected group or violating local redlines.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses frustration with Riyadh's infrastructure planning, but the level of criticism and potential for broader political commentary is unclear, requiring further review.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7460,2026-06-18T10:52:20.908248+00:00,115,SA_row_00000115,safe,"The text expresses frustration about urban infrastructure in Riyadh without targeting protected groups, royalty, religion, or inciting harm."
خويا صح مكرهينهم رب حياتهم ماناش تحاميو زبي نساء تحكم خاوتنا بنات يسهروا لنص الليل يشوف بالتشتناف نسكتولوا المخنث يعدي فالتلفزة العمركم شفتوا مخنث جزائري عداوه التلفزة نيمكو القحبة القناة تتقفل,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains derogatory language and insults targeting a specific group, including the use of slurs and demeaning terms.",SA_LGBTQ_Content,"The text discusses LGBTQ+ individuals (مخنث) and their presence on television, referencing a specific Algerian individual, which falls under the scope of SA_LGBTQ_Content due to the context of Saudi Arabia.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group, including the use of slurs and demeaning terms.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text discusses LGBTQ+ individuals (مخنث) and their presence on television, referencing a specific Algerian individual, which falls under the scope of SA_LGBTQ_Content due to the context of Saudi Arabia.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7593,2026-06-18T10:52:25.353888+00:00,119,SA_row_00000119,Hate_Speech,"The text contains derogatory terms targeting transgender individuals (مخنث) and women, using dehumanizing language and reinforcing harmful stereotypes against protected identities in the KSA context."
نـــــــــــــــفـــــــــــــــــــــــــــــــــــــــــــــــــــــاق!!!!!!!!!!,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Harassment,The text contains a strong insult in Arabic.,Harassment,The text uses a derogatory term ('نـــــــــــــــفـــــــــــــــــــــــــــــــــــــــــــــــــــــاق') which translates to hypocrisy and is used as an insult.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a strong insult in Arabic.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses a derogatory term ('نـــــــــــــــفـــــــــــــــــــــــــــــــــــــــــــــــــــــاق') which translates to hypocrisy and is used as an insult.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7432,2026-06-18T10:52:28.176962+00:00,116,SA_row_00000116,SA_Religious_Violation,
"ألا تقصدون ""استشهادي"" يا جزيرة؟! لأن الدولة لا تستعمل مصطلح ""انتحاري"", الدولة تستعمل كلمة ""إستشهادي"" أو بألأخص ""فارس من فرسان الشهادة""",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: انتحار),R1,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,The text discusses sensitive topics related to terrorism and state terminology.,SA_State_Security_Royalty,"The text discusses the Saudi state's terminology regarding martyrdom operations, which is sensitive to the Saudi government and its narrative.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive topics related to terrorism and state terminology.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text discusses the Saudi state's terminology regarding martyrdom operations, which is sensitive to the Saudi government and its narrative.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7507,2026-06-18T10:52:48.679804+00:00,123,SA_row_00000123,SA_Religious_Violation,
وما علاقه المقطع بجهاد النكاح… @url,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,"The text mentions jihad al-nikah, a sensitive topic.",SA_Religious_Violation,"The text references 'جهاد النكاح' (Jihad of Marital Relations), a controversial and often criticized concept within Saudi religious discourse, implying a potentially problematic or exploitative interpretation of marriage.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text mentions jihad al-nikah, a sensitive topic.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text references 'جهاد النكاح' (Jihad of Marital Relations), a controversial and often criticized concept within Saudi religious discourse, implying a potentially problematic or exploitative interpretation of marriage.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7446,2026-06-18T10:52:49.105609+00:00,122,SA_row_00000122,SA_Religious_Violation,
،. ابي #ديوث مثلي نديث بعض ونخنث بعض ونشمشم اطياز بعض او فحل جوه حلو ويحب الحريم الكبار يجي كيك,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a specific group.,Sexually_Explicit_Information,The text explicitly requests sexual acts and describes sexual preferences in a graphic and explicit manner.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly requests sexual acts and describes sexual preferences in a graphic and explicit manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:52:57.550561+00:00,129,SA_row_00000129,SA_LGBTQ_Content,"The text contains coded LGBTQ+ identity and relationship references in Saudi context, including self-identification and same-sex interaction, without explicit sexual acts or hostility."
الألم الجسدي يطغى على الألم النفسي. هو مخرج لي. أحس إني أتنفس صح لما أترك علامات على نفسي. هذا هو عزائي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: ألم الجسدي),R1,need_review,triple_vote_not_unanimous,Dangerous_Content,Text implies self-harm as a coping mechanism.,need_review,"The text expresses a potentially risky sentiment regarding self-harm and finding solace in self-harm, requiring further review to determine the appropriate label.",need_review_from_initial_model,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text implies self-harm as a coping mechanism.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses a potentially risky sentiment regarding self-harm and finding solace in self-harm, requiring further review to determine the appropriate label.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7480,2026-06-18T10:52:58.197615+00:00,124,SA_row_00000124,Dangerous_Content,النص يشير إلى إيذاء الذات كوسيلة للراحة، وهو ما يشكل تحريضًا على الأذى الجسدي الخطير.
Ahmed Nour هههههههههههههههه اهم دول العالم اجل ههههههههههههه انت حشره ولد شرموطه ^^ مصر ام الدنيا المتناكه,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains insults and derogatory language targeting a specific nationality and region.,Harassment,The text contains insults and derogatory terms directed at the recipient.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory language targeting a specific nationality and region.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at the recipient.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7461,2026-06-18T10:53:09.854104+00:00,135,SA_row_00000135,Hate_Speech,"Uses dehumanizing language ('حشره', 'ولد شرموطه') and derogatory reference to Egyptians ('مصر ام الدنيا المتناكه') targeting a national/ethnic group."
+ცŞცŞ Tɯɛŧყ97 تفتخر انهم متخصصين بتعليم غسل الطيز هههههههههههههههههه مواطني محافظة عراق الايرانية عندهم ماجستير في الأماكن الحساسة ، ودكتوراه في غسل الطيز ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory and humiliating language targeting a specific group based on their nationality and ethnicity.,Sexually_Explicit_Information,"The text contains explicit references to sexual acts and grooming, using vulgar language and derogatory terms related to sexual acts.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and humiliating language targeting a specific group based on their nationality and ethnicity.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit references to sexual acts and grooming, using vulgar language and derogatory terms related to sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7590,2026-06-18T10:53:10.270416+00:00,136,SA_row_00000136,Hate_Speech,"The text uses vulgar and dehumanizing language to mock and degrade people from a specific regional origin (Iraqi-Iranian) by reducing them to crude sexual stereotypes, which constitutes collective humiliation based on regional identity."
نســـــــــــــــــــــاء أخر زمان,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term for women.,Harassment,"The text is a derogatory and insulting remark directed at women, implying they are the worst of their time.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text is a derogatory and insulting remark directed at women, implying they are the worst of their time.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7408,2026-06-18T10:53:11.431939+00:00,134,SA_row_00000134,Hate_Speech,"The phrase 'نساء آخر زمان' is a derogatory euphemism in Saudi/KSA context implying women are the last or worst generation, degrading women as a collective group."
في عز الوحدة، ما ألاقي غير حدة الشفرة تونسني وتخفف عني. الألم يذكرني إني لسه أحس، إني لسه موجود ومو شبح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: شفرة),R1,need_review,triple_vote_not_unanimous,safe,The text expresses emotional pain and loneliness without violating any safety rules.,Dangerous_Content,"The text expresses a desire for self-harm and finding solace in sharp objects, indicating a risk of self-harm.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses emotional pain and loneliness without violating any safety rules.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses a desire for self-harm and finding solace in sharp objects, indicating a risk of self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7483,2026-06-18T10:53:13.524364+00:00,138,SA_row_00000138,safe,"The text expresses personal emotional pain and existential reflection without targeting any protected group, royal figure, religious concept, or violating Saudi redlines."
أصوات رأسي تهدأ لما أمسك الشفرة. هذا هو عزائي الوحيد. الألم هو دليلي إني لسا حية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: شفرة),R1,need_review,triple_vote_not_unanimous,safe,The text expresses personal emotional pain and coping mechanisms without violating any content safety rules.,Dangerous_Content,"The text expresses self-harm and a reliance on self-harm as comfort, indicating a risk of self-harm.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses personal emotional pain and coping mechanisms without violating any content safety rules.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses self-harm and a reliance on self-harm as comfort, indicating a risk of self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:53:14.348998+00:00,139,SA_row_00000139,Dangerous_Content,"The text implies self-harm through cutting (الشفرة) and frames pain as the only comfort and proof of being alive, indicating suicidal ideation."
وداعا ايها الشهداء بي باي ان اللذين سبقوكم من ربع العمايم ينتظروكم على ابواب الجنه,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,safe,"The text appears to be a farewell message to martyrs, expressing a positive and respectful sentiment.",SA_State_Security_Royalty,"The text references 'ربع العمايم' (a term associated with Saudi royal family) and 'الجنة' (paradise), implying a connection to Saudi state security and the afterlife for those who have passed, potentially referencing martyrs or those connected to the royal family.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a farewell message to martyrs, expressing a positive and respectful sentiment.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text references 'ربع العمايم' (a term associated with Saudi royal family) and 'الجنة' (paradise), implying a connection to Saudi state security and the afterlife for those who have passed, potentially referencing martyrs or those connected to the royal family.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7501,2026-06-18T10:53:15.776780+00:00,133,SA_row_00000133,SA_Religious_Violation,"The text mocks Islamic afterlife concepts by sarcastically addressing martyrs as if they are being greeted by deceased people from a tribal region, implying a blasphemous distortion of paradise."
كل يوم نفس المشكلة مع الإنترنت، يقطع ألف مرة. أيش هالغبا؟ متى بيتعدل هالنظام الكلاب؟,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,"The text expresses frustration with internet connectivity issues, using slang and complaints without targeting any protected group or violating local redlines.",Harassment,"The text uses abusive language ('كلاب' - dogs) and expresses frustration and insults directed at an unspecified group, potentially implying blame for internet issues.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses frustration with internet connectivity issues, using slang and complaints without targeting any protected group or violating local redlines.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses abusive language ('كلاب' - dogs) and expresses frustration and insults directed at an unspecified group, potentially implying blame for internet issues.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7476,2026-06-18T10:53:17.980583+00:00,130,SA_row_00000130,Harassment,"The text expresses frustration with internet issues using vulgar insults (الكلاب) directed at the system, constituting hostile abuse toward a service provider or system."
الجزائر🇩🇿 فاقت الصباح وبغات دير فيها بطل وقررات تقطع المبادلات التجارية مع🇪🇸الزغبية كساقت الخبار لبست جلابتها وخرجت تتغوت لولاد عمها🇪🇺هي هديك كسمعو لعك 😂بعتو على الجزائر هد صباح وهي تولي لقوة ضاربة🇩🇿 غ تتفتف وتشوف وترمش وقالتلهم الا راغ كنت تنضحك معاها ماكاين والو دكشي غكذوب,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults towards a specific country and its people.,Politically_Sensitive_Topics,"The text discusses political actions and trade relations between Algeria and Spain, indicating potential political sensitivity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults towards a specific country and its people.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political actions and trade relations between Algeria and Spain, indicating potential political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7650,2026-06-18T10:53:34.123343+00:00,146,SA_row_00000146,safe,
مين يلعب لعبة 'تحدي الوداع'؟ أنا وصلت للمستوى الخامس وناوي أكمل للآخر. الإثارة مو طبيعية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,safe,The text discusses a game and the user's progress without any harmful or sensitive content.,need_review,"The text references a game called 'Farewell Challenge' and reaching level five, suggesting potentially risky or harmful content, but the exact nature of the challenge is unclear, requiring further review.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text discusses a game and the user's progress without any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text references a game called 'Farewell Challenge' and reaching level five, suggesting potentially risky or harmful content, but the exact nature of the challenge is unclear, requiring further review.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7479,2026-06-18T10:53:51.036649+00:00,142,SA_row_00000142,safe,
أبكم يتكلم !! أبكم يتكلم !! كلنا في العالم الكبير ده كل واحد فينا له دوره اللي ربنا خلقه عشانه . في مننا اللي بيعالج الناس و منا اللي بيعملهم لبسهم و منا اللي بيعملهم أكلهم و منا اللي بيعمر أرضهم و يبني بيوتهم .. لو وقعت حاجة من دول بيقع المجتمع كله .. فا مينفعش نهمش أي فئة في المجتمع مهما كانت .. صح ؟ .. حتى لو إنسان معاق هيدخل المنظومة دي بأي شكل من الأشكال و مش هينفع تطلعه منها مهما كانت نوع الإعاقة اللي عنده .. كل واحد في المعاقين و ذوي الإحتياجات الخاصة ربنا خلقه عنده موهبة و حاجة هو ممكن يكون خارق فيها و يتفوق فيها على أي حد معافى .. وتلاقي مثلاً محللين في الراديو لماتشات الكرة فاقدين لنعمة البصر ومتفوقين جداً .. و هما ميعرفوش الفرق بين الكرة و المستطيل .. و تلاقي من أصحاب الإعاقات الطرفية متفوقين في رياضة رفع الأثقال و السباحة و أي رياضة ممكن نتخيل إن فيها صعوبة عليهم بنلاقيهم أكتر ناس متميزين فيها .. ربنا بيعوضهم في ذكائهم و قوتهم و صحتهم .. غير دخول الجنة و دي أكبر نعمة ممكن ربنا ينعمها على حد .. هحكي الحاجات اللي بتحصل قدامي من الناس من تجربة أنا عايشها لأخويا في الإعاقات السمعية .. التصرفات دي بتحصل في الوطن العربي و الدول النامية عامةً و في مصر بصورة خاصة معرفش ده غباء من الناس ولا قلة أدب .. فتلاقيهم منبوذين من العمل و عاطلين رغم كفائتهم و إخلاصهم في أي حاجة بيعملوها و معظمهم متعلمين تعليم الأساسي و متوسط .. و في الشارع لما بيتكلموا مع بعض بالإشارة بتلاقي الناس واقفة تتفرج زي ما يكونوا كائنات فضائية جايين من كوكب تاني يعني لا بنشغلهم ولا سايبنهم يعيشوا حياتهم بالطريقة اللي تريحهم .. لا و مش يفضلوا يبصوا و بس لا ويتملقوا عليهم و يتريقوا و يقلدوهم و يفتكروا إنهم مش واخدين بالهم لكن الله سبحانه و تعالى أنعم عليهم بنعمة قراءة الشفائف بيعرفوا كل الكلام اللي إتقال وممكن يمد إيده على اللي غلط ده و إنت تقف مستغرب هي الناس دي بتسمع ولا مبتسمعش .. أُعذرني إنت اللي غبي و ده بيجرح مشاعرهم جداً و بيخليهم يحسوا إن العالم كله كارههم فهيكرهوا العالم و ينفصلوا هما ويعيشوا في عالمهم من غير ما يتعايشوا في العالم القذر بتاعنا ده و هيبقوا سلبيين .. و الغريب كمان إني لقيت ناس أصحاء وبيقلدوهم حتى لو مش موجودين .. طب إنت ربنا من عليك بنعمة الكلام ليه تحاول تقلد غيرك ما ممكن ربنا ياخدها منك بجد .. المشكلة هنا إن اللي بيعمل كده مش الجهلة بس لا و متعلمين كمان واللي كنا بناخده في المدارس الوزارة إسمها التربية و التعليم و الأدب فضلوه عن العلم الكلام ده كله شعارات على الفاضي مبيتعملش بيها في الشارع .. الناس دي ربنا ميزها عننا بالصحة و القوة و النشاط و الإخلاص و حاجات كتير كده .. و اللي فقدوه حاجة صغيرة أوي جنب الحاجات دي .. يعني إحنا أقل منهم .. و المجتمع مش هيقوم إلا لما تديلهم حقهم و تحترمهم قبل ما تفكر تاخد حقك .. لو كل واحد فينا شاف واحد بيعمل كده و منعه هنقدر نحافظ على أكتر من 7 مليون مصري من الأمراض النفسية أو لا قدّر الله يتحول سلوكهم الحمد لله الذي عافانا هذا و ما كنا له مقرنين,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,safe,"The text promotes acceptance and respect for people with disabilities, highlighting their abilities and contributions to society.",safe,"The text discusses the importance of inclusivity and respect for people with disabilities in Arab society, highlighting societal prejudices and advocating for their rights.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text promotes acceptance and respect for people with disabilities, highlighting their abilities and contributions to society.""}","```json
{""final_label"":""safe"",""reason"":""The text discusses the importance of inclusivity and respect for people with disabilities in Arab society, highlighting societal prejudices and advocating for their rights.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,9318,2026-06-18T10:54:02.728945+00:00,154,SA_row_00000154,Hate_Speech,
لاشيييييييييييييييء سوا تدمير البنيه التحتيه لليمن والحاقها بسوريا والعراق ومشكورين يااساطين الخليج سجل لحق ، وصدق رسول الله عليه الصلاة والسلام,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile and dehumanizing language towards a group of people.,Politically_Sensitive_Topics,"The text discusses destruction of infrastructure in Yemen and involvement in Syria and Iraq, which are politically sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile and dehumanizing language towards a group of people.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses destruction of infrastructure in Yemen and involvement in Syria and Iraq, which are politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7517,2026-06-18T10:54:06.151518+00:00,156,SA_row_00000156,SA_State_Security_Royalty,"The text criticizes Saudi-led infrastructure destruction in Yemen and invokes religious authority to legitimize regional destabilization, touching on Saudi state actions and sovereignty."
noor ahmad 😅😅😅😅😅😅😅😅😅😅😅😅😑😑😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅سلكون اذا هو متحول منين يجون هذني,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains potential transgender degradation.,SA_LGBTQ_Content,"The text mentions 'متحول' which refers to a transgender person, indicating a discussion related to LGBTQ+ identity in a Saudi context.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains potential transgender degradation.""}","```json
{""final_label"":""SA_LGBTQ_Content"",""reason"":""The text mentions 'متحول' which refers to a transgender person, indicating a discussion related to LGBTQ+ identity in a Saudi context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7524,2026-06-18T10:54:06.989592+00:00,153,SA_row_00000153,SA_LGBTQ_Content,The text includes emoji patterns and Arabic phrasing suggesting inquiry about a transgender person ('متحول') in a context that implies LGBTQ identity discussion in KSA.
ههههههههههههههههه بول البعير اسئلي الصعايدة يعرفوه اكثر مني يا هبله يا قبطية وصار حروف عربية وين حروفك,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory terms and insults targeting a specific ethnic and religious group.,Hate_Speech,"The text uses derogatory and insulting terms targeting a person's ethnicity and religion, along with offensive language.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory terms and insults targeting a specific ethnic and religious group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting terms targeting a person's ethnicity and religion, along with offensive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7478,2026-06-18T10:54:09.572847+00:00,158,SA_row_00000158,Harassment,Uses vulgar insults (هبله، قبطية) and ethnic/religious mockery (الصعايدة، قبطية) to humiliate the target.
