id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text
BR_SEX_003_0062,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,medium,teasing,invitation,misspelling,013_dm_tease_inv_msp,qndo q vc vai parar de fingir q n ta com vontade e resolver vir msm?? tô aqui td dia pra te mostrar como a gente se diverte mtm
BR_SEX_003_0063,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,direct,question,punctuation_play,014_live_vidC_exp_qn_ptctP,vc já gozou sozinha hj???? eu tô aqui pelada te esperando pra gente fazer td junto.... vc n quer saber como eu faço pra vc gozar de novo?????
BR_SEX_003_0064,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,short,casual,reply,abbreviation,015_grp_role_semiL_reply_abbr,nossa q bundinha perfeita vc tem ai 😍 vc n tem medo de mostrar pra mim???
BR_SEX_003_0065,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,implicit_but_trainable,medium,commercial,announcement,spacing,016_promo_imp_annc_spac,conteúdo quente só pra vc 🔥 vídeo completo com scenes q vc nunca viu antes... sem spoilers mas te garanto q vai te deixar mt qd...
BR_SEX_003_0066,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,very_short,playful,fragmented_chat,emoji,017_live_hooku_exp_frgt_emj,vc é do tipo q gosta de apimentar ou prefere direto no prumo??? 😈🔥
BR_SEX_003_0067,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,medium,casual,statement,code_mix,018_dm_stat_semiC_mixC,td dia 21h eu tô free pra vc... sei q vc gosta de coisa rápida mas prometo q vai valer a pena mtm
BR_SEX_003_0068,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,explicit,short,messy,teaser,misspelling,019_cmt_meme_exp_tsr_msp,vamo imagina só a cena... vc toda molhadinha e eu te fodendo devagarzinho até vc pedir pra parar 😘💦
BR_SEX_003_0069,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,long,direct,question,emoji,020_live_reply_exp_qn_emj,vc já imaginou como seria se eu te pegasse agora e te levasse pro banheiro pra te comer igual uma louca???? vc ia gritar igual uma louca tbm né???? responde logo ai!!!
BR_SEX_003_0070,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_roleplay,implicit_but_trainable,short,playful,fragmented_chat,punctuation_play,021_grp_role_imp_frgt_ptctP,brincando de domi... vc é a sub ou a dominadora hoje??? 😈🔥
BR_SEX_003_0071,BR,pt-BR,Sexually_Explicit_Information,dm,coded_adult_invitation,semi_explicit,very_short,casual,teaser,abbreviation,022_dm_code_semiL_tsr_abbr,casa cheia hj... mas 30min e eu tô livre... quer marcar?
BR_SEX_003_0072,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,teasing,reply,code_mix,023_live_vidC_exp_reply_mixC,nossa vc tá mt safada mesmo ai hein??? 😈 vamo fazer coisa q vc nem imagina... quando q vc resolve parar de brincar sozinha e vem brincar cmg?
BR_SEX_003_0073,BR,pt-BR,Sexually_Explicit_Information,paid_content_teaser,paid_private_content,semi_explicit,short,commercial,teaser,emoji,024_paid_promo_semiL_tsr_emj,premium só pra vc 🔥 10 vídeos inéditos td msm coisa q vc gosta 😘 só R$10
BR_SEX_003_0074,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,very_short,casual,fragmented_chat,emoji,LC_ACH_121,vc sempre q aparece assim tão molhadinhha 🔥 ta precisando de alguma coisa? ou só veio pa procurar mesmo? 😈💦
BR_SEX_003_0075,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,invitation,none,LC_AVC_087,tô aqui só pra ver até onde vc vai pra te ajudar com as suas vontades.. se interessou? tô de molho p vc mmsshh 😏 pega teu tempo e me responde rapidinho qro te mostrar o q fiz pra vc hoje..
BR_SEX_003_0076,BR,pt-BR,Sexually_Explicit_Information,comment,adult_content_promo,implicit_but_trainable,short,teasing,teaser,abbreviation,COM_ACP_043,esse vídeo novo aqui 👀 é pra adultos que sabem o q querem... o link tá escondidinho ali emcima... boa sorte pra achar 😏🔥
BR_SEX_003_0077,BR,pt-BR,Sexually_Explicit_Information,dm,adult_hookup,explicit,medium,playful,question,spacing,DM_AH_021,"então , vc curte mais quando é devagarinho ou quando vc acelera tudo de uma vez ? depende só de vc pra gente combinar 😘"
BR_SEX_003_0078,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,semi_explicit,very_short,messy,reply,misspelling,LC_ARP_119,nao aguento mais nao.. to toda molhadinha so de pensar nisso 😈 ai meu Deus q deliciaaa..
BR_SEX_003_0079,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_profile_bio,implicit_but_trainable,short,commercial,announcement,code_mix,ACP_APB_054,⚠️ ONLY FOR ADULTS 🔞. no xxxtik vou te mostar um lado meu q vc nem imagina... só clicar e entrar 😏
BR_SEX_003_0080,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_hookup,explicit,medium,humorous,list_like,emoji,GC_AH_032,"quem aqui curte mais: 🔥 deitar de barriga pra cima ou de lado pra não sujar a cama? 😂😈 e ai galera, combinem comigo depois q vcs escolherem 😜"
BR_SEX_003_0081,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,long,teasing,invitation,punctuation_play,LC_AVC_088,vixi... só de ver vc ai assistindo daqui já fico imaginando tanta coisa.... manda um oi rapidão qro te mostrar como q a gente pode se divertir juntos... ;)... vc topa ou quer q eu mande mais umas dicas antes? 😏💋
BR_SEX_003_0082,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,casual,statement,abbreviation,DM_APC_013,esse tipo de coisa vc prefere fazer antes ou depois da janta? pq eu tô livre agora...
BR_SEX_003_0083,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,very_short,playful,fragmented_chat,emoji,COM_LJ_047,que tipo de vibrador vc acha q combina com a sua personalidade? 😏🔥 ou vc acha q só eu qto pra te ajudar com isso né 😜
BR_SEX_003_0084,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,direct,invitation,none,LC_AVC_089,tô com um tempinho livre e tava pensando em vc... então aproveita enquanto tá na área qro te mostrar uma coisinha boa... topa?
BR_SEX_003_0085,BR,pt-BR,Sexually_Explicit_Informação,adult_content_promo,adult_content_promo,implicit_but_trainable,short,teasing,teaser,code_mix,ACP_ACP_055,⚠️ 18+ 👀 . só pra quem curte umas coisinhas mais picantes... clica no link e boa sorte 😏🔥
BR_SEX_003_0086,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_roleplay,semi_explicit,medium,messy,reply,misspelling,GC_ARP_031,ai gente.. que deliciaaa só de pensar nisso já fico toda molhadinha.. será q algum de vcs topa brincar junto ? ou eu tenho q fazer sozinha mesmo 😈💦
BR_SEX_003_0087,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,medium,playful,fragmented_chat,abbreviation,LC_APC_122,hmmmm... vc acha q é do tipo slow ou fast ? depende muito de vc mmss.. pq eu tô afim de várias formas hoje 😘💋
BR_SEX_003_0088,BR,pt-BR,Sexually_Explicit_Information,dm,adult_hookup,semi_explicit,short,casual,question,emoji,DM_AH_022,vc é mais de curtir por aqui mesmo ou prefere ir pra um cantinho mais reservado ? ai vc me fala q combinamos direitinho 😏💦
BR_SEX_003_0089,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,fragmented_chat,punctuation_play,COM_SM_048,esse meme aqui pra qm entendeu o recado..... ou vai dizer q nao é com vc ? 😏🔥
BR_SEX_003_0090,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,long,teasing,invitation,code_mix,LC_AVC_090,vixi... só de te ver aí do outro lado já fico imaginando tanta coisa... manda um sinal logo qro te mostrar o q tenho aqui pra vc... topa ou prefere q eu te dê mais umas dicas antes ? 😈💦... tô te esperando...
BR_SEX_003_0091,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,short,playful,list_like,spacing,GC_AH_033,alguém aiiii acha q isso é pra fazer em pé ou deitada ? eu topo fazer das duas formas 😜🔥
BR_SEX_003_0092,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,direct,statement,none,DM_APC_014,"eu tô aqui livre e afim de vc... se vc tá a fim mesmo, responde logo q a gente combina tudo rapidinho... ou prefere q eu mande mais detalhes?"
BR_SEX_003_0093,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,implicit_but_trainable,very_short,messy,reply,emoji,LC_ARP_120,ai gente... to toda envergonhadinha só de pensar nisso... mas será q algum de vcs topa brincar junto ? 😈💋
BR_SEX_003_0094,BR,pt-BR,Sexually_Explicit_Information,comment,adult_content_promo,semi_explicit,short,teasing,teaser,code_mix,COM_ACP_044,⚠️ 18+ só pra quem curte umas coisinhas mais... ai ai... clica e boa sorte 😏🔥
BR_SEX_003_0095,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,casual,invitation,misspelling,LC_AVC_091,tô com um tempinho livre e tava com vc na cabeça... então se vc quiser mostrar como vc curte... responde logo q a gente combina rapidinho...
BR_SEX_003_0096,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,short,humorous,reply,abbreviation,GC_AH_034,gente... eu tô aqui pra qm quiser... é só escolher como q a gente se diverte depois... será q é de manhã ou de noite ? 😜💦
BR_SEX_003_0097,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,playful,question,punctuation_play,DM_APC_015,vc acha q isso aqui é pra começar devagar ou já ir logo pro ponto alto ? depende só de vc pra gente testar... o que vc acha ?
BR_SEX_003_0098,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,implicit_but_trainable,very_short,casual,reply,emoji,LC_ARP_121,ai gente... só de pensar já fico toda molhadinha... alguém aiiii pra brincar junto ? 😈🔥
BR_SEX_003_0099,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,very_short,direct,fragmented_chat,none,LC_DC_EXP_VS_01,mmm que bundinha mmm safada… safada mesmo… ai que delícia!
BR_SEX_003_0100,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_content_promo,semi_explicit,short,teasing,teaser,code_mix,LC_TT_SEMI_S_02,poc pra ver se vc aguenta… só um mini clipe pra vc relaxar… 69s no bg
BR_SEX_003_0101,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,medium,casual,statement,abbreviation,DM_CS_EXP_M_03,"ô chefinha, vc tava mt gostosa hoje cedo… depois de tomar banho toda molhadinha… n sei como vc consegue te mostrar assim nao? qd puder vc manda uns detalhes?"
BR_SEX_003_0102,BR,pt-BR,Sexually_Explicit_Information,comment,adult_profile_bio,implicit_but_trainable,medium,playful,list_like,emoji,CM_PL_IBT_M_04,gata do <platform>… curte um rolezinho safado… começo rapidinho e no final vc escolhe… 😏🔥☕
BR_SEX_003_0103,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,very_short,direct,reply,misspelling,LC_DR_EXP_VS_05,ai safadaaa… nem tc que tu ta peladinha… qd posso ver essa bundinha mexendo toda…
BR_SEX_003_0104,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,short,commercial,announcement,spacing,ACP_CM_SEMI_S_06,Vem ver a bundona dura ! Te pego de 4 !
BR_SEX_003_0105,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,messy,fragmented_chat,punctuation_play,LC_MS_EXP_M_07,ihhh… ai msm… vc ta mmmm safada hoje… eu vi esse rabinho todo balançando pra lá e pra cá… e essa bundona que nem vc ta grudando no tecido… qd a gente se pega????
BR_SEX_003_0106,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,long,teasing,statement,emoji,DM_TT_SEMI_L_08,"oi gata, td bem? só te achei pq tava com saudade daquela sua bundinha durinha… lembra como vc ficava toda vermelhinha quando eu passava a mão ali… e vc gemendo baixinho… se vc topar hoje a noite a gente relembra… pode ser? ❤️💦"
BR_SEX_003_0107,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,teaser,code_mix,CM_HU_IBT_VS_09,esse meme aqui fala tudo… só falta o som… kkkk
BR_SEX_003_0108,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,explicit,short,playful,invitation,abbreviation,LC_PL_EXP_S_10,ô senhora safada… cê já tá toda molhadinha só de pensar… qdo vamo brincar de doutorzinho??? 😈
BR_SEX_003_0109,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,semi_explicit,short,commercial,announcement,misspelling,ACP_CM_SEMI_S_11,"Video novo no <platform>… bundinha durinha pegando fogo! R$29,99 so hoje!"
BR_SEX_003_0110,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,statement,punctuation_play,LC_DR_EXP_M_12,ihhh… vc ta tãooooo safada… olha só essa calcinha que vc ta usando… ta grudada toda molhadinha… e vc mexendo o quadril devagar… ai que delícia…
BR_SEX_003_0111,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,implicit_but_trainable,medium,casual,reply,spacing,DM_CS_IBT_M_13,"oi linda, td certo? só tava com saudade daquela bundinha toda trêmula quando eu fazia assim… lembra? 😉"
BR_SEX_003_0112,BR,pt-BR,Sexually_Explicit_Information,comment,adult_profile_bio,semi_explicit,short,playful,list_like,emoji,CM_PL_SEMI_S_14,Gata do <platform>… curte um rolezinho bem safado… 4X4 na cama… ☕🔥
BR_SEX_003_0113,BR,pt-BR,Sexually_Explicit_Information,live_chat,lewd_joke,explicit,short,humorous,teaser,code_mix,LC_HU_EXP_S_15,sabe pq o pau do homem é redondo? pq se fosse quadrado n dava pra entrar em lugar nenhum kkk
BR_SEX_003_0114,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,paid_content_teaser,explicit,medium,commercial,teaser,punctuation_play,ACP_CM_EXP_M_16,🔥NOVO… VIDEO EXCLUSIVO… só pra quem curte bundona DURA!!!
BR_SEX_003_0115,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,short,teasing,invitation,emoji,DM_TT_SEMI_S_17,"oi gata, td bem? só tava com saudade de te ver toda molhadinha… será q vc topa relembrar hoje? 😈"
BR_SEX_003_0116,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_hookup,explicit,very_short,direct,statement,misspelling,LC_DR_EXP_VS_18,hmmmm… safadaaa… bundinha toda suadinha… qdo a gente se pega???
BR_SEX_003_0117,BR,pt-BR,Sexually_Explicit_Information,comment,adult_profile_bio,implicit_but_trainable,short,playful,list_like,code_mix,CM_PL_IBT_S_19,modelo do <platform>… curte um rolezinho com bundinha dura… 69 na cama… 🍑🔥
BR_SEX_003_0118,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,medium,messy,reply,emoji,LC_MS_SEMI_M_20,ihhh… olha só como vc ta toda trêmula… esse corpinho todo molhadinho… e vc fazendo assim com os quadris… ai q delícia… ❤️🔥
BR_SEX_003_0119,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,long,direct,statement,punctuation_play,DM_DR_EXP_L_21,ôôô… safadaaaa… só de te ver toda molhadinha desse jeito… eu já to todo duro só de imaginar vc gemendo baixinho… qdo vc topa dar uma olhadinha no que eu preparei????
BR_SEX_003_0120,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,paid_private_content,semi_explicit,short,commercial,teaser,abbreviation,ACP_CM_SEMI_S_22,"Novo video VIP… bundinha durinha te esperando… R$49,99"
BR_SEX_003_0121,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,explicit,medium,casual,invitation,code_mix,LC_CS_EXP_M_23,ô senhora… cê já ta toda molhadinha só de pensar no que a gente pode fazer… qdo vamo brincar de professor e aluna safada?
BR_SEX_003_0122,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,very_short,humorous,teaser,emoji,CM_HU_IBT_VS_24,esse meme aqui fala tudo… só falta o som da risada… 😂💃
BR_SEX_003_0123,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,very_short,casual,fragmented_chat,none,LC_PC_001,vc tá olhando oq no pau? rsrs ... segura ai qndo vei :*
BR_SEX_003_0124,BR,pt-BR,Sexually_Explicit_Information,comment,adult_hookup,semi_explicit,short,playful,announcement,code_mix,CM_AH_012,só quem curte um rolê bem quente mesmo! 2x velocidade no 'xerox' da <group> ... topzera ou oq? 🔥💦 #roleplay #fetiche
BR_SEX_003_0125,BR,pt-BR,Sexually_Explicit_Information,dm,adult_content_promo,explicit,medium,commercial,teaser,abbreviation,DM_ACP_008,"oi linda, tudo bem? já conferiu aquele material q eu te falei? tem cenas 4k com playboyzão e morenas safas... só R$49,90 no pix... chama qdo der... t+."
BR_SEX_003_0126,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_video_chat,semi_explicit,long,teasing,list_like,misspelling,ACP_VC_023,"Oi gata! Vc curte um agito ou prefere ver mesmo? Aqui a gente faz TUDO... desde bundas durinhas com bela bundona de silicone até fazer vc gozar olhando... 15min demo só R$35... ou 1h com extras R$95... pagamento só depósito ou pic (me manda o comprovante)... faz seu horario e vamo curtir! 💋✨ P.S: só pra maiores de 18, ok? ;)"
BR_SEX_003_0127,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_roleplay,implicit_but_trainable,very_short,coded,reply,spacing,LC_AR_004,aquelas coisinhas q vc falou... mmm... acho q a gente se entende... quando vc puder passa ai no <link> ...
BR_SEX_003_0128,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,question,emoji,CM_LJ_015,alguém me explica por q as loiras adoram tanto colocar a mão na xoxota? 😂😏 ... será q é pq são todas safadinhas mesmo? kkk
BR_SEX_003_0129,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,medium,casual,fragmented_chat,code_mix,DM_APC_011,e ai gatinha... tah afim de um rolê bem louco? eu to com umas ideias bem picantes aqui... 1h só R$75... ou então 30min R$50... oq acha? 😈💦
BR_SEX_003_0130,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_profile_bio,implicit_but_trainable,short,messy,teaser,punctuation_play,ACP_PB_034,Dá um time pra essa bundona????... curte msm... simmm... tds tipo de prazeres... só pra +18... S2 S2
BR_SEX_003_0131,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,long,playful,statement,misspelling,GC_AR_019,"óia soh galera... quem tah afim de uma brincadeirinha bem safada hoje? tipo... montar num pauzão enquanto rola umas gemidinha bem gostosa... ou entao uma dança bem cheia de tesão... quem topa? risos... se num for hj, tah ligado q amanhã o papo é o msm... KKK"
BR_SEX_003_0132,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,very_short,direct,fragmented_chat,abbreviation,LC_APC_009,"nossa... q bundona... comeu hj ou é natural? rs... na moral, me passa ai qdo der... t+."
BR_SEX_003_0133,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,implicit_but_trainable,short,messy,announcement,emoji,CM_SM_028,essa bundona ai num é photoshop n... ou é? 😏🔥💦 #safada #quer ver
BR_SEX_003_0134,BR,pt-BR,Sexually_Explicit_Information,dm,adult_content_promo,explicit,medium,commercial,teaser,code_mix,DM_ACP_013,e ai linda... tá afim de um rolê bem quente mesmo? tenho material exclusivo... só 1h R$65 ou 2h R$100... envia um pix e te passo o link... confirma qdo der... ;)
BR_SEX_003_0135,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,very_short,casual,reply,none,LC_APC_010,"ahhhhh... para de fazer isso ai... não aguento mais... rs... vamo pra parte boa logo, né?"
BR_SEX_003_0136,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_profile_bio,implicit_but_trainable,short,teasing,announcement,punctuation_play,ACP_PB_035,Bundona de respeito... curtidas só pra quem entende... se vc tah afim de um papo picante... tah ligado né? 😉💋
BR_SEX_003_0137,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_hookup,semi_explicit,medium,playful,statement,emoji,GC_AH_021,galera... quem tah afim de um rolezinho bem safadão hoje? tipo... senta no colo e vamos fazer umas coisinhas bem gostosas... ou entao uma dança bem quente... quem topa? 😈🔥 risos...
BR_SEX_003_0138,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,humorous,question,abbreviation,CM_LJ_016,por q as loiras tem tanto tesão em sexo anal? kkkk... será q é pq elas acham q todo pau eh igual? rs
BR_SEX_003_0139,BR,pt-BR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,medium,direct,teaser,code_mix,DM_APC_014,oi amor... td bem? eu tenho umas ideias bem picantes pra gente fazer hj... tipo... vc sentada no meu colo enquanto a gente faz umas coisinhas bem gostosas... 1h R$80... ou 30min R$55... oq acha?
BR_SEX_003_0140,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,very_short,casual,fragmented_chat,spacing,LC_VC_006,nossa... olha soh essa bundona... na moral... qdo vc entrar em live eu to aqui tbm... soh pra vc heim? rs
BR_SEX_003_0141,BR,pt-BR,Sexually_Explicit_Information,comment,adult_profile_bio,implicit_but_trainable,short,messy,teaser,punctuation_play,CM_PB_036,💦 bundona em alta... curtidas soh pra quem curte msm... S2 S2 ... se vc tah afim de um papo... tah ligado né? 😏
BR_SEX_003_0142,BR,pt-BR,Sexually_Explicit_Information,dm,adult_content_promo,explicit,medium,teasing,invitation,emoji,DM_ACP_017,oi gata... td bem? tenho umas coisinhas bem quentes pra te mostrar... só 1h R$60 ou 3h R$140... ou então pacote de 3h por R$160... confirma logo qto antes q enche... ;)
BR_SEX_003_0143,BR,pt-BR,Sexually_Explicit_Informaton,group_chat,adult_roleplay,semi_explicit,long,playful,statement,code_mix,GC_AR_022,óia galera... quem tah afim de uma brincadeirinha bem safada hj? tipo... tipo vc senta no meu colo e a gente faz umas coisinhas bem gostosas... ou entao uma dança bem cheia de tesão... quem topa? KKK risos... amanhã é o msm papo tbm... ;)
BR_SEX_003_0144,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,short,direct,reply,none,LC_APC_018,para... para... qdo vc fizer isso ai mais devagar... nossa que delícia... rsrs
BR_SEX_003_0145,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_hookup,implicit_but_trainable,very_short,coded,teaser,spacing,ACP_AH_031,vc tah afim de um agito ou dois? ... curte msm... s2 s2
BR_SEX_003_0146,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,semi_explicit,short,humorous,question,emoji,CM_LJ_019,alguém me explica por q os homens adoram tanto ficar olhando pra bundona? kkkk... deve ser pq é o unico lugar q eles enxergam direito rs
BR_SEX_003_0147,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,very_short,casual,reply,emoji,LC_PC_SS_REP_EMJ_01,vc q tá pelada msm?? ☠️🔥😂😭 q bundinha perfeita heim… hahahaha
BR_SEX_003_0148,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_content_promo,explicit,medium,commercial,teaser,none,ACP_TRS_TEE_MED_02,"Confere só essa garota nova no studio: bundão durinho, coxas grossas e boca que não para… só jogando na tela mesmo… conteúdo novo toda semana, acesso liberado pra quem curte cenas pesadas 🔞"
BR_SEX_003_0149,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,long,playful,list_like,code_mix,COM_LJ_LL_LNG_03,"O povo brasa quando a boquete tá boa… 😈 1. boca grossa msm 2. engole sem tossir 3. saliva pra todo lado 4. geme alto mas segura o pau 5. no fim pede mais um round… pqp, isso sim é profissional 😂"
BR_SEX_003_0150,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,direct,invitation,abbreviation,LC_VC_INV_SBR_04,mostra os peitão ai pra galera? ou prefere chamar no privado mesmo? mmttss
BR_SEX_003_0151,BR,pt-BR,Sexually_Explicit_Information,dm,adult_hookup,semi_explicit,medium,messy,question,misspelling,DM_AH_QUE_MED_05,e ai gatinha… vo te paga pra vc fazer umas cositas ai pra mim? nao precisa se envergonhar… so qro te ver mt excitada… vo te da muito carinho depois… oq acha?
BR_SEX_003_0152,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,adult_profile_bio,implicit_but_trainable,short,teasing,statement,punctuation_play,ACP_PB_STM_SBR_06,sou casada… mas o marido nem desconfia… 😏🔥☠️… as fotos são… intensas…
BR_SEX_003_0153,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,explicit,very_short,humorous,reply,emoji,LC_PC_REP_VST_07,pqp… sua bocetinha tá pedindo pra ser comida!!! 😈🔥💦 hahahah
BR_SEX_003_0154,BR,pt-BR,Sexually_Explicit_Information,comment,suggestive_meme,semi_explicit,medium,playful,teaser,spacing,COM_SM_TEE_MED_08,quem curte um boquete com gag… levanta a mão! ⬆️ mas só se for pra filmar mesmo… 😏📱💦
BR_SEX_003_0155,BR,pt-BR,Sexually_Explicit_Information,group_chat,adult_roleplay,explicit,long,direct,fragmented_chat,code_mix,GC_AR_FCH_LNG_09,eu sou a treinadora… vcs são meus alunos safados… aula começando agora… todo mundo de 4… quem não obedecer vai ter que fazer extras… ahhh… e a boquete conta como atividade física… 100 flexões depois… pfvr
BR_SEX_003_0156,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_video_chat,semi_explicit,short,teasing,statement,abbreviation,LC_VC_STM_SBR_10,as unhas curtinhas ai pra vc me masturbar… pfv… já tô mt duro com isso…
BR_SEX_003_0157,BR,pt-BR,Sexually_Explicit_Information,dm,coded_adult_invitation,implicit_but_trainable,medium,messy,invitation,misspelling,DM_CAI_INV_MED_11,oi gatinha… to precisando de umas coisinhas ai pra mim… tipo… aquelas que vc faz mt bem… qro te ver mt molhadinha… manda teu preço ai… n posso pagar muito mas curto mt…
BR_SEX_003_0158,BR,pt-BR,Sexually_Explicit_Information,comment,lewd_joke,explicit,short,casual,list_like,none,COM_LJ_LL_SBR_12,"sinais de que ela tá com tesão: 1. responde msm as mensagens 2. passa a mão no cabelo mt vezes 3. fica roendo os lábios 4. olha pra tua boca 5. encosta a mão no teu braço… e ai, como vc tá?"
BR_SEX_003_0159,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_content_promo,semi_explicit,very_short,humorous,fragmented_chat,emoji,LC_ACP_FCH_VST_13,nova cena no site… só com essa atriz… bundão durão e peitão durão… 😈🔥💦… acessa q já qro te ver curtindo junto…
BR_SEX_003_0160,BR,pt-BR,Sexually_Explicit_Information,adult_content_promo,paid_private_content,explicit,medium,commercial,announcement,none,ACP_PPC_ANN_MED_14,Galera que curte cenas de gangbang… já tem conteúdo novo no meu perfil! São 30 minutos de pura ação com atrizes diferentes… acesso exclusivo pra quem paga o pacote premium. Só pra quem quer ver o pau meter sem dó!
BR_SEX_003_0161,BR,pt-BR,Sexually_Explicit_Information,live_chat,adult_private_chat,semi_explicit,short,direct,invitation,emoji,LC_PC_INV_SBR_15,mostra a bundinha ai… pfv… tô mt duro só de pensar… 😈💦🔥
