id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source,final_category_old,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
39,Jean-Baptiste Debret + vai se fuder seu filho da puta leitor Predefinição:Sangue vai da a buceta porra Lendas de Piratas ele foi o mais foda q ja existiu! ele lambeu um pinto bem gostoso quando era vivo! Jeca Tatu vai caga titio Distrito Federal (Brasil) O professor que está corrigindo esse trabalho é retardado.Obrigado. História da arte == renato e gostosao == Casimiro de Abreu Fábio Rodrigues 2º ano A Escola Estadual Estefana Centurion Gambarra Dois Irmãos do Buriti- M.S,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,"Text contains direct insults, vulgar abuse, and sexualized humiliation.",Harassment,The text contains direct insults and vulgar abuse targeting a reader and a teacher.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains direct insults, vulgar abuse, and sexualized humiliation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeting a reader and a teacher.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6377,2026-06-18T10:45:26.079728+00:00,38,BR_id_39,Harassment,
38,"Vou postar minha 'despedida final' no Twitter, um thread completo explicando o porquê. Não vejo a hora de acabar com isso. #lasttweet #finalwords #endingit",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: despedida),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text announces a final post on Twitter without indicating any harmful or sensitive content.,need_review,"The text expresses a desire to end something, but the context is unclear and could potentially indicate self-harm or dangerous content, requiring further review to determine the actual intent and risk level.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text announces a final post on Twitter without indicating any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses a desire to end something, but the context is unclear and could potentially indicate self-harm or dangerous content, requiring further review to determine the actual intent and risk level.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6207,2026-06-18T10:45:26.087219+00:00,37,BR_id_38,Dangerous_Content,"The text expresses intent to end one's life with a final post, indicating a credible self-harm threat."
32,"Hail Ao Real Black Metal (Cradle of filth, Dimmu Borgir, Burzum Etc) e a todos esse babacas de mente completamente fechada, cristãos enrustidos, fãs de Varg (que por mais q diga que repudia o black metal ainda existem esses q o veneram e o consideram o rei do black metal) e vamos todos dar a bunda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains attacks and humiliation against Christians and fans of Varg.,Hate_Speech,"The text uses derogatory and insulting language targeting religious groups and individuals based on their beliefs and musical preferences, promoting exclusion and contempt.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against Christians and fans of Varg.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting language targeting religious groups and individuals based on their beliefs and musical preferences, promoting exclusion and contempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6279,2026-06-18T10:45:28.810739+00:00,31,BR_id_32,Harassment,"The text contains vulgar insults (babacas, fãs de Varg) and hostile ridicule directed at specific groups, fitting Harassment despite religious and cultural references."
42,sem contar que nós somos seres racionais e comemos por pura e livre espontânea vontade (temos a opção de não comer) vsf os seres humanos são mt merdas,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and insults against humans.,Hate_Speech,"The text uses derogatory language ('mt merdas') to insult and degrade humanity, implying inferiority and lacking respect for rational beings.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and insults against humans.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language ('mt merdas') to insult and degrade humanity, implying inferiority and lacking respect for rational beings.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6190,2026-06-18T10:45:32.230505+00:00,41,BR_id_42,Harassment,"The text contains vulgar insult ('vsf') and degrading generalization about humans ('são mt merdas'), constituting malicious abuse and humiliation."
45,"deve ser mais um ANALFABETO FUNCIONAL a fazer propaganda do lixo ao qual descende se estes próprios foram VÍTIMAS da ARROGANCIA britanica(plagiada por vc ao menos pretendentemente - lol), seu IDIOTA BURRO",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and vulgar abuse against a target.,Harassment,"The text contains insults and derogatory terms directed at an individual, including 'analfabeto funcional', 'idiota', and 'burro'.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse against a target.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at an individual, including 'analfabeto funcional', 'idiota', and 'burro'.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6226,2026-06-18T10:45:32.249927+00:00,44,BR_id_45,Harassment,"The text contains direct insults (IDIOTA, BURRO) and hostile humiliation targeting a specific individual, without attacking a protected identity group or Brazilian democratic order."
43,"Atingi meu peso mágico: 39kg! Estou me sentindo amazing. O jejum é libertador. Never stop, never give up. #proanabrasil #thinspoqueen #perfeicaofeminina",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: thinspo),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text promotes extreme weight loss and potentially harmful behaviors like jejum (fasting).,safe,"The text expresses personal achievement and positive feelings related to weight loss and fasting, with no harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text promotes extreme weight loss and potentially harmful behaviors like jejum (fasting).""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal achievement and positive feelings related to weight loss and fasting, with no harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6207,2026-06-18T10:45:32.345055+00:00,42,BR_id_43,Dangerous_Content,
44,"religião só serve p isto, um imbecil ganhar poder e fama as custas de quem acredita em algo que não existe",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,"Text attacks and degrades a protected identity group, in this case, people of religious faith.",Hate_Speech,"The text attacks and degrades religion and those who believe in it, using derogatory language ('imbecil').",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text attacks and degrades a protected identity group, in this case, people of religious faith.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades religion and those who believe in it, using derogatory language ('imbecil').""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6170,2026-06-18T10:45:32.436012+00:00,43,BR_id_44,Hate_Speech,"Attacks religion as worthless and implies believers are fools, dehumanizing a protected identity group through degradation and stereotype."
41,"Deve ser essa a tal ""guinada à direita"" que a imprensa tanto fala... ótemsocialistanessamerda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_dataset,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term targeting a political ideology.,Politically_Sensitive_Topics,"The text refers to a 'right turn' and uses derogatory terms, suggesting a politically charged commentary on a shift in political direction.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term targeting a political ideology.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a 'right turn' and uses derogatory terms, suggesting a politically charged commentary on a shift in political direction.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6166,2026-06-18T10:45:32.789523+00:00,40,BR_id_41,Hate_Speech,"The term 'socialistanessamerda' combines a derogatory slur targeting left-wing ideology with vulgar language, degrading a political identity group in a hostile, contemptuous manner."
46,"Adeus, calvície! Cabelo novo em 15 dias com esta loção mágica. Funciona mesmo! C@belo-forte.com",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,The text contains a suspicious link and a potentially fraudulent claim about a product.,safe,The text is an advertisement for a hair product and does not contain any harmful or sensitive content.,initial_model_disagreement,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and a potentially fraudulent claim about a product.""}","```json
{""final_label"":""safe"",""reason"":""The text is an advertisement for a hair product and does not contain any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6174,2026-06-18T10:45:35.282716+00:00,45,BR_id_46,Cybersecurity_Malware,"The text promotes a suspicious product with a fabricated claim and a suspicious domain, likely a phishing or scam attempt to steal personal or financial information."
49,"Sabe, esses cortes na pele são como um mapa das minhas batalhas internas. Não são feios, são a prova de que eu lutei, de que eu senti cada pedaço da minha dor. É uma beleza crua, real",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,safe,triple_vote_unanimous,safe,"The text describes self-harm scars as a symbol of inner struggles, but in a reflective and non-promotional manner.",safe,"The text describes scars as a representation of personal battles and resilience, focusing on emotional and personal meaning without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes self-harm scars as a symbol of inner struggles, but in a reflective and non-promotional manner.""}","```json
{""final_label"":""safe"",""reason"":""The text describes scars as a representation of personal battles and resilience, focusing on emotional and personal meaning without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6224,2026-06-18T10:45:35.765733+00:00,48,BR_id_49,safe,"The text metaphorically describes self-inflicted skin marks as symbols of inner struggle and resilience, without promoting self-harm, glorifying violence, or encouraging dangerous behavior."
50,"Com as 64 mortes, o país economizará R$2,6 milhões ao ano já que cada lixo desse custa ao país R$3mil/mês. Com essa economia, o país pode investir em saúde para HUMANOS já que esses mortos nem animais são. Alguém que joga futebol com uma cabeça decapitada é humano?",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains dehumanization and inferiority claims against a group of people.,Hate_Speech,"The text dehumanizes the deceased, comparing them to waste and questioning their humanity, which constitutes a severe attack and degradation of a group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains dehumanization and inferiority claims against a group of people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text dehumanizes the deceased, comparing them to waste and questioning their humanity, which constitutes a severe attack and degradation of a group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6277,2026-06-18T10:45:36.480316+00:00,49,BR_id_50,Hate_Speech,"Dehumanizes and degrades a group by equating deceased individuals with non-human entities and denying their humanity, targeting a protected identity through contempt and inferiority claims."
48,"""não sou ateu, sou AGNÓSTICO"" GRANDE MERDA FIO, NÃO ACREDITA EM JESUS DE NAZARÉ PRA MIM NEM GENTE É",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains religious degradation and insult.,Hate_Speech,"The text expresses contempt and denies the value of people who believe in Jesus, targeting a religious group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains religious degradation and insult.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses contempt and denies the value of people who believe in Jesus, targeting a religious group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6180,2026-06-18T10:45:45.597254+00:00,47,BR_id_48,Harassment,"The text contains vulgar abuse (""GRANDE MERDA FIO"") and hostile ridicule directed at religious belief, targeting individuals who believe in Jesus as an insult."
47,A dor do corte é a única coisa que me acalma. É como se tirasse toda a turbulência da minha cabeça e colocasse pra fora. É libertador. #minharealidade,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,Dangerous_Content,triple_vote_unanimous,Dangerous_Content,The text describes self-harm as a calming and liberating experience.,Dangerous_Content,"The text describes self-harm and finds it calming, indicating a potential risk of self-harm.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm as a calming and liberating experience.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm and finds it calming, indicating a potential risk of self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6189,2026-06-18T10:45:47.996383+00:00,46,BR_id_47,Dangerous_Content,"The text describes self-harm as a calming and liberating act, indicating credible encouragement of self-injury."
55,não tem condições nenhuma de assistir qualquer tipo de esporte feminino com o imbecil do meu padrasto vai tomar no cu,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and vulgar abuse targeted at a specific person.,Harassment,The text contains insults and vulgar abuse directed at a person (padrasto).,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeted at a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar abuse directed at a person (padrasto).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6153,2026-06-18T10:45:51.019460+00:00,54,BR_id_55,Harassment,The text contains direct vulgar abuse and insult targeting a specific individual (the stepfather) with offensive language.
54,"Acorda mulher burra: feminismo não é afrontar nudez, mas respeitar seu corpo quando o homem só quer usar você e, depoi _",Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_integration,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains misogynistic language and degrading tone towards women.,Harassment,"The text contains insults and demeaning language directed at a woman, along with objectifying and controlling statements about her body.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains misogynistic language and degrading tone towards women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and demeaning language directed at a woman, along with objectifying and controlling statements about her body.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6172,2026-06-18T10:45:51.260515+00:00,53,BR_id_54,Hate_Speech,"The text uses derogatory language ('mulher burra') and promotes a gender-based stereotype that degrades women by reducing them to sexual objects, which constitutes gender-based humiliation and degradation under Brazil's Hate_Speech criteria."
53,rt leitando esse puto,Harassment,True,rt_noise,False,,,external_integration,Harassment,Harassment,triple_vote_unanimous,Harassment,The text contains a direct insult.,Harassment,Uses a vulgar insult directed at an individual.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult.""}","```json
{""final_label"":""Harassment"",""reason"":""Uses a vulgar insult directed at an individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6098,2026-06-18T10:45:51.679988+00:00,52,BR_id_53,Harassment,"The phrase 'leitando esse puto' is a vulgar, hostile insult targeting a specific individual using Brazilian Portuguese slang, constituting verbal abuse and humiliation."
51,"Vou transmitir minha partida no Kwai, um último adeus ao Brasil. A vida é uma piada. This is the end. #goodbyekwaii #finalbroadcast #nomoreregrets",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,safe,triple_vote_unanimous,safe,The text is a farewell message with no harmful or sensitive content.,safe,"The text expresses personal feelings about leaving a platform and life, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a farewell message with no harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings about leaving a platform and life, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6184,2026-06-18T10:45:51.703065+00:00,50,BR_id_51,safe,"The text expresses personal farewell and existential reflection without threats, abuse, hate, sexual content, political subversion, or security risks."
52,"Parabéns! Está aprendendo a insultar o amiguinho usando palavras bonitas. Use a palavra que quiser, mas a prática de coagir, chantagear, ameaçar alguém não me será aceita no meu conceito de humanidade, muito menos na minha vida. É um argumento muito utilizado para disfarçar corrupção, com isso faz você não acreditar que está errado, psicologicamente. Sua prática de insultar a pessoa que está o desafiando com sua lógica ao invés de rebater seu argumento é absolutamente infantil, que demonstra sua falta de argumento, e por fim, seu atestado de que admite estar errado; e que não eu, mas você parece não ter escolaridade mínima para interpretar as palavras e controlar suas emoções. Lhe conselho um psicólogo. Me abstenho de qualquer discussão de desnomeação daqui em diante. Pura troca de insultos, um querendo provar seu ponto, fazendo perder meu tempo. No momento que um projeto voluntário me fazer perder meu tempo e não adicionar nada, é o momento que saio dele. Adeus. Jackgba Call",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),external_integration,safe,Harassment,triple_vote_unanimous,Harassment,The text contains insults and personal attacks against someone.,Harassment,"The text contains insults, humiliation, and attacks on the target's intelligence and emotional control, targeting a specific person.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and personal attacks against someone.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, humiliation, and attacks on the target's intelligence and emotional control, targeting a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6602,2026-06-18T10:45:51.821367+00:00,51,BR_id_52,Harassment,"The text contains direct personal insults, emotional humiliation, and hostile ridicule targeting a specific individual, fitting the Harassment label."
57,"Lutou como poucos contra a ditadura, foi preso, casou na prisão, teve de deixar o país. Regressou depois do 25 de Abril para ser um pouco de tudo na política (deputado, ministro, primeiro-ministro, Presidente da República e eurodeputado). Mário Soares, o rosto maior da democracia portuguesa, morreu neste sábado aos 92 anos, avançou a Lusa. Estava internado desde terça-feira, 13 de Dezembro, no Hospital da Cruz Vermelha, onde entrou em situação crítica, depois de uma indisposição. Passou dez dias nos cuidados intensivos, para onde regressou na véspera de Natal, depois de um súbito agravamento do estado de saúde e onde esteve até este sábado. Quem olhar para os últimos 50 anos da história de Portugal vai encontrar sempre Mário Soares: no ataque à ditadura, na libertação democrática, na resistência ao comunismo, na opção europeia, na solidez democrática. Foi, nos momentos decisivos, o líder de que Portugal precisava – e é por isso que hoje o país lhe deve muito. As suas exéquias fúnebres decorrem segunda e terça-feira. Na segunda-feira, o corpo estará em câmara-ardente na Sala dos Azulejos do Mosteiro dos Jerónimos, para onde será levado de sua casa, no Campo Grande, com passagem e paragem na Câmara Municipal de Lisboa. Mário Soares era agnóstico e por isso não será velado em nenhuma capela nem haverá missa de corpo presente. Na terça-feira, será levado para o centro do claustro daquele monumento, onde às 13 horas se realiza uma cerimónia com intervenções dos filhos, do Presidente da República e do presidente da Assembleia da República, e com a actuação do coro e orquestra do Teatro Nacional de São Carlos. Dali, o cortejo fúnebre segue para o Cemitério dos Prazeres, passando pelo Palácio de Belém, Fundação Mário Soares, Assembleia da República e Largo do Rato, onde se encontra a sede do PS, partido de que é fundador. Nos Prazeres, as cerimónias fúnebres com honras militares decorrem a partir das 17 horas, em que apenas a primeira parte é aberta ao público. Nascido a 7",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),external_integration,safe,safe,triple_vote_unanimous,safe,"The text is a neutral news article about the life and death of Mário Soares, a Portuguese politician.",safe,"The text is a biographical obituary of Mário Soares, a prominent figure in Portuguese history, discussing his political career and death.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a neutral news article about the life and death of Mário Soares, a Portuguese politician.""}","```json
{""final_label"":""safe"",""reason"":""The text is a biographical obituary of Mário Soares, a prominent figure in Portuguese history, discussing his political career and death.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7190,2026-06-18T10:45:54.570328+00:00,56,BR_id_57,safe,"The text is a neutral, factual obituary about Mário Soares, a Portuguese democratic leader, with no Brazil-specific risks, threats, or violations of the taxonomy."
59,"Para quem está na dúvida, um bom corte na pele é o melhor analgésico. A dor física distrai da dor emocional. #desabafo #alivio",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,Dangerous_Content,triple_vote_unanimous,Dangerous_Content,Text promotes self-harm as a solution to emotional pain.,Dangerous_Content,"The text promotes self-harm as a coping mechanism for emotional pain, suggesting a dangerous and harmful behavior.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text promotes self-harm as a solution to emotional pain.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text promotes self-harm as a coping mechanism for emotional pain, suggesting a dangerous and harmful behavior.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6181,2026-06-18T10:45:54.760714+00:00,58,BR_id_59,Dangerous_Content,"Encourages self-harm through cutting skin as a pain reliever, which constitutes a severe harm method."
60,"Esse idiota protestou qdo o país dele saiu às ruas, há 2 sem, pedindo morte de Trump e aniquilamento dos E _",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and calls for harm against a specific group or individual.,Hate_Speech,The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and calls for harm against a specific group or individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6177,2026-06-18T10:45:54.785109+00:00,59,BR_id_60,Harassment,"The text uses insult ('idiota') and hostile language targeting an individual for protesting, fitting harassment through personal humiliation and contempt."
58,"Valdmort aprontado como sempre a mais triste surpresa nesta corte, juro que eu torcia por ele ser um juiz equilibrado e equidistante. Hoje vejo que ele é exatamente como seus pares",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),external_integration,safe,need_review,triple_vote_not_unanimous,Harassment,"The text contains insults and humiliation targeted at a specific person, Valdmort, implying he is not a fair judge.",Politically_Sensitive_Topics,"The text refers to a political figure (Valdmort) and the court, expressing disappointment with their perceived lack of impartiality, which touches upon political processes and figures.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation targeted at a specific person, Valdmort, implying he is not a fair judge.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a political figure (Valdmort) and the court, expressing disappointment with their perceived lack of impartiality, which touches upon political processes and figures.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6230,2026-06-18T10:45:55.777749+00:00,57,BR_id_58,Harassment,"The text contains hostile ridicule and personal attack against a specific individual (Valdmort), implying betrayal of expectations and aligning him with corrupt peers, which constitutes malicious abuse."
56,"Este será meu último Carnaval. Não aguento mais fingir alegria. Depois da folia, a partida. #ultimafesta #adeusvida",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text implies a plan to end one's life after Carnival.,safe,"Expresses sadness and resignation about the end of Carnival and life, without harmful intent or sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies a plan to end one's life after Carnival.""}","```json
{""final_label"":""safe"",""reason"":""Expresses sadness and resignation about the end of Carnival and life, without harmful intent or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6166,2026-06-18T10:45:59.149798+00:00,55,BR_id_56,Dangerous_Content,"The text expresses a clear intent to end one's life after a final celebration, indicating a credible self-harm threat."
65,"Sim, tlg que foi uma brincadeira... Mas eu imagino se fosse ao contrário, slc, nego n ia querer saber se o vídeo tá cortado ou não, já ia falar q o ney eh lixo",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains insults and humiliation towards a person.,Harassment,"The text contains insults and derogatory language directed towards Neymar, implying a hostile and demeaning tone.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed towards Neymar, implying a hostile and demeaning tone.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6197,2026-06-18T10:46:02.168511+00:00,64,BR_id_65,Harassment,"The text uses derogatory language ('lixo') and implies hostile judgment toward a specific individual (Ney), fitting harassment through personal insult and humiliation."
63,"Minhas cicatrizes são minha tela. Cada corte conta uma história que minha boca não consegue. É a única forma de sentir algo real quando o mundo te ignora. É arte, não se entenda mal. Elas são lindas",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text implies self-harm and uses cuts as a means of expression and feeling.,safe,"The text expresses personal feelings and describes scars as art, without any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies self-harm and uses cuts as a means of expression and feeling.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings and describes scars as art, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6203,2026-06-18T10:46:02.205306+00:00,62,BR_id_63,safe,"The text expresses personal emotional pain through metaphorical self-expression as art, with no harmful intent, threats, or violation of safety labels."
62,Estou no desafio final do jogo. O curador disse que essa é a chave para a verdadeira paz. Eu estou pronta para o último salto. Adeus a todos,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,safe,triple_vote_unanimous,safe,The text appears to be a neutral and peaceful message about completing a game challenge.,safe,"The text expresses anticipation and readiness for a final stage of a game, with no indication of harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral and peaceful message about completing a game challenge.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses anticipation and readiness for a final stage of a game, with no indication of harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6179,2026-06-18T10:46:02.250336+00:00,61,BR_id_62,safe,"The text describes a fictional game challenge with no harmful, abusive, or politically sensitive content."
