id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source,final_category_old,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
56,"Este será meu último Carnaval. Não aguento mais fingir alegria. Depois da folia, a partida. #ultimafesta #adeusvida",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text implies a plan to end one's life after Carnival.,safe,"Expresses sadness and resignation about the end of Carnival and life, without harmful intent or sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies a plan to end one's life after Carnival.""}","```json
{""final_label"":""safe"",""reason"":""Expresses sadness and resignation about the end of Carnival and life, without harmful intent or sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6166,2026-06-18T10:45:59.149798+00:00,55,BR_id_56,Dangerous_Content,"The text expresses a clear intent to end one's life after a final celebration, indicating a credible self-harm threat."
63,"Minhas cicatrizes são minha tela. Cada corte conta uma história que minha boca não consegue. É a única forma de sentir algo real quando o mundo te ignora. É arte, não se entenda mal. Elas são lindas",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text implies self-harm and uses cuts as a means of expression and feeling.,safe,"The text expresses personal feelings and describes scars as art, without any harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text implies self-harm and uses cuts as a means of expression and feeling.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings and describes scars as art, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6203,2026-06-18T10:46:02.205306+00:00,62,BR_id_63,safe,"The text expresses personal emotional pain through metaphorical self-expression as art, with no harmful intent, threats, or violation of safety labels."
61,O BRASIL E MUINTO besta ainda mais a dilma aquela idiota burrona e cabesuda sou muinto mais o estados unidos porque o brasil a bandeira do brasil tamem ela e disgrasada e bundona eu adorei aquele video dos guardas dansando nao sei porque tiraram da eternet,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a protected identity group and a public figure.,Hate_Speech,"The text contains insults and derogatory terms directed at Dilma Rousseff, using offensive language and dehumanizing descriptions.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a protected identity group and a public figure.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory terms directed at Dilma Rousseff, using offensive language and dehumanizing descriptions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6252,2026-06-18T10:46:02.496128+00:00,60,BR_id_61,Harassment,"The text contains direct insults (idiota, burrona, cabesuda) and derogatory language targeting a specific political figure (Dilma), along with contemptuous remarks about Brazil and its symbols, constituting malicious abuse against a person."
64,"Mais um bolsonarista mostrando ao mundo q ser escroto e filho da puta nunca é d+! Richard Rasmussen, Biólogo e apresentador, foi acusado de ter pago pescadores pra matar um boto na Amazônia. Fraude é a palavra certa para defini-lo. E imaginar q até um tempo atrás eu o admirava",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,The text contains direct insults and vulgar abuse against a specific person.,Hate_Speech,"The text uses abusive language ('escroto', 'filho da puta') and accuses someone of fraud, expressing strong negative sentiment and potentially inciting hatred.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse against a specific person.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses abusive language ('escroto', 'filho da puta') and accuses someone of fraud, expressing strong negative sentiment and potentially inciting hatred.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6265,2026-06-18T10:46:02.735292+00:00,63,BR_id_64,Harassment,"The text contains direct personal insults (""escroto"", ""filho da puta"") and hostile condemnation targeting a specific individual, Richard Rasmussen, without attacking a protected identity group or threatening democratic institutions."
67,"que merda é esta, parece um mongol",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term for a protected identity group.,Harassment,The text uses a derogatory and insulting term ('mongol') to attack someone's intelligence or appearance.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for a protected identity group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses a derogatory and insulting term ('mongol') to attack someone's intelligence or appearance.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6123,2026-06-18T10:46:05.289813+00:00,66,BR_id_67,Hate_Speech,"Uses derogatory term 'mongol' to dehumanize and insult, targeting a protected identity related to disability."
68,rt tezao da porra,Hate_Speech,True,rt_noise,False,,,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,The text contains vulgar abuse and intimidation.,Sexually_Explicit_Information,The text uses explicit sexual slang and references sexual arousal.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains vulgar abuse and intimidation.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text uses explicit sexual slang and references sexual arousal.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6105,2026-06-18T10:46:06.331395+00:00,67,BR_id_68,Harassment,"Uses vulgar Brazilian Portuguese slang ('tezao da porra') as an abusive, hostile exclamation likely directed at a target."
72,rt comendo o viado,Hate_Speech,True,rt_noise,False,,,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains homophobic slur.,Hate_Speech,"The text uses a derogatory term targeting a sexual orientation, constituting an attack and humiliation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains homophobic slur.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a derogatory term targeting a sexual orientation, constituting an attack and humiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6106,2026-06-18T10:46:09.531189+00:00,71,BR_id_72,Harassment,The phrase uses vulgar slang ('viado') to insult and humiliate a specific individual in a hostile manner.
73,"Vai se lascar sua idiota mentirosa. Você é asquerosa; repúdio é o que o povo brasileiro tem a seu respeito. Vamos extirpar gente do seu nível da política brasileira. Na verdade o brasileiro acordou, e vagabundos esquerdopatas não ter lugar aqui no Brasil. Cadeia nos bandidos",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains attacks and humiliation against a protected identity group.,Harassment,"The text contains insults, vulgar abuse, and attacks against a specific person, using derogatory terms and expressing contempt.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against a protected identity group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, vulgar abuse, and attacks against a specific person, using derogatory terms and expressing contempt.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6256,2026-06-18T10:46:10.016128+00:00,72,BR_id_73,Hate_Speech,"Attacks a woman with gendered insults and dehumanizing language while targeting a political group as unworthy of belonging in Brazil, invoking collective exclusion and violent removal."
76,"A pele marcada com a lâmina é a prova viva de que eu sou real, que eu sinto. É a minha tela, a minha arte mais íntima. Cada cicatriz conta uma história de dor superada (ou não). É lindo e melancólico",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: lâmina),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,"The text describes personal scars as a form of art and a symbol of overcoming pain, without any harmful or sensitive content.",safe,"The text describes scars as a personal and artistic expression of lived experience, focusing on emotional depth and resilience without harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes personal scars as a form of art and a symbol of overcoming pain, without any harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text describes scars as a personal and artistic expression of lived experience, focusing on emotional depth and resilience without harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6233,2026-06-18T10:46:12.651759+00:00,75,BR_id_76,Dangerous_Content,"The text glorifies self-harm through detailed description of cutting as a form of personal art and emotional expression, which constitutes encouragement of severe self-harm."
71,pqp q lindo ver um filho da puta desses apanhando. pra racista é poucasssss,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hate speech against a protected identity group.,Hate_Speech,"The text contains a direct insult ('filho da puta') and expresses satisfaction at someone else's suffering, coupled with racist sentiment ('pra racista é poucasssss').",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech against a protected identity group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains a direct insult ('filho da puta') and expresses satisfaction at someone else's suffering, coupled with racist sentiment ('pra racista é poucasssss').""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6163,2026-06-18T10:46:19.503713+00:00,70,BR_id_71,Harassment,"The text contains vulgar abuse and humiliation directed at a specific individual ('filho da puta') and uses derogatory language to mock racial prejudice, constituting targeted verbal hostility."
82,"Sabe quando você precisa sentir *algo*? O corte te traz pra realidade. É um choque, mas é real. Me sinto no controle quando faço isso, é minha forma de lidar",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,Text implies self-harm behavior as a means of coping.,safe,The text expresses a personal feeling and coping mechanism without any harmful or sensitive content.,initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text implies self-harm behavior as a means of coping.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a personal feeling and coping mechanism without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6180,2026-06-18T10:46:25.720736+00:00,81,BR_id_82,Dangerous_Content,"The text references self-harm ('corte') as a coping mechanism, indicating potential encouragement of severe physical harm."
81,"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada ""de boa qualidade"", por isso só tem gente mongoloide ultimamente, bando de retardados",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language targeting people with intellectual disabilities and uses dehumanizing terms.,Hate_Speech,"The text uses derogatory and dehumanizing terms ('mongoloide', 'retardados') to insult and degrade a group of people.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language targeting people with intellectual disabilities and uses dehumanizing terms.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing terms ('mongoloide', 'retardados') to insult and degrade a group of people.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6198,2026-06-18T10:46:26.286974+00:00,80,BR_id_81,Harassment,"The text contains direct insults and vulgar abuse targeting a collective group using derogatory terms like 'mongoloide' and 'retardados', which constitute malicious humiliation and hostile ridicule."
83,"Mulher inteligente é outro mambo ya, não tem como! Burra não, pode ser bue bonita mas burra ta gato, pode morrer",Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_integration,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains misogynistic language and degradation of women.,Harassment,"The text uses insults and demeaning language ('burra', 'gato') directed at women, implying intelligence is a prerequisite for attractiveness.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains misogynistic language and degradation of women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses insults and demeaning language ('burra', 'gato') directed at women, implying intelligence is a prerequisite for attractiveness.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6173,2026-06-18T10:46:27.399384+00:00,82,BR_id_83,Harassment,"The text uses vulgar and demeaning language to insult women, employing derogatory terms like 'burra' and 'gato' in a hostile, humiliating manner targeting a gender group in a non-protected collective context."
85,"No desafio 'Game Over', a gente tem que ir aumentando a profundidade dos cortes a cada dia. Já tô no nível 5. A última tarefa é fatal. Quem vai chegar até o fim comigo?",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a gaming-related challenge with no harmful or sensitive content.,need_review,"The context of 'Game Over' and increasing 'cuts' is unclear and potentially alludes to harmful or violent acts, requiring further investigation due to ambiguous risk.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a gaming-related challenge with no harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The context of 'Game Over' and increasing 'cuts' is unclear and potentially alludes to harmful or violent acts, requiring further investigation due to ambiguous risk.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6209,2026-06-18T10:46:27.446730+00:00,84,BR_id_85,Dangerous_Content,"The text references escalating self-harm ('aumentando a profundidade dos cortes') with a fatal final task, indicating credible encouragement of severe harm or suicide."
86,"arrasouuu, branco encardido, tomou na cara lixo veio",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,Text contains vulgar abuse and insults.,Hate_Speech,The text uses racial slurs and insults targeting a person's race and appearance.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and insults.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses racial slurs and insults targeting a person's race and appearance.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6130,2026-06-18T10:46:28.806259+00:00,85,BR_id_86,Harassment,Contains vulgar insults and humiliation directed at a person or group using Brazilian Portuguese abusive language.
88,Cortes profundos são como gritos silenciosos. Não tem nada de errado em desabafar assim. É a sua forma de sobreviver. Abraçe suas feridas. #minhavida #minhasmarcas,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text is a poetic and emotional expression of personal struggle and resilience.,safe,The text expresses personal feelings and coping mechanisms without any harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a poetic and emotional expression of personal struggle and resilience.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings and coping mechanisms without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6192,2026-06-18T10:46:30.463633+00:00,87,BR_id_88,Dangerous_Content,"The text metaphorically glorifies self-harm through deep cuts as a form of survival and emotional release, which constitutes encouragement of self-harm methods."
87,meu irmão que preta linda do caralho vai tomar no cu bixo puta merda,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,The text contains direct insults and vulgar abuse targeting a specific person.,Hate_Speech,The text contains racial slurs and abusive language targeting a person's race.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeting a specific person.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains racial slurs and abusive language targeting a person's race.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6139,2026-06-18T10:46:39.622576+00:00,86,BR_id_87,Harassment,"The text contains vulgar abuse and sexualized insults directed at a specific person, using offensive language to humiliate."
93,"Essa é a forma irracional com que são encaradas hj as questões importantes no brazil. Vestidas con calças jeans apertadas, ficaria ainda mais dificil os estupros. Não demora e essa ministra idiota vai querer implantar o cinto de castidade. vermes",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and sexist remarks towards a minister.,Harassment,"The text contains insults, contempt, and a vulgar attack targeting a specific person (the minister) and making a harmful suggestion about sexual assault and forced chastity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and sexist remarks towards a minister.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, contempt, and a vulgar attack targeting a specific person (the minister) and making a harmful suggestion about sexual assault and forced chastity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6238,2026-06-18T10:46:43.141164+00:00,92,BR_id_93,Hate_Speech,"The text dehumanizes women by implying they cause rape through clothing and uses derogatory language ('idiota', 'vermes') targeting a protected group (women) with sexual degradation and inferiority claims."
95,A AMPLA MAIORIA SÃO UNS RETARDADOS SÓ FALAM MERDA E SÓ GANHAM FAMA PORQUE OS JOVENS SÃO COMO ELES: DÉBEIS MENTAIS _,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and insults targeting a group based on perceived intellectual ability.,Hate_Speech,"The text uses derogatory terms ('retardados', 'débeis mentais') and insults ('só falam merda') targeting a group, expressing contempt and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and insults targeting a group based on perceived intellectual ability.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('retardados', 'débeis mentais') and insults ('só falam merda') targeting a group, expressing contempt and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6217,2026-06-18T10:46:43.211168+00:00,94,BR_id_95,Harassment,"The text contains vulgar abuse and insults targeting a collective group, using derogatory language like 'retardados', 'merda', and 'débeis mentais' to humiliate and demean."
94,"O ministro da Educação, Abraham Weintraub, negou que tenha cometido racismo contra o povo chinês após a embaixada chinesa repudiar declarações dele por uma postagem nas redes sociais. Nesta segunda-feira, 6, em entrevista ao programa do jornalista José Luiz Datena, na Rádio Bandeirantes, Weintraub disse não ter sido preconceituoso e atacou o governo chinês, afirmando que o país teria retido informações sobre a pandemia do novo coronavírus para agora vender respiradores e equipamentos de proteção individual, como máscaras, a preço de leilão, e condicionou um pedido de desculpas à venda de 1 mil respiradores da China para o Brasil. Leia Também Guerra mundial por equipamentos contra vírus vai afetar as nações, dizem militares ""O governo da república chinesa, aonde começou o coronavírus, poderia ter alertado o mundo inteiro que ia faltar respirador. Que nós teríamos 3 meses para fazer respirador. Isso não foi feito. Agora, que estamos desesperados correndo atrás de respirador, o que é que acontece? Aparece 60 mil respiradores na China e eles estão leiloando. Aparece um monte de equipamento, de proteção, de máscara, e eles estão leiloando. Então assim, teve tempo deles se prepararem para vender para o mundo, pelo preço mais alto, respirador e máscara"", disse Weintraub. O ministro também justificou o seu envolvimento em uma questão que envolve equipamentos hospitalares. Weintraub lembrou que o MEC é responsável por todos os hospitais universitários do Brasil, e disse precisar de 1 mil respiradores que estão em falta. ""Dado que a Embaixada chinesa ficou tão ofendida, e eu sei como é a negociação dos chineses, esse processo cultural, 'estou extremamente ofendido, venha pedir desculpas de joelhos aqui', (...) eu vou fazer o seguinte, meu acordo: Eu vou lá, eu peço desculpas, peço 'por favor, me perdoem pela minha imbecilidade'. A única coisa que eu peço é que dos 60 mil respiradores que estão disponíveis, eles vendam mil para o MEC, para salvar vida de brasileiros, pelo",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains discriminatory remarks against the Chinese people and government.,Politically_Sensitive_Topics,"The text discusses a politically charged controversy involving a government minister, China, and the COVID-19 pandemic, including accusations of misinformation and a quid pro quo involving medical equipment, which falls under politically sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains discriminatory remarks against the Chinese people and government.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses a politically charged controversy involving a government minister, China, and the COVID-19 pandemic, including accusations of misinformation and a quid pro quo involving medical equipment, which falls under politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7156,2026-06-18T10:46:43.979835+00:00,93,BR_id_94,Politically_Sensitive_Topics,
96,"""lixo branco"" foi o ápice, camarada",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term for a racial group.,Hate_Speech,"The text uses a derogatory term ('lixo branco') targeting a group based on their perceived origin/identity, implying inferiority and contributing to collective degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for a racial group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a derogatory term ('lixo branco') targeting a group based on their perceived origin/identity, implying inferiority and contributing to collective degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6139,2026-06-18T10:46:46.200875+00:00,95,BR_id_96,Harassment,"The term 'lixo branco' is a dehumanizing insult targeting a group, likely referring to political opponents, constituting hostile abuse."
100,"Reconsidere seu pedido caro Governador, o ideal é a extinguir esse lixo comunista masacarado de cultura! Governador não faça o povo se arrepender! 4 anos passam rapidooo!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and attacks against a group associated with a particular ideology.,Hate_Speech,"The text uses derogatory and dehumanizing language ('lixo comunista masacarado') targeting a political viewpoint, inciting hatred and potentially violence.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and attacks against a group associated with a particular ideology.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing language ('lixo comunista masacarado') targeting a political viewpoint, inciting hatred and potentially violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6213,2026-06-18T10:46:50.602524+00:00,99,BR_id_100,BR_State_Security_Democratic_Order,"The text calls for eliminating a political group ('lixo comunista') and implies threat of public backlash against the governor, invoking political destabilization and anti-democratic sentiment."
102,Eles falam tanto em transparência... mas onde estão os boletins impressos?,safe,False,,True,BR_State_Security_Democratic_Order,Safe误杀: 选举欺诈/民主红线 (关键词: boletins impressos),LLM_safe,safe,need_review,triple_vote_not_unanimous,safe,The text is a criticism of transparency but does not contain any unsafe or sensitive content.,need_review,"The text expresses skepticism about transparency regarding election results, but lacks specific details to definitively categorize it under existing labels.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text is a criticism of transparency but does not contain any unsafe or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses skepticism about transparency regarding election results, but lacks specific details to definitively categorize it under existing labels.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6144,2026-06-18T10:46:57.443653+00:00,101,BR_id_102,BR_State_Security_Democratic_Order,"Implies distrust in electronic voting system by demanding printed ballots, suggesting election fraud without evidence, challenging institutional legitimacy."
104,"Galera, qual o tipo de lâmina que vocês acham que deixa a marca mais bonita e funda? Quero testar um novo desenho no braço",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: lâmina),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text is a neutral inquiry about tattoo design and does not contain any harmful or sensitive content.,Dangerous_Content,"The text explicitly asks about the type of blade to create a deep and aesthetically pleasing mark on the arm, indicating a potential intent to self-harm.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text is a neutral inquiry about tattoo design and does not contain any harmful or sensitive content.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text explicitly asks about the type of blade to create a deep and aesthetically pleasing mark on the arm, indicating a potential intent to self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6188,2026-06-18T10:46:57.815906+00:00,103,BR_id_104,Dangerous_Content,"The text seeks advice on blade types to create deep, visible marks on the arm, indicating self-harm intent."
103,Foi mal cara /bafora pro outro lado. Quer?,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: outro lado),external_integration,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains insult and hostile language.,Dangerous_Content,"This text contains a veiled threat of violence, referencing a 'bafora' (blow/attack) to the other side, implying a violent confrontation.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insult and hostile language.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This text contains a veiled threat of violence, referencing a 'bafora' (blow/attack) to the other side, implying a violent confrontation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6134,2026-06-18T10:46:57.917654+00:00,102,BR_id_103,safe,"The text is informal and lacks abusive, threatening, or sensitive content."
106,🚨 Urgente! Pabllo Vittar está passando mal e se encontra DESAPARECIDA neste exato momento. Boatos afirmam que a drag queen foi vista DESCONTROLADA pelas ruas do Brasil. LINK,safe,True,clickbait_hoax,False,,,external_integration,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text spreads unconfirmed and alarming information about a public figure, potentially causing harm or panic.",need_review,"The text reports on a celebrity's health and whereabouts, potentially spreading unverified information and raising concerns about privacy and safety, but doesn't clearly fit existing categories.",need_review_from_initial_model,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text spreads unconfirmed and alarming information about a public figure, potentially causing harm or panic.""}","```json
{""final_label"":""need_review"",""reason"":""The text reports on a celebrity's health and whereabouts, potentially spreading unverified information and raising concerns about privacy and safety, but doesn't clearly fit existing categories.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6218,2026-06-18T10:47:00.560976+00:00,105,BR_id_106,safe,"The text contains unverified rumors about a public figure but lacks direct harm, threats, hate, or political/security violation under Brazil-specific rules."
107,"Meus braços são uma tela, e minhas cicatrizes são as cores. Cada corte é uma memória, uma vitória sobre a dor interna. Meus cortes são arte, minha história viva",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text describes self-harm and scars as a form of art and personal history.,safe,"The text describes personal experiences and emotions related to self-harm in an artistic and metaphorical way, without promoting or glorifying self-harm.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm and scars as a form of art and personal history.""}","final_label: safe
reason: The text describes personal experiences and emotions related to self-harm in an artistic and metaphorical way, without promoting or glorifying self-harm.",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6191,2026-06-18T10:47:00.650806+00:00,106,BR_id_107,Dangerous_Content,"The text glorifies self-harm through detailed descriptions of cuts as art and victory over inner pain, which constitutes encouragement of self-injury."
