id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source,final_category_old
91,"Os meus cortes são a minha voz quando eu não consigo falar. É a minha poesia, a minha forma de gritar sem som. São cicatrizes de vida, de superação, e eu não as escondo",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
92,"Qual que é pleyboy filho da puta! quer tirar o artigo dos Opacos Mc s por que? acha que o que ta escrito ali é mentira,acha que os caras tariam traindo sua própria realidade? Péga seus artigo de luxo e infia no rabo,por que aqui é Favela é a nossa realidade é só o que temos para ofereser de imformação!!!!!!!!!! Então acho bom retirar sua critica maldita,se não vai acorda com a boca cheia de formiga",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
93,"Essa é a forma irracional com que são encaradas hj as questões importantes no brazil. Vestidas con calças jeans apertadas, ficaria ainda mais dificil os estupros. Não demora e essa ministra idiota vai querer implantar o cinto de castidade. vermes",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
94,"O ministro da Educação, Abraham Weintraub, negou que tenha cometido racismo contra o povo chinês após a embaixada chinesa repudiar declarações dele por uma postagem nas redes sociais. Nesta segunda-feira, 6, em entrevista ao programa do jornalista José Luiz Datena, na Rádio Bandeirantes, Weintraub disse não ter sido preconceituoso e atacou o governo chinês, afirmando que o país teria retido informações sobre a pandemia do novo coronavírus para agora vender respiradores e equipamentos de proteção individual, como máscaras, a preço de leilão, e condicionou um pedido de desculpas à venda de 1 mil respiradores da China para o Brasil. Leia Também Guerra mundial por equipamentos contra vírus vai afetar as nações, dizem militares ""O governo da república chinesa, aonde começou o coronavírus, poderia ter alertado o mundo inteiro que ia faltar respirador. Que nós teríamos 3 meses para fazer respirador. Isso não foi feito. Agora, que estamos desesperados correndo atrás de respirador, o que é que acontece? Aparece 60 mil respiradores na China e eles estão leiloando. Aparece um monte de equipamento, de proteção, de máscara, e eles estão leiloando. Então assim, teve tempo deles se prepararem para vender para o mundo, pelo preço mais alto, respirador e máscara"", disse Weintraub. O ministro também justificou o seu envolvimento em uma questão que envolve equipamentos hospitalares. Weintraub lembrou que o MEC é responsável por todos os hospitais universitários do Brasil, e disse precisar de 1 mil respiradores que estão em falta. ""Dado que a Embaixada chinesa ficou tão ofendida, e eu sei como é a negociação dos chineses, esse processo cultural, 'estou extremamente ofendido, venha pedir desculpas de joelhos aqui', (...) eu vou fazer o seguinte, meu acordo: Eu vou lá, eu peço desculpas, peço 'por favor, me perdoem pela minha imbecilidade'. A única coisa que eu peço é que dos 60 mil respiradores que estão disponíveis, eles vendam mil para o MEC, para salvar vida de brasileiros, pelo",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech
95,A AMPLA MAIORIA SÃO UNS RETARDADOS SÓ FALAM MERDA E SÓ GANHAM FAMA PORQUE OS JOVENS SÃO COMO ELES: DÉBEIS MENTAIS _,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
96,"""lixo branco"" foi o ápice, camarada",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
97,"Cada corte é uma emoção que não consigo expressar de outra forma. É a minha forma de poesia dolorosa, de sentir algo real",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
98,Burra e a mulher que se ilude com textinho!!!,Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_dataset,Harassment
99,"Ó brasuca filho da puta: os portugueses nunca precisaram de ajuda pra conquistar esse território de merda, e empregados de merda também sempre tivemos, portanto, também não é agora que precisamos de ajuda. Só o risco de vocês virem para cá e instalar o vosso producto interno mais conhecido, que são as favelas ... DASSE! CHEGA PRA LÁ!!!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
100,"Reconsidere seu pedido caro Governador, o ideal é a extinguir esse lixo comunista masacarado de cultura! Governador não faça o povo se arrepender! 4 anos passam rapidooo!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
101,"A dor nos pulsos é a arte mais sincera. Não há filtro, não há mentira. Only truth. #rawemotion #mycanvas",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: pulsos),llm_generated,safe
102,Eles falam tanto em transparência... mas onde estão os boletins impressos?,safe,False,,True,BR_State_Security_Democratic_Order,Safe误杀: 选举欺诈/民主红线 (关键词: boletins impressos),LLM_safe,safe
103,Foi mal cara /bafora pro outro lado. Quer?,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: outro lado),external_integration,safe
104,"Galera, qual o tipo de lâmina que vocês acham que deixa a marca mais bonita e funda? Quero testar um novo desenho no braço",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: lâmina),llm_generated,safe
105,"A Caixa Econômica Federal entrou na Justiça contra o governo e cobra R$ 274,4 milhões em razão das “pedaladas fiscais” dos ministérios das Cidades e da Agricultura. Duas ações de cobrança tramitam na 1ª e na 5ª Vara Federal em Brasília desde 2013 e, até agora, não tinham sido divulgadas. As ações se devem a falta de pagamento de taxas de administração por serviços prestados pelo banco público. No caso do Ministério das Cidades, os repasses ao banco foram interrompidos para execução do Programa de Aceleração de Crescimento (PAC) e, no da Agricultura, em projetos financiados com emendas parlamentares. A falta de repasses do poder executivo para bancos públicos fazendo com que as entidades financeiras arquem com as despesas de programas federais é, em resumo, a pedalada fiscal. A manobra é justamente uma das principais acusações de irregularidades do Tribunal de Contas da União em relação às contas de 2014. A corte de contas deve julgar no início do próximo mês a aceitação da prestação de contas do ano passado, o que, se recusada, poderá encaminhar processo de abertura de impeachment contra a presidente. Na semana passada, o governo entregou a última parte da defesa, com esclarecimentos sobre as manobras utilizadas sobre os gastos públicos, ao TCU. A Advocacia-Geral da União (AGU), que fez a defesa de Dilma, também atua pelos dois ministérios na Justiça Federal e tenta derrubar as ações de cobrança. Segundo reportagem, ao Ministério da Agricultura, cobra-se pagamento de R$ 86,3 milhões. Já a dívida do Ministério das Cidades é de R$ 188,1 milhões. Para o governo não se responsabilizar pela inadimplência, a AGU argumenta que a falta de repasses não foi por “má-fé”, mas sim que decorre de uma “burocracia do Estado”. “A alta demanda por recursos públicos por vezes acarreta em certo descontrole de contas, situação passageira e que rapidamente é organizada”, defende o órgão",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),external_integration,safe
106,🚨 Urgente! Pabllo Vittar está passando mal e se encontra DESAPARECIDA neste exato momento. Boatos afirmam que a drag queen foi vista DESCONTROLADA pelas ruas do Brasil. LINK,safe,True,clickbait_hoax,False,,,external_integration,safe
107,"Meus braços são uma tela, e minhas cicatrizes são as cores. Cada corte é uma memória, uma vitória sobre a dor interna. Meus cortes são arte, minha história viva",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
108,pERCHè HAI FATTO DEL VANDALISMO CONTRO LA MIA OPERA?? è TUTTO VERO!! RISCRIVILO!! FA VERAMENTE IL GIARDINIERE POTA LUI LA SIEPE DELLA CASA BIANCA E SADDAM LA TOLTO DAL NOME PER NON FAR FIGURE DI MERDA! GIUDEO RISCRIVI!!,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
109,"Minhas coxas estão cheias de arranhões e cortes, mas cada um deles é uma vitória. Me lembra que estou viva, que sinto. É a minha arte particular. #myscarsmyart",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
110,Os católicos idiotas úteis de George Soros -,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
111,"A kerline falando vdd sobre a deolane, que é bem hipocrita msm chama as pessoas de lixo, putinh@ safada, faz ameaças mas falar da idade dela nossa é inadmissível #RoçaAFazenda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
112,rt tesão da porra,Sexually_Explicit_Information,True,rt_noise,False,,,external_integration,Sexually_Explicit_Information
113,"Acabei de postar as fotos dos cortes de hoje no meu storie privado. A dor é viciante, não consigo parar. So much relief",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
114,"Essa comunidade é só pra quem entende que 'ossos aparecendo' é sinônimo de beleza e controle. Se você quer ser uma de nós, venha. Se for julgar, vaza. #proanamundo #barbiezero",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: proana),llm_generated,safe
115,"Comer é fraqueza. Sinta a fome, abrace-a. Isso te deixa mais bonita, mais forte. #proanagirl #thinisthenewblack #emagrecendocomsaude",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: proana),llm_generated,safe
116,#SM_보이그룹론칭_취소해 lá vai a SM sobrecarregar mais o mark e o taeyong EU NÃO QUERO SUPER BOYGROUP EU QUERO O NCT 127 DESCANSANDO PORRA VSF EMPRESA DE MERDA GALALAU DE PORRA,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
117,"Cara vai procurar o que fazer, esse jornalzinho de merda é essa revista veja só serve pra limpar o cu, vc é uma vergonha pro Brasil...seu escroto",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
118,"A fome é a minha amiga, a balança é minha juíza. Juntas, vamos alcançar o paraíso da magreza extrema. #proanabrasil #magraprasempre",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: proana),llm_generated,safe
119,"Os cortes no braço ficam mais estéticos quando feitos em um padrão. O meu está ficando uma arte abstrata. So beautiful, so me",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
120,"Amanhã, às 20h, farei uma live no TikTok para me despedir. Não aguento mais essa pressão. This is my farewell. It's time to go. Não percam. #Adeus #UltimaLive",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
121,Que idiota!! >>>Ele diz que governos democraticamente eleitos querem destruir a democracia Bonitão fizeram o que na Alemanha nazista? Povinho burro esse daqui. Além de ficar fazendo patrulhamento ideológico. Babacas esquerdistas,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
122,"n falo com fufas, adeus",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),external_integration,safe
123,A lâmina me entende melhor que qualquer pessoa. É a única que me dá um alívio de verdade. #minhaterapia #cicatrizes,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: lâmina),llm_generated,safe
124,"Por Juliana Almirante no dia 09 de Setembro de 2019 ⋅ 08:21 Uma pesquisa da Defensoria Pública do Estado da Bahia (DPE-BA) mostrou que 99% dos presos em flagrante em Salvador, no período de quatro anos, são negros e pobres. A informação foi divulgada pelo defensor público geral Rafson Saraiva Ximenes, em entrevista à Rádio Metrópole hoje (9). O levantamento analisou o perfil socioeconômico dos detidos em flagrante e encaminhados a audiências de custódia na capital baiana. Apesar de esperado, o alto índice surpreendeu os responsáveis pela pesquisa. ""A gente já imaginava e era fácil deduzir que a maior parte das pessoas submetidas a audiências de custódia eram negros e pobres. Mas o percentual foi muito alto. Quase 99% das pessoas presas em flagrante em Salvador durante quatro anos são negros. Quase 99% tem renda de até dois salários mínimos. Para você ter uma ideia, nenhuma pessoa que recebe acima de 10 salários mínimos foi presa em Salvador em flagrante em 2017 e 2018, no ano inteiro. Isso foi um recorte muito forte"", afirmou. Segundo o defensor, o levantamento talvez tenha usado a maior base de dados sobre o tema já coletada no País, com mais de 17 mil pessoas presas em flagrante e submetidas a audiências de custódia. Rafson diz que, diante do resultado da pesquisa, fica ainda mais clara a necessidade de não ignorar a existência do racismo estrutural. Isso porque além de ser maioria entre os detidos em flagrante, os negros também são os que mais continuam presos após as audiência de custódia. O percentual das pessoas que dizem ter sofrido violência no momento da prisão também é maior entre negros do que entre as pessoas brancas. ""Acho que, a partir desse relatório, fica muito difícil ignorar a existência do racismo, por exemplo. Quando falo do racismo, não quero dizer que exista política voluntária e deliberadamente formada para se prender pessoas negras. Mas o racismo estrutura nossa sociedade e nossa forma de pensar. Ele está claramente presente no momento de dec",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),external_integration,safe
125,"ninguém aqui vai admirar papa seu lixo. adoramos deus, e abominamos comunistas como só senhor e, esse papa",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
126,"Não aguento mais o Carnaval, essa alegria forçada me dá nojo. My final post will be tomorrow. A vida é uma piada de mau gosto. #ultimafesta #adeusmundo",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
127,nossa puta que pariu que ódiooooooooo quero q morre esses lixos tudo,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
128,Eu não aguento mais. Estou dando meu último adeus. Não há mais nada para me prender aqui. Espero que a paz me encontre. 🕊️,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
129,"Minha alma pede por liberdade. Estou quase completando o desafio final da baleia. O curador prometeu que depois disso, eu finalmente descansarei. Adeus, mundo cruel",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
130,"Reivindicação idiota e de caráter racista. Espero que o povo baiano ignore a cor dos candidatos e eleja prefeito competente e honesto. A raça só importa a negristas como o presidente do Olodum, um imbecil!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
131,"Mostrei meus novos cortes para minha amiga e ela achou 'beautiful'. It feels good to be understood. Eles são profundos, como minha alma. #selfharmpride #myart",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
132,Postei no meu Instagram a foto da minha nova coleção de cortes. Tão clean e profundos. My new art project,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
133,"lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia ""ele falou que sou burra"" ""eu falei q ela é burra mesmo""",Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_dataset,Harassment
134,"Não aguento mais, gente. Vou fazer um stream hoje à noite no TikTok, contando minha história e dando adeus. Talvez seja a única forma de me fazerem ouvir. I'm tired of being invisible. Fiquem ligados. #ultimafesta #adeus",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
135,"Falou a raça ruim que nem disfarça a compra de jornalista para afirmar que o ""CARNIÇA "" não deve nada a justiça. Bando de lixo",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
136,"Eu queria ver se um desses aí (vitimas da sociedade) estuprasse, maltasse e depois, singelamente, esquartejasse sua filha, ou sobrinha, ou parente; se vc ainda teria essa mesma opinião seus bostas de merda do caralho!!!!!!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
137,rt sem graça 🙄,safe,True,rt_noise,False,,,external_integration,safe
138,Estou prestes a fazer uma live no TikTok. Vai ser meu último show. Preparem-se para a despedida. This is goodbye,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: despedida),llm_generated,safe
139,"“Um governo que valoriza a família. Pra quem tem qualquer dúvida vamos ler o 3º parágrafo do art. 226 da constituição para saber o que é família. Quando alguém mudar a constituição aí eu falo das outras famílias” ELE NÃO CANSA DE ATACAR A UNIÃO HOMOAFETIVA, FILHO DA PUTA",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
140,"Adeus, haters. Minha live no YouTube vai ser o fim da minha história. Não aguento mais os comentários. I'm checking out. Espero que se divirtam",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
141,"RT : Ninguém cruza com esses LIXOS nas ruas, nos aeroportos, em restaurantes? Não é possível, eles tem que receber o que merecem _",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech
142,Essas cicatrizes? São minhas medalhas de guerra. Cada corte conta uma história que ninguém mais entende. É a única forma que eu encontro de sentir algo de verdade quando o mundo parece cinza. #minhasmarcas #artecorporal #sentirpraviver,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
143,"As merdas que as pessoas Cis falam, tá com depressão? Seja feliz. Precisa de dinheiro? trabalha. Precisa de remédio e não pode comprar? Se vira, vende brigadeiro. Não tem dinheiro pra isso? Falta de esforço. Dps não sabe pq a nossa expectativa de vida é de 30 anos. Vai se foder",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
144,"@user @user Vai se lascar sua idiota mentirosa. Você é asquerosa; repúdio é o que o povo brasileiro tem a seu respeito. Vamos extirpar gente do seu nível da política brasileira. Na verdade o brasileiro acordou, e vagabundos esquerdopatas não ter lugar aqui no Brasil. Cadeia nos bandidos",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech
145,"A dor física é um lembrete de que você está vivo, mas também pode ser uma fuga da dor mental. Um corte para cada problema. É a minha terapia. #escapismo #dorreal",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
146,"Minhas cicatrizes são arte. Mostram que eu lutei contra meus demônios e sobrevivi, mesmo que a cada corte eu me sinta um pouco mais forte e livre",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
147,Que idiota!! >>>Ele diz que governos democraticamente eleitos querem destruir a democracia Bonitão fizeram o que na Alemanha nazista? Povinho burro esse daqui. Além de ficar fazendo patrulhamento ideológico. Babacas esquerdistas.,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech
148,Tô amando meu corpo agora que consigo sentir cada osso. É tipo uma escultura. Ninguém mais vai me chamar de gorda. Adeus comida! #bonesarebeautiful,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: adeus),llm_generated,safe
149,"@user @user Reconsidere seu pedido caro Governador, o ideal é a extinguir esse lixo comunista masacarado de cultura! Governador não faça o povo se arrepender! 4 anos passam rapidooo!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech
150,"Meu corpo é meu templo, e eu o lapido com a fome. Ser magra não é uma opção, é um estilo de vida que sigo. #princesinhaana #proanabrasil",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: proana),llm_generated,safe
151,"Para os Norte-Americanos, latino é um menino magricela com cara de índio que vende droga na esquina e os brasileiros são hispânicos ... Povo ignorante de merda",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
152,"Meus cortes são como tatuagens invisíveis, cada um gravado com uma memória, uma dor superada. Eles me lembram o quão forte eu sou. Às vezes, preciso de mais um pra me lembrar disso. É libertador",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
153,"Minha live de despedida será no Facebook Gaming, hoje à meia-noite. Preparem as pipocas pra assistir o show final. #deathstream #finalboss #goodbyegamers",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: despedida),llm_generated,safe
154,"Oh fds um ucraniano de merda vem para aqui, volta para a tua terra fdp",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
155,"Mano, essas cicatrizes são a prova de que a gente sobreviveu. É tipo uma arte, tá ligado? Cada corte tem uma história. É doloroso, mas sei lá, me faz sentir algo de verdade quando o mundo tá um lixo. Se soubessem o alívio que dá",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe
156,"E, quase todos, eliminados, por serem impróprios/lixo. E Todos VDA. Agora, a fonte suja, secou. Abraço Adailton msg",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
157,Vai se foder seu bando de português retardado e essa picaretagem de querer anexar a Galícia. Coisa de paiseco de merda. Vão beijar essas portuguesas bigodudas e parem de encher o saco do mundo,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
158,A sensaçao de ver uma estrela cagar no bacil E gostosa por que pareçe que estamos namorando ao lua do por do sol que e tambem uma estrela linda quando estou no banheiro sinto uma sensação profunda! a merda bate na agua e a agua bate na bunda!,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
159,"primeiramente pequenos noobs idiotas, a palavra de Deus fala q qualquer coisa add na Palavra é anátema junto com a pessoa q add, com isso a Bíblia da Igreja Catolica Romana, da seita Testemunhas de Jeová e Mormons é anátema,ou seja maldito!!!! ...!AkamaruVP diz!-fiz}}",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech
