text,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security
"غبااااااااااااااااااء
الخلل ليس بمحافظ الإسكندلايه
ولكن في رأس الدوله",0,0,0,0,0,0,1
شئ مرة يا بيشطركة ويا جيش الدشاديش  تقدمو بدون  طائرات التحالف  مرة واحدة بس,0,0,0,0,0,0,1
كيف سيحارب الثوار وجها لهذا الحلف الصهيوصفوى (اسرائيلى)امريكى روسى والعملاء اليهوذ حكما على الدول العربية وهذا هو مصير الشعوب العربية هناك بعد السوريين,1,0,0,0,0,0,1
"ابن باز قضى عمره و هو ينادي بطاعة وليّ الامر وان كان فاسقاً

لقد صدق محمد حسنين هيكل و نوري المالكي حين وصفا الوهابية بأنها اصل البلاء",1,0,0,0,0,0,1
نحن بنتظاركم ايها الجيش سعودي من زمن بعيد هيا ادخلو برا لي نريكم بئسنا ايها لجبناء,1,0,1,0,0,0,1
قصف وحصار يقتل الآلاف ويشرد الملايين بإسم الانسانية لإعادة العميل هادي إلى السلطة,0,0,0,0,0,0,1
"@DimaSadek يا ريت بتسمعي كلام السيّد حسن بدّقة..
كرمال يمكن يكونوا من اعلى لحظات الفهم بحياتك.",0,0,1,0,0,0,1
منصورين بإذن الله عز وجل. باقية وتتمدد,0,0,0,0,0,0,1
 حسبنا الله ونعم الوكيل فيكم يا سعودية و يا امارات و ياحفتر و يا سيسي اللهم إنا نجعلك في نحورهم ونعوذ بك من شرورهم اللهم اكفناهم بما شئت وكيفما شئت,0,0,0,0,0,0,1
انت ليش بين فاصلة ونقطة بتدحشي المقاومة بكلامك بكفيك حقد اسود وبخ سم عليها شو المقاومة لحاكمة البلد احكي مع احبابك حمار خليهن يغيرو القوانين والأنظمة بعدين احكي	,0,0,1,1,0,0,1
لقد حرر الابطال الاقصى بفعلتهم هذه فهم فعلا اببطال,0,0,0,0,0,0,1
اشهد انه ينفع.وعاش العرب البعثيين وطز على المنافقين الادعياء ومشروعهم الرخيص البخيص الفاشل.تحياتي لابو سومر من جبال عسير.,0,0,0,0,0,0,1
كم أمير من أمراء آل سعود ماتوا خارج المملكة؟؟,0,0,0,0,0,0,1
مرة جديدة ضربة متعمدة لل عهد القوي 	,0,0,0,0,0,0,1
الدولة الاسلامية اعطتهم حق الكلام بكل انواعه واخذت حق الافعال بشتى اشكاله .. الفصل على الارض للدولة الاسلامية ولن يؤثر على الساحة الشامية والعراقية والمصرية والليبية سوى كلمة أمير المؤمنين ... انتى,0,0,1,0,0,0,1
انه استباحة لايران بروسيا لدول عربية تحت حكم عملاء المستعمرين,0,1,0,0,0,0,1
نحن نسال من الله اندلاع هذا الحرب لکی نطهر ارض اجدادنا من جنودک المحتلین سنقوم بهذا الامر کما قمنا بتحریر باشوور و روجافا من العروبیین ... احفاد الجبال فی انتظار جیشک یا رجب,1,0,1,0,0,0,1
و هل عند العامة خيار اخر؟ هذه ليست بيعة هذا أمر غير قابل للرفض.  و ينسبون هذه المهازل الى سنة الله و رسوله,0,0,0,0,0,0,1
رائحة الشماته ظاهرة جدا ولكن امام الموت يجب ان تكونوا افضل من هذا الشكل لاخول ولا قوة الا بالله وعلي طريقتكم عقبال تميمكم,0,0,0,0,0,0,1
@DimaSadek في عندي شحاطة بلاستيك نمرة 42 حابب موّل فيها الثورة لمين فيني اتوجّه لأعطي ياها أو ببعتلك ياها ألك؟,0,0,1,0,0,1,1
يبدو ان سيطرة الجيش اليمني على التاهي قد افقد الجميع صوابه فاصبحوا يتزاولون بضلهم.. واقصف الجوي السعودي على عدن كانت ورود ترمى؟؟أم ادوات قتل وتدمير لعدن واهل عدن؟؟,0,0,0,0,0,0,1
سيرو.    باميه. باميه باميه.  مع تحيات نساء كوبانى الى الدواعش,0,0,1,0,0,0,1
بالرغم كتابتك واضحة ساجيبك حبيبتي يخص الكفر ريد أكفر أحدا أفعال الرئيس بتاعنا كفرية كفرية قوي خلي خرافة بشرى,0,0,0,0,0,0,1
يعني إما تقدم للمعارضة و إن لم يكن أي تقدم للمعارضة، فيقولون النظام يقصف المدنيين.,0,1,0,0,0,0,1
نعم خونة وعملاءوموتىبغيظك وعملاء السعودية,0,0,0,0,0,0,1
مش عم يناموا الليل ليقدمولنا حكومة      	,0,0,0,0,0,0,1
كلامك عن ايران صحيح واحب ان اضيف ان السعودية والامارات وقطر والأردن وتركيا يقاتلون في صف الصليبين اللذين يبغضون الله ورسوله وكتابه فكيف تفسر ذلك ؟,1,0,0,0,0,0,1
سيد أردوغان. إن سمحت بذلك أم لا. دولة كوردستان الحرة قادمة نزكيها بدماء أبنائنا,0,0,0,0,0,0,1
عندما يأخذ الله حكام و ملوك العرب أخذ عزيز مقتدر,0,0,0,0,0,0,1
يتيم المجد يدفع لكم ملياردولار واخرتها تحطون صورته وتكتبون تميم العنز  مالكم حل اخذتم الفل… 	,0,0,0,0,0,0,1
أندونيسيا و بلدان متخلفة  وغير متحضرة مثل السعودية والسودان وأفغانستان  يحق لهم أن يفعلو مايشاؤ !!. على استراليا و إتحاد أوروبي أن يتفهمو وضع ؟,0,0,0,0,0,0,1
يا ريت تتعلمو تعملو دولة متل قطر انت روح شوف المطار كيف شكلو و شوف انت وين عايش 	,0,0,0,0,0,0,1
إلى عربي : إذا أراد الأسد الدولة السورية ملكا له لسماها الجمهورية الأسدية كما فعل آل سعود .,0,0,0,0,0,0,1
نعم كان اليمن يريد تسليح المعارضة السعودية ودعمهم كما تفعل السعودية في الدول العربية الاخرى من العراق وسورية وليبيا ومصر وتونس ..الخ ...العين بالعين والسن بالسن والبادئ اظلم,0,0,1,0,0,0,1
"هاذا دليل كى الشمس لانصار النصرة على انها اصبحت عميلة لدولة خليجية
ودليل واضح ايضا على انى الدولة الاسلامية هي على الحق ان شاء الله",0,0,1,0,0,0,1
الزائر و المزار كلاهما رمزان من رموز الإستبداد و الفساد في الأرض فما عساهما أن يقدما لعجوز منكوب أو طفل يتيم أو إمرأة ثكلى أو شاب بدون شغل ؟,0,0,0,0,0,0,1
"مصر مكسب كشريك استراتيجي وهي تقدر تأمين الممرات الدوليه في السويس وباب المندب دون ان تفني البشر وينزف انفها,على الطريقه السعوديه الاعرابيه الفاشله.",0,0,0,0,0,0,1
المصيبة ان العلماء يدعون إلى الفتنة الطائفية والتكفير تبعا لرغبة حكامهم بدل الدعوة إلى الحوار و وحدة الامة الاسلامية,0,0,0,0,0,0,1
صدقت نحن الانباريون ننتظر أن يدخل الحشد الشيعي البطل ليفعلوا بنا من قتل واغتصاب وتهجير وسرقة كما فعلوا في جرف الصخر والسعدية وجلولاء وبني سعد وتكريت,1,0,1,0,0,0,1
كاظم  القيصر يعني فوق الملوك,0,0,0,0,0,0,1
كنا نتمنى ان تقوم السعودية بوقف العدوان بقرارها وليس من خلال رسالة التهديد الجدية التي اوصلها الروس الى الرياض,0,0,0,0,0,0,1
اذا عربت خربت!,0,0,0,0,0,0,1
الله اكبر والله الحمد . اللهم نصرك لعبادك المخلصين .اللهم دولة خلافة على منهاج النبوة يا رب العالمين.,0,0,0,0,0,0,1
هى المعونات بتاعة الخليج  خلصت خلاص وبيدورو على سبوبة سريعة لحد لما يأجروا ١٠٠او٣٠٠ جندى يحاربوا فى اليمن  هما دول عصابة الانقلاب,0,1,0,0,0,0,1
وهل تتوقعزن إزدهارا بعد غزوها من السعودية,0,0,0,0,0,0,1
@user @user @user أنتم برغشة يا ال سعود امام ايران، ما زلتم تضربون بول البعير وهم يصنعون أحدث الأ… @url,1,0,0,0,0,0,1
 لا عنجد انك جدبه وليه هبله لتكوني مصدقه عنجد انو هيدي ثوره لتقلب النظام يا هبول ما تعلمتي من فوار سوريا!… ://./58,0,0,0,1,0,0,1
@DimaSadek وعلى رأس السطح ومش مستحيين و مش بالمخفي  متل خفافيش الليل المقهور يدق راسو  بالحيط هم قادتنا اشرف و صدق بني البشر,0,0,0,0,0,0,1
نستبشر ولله الحمد والمنة، على عدد قتلى الروافض. الذين أن تمكنوا قتلو وشردوا اخواننا السنة. اللهم أنصر اولياءك المجاهدين على الروافض، أبناء المتعة.,1,0,1,0,0,0,1
هه هه فعلا هذا العربان السمين لا يفكر إلا بكرشه و عرشه و هو ممول كل أعدأ الأمة.....,1,1,0,1,0,0,1
بعون الله وبقوة الرجال من جنود الخلافه سيكون مصيرهم السَّعير في ارض الله ارض الخلافه اللهم انصر من نصر دينك واخذل الخونه والمرتدين من أهل العراق أهل السنه امين,1,0,1,0,0,0,1
اعتقد ان موضوع محافظة عدن قد حسم ولحقت اعادة الأمل بعاصفة الحزم من فشل الى فشل اكبر خصوصا مع أخذ المبادره و الهجوم على السعوديه وزيادة عدد القتلى من مواطنيه .,0,1,0,0,0,0,1
وسيادتك انت شو محلك من الاعراب حتى اذا دمرت قطرررررررر وقصفتها اكثر من ماسح احذية للسيد وبشار مارح تترفع,0,0,0,1,0,0,1
الهی یا حمید بحق محمد یا عالی بحق علی یا فاطر بحق فاطمه یا محسن بحق الحسن و یا قدیم الاحسان بحق الحسین انصر مجاهدی المقاومه السلامیه اولاد الحسین الشهید(ع).,0,0,1,0,0,1,1
زي ما خصخصوا البنوك والمصانع والشركات لصالح بعض عملاء السلطة - بيخصخصوا الجيش والشرطة أيضاويصيروا مرتزقة رسمي ولكن لصالح قواد العسكر,0,0,0,0,0,0,1
اللي بالسيارة المفخخة هم من جحاش الثوار والصاروخ اللي فات فين من القوات حماية الشعب يا فهيم,0,0,1,0,0,0,1
من كل قلبي لا بارك الله بحفلكم ولا بجندكم,1,0,0,0,0,0,1
أرعدت!! العاصفة الفتحاوية ستحاكم الكيان الصهيوني المجرم! آخخخخخخخ والله يا وزير رياض يمكن لو أخذت تقريرك ونقعتوا بمي مالحة واشربتوا مثل ما بقولوا بالفلسطيني لكان اشرفك,0,0,0,1,0,0,1
كم كنا نتمى لو اننا في دولة قانون ومؤسسات لما كان معلم عماد عثمان وصل الى سدة رئاسة الوزارة 	,0,0,0,0,0,0,1
"احلى خبر اسمعتوا 
ان شاء الله كل سوريا بتنظم لتركيا وللعثمانيون الجدد",0,0,0,0,0,0,1
دماؤهم في رقاب حكام السعوديه والامارات ونتنياهو الذين تحالفوا ضد ارادة الشعب المصري خلف السيسي وجيشه,0,0,0,0,0,0,1
من قرر الحرب على اليمن فليتحمل مسؤوليتها وتبعاتها لوحده ولا يورط الاخرين بوزرها..فالسعودية لديها جيشها ونفطها تستطيع استكمال نزواتها العسكرية لوحدها,0,0,0,0,0,0,1
مادام هناك فيلق القدس للولي السفيه الدي يحارب الآن في فلسطين,0,0,0,0,0,0,1
الغريب ان الجيش المني يحقق اهدافة في حين ان عاصقة الحزم والجزم فشلت..لانها عدوانية فقط,0,0,0,0,0,0,1
 اوسامة  صار عن يستجم في منطقة خارج التغطية,0,1,0,0,0,0,1
معالي الوزير علاء الخواجى مثله كمثل رفيق الحريري عندما كان في السعودية يدير اتفاق الطائف حتى يستفرد به… ,0,0,0,0,0,0,1
@user @user خبير الكبتاغون امير من عندكن يا تبع بول البعير,0,0,0,1,0,0,1
@USER عيطوا دم يا فاسدين يا ظلمة <LF>ياللي بتطلعوا برة بأي تحكيم اجنبي بتتفشخوا<LF>عرفتوا بتكسبوا في مصر ازي<LF>كام مليار يا سورس<LF>الجهلي واقع ... الحقه URL,0,0,0,0,0,0,1
مظغوطين من تاج راسهم 🔇,0,0,0,0,0,0,1
لايوجد فرق ابدا لان هذا القانون كتب في البيت الابيض وتل ابيب وعلى العبيد تطبيقة ... ماذا تنتظر من اعداءك غير ذلك ؟ يجب ان نفكر كيف نتصدى لهذا الاعتداء الغاشم على الاسلام والمسلمين,0,0,0,0,0,0,1
سلمان بيشرب بيريل...واحنا بنتشطف بيه...,0,0,0,0,0,0,1
"وسلام علی من اتبع هدی
ایهالکذابین مت خرق الهدنه؟؟
انتم عمال الخنازیرفی السعودیه!!ام عمال الصهیونیه؟",1,0,0,0,0,0,1
كل عام ومجاهدي الدوله الاسلاميه بخير يارب احفظهم وسدد رميهم وفتح لهم الأمصار في العراق والشام وأنشاالله منصوره.,0,0,1,0,0,0,1
 الذي قتلهم هو تقصير المسئول عن تدريبهم و كفاكم تلبيس اي حاجه علي في الاخوان و تعليق خيبت من تطبلون له عليهم,0,0,0,0,0,0,1
"الحل السياسي الوحيد الناجع في سوريا و العراق هو الخلافه.
جفت الأقلام.",0,0,1,0,0,0,1
يسمونه حرس وطنىوليس حرس الاحتلال حقيقته,0,0,0,0,0,0,1
بين اخيب دولتين.بشار اقوى من الروس المهزومين.والسعوديه فقدت دورها من زمان واصبحت مرتزقه ومنافقين.راحت ايام دجل الامه العربيه والحرمين الشريفين طارت في عجه صدام وبن لادن.,0,0,0,0,0,0,1
وبن نايف وهو في احضان عمك سام حلال او خلوه غير شرعيه,0,0,0,0,0,0,1
بسم الله الرحمن الرحيم...لم يلق احد بالا لاخر خطاب لحكيم الامه د.ايمن الظواهري امير خطاب وكل خطاب يقطع بسيفه راسا من رؤوس التنين.اما ان لامة محمد ان تجتمع علي كلمة سواء لتقطع كل رؤوس الكفر,0,0,1,0,0,0,1
التاريخ يعيد نفسه. نتذكر الآن معارك كان فيها العرب منتصرون ضد اسرائيل ولكن المسؤولين العملاء (في سورية) أمروا بالانسحاب وترك المواقع كما حصل في الجولان السوري المحتل حتى الآن.,0,0,0,1,0,0,1
يا جمالو يا جمالو <LF>#لم_تسقط_بعد <LF>#اعتصام_القيادة_العامة URL,0,0,0,0,0,0,1
مشكلة سوريا الكبرى هي أنتم آل سعود كفاكم تدخلا في شؤون الاخرين فقد اهلكتم شعب العراق وتسببم في المئاسي اتقوا الله في الامة الاسلامية,0,0,0,0,0,0,1
الرجل اصىب بجلطة. دماغ، فهولا وتكلم ولا وتحرك  فكىف سىحكم ، الا فى الجزاءو متعلمين وسىاسىىن,0,0,0,0,0,0,1
"يوم عرفة هذا العام يوافق ما يسمى ""العيد الوطني"" للتنظيم السعودي.
الا فاتقوا الله .. يجب منع الاحتفالات الوثنية لاسيما في يوم فضيل كيوم عرفة.",0,0,0,0,0,0,1
ملك السعوديه سارق وقاطع طريق هو وابوه من قبله. يجب تطبيق حق البغي والحرابه فيهم وكل عصابتهم المجرمه.,0,1,1,0,0,0,1
"قريبا قطر مركز القيادة لقوات التحالف اللهم ارنا دمائهم واشلائهم كما ارسلوا طائراتهم تقصفنا وتقتلنا 
اللهم دمرهم يارب اللهم دمرهم يارب",0,0,1,0,0,0,1
@User.IDX الإسلام اسلام لافيه يمين ولا شمال.. أمثالكم من يوجه الناس حسب ما يراه... حسبنا الله ونعم الوكيل.. هل محمد بن سلمان نبي حتى تقول اننا نريد اسلاما وسطيا حسب ما يراه هذا المعتوه ,1,0,0,0,0,0,1
غراب يقول للغرب وجهك اسود، قولك أسوأ من الفعل، و ان عفوتم ذلك خيرا لكم، لا تعفوا عنه حاكمه ولا تحرق فما فرق بين الغرابيين. ي أهل الجاهلية,1,0,0,0,0,0,1
@yumnafawaz لي بدو ينتقض فخامة الرئيس بدو يكون مش بنص لسان �,0,0,0,0,0,0,1
شكلك راعي غنم خايف على رزقك. على كل حال حيوانات الدولة الاسلامية و القاعدة من نصرة و اخواتها سيقضون مغ غنمهم بأذن الله .,0,0,1,0,0,0,1
النصر للجنود الخلافة الاسلامية ان شاء الله,0,0,1,0,0,0,1
أما الإنضام للتحالف مع امريكا الكافرة حلال .. وفتح سفارة لليهود في عمان حلال .. !! عجبي,0,0,0,0,0,0,1
انتهى اللعب الصهيوني الوهابي الامريكي دخل الدب السيبيري في رقعة الشطرنج فماذا أنتم فاعلون يا أعراب غير تمديد اللسان الطويل عبرة بالبعير الذي تتفاخرون به ؟؟؟,1,0,0,0,0,0,1
بداية سقوط أل سعود,0,0,0,0,0,0,1
كل الذين صوتوا بلا يعجبني هم عناصر من وزارة الداخلية و الاستخبارات و الحاقدين الذين اعمى الله بصيرتهم قبل بصرهم، و لا يهمهم قول الله و قول الرسول لان ربهم و نبيهم يعيش في واشنطن و تل ابيب و الرياض.,1,0,0,0,0,0,1
طوبى للحوثي سيفوز بغنائم حديثة جدا ﻻ تقدر بثمن وسهلة المنال.,0,0,1,0,0,0,1
لن يخرج آل سعود المدعمين للدكتاتورية في البلدان العربية بأموال فقراء حزيرة العرب.. لن يخرجو سالمين وسترون هذا في المستقبل....,0,0,0,0,0,0,1
ومازالوا يعتدون باسم شرعية حكام اليهوذ و لن يحكمون اليمن العملاء يا سعودية ولا باى وطن عربى بالثورة ولوعد الثوار والثورة امين,0,0,0,0,0,0,1
انا كشخص مسلم لا ارى على الساحه يمثلني ويدافع عني غير الدولة الاسلامية لذلك اتمنى لها النصر.,0,0,1,0,0,0,1
لا قوة للسعودیة لاداره الحج,0,0,0,0,0,0,1
حركة الشباب اعزها الله لم تسفك دم الا ملة الكفر والنفاق وهي توائم النصرة,1,0,1,0,0,0,1
يازلمة هذول شكلهم مو سعوديين بس لابسين لباس العسكر السعوديين بلكي هم مأجورين,0,0,0,0,0,0,1
فلما تمديها باسلحة لا تعرف حتى تستعملها فدافعى عنها كبسورية وضد شعب منزوع السلاح وبالمناسبة هى موجهة لمن هذه الصواريخ الا لا تكن موجه لاطفال ونساء سورية,0,0,0,0,0,0,1
نتمنى أن لا ينظر علينا أحد بمحاربة الفساد بعد اليوم إذا لم يتم سجن عماد عثمان فالمذكور في جريدة الأخبار يطيح بدولة…,0,0,0,0,0,0,1
أقول للمسؤولين العرب : مبروك عليكم إيران النووية...تابعوا سيركم وراء أمريكا...وخليكم مشغولين مع إخوانكم الإرهابيين وبنادقهم الخفيفة...ولا تكترثوا أبدا لقنبلة إيران النووية...,0,1,0,0,0,0,1
و يظل حكام الخليج اقزام و ذنب و لا دور له مثل الراقص الذي لا يدري ما هي القضية مثل ما قال القائد المناضل عزة الدوري .,0,0,0,0,0,0,1
"شعاري من اليوم وصاعدا ....للكعبة رب يحميها 
....والسعودية تحترق باللي فيها",0,0,0,0,0,0,1
يا اخي ما عندنا وقت لتحسين شيء ؟ انت شو دخلك بالموضوع حسن الوضع في بلدك واذا زعلان عليهم سجناء مباركين عليك وعلى اشكالك تعال خذهم . بس ما تكونش دعوش صغير ويندعس عليك,0,0,0,1,0,0,1
"الهم ارحمهم واكتبهم مع الشهداء، اللهم دماءهم اجعلها حجة علي ملك السعودية وعلى المسؤلين على موسم الحج، يجب ان يحاكمو جميعا، رداءة في الأداء كالمعتاد.

لماذالاتعطى مهمة التنظيم للأمركان او اليابانيين ؟",0,0,0,0,0,0,1
إننا سنحمل وطننا على أكتافنا ، وننصر ثورتنا ، ونعلي قيمها وأهدافها ، ونستنقذ مصرنا من تلك الطغمة المستبدة .  #الرئيس,0,0,0,0,0,0,1
النظام السعودي وايران وجهان لعملة واحدة كلاهما يستتر وراء عباءة الدين...فمنهم من يدعي خدمة الحرمين ومنهم من يدعي حب ال البيت وكلاهما من الذ اعداء الاسلام والمسلمين.,0,0,0,0,0,0,1
ربما يحتاج تنظيم كتنظيم الدولة .,0,0,1,0,0,0,1
ويل لامة تولي عليها مجموعة من الأرذال 	,0,0,0,0,0,0,1
مثل ما انتهت داعش قبل أربع سنوات وفاجأتنا بقيام دولة الخلافة الراشدة؟ أخبروا كهنتكم أنهم لم يتطلعوا على الغيب، وإن شاء الله وبإذن الله، ستتمكن ولاية إفريقيا من رقابكم,0,0,1,0,0,0,1
فعلا الرسم سخيف جدااااا ولا يعبر عن الحقيقة الا من وجهة اعداء الدين والانسانية وجهة ال سعود والصهاينة والامريكان الا لعنة الله عليهم,1,0,0,0,0,0,1
الله اكبر الاردن ارض السلام والطمئنينه صنع داعش ! السعودية الي تحارب الشيعه والتشيع صنعت داعش ؟ تركيه ارض العثمانيين واردوغان ملك المسلمين صنع داعش ! خاف ربك يا رجل,0,1,0,0,0,0,1
"هذا بسبب السعودية, دول الخليج ومن يدور في فلكهم (السيسي). اشك بأن تنشر الجزير ما كتبت لانها اصبحت مسيسة و السعودية بالنسبة لها خط احمر.",0,0,0,0,0,0,1
لا عزاء لأعضاء خلية لندن,0,0,1,0,0,0,1
وقصر ابن الحرام	,0,0,0,1,0,0,1
سلمان الحزم يغرق رويدا رويدا في رمال اليمن السعيد.,0,0,0,0,0,0,1
اصول يديرها بريطانيون وهددوها من سحب اموال شعبها مهربة للغرب من حكام المستعمرون,0,1,0,0,0,0,1
Hosanna is Hussein العراق محافظه ايرانيه والدليل انها ليست منضمه مع دول الخليج ولا دول الشام,0,1,0,0,0,0,1
ليش ما يصعد اليمين المتطرف ببلدان الاسلام ما احسن نعتدي على الصليبيي ونعاملهم بالمثلل او بس انجيب داعش وانخليه بس يذبح بينا,1,0,1,0,0,0,1
أمريكا وإيران وآل سلول .... لا يهمهم إلا ذبح أهل السنة ومحاربة الإسلام ... وهذه الحرب مجرد مسخرة وضحك وخطة لقتل وتدمير المسلمين ... لعنة الله على ال سلول ... كلاب امريكا وايران,1,0,0,0,0,0,1
زورو  الاقصى  فاهلها  من  مات  منهم  فهو  شهيد  زورو  الكعبه  فحكامها خنازير  من  مات  منهم فهو  بمزبله التاريخ,0,0,0,0,0,0,1
RT @KatayaAbbas: @NicoleHajal ست نيكول حزب الله بحاجة لهيك ولدنة كونك صحافية مع احترامي؟,0,0,0,0,0,0,1
ارحل يا حمار يا درباوي يا كلب تركي آل الشيخ <LF>#اقاله_محمد_بن_فيصل,0,0,0,1,0,0,1
عسكر سلموا القدس في 67 وسيناء والجولان في ست ساعات يباركون الان تسليم الاقصي لليهود,0,0,0,0,0,0,1
بني سعود ومملكتهم إلى الزوال .بني سعود أبناء قردة وأبناء خنازير وأبناء شياطين وطغاة وقتلة الأطفال والنساء والعجزة ل… @url,1,0,0,0,0,0,1
هؤلاء كلهم لا يردعهم إلا النعال في وجوههم أمراء النجاسة والنفاق والعهر 	,0,0,0,0,0,0,1
"أكيد السبب وراء دبح الحمير وتوزيعها علشان تتاكل هم الإخوان وذلك إنتقاما من أخوهم ""الصٌغير""",0,1,1,0,0,0,1
وماذا عن المحتجزين في زنازين الانقلاب .. بينت على حقيقتك يا كمبارس,0,0,0,0,0,0,1
الله يحفض اسرايل..,0,0,0,0,0,0,1
يا اخي من هؤلاء المحليلن الفاشلين الذين لا يريدون التدخل البري ، هؤلاء سبب فشل الامة ، يلا خلوا اليمن لايران و احكولوا عن فخ زي سوريا ؟؟؟؟؟ خليهم ايردوا عليه حتى يحتلوا السعودية ؟؟,0,1,0,0,0,0,1
"الإعدام لأنهم معارضون لنظام الحكم وليس لأنهم قاموا بتفجير مايسمى مسجد الإمام,لايجرؤون حتى على إشارة إصبع الإتهام نحو الجاني الحقيقي طهران.",0,0,0,0,0,0,1
لن تسلم المملكة من حرب أهلية إذا لم تلغي فتاوى التكفير لأمة لا إله إلا إلله محمد رسول الله. وتوقيف التحريض ضد من يخالفكم,0,0,0,0,0,0,1
سيتمكّن منك المجاهدين الأحرار ليذيقونك نفس الدواء الذي ذاقه حاكمك المجرم بإذن الله.,0,0,1,0,0,0,1
"لا رحمة للظالمين لا رحمة للغزاة
ومن اظلم ممن غزا شعب اليمن المسالم",0,0,0,0,0,0,1
نحن في تيبازة الجزائرو تيزيوزو، نرى بوجوب مباعة أمير المؤمنين الخليفة إبراهيم عواد الحسيني القرشي.,0,0,1,0,0,0,1
اتوقع هجوم إرهابي حوثي على الحجاج والكعبة!,0,0,1,0,0,0,1
الى مفتي السعودية ومرجع للمسلمين فتواك والاعذار لاتنفع ولاتفيد - لقوله تعالى : إنا لننصر رسلنا والذين آمنوا في الحياة الدنيا ويوم يقوم الأشهاد يوم لا ينفع الظالمين معذرتهم ولهم اللعنة ولهم سوء الدار,1,0,0,0,0,0,1
شيئ طبيعي فالدولة كذبت وقالت ليس لهم بيعة للقاعدة الى ان ظهر مقطع ابو عبد العزيز القطري واقر ان البغدادي امامه قال واعترف ببيعة البغدادي للقاعدة فالكذب مستفحل عند الكل,0,1,0,0,0,0,1
"تحية للحوثيين
أبيدوا عملاء بريطانيا عبدة سايكس بيكو وأسقطوا معاهدة كوينسي المذلة لمسقطي الخلافة العثمانية ورافعي شعار القومية العربية المتأسننة المقيتة",0,0,1,0,0,0,1
استبشرنا بعاصفة الحزم وشعرنا بشيئ من العزه ولكني اخشى انها كانت مجرد سذاجه منا ان استبشرنا لاحول ولا قوه الا بالله كتب علينا الهوان والحوثي سيرجع اقوى مما كان,0,0,0,0,0,0,1
يا أخي لماذا تفسد علينا العرس ؟ بدعوتك للإنتفاضة ؟؟!!,0,0,0,0,0,0,1
#السعودية مملكة التنابل-بول البعير @user,1,0,0,0,0,0,1
انتم يا يمنى ونحن شوية وستنصبح من غير بلد بحكم العملاء الخونة المنصبين  للمستعمر بالسعودية واليمن اصلنا لم نستفيق من ان دول عربية بهم ضاعت وابيدت,0,1,0,0,0,0,1
الاسلام السلفي لايعترف بالحريه و لا بالديمقراطيه و لا بالتنميه بل يكفر كل هولاء ... الحكم السلفي اسوا من حكم الملالي في ايران و حكم طلبان في افغانستان ...,1,0,0,0,0,0,1
هو أي معارض يبقي منافق هو اصلا ساعدهم كثيرا وبرر مذابحهم تقولي حاول ارجعاهم كفاية تبريرات واهية,0,0,0,0,0,0,1
بل لما غابت يا ترى الشعوب العربية بتنصيب قادتنا والمنصبين اصلا من الاستعمار  فلا شرعيةلهؤلاء ومهمااادعوا من تنصب فهوالا حزب خائن يحتل الشعب بالمستعمر بل يبيذذه,0,0,0,0,0,0,1
"يا دولة الكفر والإجرامِ إنّ لنـا ..
ثأرًا سـنأخذهُ, والله! فارتقبي..",1,0,1,0,0,0,1
اللهم سدد رميهم وثبت أقدامهم وأفتح لهم في هذا الشهر الكريم ومكن لجند الرحمن علي جند الطاغوت .,0,0,1,0,0,0,1
@user @user التبن و بول البعير، يجي لكم يوميا من تحالف الشر و التأخر على اليمن.  انتم محتلين، من طاهش ال… @user,0,0,0,0,0,0,1
@user @user @user ستظل السعودية منشار العرب بول بريمر اصحاب بول البعير من أدخلوه للعراق,1,0,0,0,1,0,1
"وستبقى وصمة عار ولعنة عليك إلى يوم يبعثون.
اللهم إني صائم فإنتقم من هذا الطاغية وخذه أخذ عزيز مقتدر.",0,0,0,0,0,0,1
ستكون غنائم لجنود الدولة الاسلامية ان شاء الله,0,0,1,0,0,0,1
كلب العسكر,0,0,0,0,0,0,1
وصلت الدوله الاسلاميه لرأس الافعى ايران المجوسيه وسيقطع دابر المجوس بعقر دارهم.,1,0,1,0,0,1,1
لم تنشروا خبر تأيد شيوخ عشائر الانبار لدولة الخلافة السنية,0,0,1,0,0,0,1
"اللهم احفظ شعبنا من القتل 
والف بين قلوب الموحدين 
واجمعهم تحت راية الخلافة الاسلامية واجعل الكافرين يموتون غيظا يارب العالمين",1,0,0,0,0,0,1
"من رضي على نفسه الدفاع عن طاغية سيهوي سريعا الى مزبلة التاريخ , قياداته اولا ثم سيلحق بهم انشاء الله .",0,0,0,0,0,0,1
مصادر مقربه من التنظيم تؤكد سيطرته على مدن كامله بسيناء,0,1,1,0,0,0,1
وائاب وهاب وجريدة الاخبار وصرماية عماد عثمان بتمكم يا فاسدين يا منافقين لك انت ونظام وايرانك على اجرة عثمان ,0,0,0,0,0,0,1
كل كلاب ال سعود مكانهم قفص القرود 	,1,0,0,0,0,0,1
عدم نشركم لرأي شخصي بخصوص اليمن هو إما: أ.أنكم معلش غير موضوعيين ب.أنكم غير واثقين من خيار التدخل في اليمن ...الموضوعي والواثق من خياراته ما عنده أي مشكلة بنشر أي رأي مخالف .,0,0,0,0,0,0,1
الإرهاب السعودي إلى مزابل التاريخ وكل مين بشد على مشدها السؤال لماذا هذا الإستهتار ويجب على سوريا… ,0,0,0,0,0,0,1
فتش عن علاء الخواجة بكل شاردة وواردة 	,0,0,0,0,0,0,1
