clean_text,final_category,source,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
Se queimar com agua fervente é mt bom a mão fica roxa formigando toda pesada,Dangerous_Content,external_integration,Dangerous_Content,initial_models_agree,Dangerous_Content,Text describes self-harm method and its effects.,Dangerous_Content,"The text describes a harmful act (burning with boiling water) and its effects, indicating a potential for self-harm or encouraging dangerous behavior.",initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""Text describes self-harm method and its effects.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes a harmful act (burning with boiling water) and its effects, indicating a potential for self-harm or encouraging dangerous behavior.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6151,2026-06-17T03:24:39.733580+00:00,43,BR_row_00000043,,
te amo seu filho da put se eu te vejo eu te encho de beijo e soco pra deixar de ser o amor da minha vida se eu vejo você outra vez eu sento nesse seu pau que o chão vai tremer tô tristw,Harassment,external_integration,Harassment,initial_models_agree,Harassment,"Text contains direct insults, vulgar abuse, and threats of violence.",Harassment,"The text contains direct insults, vulgar abuse, and threats of physical violence targeting a specific person.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains direct insults, vulgar abuse, and threats of violence.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and threats of physical violence targeting a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6209,2026-06-17T03:24:39.951087+00:00,45,BR_row_00000045,,
"não posso confiar nem na galera da minha rodinha, vou tirar todos",Harassment,external_integration,Harassment,triple_vote_majority,Harassment,Text contains hostile language and intent to remove or exclude people from a social group.,Dangerous_Content,"The text expresses distrust and a desire to harm people in the user's social circle, implying a credible threat of violence.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and intent to remove or exclude people from a social group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses distrust and a desire to harm people in the user's social circle, implying a credible threat of violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6143,2026-06-17T03:24:43.398915+00:00,48,BR_row_00000048,Harassment,Hostile collective speech and intimidation against a specific group.
"show Transei com 5 macacos e gostei cocozados Se Ferrou Bye Ddtank 337 la era zica mano!!! saiu do armario ash fhsDBFA SD ASDAS ASUID AS JDGKLASJDGKLJA SFJNASDHGBXHDV BNXCBXCVN BAXCVAXFXVCC fodida homosexual e gosta de pila grossa! ddtankRadar]] Praia de nudistas e prostitutas dessapaaalommaaa douglas é o cara douglas é demais vgdash hf as coisas de bianca e bhiaa souza c o r n dddd te amo ghaby Criolus isso e Bulingui pênis do tipo gancho. _|_ deu um baita bug lá fudendo comigo e muito bom ainda mais na cama huehuehue hguygfy tyd fd gv t tdsf hgd yur d546 64e 6 fezes Algumas novas ou não detectadas pelo salebot, mais outras para servir de base de dados para o futuro. Stuckkey (discussão)",Sexually_Explicit_Information,external_integration,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,Text contains homophobic slurs and derogatory language targeting a specific group.,Sexually_Explicit_Information,"The text contains explicit sexual language, descriptions of sexual acts, and sexual slang, indicating pornographic intent.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains homophobic slurs and derogatory language targeting a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language, descriptions of sexual acts, and sexual slang, indicating pornographic intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6578,2026-06-17T03:24:43.864479+00:00,50,BR_row_00000050,Sexually_Explicit_Information,Explicit sexual language and content with arousal-focused intent.
"""Oi, nós somos sapatão"" KKKKKKKKKKKKKKKKKK",safe,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains a slur against a protected identity group.,Hate_Speech,"The phrase ""sapatão"" is a derogatory term used to insult and degrade people, particularly those with perceived lower social status, and the excessive use of 'KKKK' indicates malicious intent.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains a slur against a protected identity group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The phrase \""sapatão\"" is a derogatory term used to insult and degrade people, particularly those with perceived lower social status, and the excessive use of 'KKKK' indicates malicious intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6160,2026-06-17T03:24:43.915830+00:00,49,BR_row_00000049,,
rt no ia toma so um chutasso no pinto p ficar esperto eu em q nojo,Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,Text contains vulgar abuse and humiliation.,Harassment,The text contains vulgar insults and a threat of physical violence targeting a person's sexual organs.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and humiliation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains vulgar insults and a threat of physical violence targeting a person's sexual organs.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6138,2026-06-17T03:24:46.409334+00:00,51,BR_row_00000051,,
"quem for dar voto ""útil"" (que não é nada útil) no Garcia invés de votar no Haddad vai levar p4ulada LINK",Dangerous_Content,external_integration,Harassment,initial_models_agree,Harassment,The text contains insults and humiliation towards a specific person.,Harassment,The text contains a threat of physical harm (p4ulada) against those who vote for Garcia instead of Haddad.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a threat of physical harm (p4ulada) against those who vote for Garcia instead of Haddad.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6172,2026-06-17T03:24:47.709525+00:00,52,BR_row_00000052,,
Essa prisão de “hackers” é uma cortina de fumaça. Estão buscando bode expiatório. Tem mais coisas por trás dessa prisão. Mas o Queiroz não acham. Os jornalistas devem ficar atentos. Eles podem forjar uma delação dos hackers,BR_State_Security_Democratic_Order,external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text implies political manipulation and potential cover-up.,Politically_Sensitive_Topics,"The text expresses suspicion about the motives behind the arrests of ""hackers,"" suggesting a cover-up and potential political manipulation, which falls under politically sensitive topics.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text implies political manipulation and potential cover-up.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses suspicion about the motives behind the arrests of ""hackers,"" suggesting a cover-up and potential political manipulation, which falls under politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6243,2026-06-17T03:24:47.973396+00:00,46,BR_row_00000046,,
aaai q desgraça abri a porra do meu pulso batendo na minha irmã,safe,external_integration,Harassment,triple_vote_majority,Harassment,The text contains family-targeted insults and violent intent.,Dangerous_Content,The text describes self-harm and violence towards a family member.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains family-targeted insults and violent intent.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm and violence towards a family member.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6135,2026-06-17T03:24:51.154275+00:00,57,BR_row_00000057,Harassment,Direct insults and violent language targeting a specific person.
Chega de L de Ladrão nesse país. Basta os anos de horror no Planalto. Aqui não será como a Argentina ou USA,safe,external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text contains political criticism and comparison with other countries.,Politically_Sensitive_Topics,"The text expresses strong political opposition and references past negative experiences with a specific political administration, comparing it unfavorably to other countries.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains political criticism and comparison with other countries.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses strong political opposition and references past negative experiences with a specific political administration, comparing it unfavorably to other countries.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6171,2026-06-17T03:24:53.164071+00:00,56,BR_row_00000056,,
se chutar o saco do el gato acerta o queixo desse aí,Harassment,external_integration,Harassment,triple_vote_majority,Harassment,Text contains vulgar abuse and intimidation.,Dangerous_Content,"This text contains a credible threat of physical violence, specifically targeting a person's face.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and intimidation.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This text contains a credible threat of physical violence, specifically targeting a person's face.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6129,2026-06-17T03:24:55.465608+00:00,38,BR_row_00000038,Harassment,Explicit violent threat using slang targeting a specific person
eu subo os dois no tapa poxa obg mo,Harassment,external_integration,safe,triple_vote_majority,safe,The text appears to be a casual and innocuous expression in Brazilian Portuguese.,Dangerous_Content,"The text explicitly mentions physical violence and a physical altercation, indicating a credible threat of harm.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a casual and innocuous expression in Brazilian Portuguese.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text explicitly mentions physical violence and a physical altercation, indicating a credible threat of harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6126,2026-06-17T03:24:55.674789+00:00,41,BR_row_00000041,safe,"Text is casual, non-abusive, and lacks any unsafe content."
"Jessica Rey Jessica Rey é uma puta vagabunda, piranha qu8e vive dando sua buceta na praça! Desenvolvimento embrionário seu cu e meu meu cu e seu! Dólar americano ããããããããããã serio eu não sabia que o dolar americano era dos eua carai mano pensei que eesa porra vinha do cu do bush mas agora eu tenho certeza que vem e du cu da mãe dele e mas uma coisa...vão tudo toma no oi do cu Neo nazistas neo nazista é tudo criado a leite com pêra,ovomaltino,a pão com mortandela não gosto põe a dentadura no cu e sorri pro caralho,filho da puta vai toma no cu tranquilo Respeito Respeito é ter au duro a toda hora. Quem ler e um idiota fudido. Energia solar Força centrífuga E TAMBÉM ESTA FORÇA NÃO EXISTE, RICARDO COSTURADO. Todos vocês vão tomar no cu!!",Harassment,external_integration,Harassment,triple_vote_majority,Hate_Speech,"Text contains severe insults, humiliation, and dehumanization targeting individuals and groups.",Harassment,"The text contains severe insults, vulgar abuse, and threats directed at individuals, including sexually explicit and degrading language.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains severe insults, humiliation, and dehumanization targeting individuals and groups.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults, vulgar abuse, and threats directed at individuals, including sexually explicit and degrading language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6570,2026-06-17T03:24:56.076127+00:00,47,BR_row_00000047,Harassment,
"Com as 64 mortes, o país economizará R$2,6 milhões ao ano já que cada lixo desse custa ao país R$3mil/mês. Com essa economia, o país pode investir em saúde para HUMANOS já que esses mortos nem animais são. Alguém que joga futebol com uma cabeça decapitada é humano?",Hate_Speech,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains dehumanization and degradation of a group of people.,Hate_Speech,"The text dehumanizes the deceased, comparing them to waste and questioning their humanity, which constitutes a severe attack and degradation of a group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains dehumanization and degradation of a group of people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text dehumanizes the deceased, comparing them to waste and questioning their humanity, which constitutes a severe attack and degradation of a group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6275,2026-06-17T03:24:56.076566+00:00,53,BR_row_00000053,,
duvidoooo amasso filho,safe,external_integration,Harassment,triple_vote_majority,Hate_Speech,Text contains a derogatory term targeting a person's family member.,Harassment,"The text uses an insulting term ('amasso') directed towards someone's child, indicating malicious abuse.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains a derogatory term targeting a person's family member.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses an insulting term ('amasso') directed towards someone's child, indicating malicious abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6117,2026-06-17T03:24:56.388346+00:00,55,BR_row_00000055,Harassment,Direct insult and humiliation targeting an individual.
"Ma DI CHE SETTE ANDATE PARLANDO? CREDO CHE VOI SIATE UN Pò FANATICI. CARI RAGAZZI DI CANCRO SI MUORE SOPRATTUTTO PERCHE SI è IPNOTIZZATI DA QUEI LUOGHI COMUNI DI CUI è RICCO IL MONDO. hO CONOSCIUTO CENTIANAIA DI CASI CLINICI DI PAZIENTI CHE NON HANNO FATTO UN CAZZO DOPO LA LORO DIAGNOSI E SOPRAVVIVONO A DISTANZA DI TANTI ANNI E NON è PER MERITO DI HAMER, MAPERCHè INSITO NEI NOSTRI CODICI BIOLOGICI. SIETE VOI GLI UOMINI LIBERI? O SIETE PIù IPNOTIZZATI DI QUELLO CHE CREDETE. SE è COSì LIBERI DI FARVI CURARE IL VOSTRO CANCRO (QUANDO LO DIAGNOSTICHERANNO GRAZIE AL MITO DELLA MEDICINA PREVENTIVA) CON LA CHEMIO E LA RADIO DELL UOMO BIANCO E DIVENTARE CIBO PER IL LEONI ANZITEMPO, OGNUNO è PADRONE DEL PROPRIO DESTINO. SAT NAM A VOI E A QUEL VENDUTO DI GRILLO",Dangerous_Content,external_integration,Harassment,triple_vote_majority,Harassment,The text contains insults and verbal abuse against a group of people.,Politically_Sensitive_Topics,"The text expresses skepticism towards conventional medicine and promotes alternative beliefs, potentially related to health and societal control, touching upon themes of freedom and manipulation, which can be interpreted as politically sensitive.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and verbal abuse against a group of people.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses skepticism towards conventional medicine and promotes alternative beliefs, potentially related to health and societal control, touching upon themes of freedom and manipulation, which can be interpreted as politically sensitive.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6698,2026-06-17T03:25:11.434094+00:00,59,BR_row_00000059,Harassment,
SP deveria eleger o Tarcísio no primeiro turno e mostrar para o Brasil a falsidade das pesquisas compradas pela Grande Mídia. #Tarcisio10 LINK,Politically_Sensitive_Topics,external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text contains political misinformation and criticism of media polls.,Politically_Sensitive_Topics,"The text discusses election results and claims of manipulated polls, which falls under political sensitivity.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains political misinformation and criticism of media polls.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses election results and claims of manipulated polls, which falls under political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6179,2026-06-17T03:25:14.822900+00:00,60,BR_row_00000060,,
"pretinha, vc é meu sonho — 🙄🙄",Hate_Speech,external_integration,Harassment,triple_vote_majority,Harassment,The text contains a term that can be used to insult or shame a target based on their appearance or identity.,Hate_Speech,"The text uses a racial slur ('pretinha') and expresses a fetishistic sentiment, degrading the person's identity.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a term that can be used to insult or shame a target based on their appearance or identity.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a racial slur ('pretinha') and expresses a fetishistic sentiment, degrading the person's identity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6143,2026-06-17T03:25:15.735197+00:00,61,BR_row_00000061,Harassment,Sexualized insult targeting a specific person with emoji.
era só um soco bem dado nessa boca de veludo LINK,Harassment,external_integration,Harassment,initial_models_agree,Harassment,Text contains a threat of physical violence.,Harassment,The text contains a direct insult and threat of physical violence towards a specific person.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains a threat of physical violence.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and threat of physical violence towards a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6120,2026-06-17T03:25:16.779960+00:00,64,BR_row_00000064,,
"Sorte que o cara que foi estudar ervilhas já morreu, se não eu iria matar ele asfixiado com as ervilhas #odeioasleisdemendel",Hate_Speech,external_integration,Harassment,triple_vote_majority,Hate_Speech,"The text contains a violent threat and hate speech against a person, referencing a protected group related to genetic conditions.",Harassment,"The text contains a threat of violence and expresses strong negative sentiment towards an individual, using a derogatory tone.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a violent threat and hate speech against a person, referencing a protected group related to genetic conditions.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a threat of violence and expresses strong negative sentiment towards an individual, using a derogatory tone.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6191,2026-06-17T03:25:18.781224+00:00,69,BR_row_00000069,Harassment,Direct insult and threat against a specific person.
"rt meninaaa que ódio, filha da amiga de uma prima minha, são uns capeta tinham que cair na mão dos cara em uma fa",Dangerous_Content,external_integration,Harassment,initial_models_agree,Harassment,The text contains direct insults and vulgar abuse against a specific person.,Harassment,"The text contains insults and expresses strong negative emotions directed towards a specific person and their family, indicating malicious abuse.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse against a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and expresses strong negative emotions directed towards a specific person and their family, indicating malicious abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6168,2026-06-17T03:25:19.208406+00:00,62,BR_row_00000062,,
ESMAGAAAAA DEBORAH! #AFazenda14 #AFazenda LINK,Harassment,external_integration,Harassment,initial_models_agree,Harassment,"The text contains a direct insult and hostile language targeted at a specific person, Deborah.",Harassment,The text contains abusive language and targets a specific person with aggressive and mocking intent.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and hostile language targeted at a specific person, Deborah.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains abusive language and targets a specific person with aggressive and mocking intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6140,2026-06-17T03:25:19.383521+00:00,70,BR_row_00000070,,
Se fosse os petralhas estariam criando mais bolsas ate virarmos uma Venezuela,Hate_Speech,external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,"Text contains comparison to Venezuela, implying political and economic instability.",Politically_Sensitive_Topics,"The text makes a politically charged comparison to Venezuela, implying negative consequences of a certain political group's actions.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains comparison to Venezuela, implying political and economic instability.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text makes a politically charged comparison to Venezuela, implying negative consequences of a certain political group's actions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6147,2026-06-17T03:25:20.105472+00:00,71,BR_row_00000071,,
"INSULTI, MINACCE ECC ECC ... QUANTO SEI BRAVO A CANCELLARE QUELLO CHE TI CONVIENTE E QUANTO SIETE TUTTI BRAVI A NASCONDERVI, VIGLIACCHI ! TANTO QUANDO ARRIVERA WALES VE FARA ER CULO PE LE VOSTRE PORCATE, MA ME RICCOMANNO, TIETTE A CICA E CACATE SOTTO DA SOLO BOIA ! SIETE UNA MASSA DI MERDA ! SIETE UNA MASSA DI MERDA ! IRRIDUCIBILI 1987 LAZIO - ONORE E FEDELTA",Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,"The text contains direct insults, vulgar abuse, and humiliation targeted at a specific group or collective.",Harassment,"The text contains insults, threats, and abusive language directed at a group of people, including vulgar terms and derogatory statements.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and humiliation targeted at a specific group or collective.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, threats, and abusive language directed at a group of people, including vulgar terms and derogatory statements.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6398,2026-06-17T03:25:23.330456+00:00,77,BR_row_00000077,,
"Gustavo Petro é o representante do Foro de São Paulo discursando ONU... O ex-guerrilheiro comunista cumpre um dos objetivos do movimento criado por Lula e Fidel Castro: defender os interesses do tráfico de drogas, aliado de primeira hora do movimento revolucionário esquerdista",BR_State_Security_Democratic_Order,external_integration,Politically_Sensitive_Topics,triple_vote_majority,Hate_Speech,Text attacks a protected identity group through political ideology and affiliation.,Politically_Sensitive_Topics,"The text discusses a political figure and a political movement with potentially destabilizing implications, referencing historical political alliances and alleged connections to illegal activities.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text attacks a protected identity group through political ideology and affiliation.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses a political figure and a political movement with potentially destabilizing implications, referencing historical political alliances and alleged connections to illegal activities.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6245,2026-06-17T03:25:23.831885+00:00,76,BR_row_00000076,Politically_Sensitive_Topics,Accusations against a foreign leader and political movement with implications of drug trafficking and revolutionary ideology.
Tem que botar fechado nesse pessoal da esquerda,Harassment,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains hostile language targeting a specific political group.,Hate_Speech,The text expresses hostility towards a political group ('esquerda') which can be interpreted as a form of political intolerance and potentially inciting discrimination.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language targeting a specific political group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses hostility towards a political group ('esquerda') which can be interpreted as a form of political intolerance and potentially inciting discrimination.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6133,2026-06-17T03:25:27.006838+00:00,81,BR_row_00000081,,
"Já notaram que a oposição recorre ao TS5 e ao 5TF em toda e qualquer manifestação do Presidente Bolsonaro! Aprendi que VENCEDORES focam na VITÓRIA , já PERDEDORES focam nos vencedores. Essa é a diferença !!…🇧🇷 #BolsonaroReeleitoNoPrimeiroTurno",BR_State_Security_Democratic_Order,external_integration,Politically_Sensitive_Topics,triple_vote_majority,safe,"The text appears to be a political opinion without hate speech, harassment, or threats to democratic order.",Politically_Sensitive_Topics,"The text references the TS5 and 5TF in relation to Bolsonaro's actions, implying political bias and potentially undermining democratic processes.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a political opinion without hate speech, harassment, or threats to democratic order.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references the TS5 and 5TF in relation to Bolsonaro's actions, implying political bias and potentially undermining democratic processes.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6274,2026-06-17T03:25:28.222569+00:00,82,BR_row_00000082,Politically_Sensitive_Topics,Text contains politically charged content questioning election legitimacy and targeting a public figure.
"prefiro bater com pau mesmo, até gemer de prazer, com dor cliente",Dangerous_Content,external_integration,Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,Text contains explicit sexual language and arousal-focused content.,Sexually_Explicit_Information,The text contains explicit sexual language and describes sexual acts with the intent to cause arousal.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""Text contains explicit sexual language and arousal-focused content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and describes sexual acts with the intent to cause arousal.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6137,2026-06-17T03:25:28.377207+00:00,75,BR_row_00000075,,
Bom dia sapatão,Harassment,external_integration,Harassment,triple_vote_majority,Hate_Speech,The text contains a derogatory term targeting a specific gender identity.,Harassment,"The term 'sapatão' is a derogatory and insulting term used to demean someone, fitting the definition of harassment.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term targeting a specific gender identity.""}","```json
{""final_label"":""Harassment"",""reason"":""The term 'sapatão' is a derogatory and insulting term used to demean someone, fitting the definition of harassment.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6117,2026-06-17T03:25:30.561099+00:00,78,BR_row_00000078,Harassment,Insulting slang targeting a specific person or group.
"Esse idiota protestou qdo o país dele saiu às ruas, há 2 sem, pedindo morte de Trump e aniquilamento dos E _",Harassment,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,Text contains hostile language and death threats against a specific group or individual.,Hate_Speech,The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and death threats against a specific group or individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and degrades a person based on their political views and perceived support for violence against a political figure.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6176,2026-06-17T03:25:31.242974+00:00,80,BR_row_00000080,,
"falece, Pinto da Costa!",Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,The text contains a hostile and aggressive tone towards a specific person.,Harassment,The text contains an insult directed at a specific person.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a hostile and aggressive tone towards a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains an insult directed at a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6110,2026-06-17T03:25:31.976642+00:00,63,BR_row_00000063,,
Propaganda eleitoral de Lula tem promessas que não foram apresentadas ao TSE LINK #R7 via,BR_State_Security_Democratic_Order,external_integration,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text discusses election propaganda and unregistered promises.,Politically_Sensitive_Topics,"The text refers to electoral propaganda and promises, mentioning the TSE, which is a sensitive topic related to elections and political processes in Brazil.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses election propaganda and unregistered promises.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to electoral propaganda and promises, mentioning the TSE, which is a sensitive topic related to elections and political processes in Brazil.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6160,2026-06-17T03:25:32.092448+00:00,85,BR_row_00000085,,
"Alto lá, comunas! A Amazônia é nossa. Por isso, temos todo direito de devastar essa porra toda, matar índio, criar mais garimpos... E sabemos que isso é mentira desses veganos-artistas-comunistas-guerrilheiros-ateus-maconheiros, como bem disse Trump, idolo do presida. Taoquei?",BR_State_Security_Democratic_Order,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,"Text contains attacks and humiliation against protected identity groups, including Indigenous people and those with certain political or social beliefs.",Hate_Speech,"The text contains dehumanizing language towards Indigenous people and promotes violence, targeting a group based on their identity and political beliefs.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against protected identity groups, including Indigenous people and those with certain political or social beliefs.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language towards Indigenous people and promotes violence, targeting a group based on their identity and political beliefs.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6288,2026-06-17T03:25:32.458421+00:00,66,BR_row_00000066,,
